GEO_ID,C06007_001E,C06007_001M,C06007_002E,C06007_002M,C06007_003E,C06007_003M,C06007_004E,C06007_004M,C06007_005E,C06007_005M,C06007_006E,C06007_006M,C06007_007E,C06007_007M,C06007_008E,C06007_008M,C06007_009E,C06007_009M,C06007_010E,C06007_010M,C06007_011E,C06007_011M,C06007_012E,C06007_012M,C06007_013E,C06007_013M,C06007_014E,C06007_014M,C06007_015E,C06007_015M,C06007_016E,C06007_016M,C06007_017E,C06007_017M,C06007_018E,C06007_018M,C06007_019E,C06007_019M,C06007_020E,C06007_020M,C06007_021E,C06007_021M,C06007_022E,C06007_022M,C06007_023E,C06007_023M,C06007_024E,C06007_024M,C06007_025E,C06007_025M,NAME,C06007_001EA,C06007_001MA,C06007_002EA,C06007_002MA,C06007_003MA,C06007_003EA,C06007_004MA,C06007_004EA,C06007_005EA,C06007_005MA,C06007_006EA,C06007_006MA,C06007_007EA,C06007_007MA,C06007_008MA,C06007_008EA,C06007_009MA,C06007_009EA,C06007_010EA,C06007_010MA,C06007_011EA,C06007_011MA,C06007_012EA,C06007_012MA,C06007_013EA,C06007_013MA,C06007_014MA,C06007_014EA,C06007_015MA,C06007_015EA,C06007_016EA,C06007_016MA,C06007_017EA,C06007_017MA,C06007_018EA,C06007_018MA,C06007_019MA,C06007_019EA,C06007_020MA,C06007_020EA,C06007_021EA,C06007_021MA,C06007_022EA,C06007_022MA,C06007_023EA,C06007_023MA,C06007_024EA,C06007_024MA,C06007_025MA,C06007_025EA,state
0400000US01,4558217,2782,4335732,8563,222485,8040,130233,7082,92252,5595,3149264,22274,3102579,22724,46685,5069,35489,4413,11196,2368,1209339,19705,1163292,19574,46047,4079,37948,3650,8099,1559,42933,4816,33143,3752,9790,2501,7331,2183,2459,1586,156681,6861,36718,4452,119963,5390,49465,3981,70498,4797,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,683324,986,569759,6242,113565,5896,78426,4610,35139,3416,260154,6956,217192,7804,42962,2964,36787,2516,6175,1288,351487,6082,332173,6308,19314,2760,15653,2267,3661,1288,17508,2361,11240,1829,6268,1748,4264,1349,2004,1018,54175,3928,9154,1349,45021,3817,21722,2840,23299,2313,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6298821,1394,4601108,20215,1697713,20107,1110651,18215,587062,13970,2242315,19162,1615567,20261,626748,11612,538136,11873,88612,5409,3048790,17663,2782104,16320,266686,10751,231749,9922,34937,3767,94426,6257,61034,5372,33392,4719,24244,3432,9148,2325,913290,15630,142403,5900,770887,15978,316522,11221,454365,12420,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2775973,2624,2584853,6976,191120,7257,100779,5157,90341,5889,1648234,16651,1609644,16274,38590,3559,29280,2969,9310,1868,969092,16326,928478,15880,40614,3599,32738,3303,7876,1513,19652,2313,16506,2221,3146,959,2224,746,922,604,138995,5913,30225,3911,108770,5799,36537,3372,72233,5132,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36290808,2542,20361508,52320,15929300,52309,9205132,54024,6724168,44352,18981526,52341,13275206,56924,5706320,39129,4972446,39107,733874,16129,6374815,38794,5769676,35876,605139,15905,517236,14591,87903,4622,472060,12472,259553,8780,212507,8573,155419,6547,57088,5187,10462407,45501,1057073,17511,9405334,45018,3560031,35488,5845303,42283,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5023808,2144,4157362,16124,866446,16157,554662,12828,311784,12369,2006732,21539,1759311,20257,247421,7960,208113,7790,39308,4004,2403805,21643,2253957,22752,149848,7329,131861,7197,17987,2692,79475,5577,58896,4118,20579,2998,17107,2602,3472,1330,533796,12410,85198,4918,448598,12094,197581,7102,251017,10306,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3407815,964,2665263,14176,742552,14187,465825,12591,276727,8850,1831143,15744,1655194,17383,175949,7998,159181,7729,16768,2006,956806,15918,867532,14258,89274,5325,77535,4657,11739,2409,132516,7132,30389,2983,102127,6261,53320,4024,48807,4372,487350,12307,112148,6184,375202,12654,175789,9026,199413,8297,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,879604,228,765550,5732,114054,5748,75132,5441,38922,3344,379723,9492,356304,8899,23419,2671,19871,2778,3548,992,404577,9142,385759,9285,18818,2433,16778,2519,2040,738,15494,2325,6380,1233,9114,2102,6309,1895,2805,789,79810,4888,17107,2585,62703,4909,32174,4326,30529,3164,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,616130,6,506220,5358,109910,5358,73452,5572,36458,3990,206070,5301,191169,4968,14901,2471,12992,2272,1909,782,307860,5925,284672,5947,23188,2710,21369,2489,1819,810,11702,1622,6190,1171,5512,1258,3970,1011,1542,931,90498,5094,24189,3251,66309,4434,35121,3835,31188,3683,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18815725,3345,13494015,39206,5321710,38912,3123584,33553,2198126,29531,6226147,43537,5230543,46013,995604,24148,889185,22416,106419,6687,7973718,39087,7317189,34772,656529,17314,584887,17240,71642,5448,663651,15457,189968,8112,473683,14622,295622,11223,178061,9314,3952209,35155,756315,19436,3195894,35867,1353890,23964,1842004,29033,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
