GEO_ID,B22002_001E,B22002_001M,B22002_002E,B22002_002M,B22002_003E,B22002_003M,B22002_004E,B22002_004M,B22002_005E,B22002_005M,B22002_006E,B22002_006M,B22002_007E,B22002_007M,B22002_008E,B22002_008M,B22002_009E,B22002_009M,B22002_010E,B22002_010M,B22002_011E,B22002_011M,B22002_012E,B22002_012M,B22002_013E,B22002_013M,B22002_014E,B22002_014M,B22002_015E,B22002_015M,B22002_016E,B22002_016M,B22002_017E,B22002_017M,B22002_018E,B22002_018M,B22002_019E,B22002_019M,B22002_020E,B22002_020M,B22002_021E,B22002_021M,B22002_022E,B22002_022M,B22002_023E,B22002_023M,B22002_024E,B22002_024M,B22002_025E,B22002_025M,B22002_026E,B22002_026M,B22002_027E,B22002_027M,NAME,B22002_001MA,B22002_001EA,B22002_002EA,B22002_002MA,B22002_003EA,B22002_003MA,B22002_004MA,B22002_004EA,B22002_005MA,B22002_005EA,B22002_006MA,B22002_006EA,B22002_007EA,B22002_007MA,B22002_008EA,B22002_008MA,B22002_009EA,B22002_009MA,B22002_010MA,B22002_010EA,B22002_011MA,B22002_011EA,B22002_012MA,B22002_012EA,B22002_013EA,B22002_013MA,B22002_014EA,B22002_014MA,B22002_015EA,B22002_015MA,B22002_016MA,B22002_016EA,B22002_017EA,B22002_017MA,B22002_018MA,B22002_018EA,B22002_019EA,B22002_019MA,B22002_020EA,B22002_020MA,B22002_021EA,B22002_021MA,B22002_022EA,B22002_022MA,B22002_023MA,B22002_023EA,B22002_024EA,B22002_024MA,B22002_025EA,B22002_025MA,B22002_026EA,B22002_026MA,B22002_027MA,B22002_027EA,state
0400000US13,3587521,13961,561503,11199,319435,9656,104163,5226,211107,8054,28905,3059,182202,7143,4165,1448,242068,7243,40292,3294,60710,3865,13034,1531,47676,3535,141066,5674,3026018,15057,936080,13598,661406,12292,268886,10350,73452,5009,195434,8489,5788,1538,2089938,15379,886172,11914,193656,6855,57013,4520,136643,5912,1010110,11874,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,450769,4870,52767,3025,28991,2157,13464,1677,15110,1710,2070,684,13040,1637,417,378,23776,1994,4113,761,6640,1307,1918,696,4722,1089,13023,1637,398002,5425,122488,4613,91624,3699,30353,2531,10974,1596,19379,1977,511,305,275514,6014,122848,4280,29999,2346,11237,1588,18762,1839,122667,4598,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,591587,4733,69813,3862,41280,3096,20145,2585,20751,2408,4310,1166,16441,2117,384,243,28533,2373,4518,881,4948,1229,2232,934,2716,778,19067,2086,521774,5737,154800,5298,119346,4888,34123,3300,12963,2139,21160,2354,1331,635,366974,6100,180610,5756,23058,2406,8070,1810,14988,1946,163306,5257,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4772421,12392,652676,10710,343127,7318,115342,4349,221503,6901,35757,2925,185746,5958,6282,1178,309549,8055,51059,3265,70491,3519,19020,2079,51471,3050,187999,5725,4119745,15361,1161403,13504,868461,11471,283719,8253,86608,4693,197111,7312,9223,1524,2958342,16713,1234436,13601,254173,7696,86143,4555,168030,5489,1469733,14879,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2502739,10912,319564,8077,173391,5761,52580,3830,117349,4944,19069,2310,98280,4232,3462,938,146173,6116,22017,2079,29660,2306,7143,1414,22517,2085,94496,4830,2183175,12964,622102,9829,443781,8987,169563,6431,54182,4279,115381,5007,8758,1600,1561073,11659,701017,9102,121256,5273,40170,2840,81086,3860,738800,10620,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1241471,6257,148202,4724,78401,3453,28492,2406,47825,3023,9524,1461,38301,2776,2084,696,69801,3565,11269,1402,10415,1457,2622,719,7793,1207,48117,3060,1093269,7697,297698,6168,228930,5422,66316,3621,27351,2806,38965,3002,2452,716,795571,7075,368056,5559,40259,3068,14944,1899,25315,2169,387256,6724,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1109280,6429,105827,4287,58207,3238,21645,2049,36165,3123,6137,1233,30028,2927,397,260,47620,2871,7150,1227,6370,991,1367,519,5003,907,34100,2335,1003453,7882,299938,5918,221158,5445,76271,4459,26659,2387,49612,3856,2509,649,703515,6862,314918,5465,44925,2709,16977,1552,27948,2278,343672,7202,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1712094,8632,299485,7728,145663,4929,50919,3348,91235,5214,16804,2023,74431,4500,3509,926,153822,5205,26351,2178,27309,2038,7175,1267,20134,1836,100162,4622,1412609,9654,389938,6587,287213,6118,98588,4540,31199,3006,67389,3933,4137,946,1022671,8338,464443,7750,78528,4275,24063,2377,54465,3257,479700,8230,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1718194,10232,269670,7876,134540,5631,33379,3079,100069,4768,10683,1501,89386,4671,1092,597,135130,5512,17679,1842,30911,2739,7200,1228,23711,2230,86540,5001,1448524,10900,409356,8597,267739,7295,136648,6425,39017,4004,97631,5660,4969,1363,1039168,11514,423102,8079,103132,4741,35743,2413,67389,3744,512934,10104,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,549841,5205,92714,3732,38010,2550,12421,1443,24522,2350,6063,1373,18459,1939,1067,456,54704,2703,8477,1373,7727,1308,2339,642,5388,1194,38500,2645,457127,5122,104703,3880,75642,3657,28004,2418,9909,1572,18095,2095,1057,535,352424,4466,167164,4028,20628,2234,7670,1296,12958,1729,164632,4576,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2165438,8230,250157,6355,132743,4653,41126,3123,90214,4366,14226,2025,75988,3849,1403,694,117414,5195,19268,1904,28315,2535,5880,1045,22435,2316,69831,4083,1915281,9810,574306,9192,407196,7666,163931,7356,45819,4066,118112,5912,3179,883,1340975,10540,554468,9524,141454,4961,40180,3121,101274,4852,645053,9479,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2549336,9145,330851,8985,139549,5510,39457,3095,99386,5138,11778,2071,87608,4606,706,327,191302,6388,28387,2443,34223,2765,8798,1228,25425,2539,128692,5198,2218485,10085,622949,9231,468456,8567,150810,5818,39438,3379,111372,4860,3683,991,1595536,11048,647224,9663,142638,6053,47687,3480,94951,4466,805674,11435,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3834574,12574,619562,10460,286974,7908,88661,4657,194258,6607,32244,3010,162014,6012,4055,1009,332588,8644,48870,2571,73370,4094,18490,1828,54880,3736,210348,7256,3215012,14089,853937,10663,626937,9490,218448,6360,73341,3615,145107,4721,8552,1479,2361075,13765,1050493,10393,184122,5866,58237,2974,125885,4799,1126460,13223,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2129195,6975,196307,5811,99893,4776,33215,2259,64452,3991,10390,1801,54062,3494,2226,672,96414,3983,10637,1253,13925,1722,3583,1063,10342,1536,71852,3463,1932888,8571,549229,6956,412781,6814,131520,5239,45633,3475,85887,4030,4928,788,1383659,8281,619323,7159,83741,4216,30195,2244,53546,3225,680595,8773,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1095823,8793,198057,6209,106686,4860,30106,2593,75588,4323,9512,1581,66076,3929,992,498,91371,4735,12228,1612,24376,2282,3790,1061,20586,2056,54767,3772,897766,9759,257173,7653,165757,6002,88906,5075,22630,2800,66276,4404,2510,778,640593,8264,274130,6287,67372,4209,19697,2102,47675,3644,299091,7616,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2354809,12290,300928,7444,150476,6670,47465,3430,100637,5055,17809,1893,82828,4816,2374,829,150452,5868,20869,2010,29197,2712,6838,1254,22359,2323,100386,5501,2053881,13276,558205,9210,405128,8160,147315,5047,48251,3695,99064,4480,5762,1121,1495676,12181,651253,8810,106952,4721,30402,2987,76550,3138,737471,11359,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,410962,3391,45809,2975,22904,2486,9048,1587,13238,1750,2275,735,10963,1524,618,377,22905,2376,2658,706,4020,1080,801,519,3219,935,16227,2104,365153,4581,86475,3652,64371,3302,20764,2356,9573,1556,11191,1543,1340,746,278678,4250,123418,4091,13659,1342,5170,981,8489,928,141601,4032,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,740765,3795,69443,3406,36246,2486,10932,1431,24671,2341,3526,859,21145,2215,643,268,33197,2195,4783,990,4366,888,876,354,3490,789,24048,1986,671322,5185,198172,4541,146708,4124,49958,2908,15310,1598,34648,2326,1506,562,473150,4888,209273,4095,29626,2340,10878,1458,18748,1863,234251,4945,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1021519,6553,125987,4842,64704,3740,23159,2505,40463,3165,7859,1538,32604,2792,1082,612,61283,3605,8630,1451,12030,1706,3712,873,8318,1540,40623,2895,895532,7052,248129,5693,166536,4471,79765,4320,29647,2465,50118,3564,1828,606,647403,7031,248837,5195,63041,3515,26187,2454,36854,2686,335525,7606,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,519756,4605,41237,3236,20911,2537,6380,1160,14196,2000,2596,857,11600,1853,335,368,20326,2252,2893,696,3627,938,973,495,2654,688,13806,1716,478519,4791,129624,4358,95104,3744,33449,2830,12053,1872,21396,2325,1071,546,348895,5393,166601,3979,23651,2259,8599,1449,15052,1749,158643,5226,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3194844,10719,294957,7658,154221,5788,51518,3567,101873,4878,15575,2474,86298,4516,830,399,140736,4875,24671,2588,31068,2610,7290,1563,23778,2095,84997,3984,2899887,11987,915735,12511,676940,10015,232723,7603,59402,3219,173321,6823,6072,1355,1984152,12510,854751,9688,230131,6379,72161,4416,157970,5297,899270,13206,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,760916,6897,118280,4584,64405,3668,24160,2222,39836,3230,6637,1208,33199,2899,409,340,53875,3050,8078,1227,11188,1566,2549,747,8639,1324,34609,2343,642636,7169,173943,6150,113574,4806,59332,4146,19287,2438,40045,2908,1037,566,468693,7647,194921,4766,38443,2777,13603,1712,24840,1959,235329,6725,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7282398,15877,1135978,16136,498070,12564,162436,7186,331121,10176,44886,4116,286235,8380,4513,965,637908,12744,101670,4180,140185,5405,32455,2601,107730,4660,396053,9599,6146420,22600,1685775,15046,1196609,13466,476664,10066,132428,6101,344236,8592,12502,2021,4460645,20063,1715664,14277,497605,10224,156986,6227,340619,7391,2247376,20961,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3790620,14716,545796,10710,287771,8782,87868,5317,195733,6918,32006,3139,163727,6233,4170,1248,258025,6631,42431,3954,60214,4019,13245,1860,46969,3489,155380,5869,3244824,16457,901350,11973,646958,11077,246340,7803,71051,4108,175289,6270,8052,1478,2343474,15818,1026617,10885,185887,6235,55143,4029,130744,4972,1130970,14872,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,305431,3533,25033,2409,13734,1762,3590,912,9594,1705,2378,846,7216,1495,550,432,11299,1580,920,406,1033,344,267,177,766,298,9346,1638,280398,4272,76994,3203,57268,2787,18363,2128,6486,1249,11877,1985,1363,558,203404,4007,87238,2387,9794,1533,4977,1111,4817,845,106372,4108,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4593172,13994,686590,10073,339832,6449,91505,4215,243928,6156,35988,3376,207940,5404,4399,999,346758,7651,50491,2542,66770,4406,14308,1776,52462,3617,229497,6530,3906582,15144,1026726,13871,734592,12191,281773,7682,86495,4710,195278,6919,10361,1431,2879856,18093,1228131,11142,226333,7821,77550,4693,148783,5482,1425392,15615,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1459759,5575,201345,5092,109723,3447,36510,2210,71567,2924,12252,1520,59315,2586,1646,623,91622,3434,15389,1478,15923,1382,4095,766,11828,1135,60310,2884,1258414,6872,368791,5701,264642,3862,99780,3912,32255,2311,67525,3087,4369,1005,889623,7928,394232,5015,68473,3197,24546,2342,43927,2461,426918,7354,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1535511,6674,290484,7936,131378,5376,54496,3711,74427,4122,17747,2262,56680,3959,2455,900,159106,6418,28397,2715,27828,2419,6723,1232,21105,1848,102881,5115,1245027,9732,313897,6929,232037,6033,78132,4612,26498,2421,51634,3758,3728,1181,931130,8070,415685,7435,55248,3701,20498,2411,34750,2510,460197,9014,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4945972,12878,644930,10452,303252,8639,86981,4641,212509,7564,34864,3192,177645,6446,3762,908,341678,7242,47099,2906,66386,3413,16083,2063,50303,2783,228193,6425,4301042,13152,1100132,10818,816435,11348,273523,6847,84470,3969,189053,5640,10174,1566,3200910,16575,1413927,10893,268194,7988,89463,3948,178731,6844,1518789,16975,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,409654,3327,71530,3916,32047,2596,8819,1476,23025,2523,3779,1001,19246,2473,203,241,39483,2963,5480,1011,6465,1157,1513,579,4952,1003,27538,2738,338124,4725,86615,3343,61422,2804,24755,1919,6946,1438,17809,2031,438,255,251509,4787,103494,3888,23705,2104,8015,1399,15690,1736,124310,4987,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1826914,10151,261770,8700,139830,6842,38101,3028,100346,5708,12439,1824,87907,5567,1383,645,121940,5793,20351,2520,31888,2538,7250,1570,24638,2121,69701,4115,1565144,11322,399588,8373,276884,7059,119097,5966,31790,3567,87307,5146,3607,908,1165556,11677,511993,7481,102956,4518,31901,2965,71055,3678,550607,9612,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,334475,2656,36621,2674,18611,1835,5297,1073,13272,1509,2015,618,11257,1378,42,70,18010,1861,2352,637,2793,856,1195,637,1598,529,12865,1613,297854,3616,78155,3144,58018,2861,19475,2014,6631,1037,12844,1733,662,421,219699,4070,100062,3157,9966,1281,4409,873,5557,799,109671,4087,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2509665,11315,441196,9213,225265,7663,79418,4608,142052,6348,22654,2887,119398,5057,3795,1091,215931,6604,34948,2619,51120,3023,14437,1909,36683,2769,129863,5707,2068469,12907,562129,10398,411969,9069,146002,6048,40232,2801,105770,5166,4158,1062,1506340,11952,676703,10483,118132,5114,37612,3179,80520,4502,711505,12503,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
