GEO_ID,B16004_001E,B16004_001M,B16004_002E,B16004_002M,B16004_003E,B16004_003M,B16004_004E,B16004_004M,B16004_005E,B16004_005M,B16004_006E,B16004_006M,B16004_007E,B16004_007M,B16004_008E,B16004_008M,B16004_009E,B16004_009M,B16004_010E,B16004_010M,B16004_011E,B16004_011M,B16004_012E,B16004_012M,B16004_013E,B16004_013M,B16004_014E,B16004_014M,B16004_015E,B16004_015M,B16004_016E,B16004_016M,B16004_017E,B16004_017M,B16004_018E,B16004_018M,B16004_019E,B16004_019M,B16004_020E,B16004_020M,B16004_021E,B16004_021M,B16004_022E,B16004_022M,B16004_023E,B16004_023M,B16004_024E,B16004_024M,B16004_025E,B16004_025M,B16004_026E,B16004_026M,B16004_027E,B16004_027M,B16004_028E,B16004_028M,B16004_029E,B16004_029M,B16004_030E,B16004_030M,B16004_031E,B16004_031M,B16004_032E,B16004_032M,B16004_033E,B16004_033M,B16004_034E,B16004_034M,B16004_035E,B16004_035M,B16004_036E,B16004_036M,B16004_037E,B16004_037M,B16004_038E,B16004_038M,B16004_039E,B16004_039M,B16004_040E,B16004_040M,B16004_041E,B16004_041M,B16004_042E,B16004_042M,B16004_043E,B16004_043M,B16004_044E,B16004_044M,B16004_045E,B16004_045M,B16004_046E,B16004_046M,B16004_047E,B16004_047M,B16004_048E,B16004_048M,B16004_049E,B16004_049M,B16004_050E,B16004_050M,B16004_051E,B16004_051M,B16004_052E,B16004_052M,B16004_053E,B16004_053M,B16004_054E,B16004_054M,B16004_055E,B16004_055M,B16004_056E,B16004_056M,B16004_057E,B16004_057M,B16004_058E,B16004_058M,B16004_059E,B16004_059M,B16004_060E,B16004_060M,B16004_061E,B16004_061M,B16004_062E,B16004_062M,B16004_063E,B16004_063M,B16004_064E,B16004_064M,B16004_065E,B16004_065M,B16004_066E,B16004_066M,B16004_067E,B16004_067M,NAME,B16004_001MA,B16004_001EA,B16004_002EA,B16004_002MA,B16004_003EA,B16004_003MA,B16004_004EA,B16004_004MA,B16004_005MA,B16004_005EA,B16004_006MA,B16004_006EA,B16004_007EA,B16004_007MA,B16004_008EA,B16004_008MA,B16004_009EA,B16004_009MA,B16004_010EA,B16004_010MA,B16004_011MA,B16004_011EA,B16004_012MA,B16004_012EA,B16004_013EA,B16004_013MA,B16004_014EA,B16004_014MA,B16004_015EA,B16004_015MA,B16004_016MA,B16004_016EA,B16004_017MA,B16004_017EA,B16004_018EA,B16004_018MA,B16004_019EA,B16004_019MA,B16004_020MA,B16004_020EA,B16004_021MA,B16004_021EA,B16004_022MA,B16004_022EA,B16004_023MA,B16004_023EA,B16004_024EA,B16004_024MA,B16004_025EA,B16004_025MA,B16004_026MA,B16004_026EA,B16004_027MA,B16004_027EA,B16004_028MA,B16004_028EA,B16004_029EA,B16004_029MA,B16004_030EA,B16004_030MA,B16004_031MA,B16004_031EA,B16004_032MA,B16004_032EA,B16004_033MA,B16004_033EA,B16004_034MA,B16004_034EA,B16004_035EA,B16004_035MA,B16004_036MA,B16004_036EA,B16004_037MA,B16004_037EA,B16004_038MA,B16004_038EA,B16004_039MA,B16004_039EA,B16004_040EA,B16004_040MA,B16004_041EA,B16004_041MA,B16004_042EA,B16004_042MA,B16004_043EA,B16004_043MA,B16004_044MA,B16004_044EA,B16004_045MA,B16004_045EA,B16004_046EA,B16004_046MA,B16004_047EA,B16004_047MA,B16004_048EA,B16004_048MA,B16004_049EA,B16004_049MA,B16004_050MA,B16004_050EA,B16004_051EA,B16004_051MA,B16004_052EA,B16004_052MA,B16004_053EA,B16004_053MA,B16004_054EA,B16004_054MA,B16004_055MA,B16004_055EA,B16004_056MA,B16004_056EA,B16004_057EA,B16004_057MA,B16004_058EA,B16004_058MA,B16004_059EA,B16004_059MA,B16004_060MA,B16004_060EA,B16004_061MA,B16004_061EA,B16004_062EA,B16004_062MA,B16004_063EA,B16004_063MA,B16004_064EA,B16004_064MA,B16004_065EA,B16004_065MA,B16004_066MA,B16004_066EA,B16004_067MA,B16004_067EA,state
0400000US01,4558217,2782,817440,3350,773239,4382,34690,2916,24316,2634,7385,1674,2770,1030,219,293,2901,1006,2646,967,208,239,47,82,0,189,5676,1042,4362,860,1200,556,114,153,0,189,934,571,822,539,0,189,88,129,24,49,2994265,3280,2833281,6785,101311,5204,51853,4575,16797,2633,23401,3256,9260,2357,22553,3027,17074,2338,4038,1075,1441,852,0,189,28809,2906,11893,1925,9974,1847,6065,2009,877,554,8311,1912,5800,1596,1373,747,408,327,730,583,746512,2631,729212,2805,6688,1526,3898,1179,712,457,1297,651,781,431,7021,1279,5783,1291,541,253,697,418,0,189,3124,864,1487,647,608,333,592,405,437,443,467,255,299,196,0,189,86,115,82,136,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,683324,986,133361,1184,113673,3009,2494,1030,2267,954,227,221,0,145,0,145,2777,1107,1639,708,1083,753,37,69,18,34,7096,1612,4415,1221,1879,959,595,489,207,285,7321,1274,6045,801,1217,809,53,41,6,11,480064,1374,397355,4149,18307,1922,12346,1868,3923,1225,1788,972,250,317,12734,2364,10032,1962,1655,562,796,622,251,280,27965,1690,14794,1917,9198,1512,3895,1106,78,97,23703,2076,21270,1822,2209,639,166,91,58,92,69899,1172,58731,1395,1533,438,895,381,266,203,96,120,276,226,1993,783,1149,539,113,160,300,254,431,303,3486,692,673,407,907,440,1418,530,488,332,4156,429,2901,283,609,247,431,173,215,262,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6298821,1394,1189408,1571,852351,8574,288568,7590,242842,8152,31654,3189,11127,2146,2945,1027,12580,2436,10419,2055,1152,567,558,481,451,715,14808,2080,11292,1967,2734,694,777,489,5,9,21101,2801,18008,2507,2216,1190,724,309,153,156,4038656,2065,2854980,15467,893891,12174,534434,13146,129751,6896,135186,7259,94520,7018,85251,6492,66007,5284,12655,2075,5246,1401,1343,886,95756,4568,53633,3735,25275,3097,11901,1868,4947,1704,108778,4867,84196,4394,17121,2081,5289,1132,2172,822,1070757,1582,893777,3990,116208,2523,57784,3241,18289,1836,15744,1989,24391,2641,27877,2768,18684,2289,5484,1114,1936,628,1773,868,13710,1473,4894,1009,3481,764,3709,1093,1626,851,19185,1228,8458,954,4292,663,3891,599,2544,666,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2775973,2624,515744,3120,466604,3906,40121,3270,30443,2824,7133,1567,2039,828,506,465,1914,953,1741,935,173,208,0,190,0,190,6493,1853,5188,1703,1028,712,277,251,0,190,612,558,612,558,0,190,0,190,0,190,1795217,2962,1664029,5247,95808,4270,36825,3391,26205,3176,22394,2853,10384,2472,12019,2110,9525,1611,1775,715,600,461,119,193,20727,2294,9353,1603,8334,1718,2838,1012,202,331,2634,1291,1778,936,768,620,0,190,88,155,465012,2183,454220,2101,5094,1332,1954,774,1410,567,726,401,1004,667,3338,847,2513,751,511,269,240,224,74,158,1962,728,685,399,550,433,686,447,41,54,398,265,162,164,106,126,130,150,0,190,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36290808,2542,6639887,2642,3722108,26164,2292664,22770,1887296,21520,306227,10764,80809,4311,18332,2447,192068,8217,161711,7416,21698,2994,7784,1605,875,555,382088,9212,289698,9197,64811,4011,25530,2149,2049,568,50959,5714,40734,5103,6735,1999,2430,887,1060,956,24660829,4058,13413279,39384,7332514,27902,3908102,30806,1251467,20266,1391564,18276,781381,16771,1104887,23640,792073,19191,206150,8258,87219,6857,19445,2814,2549937,23162,1348717,22632,693478,14487,413225,9133,94517,5707,260212,13485,175152,8971,52583,5308,23235,3394,9242,2269,4990092,3267,3226121,13452,812115,8463,277089,9014,132213,6240,187929,6948,214884,7280,300743,10735,140885,7584,65954,4259,57696,4447,36208,3580,604296,7261,163565,6429,151827,5613,181008,6859,107896,5656,46817,4265,20110,2772,11024,1916,9945,1948,5738,1488,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5023808,2144,915087,2257,726404,7374,150691,6373,122649,6194,20170,3113,6647,1453,1225,635,15500,2072,12372,1747,2235,926,893,527,0,192,14021,1784,11312,1594,1809,684,840,534,60,98,8471,2488,7679,2411,181,126,545,429,66,80,3429149,2314,2835343,12559,401336,9143,222924,7516,69842,5206,76910,5505,31660,4256,83051,5514,62451,4154,13177,1841,5958,1791,1465,831,72390,3543,41924,3688,19877,2543,8980,1502,1609,744,37029,4257,25748,3392,7310,1678,3071,1059,900,544,679572,1928,595615,3602,48935,2014,29511,2027,7043,1292,5471,1135,6910,1515,21878,2443,14561,1880,3658,1052,2418,793,1241,469,9928,929,2241,622,2356,617,2863,712,2468,705,3216,973,1290,569,407,239,718,403,801,585,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3407815,964,586014,1141,465330,5579,76830,4493,66150,4333,7150,1601,2839,840,691,431,28702,3588,25282,3723,2021,762,1399,686,0,197,11557,1544,9187,1480,1264,589,1000,508,106,131,3595,1307,3101,1139,454,380,40,65,0,197,2266273,1466,1732922,11048,285892,5911,163380,6190,54183,4381,50425,4849,17904,2876,163207,8903,108569,6319,36673,3266,15121,2644,2844,1150,64746,3943,34269,3506,17517,2193,9456,1642,3504,1403,19506,3481,14150,3149,3377,991,1745,729,234,292,555528,1349,467011,3916,26657,1450,9086,1336,4725,986,8422,1307,4424,1019,51524,3556,27496,2604,11738,1431,9260,1599,3030,992,7187,1104,2522,649,1714,603,1669,637,1282,569,3149,995,2633,952,181,157,169,170,166,195,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,879604,228,147832,596,126375,1880,15180,1556,11486,1555,2264,666,1157,627,273,363,1935,664,1724,627,131,127,80,88,0,185,3556,1068,3018,1188,387,449,151,239,0,185,786,459,646,429,140,231,0,185,0,185,578013,857,496387,4657,42795,2240,25241,2381,7895,1414,7108,1369,2551,874,16706,2880,12323,2192,2838,871,1084,528,461,404,14717,1713,7255,1545,4292,1512,2809,1357,361,269,7408,2736,6566,2718,639,358,203,198,0,185,153759,750,142788,1254,2929,589,1616,527,710,346,135,123,468,304,4547,1007,2821,742,966,599,606,420,154,181,2801,732,1779,635,432,322,550,338,40,60,694,614,657,610,37,62,0,185,0,185,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,616130,6,72267,4,58106,1914,7940,1255,6150,1266,1211,695,579,436,0,198,3485,1264,3000,1206,188,273,264,381,33,55,894,458,700,419,97,154,97,155,0,198,1842,843,1514,806,175,153,153,250,0,198,469398,229,381770,4454,41416,3012,23231,2690,8611,1601,7821,2065,1753,879,24349,3124,21141,2931,2145,909,909,694,154,249,10680,1428,6772,1123,2137,728,1117,663,654,452,11183,2264,6326,1493,3518,1091,1339,755,0,198,74465,229,66344,1196,3561,476,1557,609,1062,613,645,381,297,254,2616,809,2022,636,453,537,141,163,0,198,1206,283,512,354,155,180,184,171,355,316,738,484,527,436,114,153,0,198,97,116,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18815725,3345,2976451,3914,2141944,15662,651150,12576,542449,12171,73638,5624,27958,2873,7105,1656,132290,7738,113825,7733,13012,2461,4423,1350,1030,596,35399,3443,27589,2993,5884,1517,1664,668,262,296,15668,3167,12918,3160,1990,1039,760,569,0,214,12048320,4691,8313216,27783,2775261,16796,1551192,19733,507140,16404,456004,14576,260925,11805,664312,20755,437766,15931,141028,9988,70874,5783,14644,2830,217693,8369,119225,5630,55724,4633,34120,3961,8624,2351,77838,7022,55935,6027,15273,2713,5594,1544,1036,463,3790954,4204,3038855,10590,507509,5635,138494,6981,106456,5872,138540,5913,124019,6064,183490,8949,97249,5409,41531,3756,29088,3325,15622,2833,46144,2399,18077,1929,12325,1957,10362,2183,5380,1333,14956,2208,8865,1591,3409,1274,1956,693,726,476,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
