GEO_ID,B19301H_001E,B19301H_001M,NAME,B19301H_001MA,B19301H_001EA,state
0400000US01,27283,320,Alabama,null,null,01
0400000US02,41142,1146,Alaska,null,null,02
0400000US04,33099,373,Arizona,null,null,04
0400000US05,25587,505,Arkansas,null,null,05
0400000US06,44871,213,California,null,null,06
0400000US08,38222,471,Colorado,null,null,08
0400000US09,46575,688,Connecticut,null,null,09
0400000US10,35232,917,Delaware,null,null,10
0400000US11,76392,2442,District of Columbia,null,null,11
0400000US12,33043,261,Florida,null,null,12
0400000US13,31811,335,Georgia,null,null,13
0400000US15,41589,1513,Hawaii,null,null,15
0400000US16,26064,699,Idaho,null,null,16
0400000US17,36755,277,Illinois,null,null,17
0400000US18,27248,247,Indiana,null,null,18
0400000US19,30142,398,Iowa,null,null,19
0400000US20,31215,443,Kansas,null,null,20
0400000US21,24925,308,Kentucky,null,null,21
0400000US22,30457,414,Louisiana,null,null,22
0400000US23,28607,658,Maine,null,null,23
0400000US24,44086,453,Maryland,null,null,24
0400000US25,42360,403,Massachusetts,null,null,25
0400000US26,29384,204,Michigan,null,null,26
0400000US27,35806,296,Minnesota,null,null,27
0400000US28,26263,468,Mississippi,null,null,28
0400000US29,28047,298,Missouri,null,null,29
0400000US30,27799,471,Montana,null,null,30
0400000US31,30379,382,Nebraska,null,null,31
0400000US32,32868,548,Nevada,null,null,32
0400000US33,35791,585,New Hampshire,null,null,33
0400000US34,44680,424,New Jersey,null,null,34
0400000US35,34411,887,New Mexico,null,null,35
0400000US36,41336,327,New York,null,null,36
0400000US37,30580,255,North Carolina,null,null,37
0400000US38,35182,1002,North Dakota,null,null,38
0400000US39,29071,207,Ohio,null,null,39
0400000US40,29372,337,Oklahoma,null,null,40
0400000US41,30720,321,Oregon,null,null,41
0400000US42,32064,221,Pennsylvania,null,null,42
0400000US44,35622,845,Rhode Island,null,null,44
0400000US45,29583,424,South Carolina,null,null,45
0400000US46,29793,759,South Dakota,null,null,46
0400000US47,27613,321,Tennessee,null,null,47
0400000US48,38217,251,Texas,null,null,48
0400000US49,27309,365,Utah,null,null,49
0400000US50,30079,800,Vermont,null,null,50
0400000US51,39443,316,Virginia,null,null,51
0400000US53,35911,310,Washington,null,null,53
0400000US54,23250,418,West Virginia,null,null,54
0400000US55,30911,285,Wisconsin,null,null,55
0400000US56,31612,824,Wyoming,null,null,56
0400000US72,18375,3171,Puerto Rico,null,null,72
