GEO_ID,B20005I_001E,B20005I_001M,B20005I_002E,B20005I_002M,B20005I_003E,B20005I_003M,B20005I_004E,B20005I_004M,B20005I_005E,B20005I_005M,B20005I_006E,B20005I_006M,B20005I_007E,B20005I_007M,B20005I_008E,B20005I_008M,B20005I_009E,B20005I_009M,B20005I_010E,B20005I_010M,B20005I_011E,B20005I_011M,B20005I_012E,B20005I_012M,B20005I_013E,B20005I_013M,B20005I_014E,B20005I_014M,B20005I_015E,B20005I_015M,B20005I_016E,B20005I_016M,B20005I_017E,B20005I_017M,B20005I_018E,B20005I_018M,B20005I_019E,B20005I_019M,B20005I_020E,B20005I_020M,B20005I_021E,B20005I_021M,B20005I_022E,B20005I_022M,B20005I_023E,B20005I_023M,B20005I_024E,B20005I_024M,B20005I_025E,B20005I_025M,B20005I_026E,B20005I_026M,B20005I_027E,B20005I_027M,B20005I_028E,B20005I_028M,B20005I_029E,B20005I_029M,B20005I_030E,B20005I_030M,B20005I_031E,B20005I_031M,B20005I_032E,B20005I_032M,B20005I_033E,B20005I_033M,B20005I_034E,B20005I_034M,B20005I_035E,B20005I_035M,B20005I_036E,B20005I_036M,B20005I_037E,B20005I_037M,B20005I_038E,B20005I_038M,B20005I_039E,B20005I_039M,B20005I_040E,B20005I_040M,B20005I_041E,B20005I_041M,B20005I_042E,B20005I_042M,B20005I_043E,B20005I_043M,B20005I_044E,B20005I_044M,B20005I_045E,B20005I_045M,B20005I_046E,B20005I_046M,B20005I_047E,B20005I_047M,B20005I_048E,B20005I_048M,B20005I_049E,B20005I_049M,B20005I_050E,B20005I_050M,B20005I_051E,B20005I_051M,B20005I_052E,B20005I_052M,B20005I_053E,B20005I_053M,B20005I_054E,B20005I_054M,B20005I_055E,B20005I_055M,B20005I_056E,B20005I_056M,B20005I_057E,B20005I_057M,B20005I_058E,B20005I_058M,B20005I_059E,B20005I_059M,B20005I_060E,B20005I_060M,B20005I_061E,B20005I_061M,B20005I_062E,B20005I_062M,B20005I_063E,B20005I_063M,B20005I_064E,B20005I_064M,B20005I_065E,B20005I_065M,B20005I_066E,B20005I_066M,B20005I_067E,B20005I_067M,B20005I_068E,B20005I_068M,B20005I_069E,B20005I_069M,B20005I_070E,B20005I_070M,B20005I_071E,B20005I_071M,B20005I_072E,B20005I_072M,B20005I_073E,B20005I_073M,B20005I_074E,B20005I_074M,B20005I_075E,B20005I_075M,B20005I_076E,B20005I_076M,B20005I_077E,B20005I_077M,B20005I_078E,B20005I_078M,B20005I_079E,B20005I_079M,B20005I_080E,B20005I_080M,B20005I_081E,B20005I_081M,B20005I_082E,B20005I_082M,B20005I_083E,B20005I_083M,B20005I_084E,B20005I_084M,B20005I_085E,B20005I_085M,B20005I_086E,B20005I_086M,B20005I_087E,B20005I_087M,B20005I_088E,B20005I_088M,B20005I_089E,B20005I_089M,B20005I_090E,B20005I_090M,B20005I_091E,B20005I_091M,B20005I_092E,B20005I_092M,B20005I_093E,B20005I_093M,B20005I_094E,B20005I_094M,B20005I_095E,B20005I_095M,NAME,B20005I_001EA,B20005I_001MA,B20005I_002EA,B20005I_002MA,B20005I_003EA,B20005I_003MA,B20005I_004EA,B20005I_004MA,B20005I_005MA,B20005I_005EA,B20005I_006MA,B20005I_006EA,B20005I_007EA,B20005I_007MA,B20005I_008EA,B20005I_008MA,B20005I_009EA,B20005I_009MA,B20005I_010MA,B20005I_010EA,B20005I_011MA,B20005I_011EA,B20005I_012MA,B20005I_012EA,B20005I_013EA,B20005I_013MA,B20005I_014MA,B20005I_014EA,B20005I_015EA,B20005I_015MA,B20005I_016MA,B20005I_016EA,B20005I_017MA,B20005I_017EA,B20005I_018EA,B20005I_018MA,B20005I_019MA,B20005I_019EA,B20005I_020EA,B20005I_020MA,B20005I_021MA,B20005I_021EA,B20005I_022MA,B20005I_022EA,B20005I_023MA,B20005I_023EA,B20005I_024EA,B20005I_024MA,B20005I_025EA,B20005I_025MA,B20005I_026EA,B20005I_026MA,B20005I_027MA,B20005I_027EA,B20005I_028MA,B20005I_028EA,B20005I_029EA,B20005I_029MA,B20005I_030MA,B20005I_030EA,B20005I_031EA,B20005I_031MA,B20005I_032MA,B20005I_032EA,B20005I_033MA,B20005I_033EA,B20005I_034MA,B20005I_034EA,B20005I_035EA,B20005I_035MA,B20005I_036EA,B20005I_036MA,B20005I_037EA,B20005I_037MA,B20005I_038MA,B20005I_038EA,B20005I_039MA,B20005I_039EA,B20005I_040EA,B20005I_040MA,B20005I_041MA,B20005I_041EA,B20005I_042EA,B20005I_042MA,B20005I_043MA,B20005I_043EA,B20005I_044EA,B20005I_044MA,B20005I_045EA,B20005I_045MA,B20005I_046EA,B20005I_046MA,B20005I_047EA,B20005I_047MA,B20005I_048EA,B20005I_048MA,B20005I_049EA,B20005I_049MA,B20005I_050MA,B20005I_050EA,B20005I_051EA,B20005I_051MA,B20005I_052MA,B20005I_052EA,B20005I_053EA,B20005I_053MA,B20005I_054MA,B20005I_054EA,B20005I_055MA,B20005I_055EA,B20005I_056MA,B20005I_056EA,B20005I_057EA,B20005I_057MA,B20005I_058MA,B20005I_058EA,B20005I_059EA,B20005I_059MA,B20005I_060MA,B20005I_060EA,B20005I_061MA,B20005I_061EA,B20005I_062EA,B20005I_062MA,B20005I_063EA,B20005I_063MA,B20005I_064EA,B20005I_064MA,B20005I_065MA,B20005I_065EA,B20005I_066MA,B20005I_066EA,B20005I_067MA,B20005I_067EA,B20005I_068EA,B20005I_068MA,B20005I_069MA,B20005I_069EA,B20005I_070EA,B20005I_070MA,B20005I_071MA,B20005I_071EA,B20005I_072MA,B20005I_072EA,B20005I_073EA,B20005I_073MA,B20005I_074MA,B20005I_074EA,B20005I_075EA,B20005I_075MA,B20005I_076MA,B20005I_076EA,B20005I_077MA,B20005I_077EA,B20005I_078MA,B20005I_078EA,B20005I_079EA,B20005I_079MA,B20005I_080EA,B20005I_080MA,B20005I_081EA,B20005I_081MA,B20005I_082MA,B20005I_082EA,B20005I_083MA,B20005I_083EA,B20005I_084EA,B20005I_084MA,B20005I_085MA,B20005I_085EA,B20005I_086EA,B20005I_086MA,B20005I_087MA,B20005I_087EA,B20005I_088MA,B20005I_088EA,B20005I_089MA,B20005I_089EA,B20005I_090EA,B20005I_090MA,B20005I_091EA,B20005I_091MA,B20005I_092EA,B20005I_092MA,B20005I_093MA,B20005I_093EA,B20005I_094MA,B20005I_094EA,B20005I_095EA,B20005I_095MA,state
0400000US01,124952,1862,67883,2011,37682,2464,0,189,37682,2464,51,89,43,84,74,95,168,160,2257,958,1363,833,3327,1086,1650,791,4490,1375,1814,895,4388,1045,3870,1158,2631,878,1308,597,928,607,1421,701,1500,596,1117,488,2192,985,3090,1016,30201,2894,13888,1927,16313,2255,2446,855,1445,693,1500,785,1097,687,2529,1215,1698,1034,1568,768,567,365,1146,660,437,337,646,409,161,161,315,377,0,189,40,65,168,171,68,131,0,189,452,419,30,57,57069,2076,15957,1768,0,189,15957,1768,0,189,146,155,177,201,0,189,344,265,1074,762,2088,881,1369,546,1694,699,785,554,1970,920,1405,614,1788,837,424,321,416,262,250,192,256,234,201,201,811,446,759,391,41112,2331,27956,2454,13156,2055,3081,720,1280,539,1547,639,1424,805,2471,1222,757,521,325,380,310,217,515,377,460,554,101,106,0,189,182,152,0,189,74,120,0,189,323,557,140,159,166,280,0,189,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1426396,2680,711507,2123,353285,8292,112,137,353173,8296,992,379,1145,744,4331,1418,4207,1240,15112,2551,9641,1972,24182,3069,16421,2657,29811,3853,11855,2082,33167,3419,42854,3886,29802,3310,24605,3158,18328,2574,17068,2246,21663,2868,13995,2099,18829,2153,15165,2607,358222,8657,190893,5607,167329,7542,30144,3414,19277,3031,21162,3037,14031,1905,18991,2793,8633,1568,11333,2321,5163,1622,9365,1745,3516,983,7028,1463,5659,1350,3666,1124,1942,640,2128,895,1230,520,1261,681,789,476,566,332,1445,776,714889,2058,229792,7281,74,87,229718,7264,42,69,917,622,1872,803,3468,1136,12921,2257,8032,1526,16104,2636,12029,1832,22966,2587,11552,1989,22080,2873,32810,3159,20210,2430,18183,2553,9202,1959,11351,1813,8598,1443,5431,1246,7001,1441,4949,1159,485097,6970,308236,7041,176861,5961,35710,2990,24175,2469,24006,2324,17612,2151,19469,2339,9275,1752,12345,1589,6285,1324,5503,1072,2721,978,6233,1458,4367,1090,2990,768,1801,585,825,452,1093,479,1179,581,257,218,433,257,582,333,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,131543,1743,70223,1846,42845,2615,0,190,42845,2615,32,35,0,190,337,421,344,295,1891,853,2424,922,2037,867,3436,1190,6432,1268,3138,901,5691,1238,4963,1193,3061,976,2438,867,867,381,1781,891,1692,697,304,247,731,324,1246,542,27378,3030,12331,1847,15047,2890,1460,697,1241,564,1354,571,1514,919,2672,1198,431,316,1908,835,890,643,774,463,385,229,790,544,81,79,394,352,529,576,0,190,248,337,275,431,0,190,40,70,61,112,61320,1745,18254,1789,0,190,18254,1789,0,190,0,190,71,122,403,323,1387,549,1525,768,1546,588,2184,903,1841,815,1279,484,1852,763,1873,878,1333,631,810,405,824,568,0,190,365,385,235,217,296,247,430,302,43066,2265,27432,2207,15634,2105,3391,958,1634,625,2270,918,1530,769,2466,996,775,579,599,409,411,308,1071,610,55,104,283,275,108,130,507,422,80,133,0,190,88,164,366,324,0,190,0,190,0,190,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10760087,6509,5392046,4874,2644235,17293,114,109,2644121,17315,3505,958,5560,1225,23980,2350,24851,3003,81018,4768,77318,4639,169554,6811,129875,6249,211071,7813,128667,5866,262952,9012,256694,7540,206359,8201,184754,6604,131878,7258,140777,5951,165991,6832,117634,5357,168018,6178,153665,6497,2747811,19062,1391887,15834,1355924,17602,171991,6779,124380,6506,150424,6760,127962,6497,163836,6582,88319,5218,107810,5578,59675,4518,79568,5236,32919,2931,63783,4144,53500,3820,28185,2858,23117,2288,13824,1926,13978,2027,14714,1885,13273,1761,14347,1929,10319,1653,5368041,4957,1604651,16030,174,181,1604477,16058,2864,894,5387,1144,18256,2201,24828,2676,78639,5195,67852,4120,128316,6726,94760,5347,137573,6241,84332,4887,160196,6160,154723,6287,126332,6228,101293,5559,78262,5254,69839,4556,81433,4783,57064,3654,78361,4353,54167,3881,3763390,17113,2289012,18771,1474378,17843,216512,5761,178541,8108,192604,7321,153401,6763,198183,5561,96207,4949,104848,5197,49674,4325,61696,4631,28848,3130,51184,3448,39759,3569,19356,2196,18858,1970,12046,1964,9981,1652,13299,1754,10690,1900,12017,1723,6674,1240,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,783746,2463,398171,2286,207378,5231,0,192,207378,5231,463,486,179,145,1847,827,2407,811,6871,1489,3996,1210,7904,1950,5227,1260,16478,2361,11558,1848,25283,3136,22059,2460,18004,2417,15282,2226,13213,2121,14312,2232,12485,1967,8139,1335,11542,1790,10129,1666,190793,5512,87978,4630,102815,5090,17680,2648,10668,1712,9548,1959,5573,1391,11136,2017,4573,1139,7066,1417,2674,1002,7764,1682,3535,968,4905,1213,5228,1152,3022,1360,2690,1047,1985,866,1275,627,768,405,603,358,548,330,1574,636,385575,1658,135626,4862,0,192,135626,4862,219,204,401,324,1847,679,2633,1044,4659,1195,5084,1408,6593,1579,7806,1623,9209,1520,6404,1871,14943,2436,16721,2022,14059,2336,9426,1538,8143,1534,5692,957,7128,1169,5877,1496,5106,1292,3676,742,249949,5053,140614,4522,109335,4724,20016,2368,14491,2274,11542,1839,11225,1877,12166,2133,6771,1983,8348,1973,3899,983,5020,1260,2167,942,4438,1322,2643,711,1665,671,1069,543,763,462,906,353,1087,515,207,182,157,138,755,402,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,388701,1507,193344,1392,90506,3356,0,197,90506,3356,70,98,195,291,1426,855,466,369,831,491,1907,662,4905,1400,4186,1523,6125,1473,2556,946,9665,1939,10972,2029,6918,1831,5593,1379,4076,1292,5228,1259,6692,1323,4257,1162,6049,1482,8389,1615,102838,3600,52264,3315,50574,4216,8244,1662,3791,1095,5313,1482,3907,1287,5466,1466,1847,704,5869,1775,2299,931,2981,1046,821,434,2828,822,1605,686,926,564,1281,606,428,354,941,610,607,307,37,62,375,241,1008,516,195357,1058,59255,3151,0,197,59255,3151,0,197,214,274,511,297,780,479,1821,661,1033,653,2684,1189,2379,744,5906,1369,2081,738,5558,1426,6420,1476,5611,1353,4801,1254,3154,819,2269,715,2769,907,2297,770,4943,1339,4024,1089,136102,3446,74557,3777,61545,3656,10962,1633,6189,1221,7572,1303,5832,1270,7264,1476,3566,1152,4594,1254,2626,1027,3950,1107,1361,680,2354,995,1171,654,811,639,713,363,292,278,609,471,232,236,116,144,759,358,572,371,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,56707,314,29298,328,15818,1284,0,185,15818,1284,157,176,0,185,332,421,0,185,0,185,0,185,670,496,702,543,643,388,853,503,1847,659,2190,1149,1192,534,1405,794,915,442,1624,751,457,296,776,463,1711,748,344,260,13480,1239,6302,868,7178,1236,1046,592,785,398,940,373,410,318,371,270,701,538,621,449,609,515,138,175,0,185,793,590,139,227,99,115,46,77,0,185,370,302,35,61,0,185,0,185,75,127,27409,262,10937,1267,0,185,10937,1267,0,185,0,185,0,185,180,184,367,352,196,182,186,179,149,154,793,476,549,366,1715,757,1462,770,1399,745,994,623,592,403,692,492,387,270,169,182,336,250,771,532,16472,1314,8742,1206,7730,1246,878,358,759,440,915,607,649,371,1081,589,911,642,334,316,838,508,135,152,31,51,615,491,163,174,47,80,26,44,250,293,0,185,44,75,0,185,0,185,54,93,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,52798,262,27259,183,14840,1793,0,198,14840,1793,0,198,34,75,0,198,105,166,127,219,37,64,138,174,479,411,1170,758,173,280,930,546,1207,571,1598,670,1324,809,802,531,962,486,1122,532,382,274,1406,535,2844,851,12419,1827,5953,1197,6466,1292,861,438,408,315,433,391,199,148,424,379,284,330,259,283,474,509,572,470,287,345,380,553,543,426,55,97,287,207,191,310,182,179,171,216,0,198,155,172,301,244,25539,237,11005,1330,0,198,11005,1330,0,198,30,52,0,198,0,198,188,163,49,83,145,177,85,144,558,429,104,158,1758,878,526,323,695,421,1023,553,515,324,539,434,628,314,337,256,1371,572,2454,719,14534,1368,6097,1160,8437,1349,1675,645,897,374,956,465,1123,715,1057,663,78,93,790,413,350,341,403,280,92,106,445,477,70,117,0,198,91,152,191,284,0,198,122,127,0,198,0,198,97,118,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3723962,4060,1823448,3552,945681,12780,29,48,945652,12770,1989,1014,1676,714,11475,2193,12798,2437,40410,4692,25840,3581,65770,5905,47467,4152,81626,6419,40334,4537,99366,6286,91546,5606,69888,4977,63914,5016,38698,3282,49896,4429,55759,4756,34040,3591,49324,4216,63836,4586,877767,12731,501391,10679,376376,10111,46150,3520,37756,3900,38223,3964,34623,3516,52407,4382,19409,2547,32006,3553,15907,2876,25527,3471,9561,1938,17948,3101,12618,2081,5739,1557,6841,1335,4148,1236,3216,954,3424,1027,2609,810,3318,1135,4946,1055,1900514,3215,665919,10619,0,214,665919,10619,297,228,2123,681,8689,2103,12909,2310,39432,4018,31167,3549,54209,5135,32097,3831,62945,4622,31120,3345,77263,5143,63731,4325,49582,4114,46084,4158,26980,3084,26828,3207,34537,3893,20502,2539,23772,3190,21652,2398,1234595,11061,802320,12716,432275,11191,54982,4269,47092,3764,56653,4846,42353,4349,65981,5373,29686,2920,34130,3214,14848,2194,18248,2541,8429,1952,14343,2058,11747,1960,7183,1704,8672,2060,5253,1101,2733,869,3180,883,1875,681,1917,522,2970,1016,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
