GEO_ID,B24031_001E,B24031_001M,B24031_002E,B24031_002M,B24031_003E,B24031_003M,B24031_004E,B24031_004M,B24031_005E,B24031_005M,B24031_006E,B24031_006M,B24031_007E,B24031_007M,B24031_008E,B24031_008M,B24031_009E,B24031_009M,B24031_010E,B24031_010M,B24031_011E,B24031_011M,B24031_012E,B24031_012M,B24031_013E,B24031_013M,B24031_014E,B24031_014M,B24031_015E,B24031_015M,B24031_016E,B24031_016M,B24031_017E,B24031_017M,B24031_018E,B24031_018M,B24031_019E,B24031_019M,B24031_020E,B24031_020M,B24031_021E,B24031_021M,B24031_022E,B24031_022M,B24031_023E,B24031_023M,B24031_024E,B24031_024M,B24031_025E,B24031_025M,B24031_026E,B24031_026M,B24031_027E,B24031_027M,NAME,B24031_001MA,B24031_001EA,B24031_002EA,B24031_002MA,B24031_003MA,B24031_003EA,B24031_004EA,B24031_004MA,B24031_005EA,B24031_005MA,B24031_006EA,B24031_006MA,B24031_007EA,B24031_007MA,B24031_008MA,B24031_008EA,B24031_009EA,B24031_009MA,B24031_010EA,B24031_010MA,B24031_011MA,B24031_011EA,B24031_012MA,B24031_012EA,B24031_013EA,B24031_013MA,B24031_014MA,B24031_014EA,B24031_015EA,B24031_015MA,B24031_016EA,B24031_016MA,B24031_017EA,B24031_017MA,B24031_018EA,B24031_018MA,B24031_019MA,B24031_019EA,B24031_020EA,B24031_020MA,B24031_021EA,B24031_021MA,B24031_022MA,B24031_022EA,B24031_023MA,B24031_023EA,B24031_024EA,B24031_024MA,B24031_025EA,B24031_025MA,B24031_026EA,B24031_026MA,B24031_027EA,B24031_027MA,state
0400000US01,30388,249,36895,4707,28959,5460,66705,7817,29629,1630,36674,633,37159,2260,20183,646,44434,3237,39416,3448,57480,5500,36218,2553,37669,1818,40632,1341,30704,1319,35154,2212,51765,1462,6713,48468,21468,1352,31441,572,35228,1993,30449,628,11674,346,14099,3079,11540,356,20622,1086,44709,1969,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,41707,867,71748,4315,40235,8247,87753,15686,59125,5392,31049,2049,42023,9447,26540,2272,51049,4135,46826,6527,66546,9399,55803,7531,48955,7473,51821,8043,42126,9639,50157,7281,57202,4422,103269,56795,33524,2304,42359,2972,46482,5683,41531,1980,19567,2182,18182,6953,19699,2048,31296,2634,54604,4723,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,31663,188,31893,2354,20077,3452,60853,2487,32320,901,48502,2740,39161,2314,21693,572,41152,941,38947,1880,60486,3879,40124,3510,41966,736,45184,1667,34588,3732,31840,603,51025,1441,56807,24132,22150,648,33199,926,33563,1034,32797,1345,15828,486,18093,2055,15480,515,21111,699,47785,1322,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,28798,749,30349,1596,26587,1405,47394,11785,30322,945,32431,1575,36965,2494,22858,1403,45319,2599,42007,1910,51175,3291,36939,3944,35251,1912,38662,2474,25963,1861,29052,3112,43391,4860,56984,25658,19835,1450,30397,576,35096,1694,27602,1320,11998,440,16081,2061,11775,441,22263,1690,36265,891,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,34537,341,20315,478,18733,673,70264,4317,36295,482,42598,1041,39563,1458,22346,257,41895,539,37211,680,77141,2378,62773,2130,50144,492,56073,1082,39201,1760,43228,1210,65495,984,53755,7883,24006,464,37239,273,38991,1114,36692,294,17658,330,24275,785,16399,216,21428,329,60991,544,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,36365,226,46696,3505,29019,3368,70181,6031,35791,728,46793,2646,48545,2786,23519,1110,46569,1491,43901,2927,60234,3070,53209,4652,48169,2425,52013,1484,41947,2492,46983,1258,62432,2162,44211,19149,25799,764,36595,570,36363,910,36749,760,17424,606,20646,1267,16809,563,24533,1252,53068,2114,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,41801,341,23031,4981,22029,3341,68421,53523,42719,2698,56246,3183,46691,1791,21707,781,49183,4388,40921,3171,86239,8067,60208,4988,71753,1941,80450,3311,45936,3366,50470,1513,66965,2628,118799,51655,26703,920,41200,720,46124,1477,38655,1809,18487,1388,25176,3690,16484,902,28734,2382,62459,3680,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,36763,741,31373,3207,31076,1239,90174,51989,40381,4306,51174,1630,41363,2649,20294,2110,50939,2851,50594,3921,60939,11637,41626,7086,51889,2144,53356,3445,47274,8985,42623,3794,62056,5995,166591,212148,26875,1737,38631,2254,41723,2635,36894,1638,12455,1603,13659,3779,12228,1448,26136,4167,47463,3906,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,51931,950,75465,91268,-666666666,-222222222,-666666666,-222222222,37134,2964,57150,8243,74981,30952,21332,1937,37190,6274,35852,4726,70203,18491,70550,6174,60674,8049,87247,16258,46025,4007,67159,5466,76846,2614,60833,90195,28940,2723,41445,1864,41728,4034,41252,2443,23221,5417,31804,5459,21870,3204,56160,4964,85469,5576,District of Columbia,null,null,null,null,**,-,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,30104,129,21023,584,20471,599,60836,5955,29258,952,37459,1142,38068,2187,20996,267,37028,659,35223,947,51450,2183,42446,1866,40905,583,46427,974,32046,694,31882,355,46809,922,50311,10675,22627,653,32539,540,35992,491,31627,273,17670,471,22473,1196,16695,269,20858,460,45420,917,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
