GEO_ID,B17022_001E,B17022_001M,B17022_002E,B17022_002M,B17022_003E,B17022_003M,B17022_004E,B17022_004M,B17022_005E,B17022_005M,B17022_006E,B17022_006M,B17022_007E,B17022_007M,B17022_008E,B17022_008M,B17022_009E,B17022_009M,B17022_010E,B17022_010M,B17022_011E,B17022_011M,B17022_012E,B17022_012M,B17022_013E,B17022_013M,B17022_014E,B17022_014M,B17022_015E,B17022_015M,B17022_016E,B17022_016M,B17022_017E,B17022_017M,B17022_018E,B17022_018M,B17022_019E,B17022_019M,B17022_020E,B17022_020M,B17022_021E,B17022_021M,B17022_022E,B17022_022M,B17022_023E,B17022_023M,B17022_024E,B17022_024M,B17022_025E,B17022_025M,B17022_026E,B17022_026M,B17022_027E,B17022_027M,B17022_028E,B17022_028M,B17022_029E,B17022_029M,B17022_030E,B17022_030M,B17022_031E,B17022_031M,B17022_032E,B17022_032M,B17022_033E,B17022_033M,B17022_034E,B17022_034M,B17022_035E,B17022_035M,B17022_036E,B17022_036M,B17022_037E,B17022_037M,B17022_038E,B17022_038M,B17022_039E,B17022_039M,B17022_040E,B17022_040M,B17022_041E,B17022_041M,B17022_042E,B17022_042M,B17022_043E,B17022_043M,B17022_044E,B17022_044M,B17022_045E,B17022_045M,B17022_046E,B17022_046M,B17022_047E,B17022_047M,B17022_048E,B17022_048M,B17022_049E,B17022_049M,B17022_050E,B17022_050M,B17022_051E,B17022_051M,B17022_052E,B17022_052M,B17022_053E,B17022_053M,B17022_054E,B17022_054M,B17022_055E,B17022_055M,B17022_056E,B17022_056M,B17022_057E,B17022_057M,B17022_058E,B17022_058M,B17022_059E,B17022_059M,B17022_060E,B17022_060M,B17022_061E,B17022_061M,B17022_062E,B17022_062M,B17022_063E,B17022_063M,B17022_064E,B17022_064M,B17022_065E,B17022_065M,B17022_066E,B17022_066M,B17022_067E,B17022_067M,B17022_068E,B17022_068M,B17022_069E,B17022_069M,B17022_070E,B17022_070M,B17022_071E,B17022_071M,B17022_072E,B17022_072M,B17022_073E,B17022_073M,B17022_074E,B17022_074M,B17022_075E,B17022_075M,B17022_076E,B17022_076M,B17022_077E,B17022_077M,B17022_078E,B17022_078M,B17022_079E,B17022_079M,B17022_080E,B17022_080M,B17022_081E,B17022_081M,NAME,B17022_001MA,B17022_001EA,B17022_002EA,B17022_002MA,B17022_003MA,B17022_003EA,B17022_004EA,B17022_004MA,B17022_005EA,B17022_005MA,B17022_006EA,B17022_006MA,B17022_007EA,B17022_007MA,B17022_008MA,B17022_008EA,B17022_009EA,B17022_009MA,B17022_010EA,B17022_010MA,B17022_011MA,B17022_011EA,B17022_012MA,B17022_012EA,B17022_013EA,B17022_013MA,B17022_014MA,B17022_014EA,B17022_015EA,B17022_015MA,B17022_016EA,B17022_016MA,B17022_017EA,B17022_017MA,B17022_018EA,B17022_018MA,B17022_019MA,B17022_019EA,B17022_020MA,B17022_020EA,B17022_021EA,B17022_021MA,B17022_022EA,B17022_022MA,B17022_023EA,B17022_023MA,B17022_024EA,B17022_024MA,B17022_025MA,B17022_025EA,B17022_026MA,B17022_026EA,B17022_027MA,B17022_027EA,B17022_028EA,B17022_028MA,B17022_029MA,B17022_029EA,B17022_030MA,B17022_030EA,B17022_031MA,B17022_031EA,B17022_032EA,B17022_032MA,B17022_033EA,B17022_033MA,B17022_034MA,B17022_034EA,B17022_035EA,B17022_035MA,B17022_036MA,B17022_036EA,B17022_037MA,B17022_037EA,B17022_038MA,B17022_038EA,B17022_039MA,B17022_039EA,B17022_040EA,B17022_040MA,B17022_041MA,B17022_041EA,B17022_042MA,B17022_042EA,B17022_043EA,B17022_043MA,B17022_044MA,B17022_044EA,B17022_045MA,B17022_045EA,B17022_046EA,B17022_046MA,B17022_047MA,B17022_047EA,B17022_048MA,B17022_048EA,B17022_049EA,B17022_049MA,B17022_050EA,B17022_050MA,B17022_051EA,B17022_051MA,B17022_052MA,B17022_052EA,B17022_053MA,B17022_053EA,B17022_054EA,B17022_054MA,B17022_055MA,B17022_055EA,B17022_056MA,B17022_056EA,B17022_057EA,B17022_057MA,B17022_058MA,B17022_058EA,B17022_059EA,B17022_059MA,B17022_060EA,B17022_060MA,B17022_061EA,B17022_061MA,B17022_062EA,B17022_062MA,B17022_063MA,B17022_063EA,B17022_064EA,B17022_064MA,B17022_065EA,B17022_065MA,B17022_066MA,B17022_066EA,B17022_067MA,B17022_067EA,B17022_068EA,B17022_068MA,B17022_069MA,B17022_069EA,B17022_070MA,B17022_070EA,B17022_071MA,B17022_071EA,B17022_072EA,B17022_072MA,B17022_073EA,B17022_073MA,B17022_074EA,B17022_074MA,B17022_075MA,B17022_075EA,B17022_076EA,B17022_076MA,B17022_077EA,B17022_077MA,B17022_078EA,B17022_078MA,B17022_079EA,B17022_079MA,B17022_080MA,B17022_080EA,B17022_081MA,B17022_081EA,state
0400000US01,1232515,11755,258258,7321,92818,4428,50737,3450,8937,1467,15317,2366,26483,2316,42081,2742,165440,5507,22568,2553,14310,2131,2467,833,3422,1159,8421,1407,8258,1561,142872,5158,115271,4516,19849,2472,27481,2937,67941,4282,27601,2423,43628,3078,24973,2696,12304,1859,1998,716,3107,938,7199,1314,12669,1778,18655,1797,3406,1039,1577,775,542,505,268,219,767,557,1829,682,15249,1589,9604,1298,1443,597,965,449,7196,1212,5645,997,79076,4747,46850,3529,21667,2482,3288,967,5098,1253,13281,1846,25183,2430,32226,2962,8436,1490,4210,1149,936,523,424,303,2850,970,4226,993,23790,2563,12586,1868,2098,808,1810,616,8678,1549,11204,1568,851553,12408,705385,12581,248761,8107,43738,3261,38779,2965,166244,6306,456624,9489,146168,6406,43195,3491,19417,2646,4085,1304,1931,892,13401,2116,23778,2272,102973,4725,43809,3505,7036,1505,3056,932,33717,3127,59164,3168,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165015,3765,18839,1856,7573,1183,5452,1098,1077,584,2256,660,2119,748,2121,554,11266,1511,3456,880,2613,786,830,408,906,422,877,438,843,433,7810,1314,7203,1277,1745,664,2371,729,3087,716,607,239,4317,829,2246,665,1432,509,530,395,582,317,320,160,814,438,2071,597,367,246,346,246,54,68,11,14,281,253,21,21,1704,550,1538,528,277,195,163,150,1098,484,166,122,6887,1007,4107,757,2812,646,628,491,1226,412,958,341,1295,383,2780,708,648,245,417,138,80,78,49,39,288,121,231,214,2132,590,1761,561,656,470,298,176,807,298,371,208,134972,3675,110102,3527,49785,2536,9341,1314,9404,1442,31040,2159,60317,2773,24870,2548,10195,1701,5954,1217,1367,699,969,535,3618,924,4241,1060,14675,1760,8530,1307,1280,426,817,363,6433,1252,6145,1159,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1579481,13962,291708,7479,134019,5478,85961,4517,11567,1738,31620,3028,42774,3086,48058,2960,157689,5587,38072,3446,28276,3067,6171,1455,7485,1481,14620,1921,9796,1605,119617,4637,98846,4239,13816,1777,30599,2876,54431,3561,20771,2367,49303,3662,29218,2763,17181,2221,2996,776,4631,1218,9554,1528,12037,1563,20085,2314,5647,1336,3515,1146,735,399,260,234,2520,976,2132,820,14438,1803,10169,1596,1368,585,2073,779,6728,1259,4269,834,100834,4866,61394,3602,32698,2814,4535,1231,9241,1744,18922,1990,28696,2226,39440,3152,12253,1981,7637,1431,1747,696,1617,778,4273,1034,4616,1202,27187,2414,18786,2018,2208,763,3474,1057,13104,1483,8401,1431,1137636,12086,916664,11449,326837,8641,55042,3664,59305,4012,212490,6384,589827,9700,220972,7740,78148,4966,37244,3673,7108,1460,3718,892,26418,3187,40904,3204,142824,5868,70211,4387,11281,1657,6287,1076,52643,4033,72613,3865,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,752212,9854,151999,6211,65528,4250,36471,3229,5406,1163,11838,1807,19227,2440,29057,2624,86471,4256,14800,2109,10589,1644,2237,766,1911,782,6441,1508,4211,1057,71671,3773,59898,3814,13897,2131,13717,1697,32284,3085,11773,1602,31459,2106,19330,1878,9981,1600,2622,661,2759,892,4600,1361,9349,1220,12129,1623,2477,858,1787,747,541,433,298,279,948,498,690,425,9652,1404,6571,1134,1438,720,1006,449,4127,838,3081,890,56036,3586,36042,2474,17112,1799,2588,875,5445,1045,9079,1458,18930,1796,19994,2577,5211,1277,3592,1235,794,638,232,237,2566,970,1619,516,14783,2232,9315,1715,1784,813,2079,960,5452,1121,5468,1187,512718,9890,425628,9075,152325,5721,28626,2824,24737,2586,98962,4691,273303,7272,87090,4128,31064,3114,16066,2089,2927,1145,1611,781,11528,1562,14998,1855,56026,2940,26639,2213,3896,1060,2756,855,19987,1940,29387,2296,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8762059,27318,1541474,16384,727996,14457,495730,12171,54362,3659,175468,6218,265900,9007,232266,6496,813478,14201,183617,6952,131659,6216,27010,2621,33854,3109,70795,4985,51958,3510,629861,12501,512591,12585,71188,5021,142705,6587,298698,8520,117270,4753,308147,9343,182544,7840,114959,5854,17264,2205,33588,3179,64107,4074,67585,4501,125603,6571,34971,3378,25797,3155,4891,1418,7192,1597,13714,1830,9174,1488,90632,5014,58982,4242,9296,1923,10687,1521,38999,3405,31650,2831,521206,10766,316069,9150,197442,7271,27988,2866,53230,3334,116224,5563,118627,4934,205137,6788,61858,3911,38901,3208,7808,1488,8393,1707,22700,2306,22957,2436,143279,5775,89377,4550,12732,1840,16644,1746,60001,4088,53902,4006,6391232,28269,5012534,26955,2180529,20571,431948,8838,389015,10148,1359566,16364,2832005,22173,1378698,19410,491830,10943,222940,7953,40595,3318,28764,3014,153581,6159,268890,7844,886868,14410,407685,10699,60397,3408,43443,3226,303845,10013,479183,9685,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1315283,8405,160909,6704,73698,4488,49652,3797,8335,1687,16623,2241,24694,2727,24046,2074,87211,5801,17448,2705,13543,2181,2526,866,2395,965,8622,1714,3905,1145,69763,4624,58724,4323,10229,1848,14545,1980,33950,3187,11039,1555,35101,3327,21096,2427,13255,1753,2469,1000,3864,858,6922,1196,7841,1396,14005,1856,4392,1010,3490,947,782,387,635,381,2073,783,902,399,9613,1492,7265,1337,1158,586,1585,710,4522,1135,2348,606,66985,3875,44017,3242,26158,2807,6906,1413,7992,1360,11260,1734,17859,2215,22968,2688,6500,1405,4685,1166,963,479,931,566,2791,980,1815,779,16468,2068,12451,2009,1857,740,1360,533,9234,1639,4017,945,1052288,11052,866915,10393,354628,5976,72521,3174,61437,3464,220670,5334,512287,8820,185373,5546,70795,4034,40355,3112,6244,1380,2887,1018,31224,2599,30440,2762,114578,4698,62398,3896,9719,1464,6541,1357,46138,3187,52180,3909,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,887263,10002,92826,5053,28529,2795,16571,1998,2032,655,4658,977,9881,1693,11958,1897,64297,4527,10551,1937,8472,1852,2366,1008,1519,644,4587,1202,2079,732,53746,3981,45098,3622,6083,1509,13308,2146,25707,2454,8648,1625,18185,2273,7493,1313,4185,1037,707,361,1396,593,2082,750,3308,728,10692,1726,2910,975,1664,812,40,65,527,366,1097,706,1246,502,7782,1441,5609,1217,801,427,1349,580,3459,1004,2173,599,38047,3428,20464,2126,11323,1718,2005,636,2772,878,6546,1493,9141,1505,17583,2824,4130,1145,3014,1008,836,605,771,564,1407,625,1116,497,13453,2451,9729,1893,922,471,1713,749,7094,1412,3724,1154,738205,9669,594187,8737,239540,6715,43375,3392,34470,2269,161695,5187,354647,6800,144018,5902,47180,3438,19394,2211,3232,933,1975,876,14187,1918,27786,2744,96838,4829,45373,3475,5744,1230,3066,807,36563,3377,51465,3505,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,233000,4645,28021,3015,9794,1662,5693,1173,1211,547,1464,552,3018,977,4101,1023,18227,2498,3295,896,2036,654,520,349,803,548,713,394,1259,697,14932,2204,12489,1967,1659,700,3880,1198,6950,1426,2443,736,5866,1208,2236,660,681,451,0,185,382,329,299,321,1555,521,3630,1027,613,320,468,291,49,58,116,151,303,260,145,132,3017,956,2485,925,405,400,353,294,1727,756,532,333,12155,1881,5549,1146,2326,712,375,303,344,234,1607,610,3223,785,6606,1343,1669,777,1209,673,233,250,113,183,863,600,460,328,4937,1073,4261,1073,568,315,944,569,2749,939,676,276,186958,4394,147783,3964,53758,2796,9942,1248,9632,1275,34184,2528,94025,3175,39175,2488,12580,1788,5039,1007,834,382,530,416,3675,811,7541,1487,26595,2224,13112,1587,2627,727,1129,432,9356,1433,13483,1653,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,117864,3359,20966,2273,3284,866,1944,670,782,565,574,329,588,345,1340,498,17682,2034,2057,708,989,512,356,284,399,360,234,265,1068,583,15625,1888,12001,1730,1714,617,2672,808,7615,1574,3624,794,4534,1159,1225,612,910,545,65,81,432,428,413,346,315,288,3309,917,542,409,459,387,0,198,0,198,459,387,83,136,2767,891,1967,840,202,258,115,133,1650,733,800,444,4071,846,1469,509,460,286,109,180,178,170,173,144,1009,437,2602,699,223,160,98,110,48,82,0,198,50,81,125,118,2379,667,1465,585,165,178,220,191,1080,537,914,418,88293,2909,60266,2820,22380,1785,8923,1232,2807,648,10650,1327,37886,2561,28027,2339,6674,1341,2772,844,797,490,278,260,1697,684,3902,868,21353,1986,10386,1594,2505,1008,1296,552,6585,1133,10967,1539,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4693411,24879,822193,15041,362399,10762,193062,7653,29087,3277,58253,4183,105722,6324,169337,6723,459794,11432,87760,5759,59123,4441,13816,2611,14671,2604,30636,3001,28637,3417,372034,9075,296219,9017,49197,4588,69726,5130,177296,7851,75815,4048,176089,7140,100614,6009,49777,4548,6806,1321,13162,2466,29809,3262,50837,3479,75475,4511,21236,2886,14508,2751,2030,907,2929,1014,9549,2204,6728,1456,54239,3731,39005,3184,6626,1409,6128,1179,26251,2986,15234,1779,308281,8599,188528,7909,86170,5430,13765,2330,21404,2468,51001,4153,102358,5617,119753,5210,34155,3113,20287,2567,4859,1362,3709,1098,11719,1969,13868,2118,85598,4896,54469,4273,9016,1946,8214,1509,37239,3986,31129,3102,3386848,23622,2728562,23388,863677,13311,158888,7040,128660,5647,576129,13133,1864885,18046,658286,13017,210386,7338,88358,5124,21162,2871,7507,1577,59689,4639,122028,5529,447900,9497,198873,7628,30741,3476,15567,2101,152565,6806,249027,6811,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
