GEO_ID,B20005_001E,B20005_001M,B20005_002E,B20005_002M,B20005_003E,B20005_003M,B20005_004E,B20005_004M,B20005_005E,B20005_005M,B20005_006E,B20005_006M,B20005_007E,B20005_007M,B20005_008E,B20005_008M,B20005_009E,B20005_009M,B20005_010E,B20005_010M,B20005_011E,B20005_011M,B20005_012E,B20005_012M,B20005_013E,B20005_013M,B20005_014E,B20005_014M,B20005_015E,B20005_015M,B20005_016E,B20005_016M,B20005_017E,B20005_017M,B20005_018E,B20005_018M,B20005_019E,B20005_019M,B20005_020E,B20005_020M,B20005_021E,B20005_021M,B20005_022E,B20005_022M,B20005_023E,B20005_023M,B20005_024E,B20005_024M,B20005_025E,B20005_025M,B20005_026E,B20005_026M,B20005_027E,B20005_027M,B20005_028E,B20005_028M,B20005_029E,B20005_029M,B20005_030E,B20005_030M,B20005_031E,B20005_031M,B20005_032E,B20005_032M,B20005_033E,B20005_033M,B20005_034E,B20005_034M,B20005_035E,B20005_035M,B20005_036E,B20005_036M,B20005_037E,B20005_037M,B20005_038E,B20005_038M,B20005_039E,B20005_039M,B20005_040E,B20005_040M,B20005_041E,B20005_041M,B20005_042E,B20005_042M,B20005_043E,B20005_043M,B20005_044E,B20005_044M,B20005_045E,B20005_045M,B20005_046E,B20005_046M,B20005_047E,B20005_047M,B20005_048E,B20005_048M,B20005_049E,B20005_049M,B20005_050E,B20005_050M,B20005_051E,B20005_051M,B20005_052E,B20005_052M,B20005_053E,B20005_053M,B20005_054E,B20005_054M,B20005_055E,B20005_055M,B20005_056E,B20005_056M,B20005_057E,B20005_057M,B20005_058E,B20005_058M,B20005_059E,B20005_059M,B20005_060E,B20005_060M,B20005_061E,B20005_061M,B20005_062E,B20005_062M,B20005_063E,B20005_063M,B20005_064E,B20005_064M,B20005_065E,B20005_065M,B20005_066E,B20005_066M,B20005_067E,B20005_067M,B20005_068E,B20005_068M,B20005_069E,B20005_069M,B20005_070E,B20005_070M,B20005_071E,B20005_071M,B20005_072E,B20005_072M,B20005_073E,B20005_073M,B20005_074E,B20005_074M,B20005_075E,B20005_075M,B20005_076E,B20005_076M,B20005_077E,B20005_077M,B20005_078E,B20005_078M,B20005_079E,B20005_079M,B20005_080E,B20005_080M,B20005_081E,B20005_081M,B20005_082E,B20005_082M,B20005_083E,B20005_083M,B20005_084E,B20005_084M,B20005_085E,B20005_085M,B20005_086E,B20005_086M,B20005_087E,B20005_087M,B20005_088E,B20005_088M,B20005_089E,B20005_089M,B20005_090E,B20005_090M,B20005_091E,B20005_091M,B20005_092E,B20005_092M,B20005_093E,B20005_093M,B20005_094E,B20005_094M,B20005_095E,B20005_095M,NAME,B20005_001MA,B20005_001EA,B20005_002EA,B20005_002MA,B20005_003MA,B20005_003EA,B20005_004EA,B20005_004MA,B20005_005EA,B20005_005MA,B20005_006EA,B20005_006MA,B20005_007EA,B20005_007MA,B20005_008EA,B20005_008MA,B20005_009MA,B20005_009EA,B20005_010MA,B20005_010EA,B20005_011EA,B20005_011MA,B20005_012EA,B20005_012MA,B20005_013EA,B20005_013MA,B20005_014MA,B20005_014EA,B20005_015MA,B20005_015EA,B20005_016MA,B20005_016EA,B20005_017EA,B20005_017MA,B20005_018MA,B20005_018EA,B20005_019EA,B20005_019MA,B20005_020MA,B20005_020EA,B20005_021MA,B20005_021EA,B20005_022EA,B20005_022MA,B20005_023EA,B20005_023MA,B20005_024EA,B20005_024MA,B20005_025MA,B20005_025EA,B20005_026MA,B20005_026EA,B20005_027MA,B20005_027EA,B20005_028EA,B20005_028MA,B20005_029MA,B20005_029EA,B20005_030EA,B20005_030MA,B20005_031MA,B20005_031EA,B20005_032MA,B20005_032EA,B20005_033EA,B20005_033MA,B20005_034MA,B20005_034EA,B20005_035EA,B20005_035MA,B20005_036MA,B20005_036EA,B20005_037MA,B20005_037EA,B20005_038MA,B20005_038EA,B20005_039EA,B20005_039MA,B20005_040EA,B20005_040MA,B20005_041EA,B20005_041MA,B20005_042MA,B20005_042EA,B20005_043MA,B20005_043EA,B20005_044EA,B20005_044MA,B20005_045MA,B20005_045EA,B20005_046EA,B20005_046MA,B20005_047MA,B20005_047EA,B20005_048MA,B20005_048EA,B20005_049MA,B20005_049EA,B20005_050EA,B20005_050MA,B20005_051EA,B20005_051MA,B20005_052EA,B20005_052MA,B20005_053MA,B20005_053EA,B20005_054MA,B20005_054EA,B20005_055EA,B20005_055MA,B20005_056MA,B20005_056EA,B20005_057EA,B20005_057MA,B20005_058MA,B20005_058EA,B20005_059MA,B20005_059EA,B20005_060MA,B20005_060EA,B20005_061EA,B20005_061MA,B20005_062MA,B20005_062EA,B20005_063EA,B20005_063MA,B20005_064MA,B20005_064EA,B20005_065MA,B20005_065EA,B20005_066EA,B20005_066MA,B20005_067EA,B20005_067MA,B20005_068EA,B20005_068MA,B20005_069MA,B20005_069EA,B20005_070MA,B20005_070EA,B20005_071MA,B20005_071EA,B20005_072EA,B20005_072MA,B20005_073MA,B20005_073EA,B20005_074EA,B20005_074MA,B20005_075MA,B20005_075EA,B20005_076MA,B20005_076EA,B20005_077EA,B20005_077MA,B20005_078EA,B20005_078MA,B20005_079EA,B20005_079MA,B20005_080MA,B20005_080EA,B20005_081MA,B20005_081EA,B20005_082MA,B20005_082EA,B20005_083EA,B20005_083MA,B20005_084MA,B20005_084EA,B20005_085EA,B20005_085MA,B20005_086MA,B20005_086EA,B20005_087MA,B20005_087EA,B20005_088EA,B20005_088MA,B20005_089MA,B20005_089EA,B20005_090EA,B20005_090MA,B20005_091MA,B20005_091EA,B20005_092MA,B20005_092EA,B20005_093MA,B20005_093EA,B20005_094EA,B20005_094MA,B20005_095EA,B20005_095MA,state
0400000US01,3868747,3738,1847759,3876,844225,11053,112,106,844113,11033,2271,654,1346,472,4566,1015,5630,1238,18816,2963,14126,2350,25241,3007,22503,2447,47299,3953,24458,2786,66948,5387,75415,4915,58361,4397,59320,3830,48066,3748,56344,4069,74123,4169,48684,3491,84285,4563,106311,4713,1003534,11759,647914,9360,355620,9303,70479,4276,43789,3702,39041,3292,28755,2976,38700,3724,17515,2072,20302,2280,9427,1516,15773,1892,6138,1327,12822,2008,12310,1452,5082,1019,5456,1326,3862,980,4792,1014,4544,1184,3078,764,6789,1320,6966,1081,2020988,3829,635721,9383,168,158,635553,9353,355,168,1456,539,8411,1538,7087,1348,18961,2213,19570,2646,39424,3421,30883,2963,53176,4349,30706,2926,70240,4292,60692,4129,52712,3699,50199,4062,35786,2788,34866,3058,39643,3667,29305,2901,29237,2387,22844,2187,1385267,10560,928854,10294,456413,8395,90042,4472,56613,3925,56024,3583,39031,3012,53915,3849,28662,2758,28176,2420,12113,1612,23095,3065,8353,1453,11579,1420,10826,1689,7807,1338,6571,1290,6684,1209,5191,970,4557,1220,2170,602,3534,898,1470,567,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,569911,1636,300518,1868,152914,4082,12,22,152902,4082,492,289,119,114,590,345,366,200,2018,881,1207,662,3579,1143,2613,785,6216,1530,4320,978,7925,1476,8881,1447,8740,1611,8895,1563,7485,1211,8628,1339,17813,2349,15219,1743,21648,2283,26148,1812,147604,4221,60931,3043,86673,3626,11363,1608,8454,1207,6472,989,4031,837,6661,1265,1986,548,4738,1161,3021,820,3018,837,1981,602,4029,1233,5315,1098,1906,676,2881,729,1315,386,2483,821,3040,895,3862,1008,3996,883,6121,1019,269393,1928,101395,3669,0,145,101395,3669,147,157,176,125,650,295,1182,530,1205,473,1270,615,2676,870,1562,567,4024,958,2002,639,7770,1539,8903,1436,9036,1291,7890,1207,6527,1126,6142,940,12182,1838,8022,1167,11754,1420,8275,1433,167998,4021,84045,3767,83953,3626,11732,1538,9234,1386,8051,1228,6611,1480,7221,1423,3087,674,5522,1228,2798,666,5387,961,1717,455,5306,1197,3754,779,2137,612,1522,399,2197,669,1920,621,1450,509,1828,546,1842,632,637,294,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5290469,4130,2609401,3747,1168217,12750,328,210,1167889,12730,3846,1168,2150,925,9005,1755,8139,1726,28405,3235,19625,2663,43804,3688,32233,3731,67024,5615,30656,2825,81662,4676,97865,5854,86581,5180,81634,5393,61022,4157,73770,4728,97264,5257,68731,4494,113584,5137,160889,5674,1441184,12772,881504,10741,559680,11554,94688,5248,63778,4986,61267,4554,40325,3364,56486,4292,24005,2430,34457,3609,16131,2665,28225,3094,10847,1664,24786,2716,20989,2216,14756,1971,11901,1540,8372,1466,9056,1446,9976,1543,5920,1333,9736,1496,13979,1833,2681068,3430,842767,13017,187,160,842580,13002,1192,492,2780,897,6448,1343,8306,1604,28274,2986,16779,2203,34561,3632,27303,2813,51716,3418,31211,3198,72735,4459,100878,5045,76029,4710,73034,4352,47205,4012,48747,3832,58558,4334,43359,3282,60822,4056,52643,2888,1838301,13327,1183937,12644,654364,11489,117892,5632,77065,4410,79014,4734,54159,4102,67662,4288,32530,3295,44236,3148,20552,1967,24705,2682,11023,1715,27949,2559,23326,2680,15895,1923,14577,1937,7336,1367,9675,1557,8709,1500,5341,1027,6740,1101,5978,1360,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2343443,3729,1136748,3758,526929,8156,20,38,526909,8157,859,426,505,384,2967,945,4230,1123,12665,2469,12299,2315,16369,2242,14832,1899,35685,3151,19454,2012,49938,4118,51445,3527,42688,3336,38089,3141,27495,2437,36888,3070,42341,3306,27315,2239,41115,3174,49730,3136,609819,9164,392142,7782,217677,5853,39522,3513,27253,2539,22575,1983,15225,2008,25043,2789,10179,1456,13321,1966,5626,1232,9383,1792,3701,890,7313,1418,7748,1415,5202,1370,4918,1384,3806,984,4011,1090,3283,1004,2270,730,2919,748,4379,1116,1206695,3654,388498,8292,109,133,388389,8285,1363,928,706,354,3101,895,5985,1439,14143,1880,13989,2100,25384,2818,22278,2635,31970,3076,20167,2402,42096,3409,39374,3578,32309,2761,29403,2673,19380,1986,18781,2626,25275,2614,14292,1839,16111,1748,12282,1986,818197,8066,541941,8565,276256,8484,55695,3869,37978,3093,33056,2851,23002,2870,30300,3253,13606,2003,16511,2390,6971,1633,10242,1490,5106,1268,11253,1763,7722,1492,5878,1387,4010,921,4099,1160,3947,1071,3623,973,1553,532,656,352,1048,382,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30704439,9615,15128371,7007,7078723,27188,975,451,7077748,27173,14640,2271,13809,2172,49192,3340,44868,3872,144049,6270,112376,5495,245581,8914,191406,7720,347485,9799,212132,6719,449292,11569,490771,9911,407107,11644,412750,8893,332813,12064,408969,10127,525263,10809,437000,10093,776756,13362,1461489,15815,8049648,28623,4554998,25338,3494650,27733,475673,10130,318049,8836,347895,9052,253798,8662,351854,9163,171385,7297,224849,7719,124276,6335,190452,7275,79553,4729,159701,6742,144357,6520,89189,5279,84929,5078,51579,2919,68147,3806,69728,3462,56723,4257,94747,4612,137766,5397,15576068,7592,4853523,28856,737,378,4852786,28971,12142,1879,11343,1736,42681,3448,43787,3365,141081,6667,103992,5357,194480,7760,153112,6811,264369,8967,168901,6317,339887,9698,378906,9114,324127,9773,333502,10762,257605,8279,287776,9202,383533,8057,309117,7190,509416,10639,593029,11241,10722545,30030,6581032,30953,4141513,29965,601422,11364,432100,11655,461275,10318,337166,10368,453140,8784,208808,7595,255312,7831,129017,6427,196240,7459,93604,4736,172542,6330,155664,6029,90341,4489,95286,4372,58405,3350,68703,4244,81660,4036,66921,3957,99719,4859,84188,4053,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4238297,3544,2117486,3629,1119295,9787,103,117,1119192,9773,2159,1007,1888,637,8158,1623,7479,1645,21755,2461,10285,1995,22486,3066,18789,2294,46737,3549,31980,2783,69059,4505,84830,5260,72574,4399,78498,4427,63131,3846,73238,4044,99557,4834,78714,4412,131579,4270,196296,6331,998191,10423,489050,8478,509141,9050,87241,4587,54022,3335,48609,3597,30579,2864,44305,3287,20004,2144,29624,3264,14964,2133,28877,2933,11733,1634,26045,2922,23627,2394,13376,2226,11860,1761,8993,1609,10245,1826,10450,1496,6957,1179,9961,1459,17669,2031,2120811,2972,781037,10858,357,380,780680,10854,1186,554,2545,720,6429,1400,6309,1230,18062,2156,13979,2098,24059,2391,23491,2622,37769,2753,25775,2815,54178,3498,73681,4342,69677,4493,67556,4042,53179,3455,51347,2988,67667,3919,52077,4203,67293,4045,64421,3961,1339774,11287,719725,8318,620049,11106,105381,5099,73055,4909,62322,3869,48192,3368,59246,4127,28618,3097,40831,3399,20458,2295,28956,2477,15585,2089,29891,2767,26888,2710,16971,1636,13956,1726,7815,1389,9678,1579,10469,1307,6607,993,7796,1468,7334,1231,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2919245,2833,1408552,2471,697915,9249,91,107,697824,9234,1322,497,685,382,4103,1108,2554,766,5227,1067,4617,1001,9937,1866,8939,1950,20649,2132,10523,1940,32627,3023,38905,3501,34877,3518,50036,3791,33175,3098,47779,3222,65223,3680,54806,3463,94312,5054,177528,5793,710637,9273,374480,7162,336157,7701,53965,3506,34387,2724,32005,2633,24464,2418,29016,2804,11340,1623,24073,2774,10814,1773,16948,2023,6206,1184,15549,1934,13781,2016,9538,1477,7234,1285,4526,893,7762,1428,6848,1161,4807,839,8824,1307,14070,1556,1510693,3007,517466,7663,65,105,517401,7661,600,337,811,494,3415,965,2317,834,7138,1438,4798,1167,11306,2100,8420,1507,19242,1866,9922,1455,31200,2504,42355,3515,35758,2764,41596,3495,31908,2629,35731,2846,48533,3457,44765,2817,67566,3875,70020,3914,993227,8198,543563,7891,449664,7884,74434,3626,45710,3178,44748,2900,27502,2428,39924,3182,18320,2354,29173,2627,15825,1960,25097,1999,10746,1749,23237,2698,17603,1985,11580,1735,11296,1518,9826,1541,9631,1506,8551,1076,7899,1285,12134,1409,6428,894,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,754226,1498,360880,1283,169143,3966,0,185,169143,3966,406,257,62,103,1162,688,560,309,3569,918,804,417,3114,891,3643,961,5256,1074,4545,1174,12178,1892,12997,2253,11284,1834,10933,2051,9649,1386,13850,1821,14995,2036,12923,1889,21146,2376,26067,2467,191737,4181,111736,3727,80001,3350,13562,1743,8974,1332,9600,1606,7125,1177,7529,1461,3469,1007,3574,851,2842,882,3382,938,1176,547,3584,1029,1993,733,1571,569,1417,521,1286,541,1742,672,1993,584,1267,440,837,377,3078,844,393346,1182,146261,4802,42,68,146219,4799,194,204,191,295,729,359,1213,544,3295,1143,2473,846,3347,1196,3127,678,6812,1388,4620,1095,15349,2000,12941,1895,15315,2305,10413,1569,10956,1609,8603,1516,12015,1764,8820,1344,13922,2012,11884,1582,247085,5043,148158,4000,98927,4482,17700,2249,12861,1593,9140,1548,7714,1361,10979,1833,5193,1226,5404,1314,3713,893,4365,1194,1385,447,2899,932,3417,774,2428,816,2830,804,1792,769,1264,498,1801,573,906,399,1644,729,1492,516,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,555126,827,259794,867,133699,4124,0,198,133699,4124,178,167,34,75,1937,832,558,421,1486,649,563,430,1362,555,1632,710,4160,1163,1618,632,4734,1298,6109,1431,7135,1328,9466,2061,5005,1284,6223,1343,11807,1751,8085,1532,19480,1937,42127,2502,126095,4166,69699,3213,56396,3383,11049,1296,6166,1283,3805,956,2677,795,3270,962,1325,502,3072,1024,1367,686,3371,805,1366,777,2050,885,3575,1148,1338,586,2534,765,987,536,1732,666,1579,532,814,367,1468,479,2851,959,295332,799,130047,3964,0,198,130047,3964,97,158,154,214,265,252,933,538,1731,644,984,479,1294,520,800,432,2824,865,2295,704,7457,1708,9039,1620,5822,1160,7920,1346,6781,1293,7472,1428,12420,1549,9750,1527,19884,1920,32125,2321,165285,4049,91838,3926,73447,3400,16924,2228,7781,1470,5707,1195,3973,1268,6107,1527,2000,741,4552,1185,2129,840,4131,866,1226,520,3472,1007,2707,754,1593,765,1564,500,1056,727,1177,618,1283,448,1547,584,1288,451,3230,1022,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16308785,7380,7888790,6651,3449892,22971,534,265,3449358,22903,5926,1400,5873,1447,30703,3718,33988,4194,92809,6404,52533,4702,135916,8079,113677,6059,218409,8972,118872,6317,293440,10791,297487,11552,248640,9519,254073,9914,170672,8205,218568,8939,261271,9706,176022,7182,284873,9742,435606,9772,4438898,23143,2851018,22648,1587880,20735,220916,7808,174401,9151,176126,7903,123236,6288,188530,6658,71021,5051,114294,7734,54623,3906,87118,5791,31785,3362,65186,4844,56471,5213,36503,3348,34950,2915,21945,2624,23188,2350,23985,3187,16433,2238,22727,2253,44442,3677,8419995,4943,2726699,20867,202,120,2726497,20853,2010,587,4911,1033,24749,2861,30074,3084,89517,5914,75434,5410,143949,8330,109558,6064,192414,7474,114979,6197,287555,9497,295045,8854,231026,9294,219759,10048,148825,6833,151991,7258,181375,7647,123708,6083,158826,6611,140792,6141,5693296,21517,3799174,21252,1894122,21302,266519,9225,207232,8982,218639,8012,162932,7320,238476,10155,112213,6043,138688,6906,66292,4703,91789,6167,37288,3526,85718,4854,67901,4223,39984,3580,43804,3875,22744,2389,22719,2514,24341,2619,16112,1931,15989,1764,14742,1932,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
