GEO_ID,B98022_001E,B98022_002E,B98022_003E,B98022_004E,B98022_005E,B98022_006E,B98022_007E,B98022_008E,B98022_009E,B98022_010E,NAME,B98022_001EA,B98022_002EA,B98022_003EA,B98022_004EA,B98022_005EA,B98022_006EA,B98022_007EA,B98022_008EA,B98022_009EA,B98022_010EA,state
0400000US01,98.4,1.6,0.8,0.0,0.3,0.0,0.1,0.4,0.0,0.0,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,94.9,5.1,0.6,1.7,0.4,0.0,0.0,0.1,1.1,1.1,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,94.1,5.9,1.7,0.3,0.1,0.0,0.0,2.3,1.3,0.3,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,97.0,3.0,1.3,0.1,0.0,0.0,0.0,1.7,0.0,0.0,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,95.2,4.8,1.1,0.1,0.1,0.0,0.2,0.8,1.2,1.4,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,97.7,2.3,1.3,0.1,0.0,0.0,0.0,0.1,0.8,0.0,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,98.8,1.2,0.3,0.0,0.2,0.0,0.0,0.7,0.0,0.0,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,84.2,15.8,1.6,0.6,0.0,0.0,2.4,5.1,5.1,0.9,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,98.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.2,0.1,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,95.7,4.3,2.0,0.4,0.1,0.0,0.0,1.0,0.6,0.3,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,97.3,2.7,0.3,0.2,0.0,0.0,0.9,1.2,0.0,0.0,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,94.0,6.0,1.4,0.7,0.0,0.0,0.0,0.4,3.4,0.0,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,97.8,2.2,0.8,0.0,0.1,0.0,0.1,0.8,0.4,0.0,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,93.5,6.5,0.9,0.2,0.0,0.0,0.3,3.1,1.4,0.5,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,99.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,99.2,0.8,0.4,0.1,0.1,0.0,0.1,0.1,0.0,0.1,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,95.7,4.3,1.7,0.0,0.0,0.0,0.1,1.5,0.7,0.2,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,97.2,2.8,2.1,0.1,0.2,0.0,0.0,0.4,0.0,0.0,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,90.9,9.1,2.3,2.0,0.3,0.0,0.1,3.4,1.0,0.1,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,93.6,6.4,2.8,0.1,0.1,0.0,0.0,0.4,1.1,1.9,Maryland,null,null,null,null,null,null,null,null,null,null,24
