GEO_ID,C08406_001E,C08406_001M,C08406_002E,C08406_002M,C08406_003E,C08406_003M,C08406_004E,C08406_004M,C08406_005E,C08406_005M,C08406_006E,C08406_006M,C08406_007E,C08406_007M,C08406_008E,C08406_008M,C08406_009E,C08406_009M,C08406_010E,C08406_010M,C08406_011E,C08406_011M,C08406_012E,C08406_012M,C08406_013E,C08406_013M,C08406_014E,C08406_014M,C08406_015E,C08406_015M,C08406_016E,C08406_016M,C08406_017E,C08406_017M,C08406_018E,C08406_018M,C08406_019E,C08406_019M,C08406_020E,C08406_020M,C08406_021E,C08406_021M,C08406_022E,C08406_022M,C08406_023E,C08406_023M,C08406_024E,C08406_024M,C08406_025E,C08406_025M,C08406_026E,C08406_026M,C08406_027E,C08406_027M,C08406_028E,C08406_028M,C08406_029E,C08406_029M,C08406_030E,C08406_030M,C08406_031E,C08406_031M,C08406_032E,C08406_032M,C08406_033E,C08406_033M,NAME,C08406_001EA,C08406_001MA,C08406_002EA,C08406_002MA,C08406_003MA,C08406_003EA,C08406_004MA,C08406_004EA,C08406_005MA,C08406_005EA,C08406_006EA,C08406_006MA,C08406_007EA,C08406_007MA,C08406_008EA,C08406_008MA,C08406_009MA,C08406_009EA,C08406_010MA,C08406_010EA,C08406_011EA,C08406_011MA,C08406_012EA,C08406_012MA,C08406_013EA,C08406_013MA,C08406_014MA,C08406_014EA,C08406_015MA,C08406_015EA,C08406_016EA,C08406_016MA,C08406_017EA,C08406_017MA,C08406_018EA,C08406_018MA,C08406_019EA,C08406_019MA,C08406_020MA,C08406_020EA,C08406_021MA,C08406_021EA,C08406_022EA,C08406_022MA,C08406_023EA,C08406_023MA,C08406_024EA,C08406_024MA,C08406_025MA,C08406_025EA,C08406_026MA,C08406_026EA,C08406_027EA,C08406_027MA,C08406_028EA,C08406_028MA,C08406_029EA,C08406_029MA,C08406_030EA,C08406_030MA,C08406_031MA,C08406_031EA,C08406_032MA,C08406_032EA,C08406_033EA,C08406_033MA,state
0400000US01,1960728,14412,1852211,14647,1681753,15904,170458,8413,134329,7068,21851,3056,14278,2469,7454,1743,22253,2718,21577,2458,57233,3661,1031300,10592,971355,10573,879729,10957,91626,5022,72468,4497,11866,2127,7292,1514,3022,1080,12334,1976,14393,1842,30196,2603,929428,10098,880856,10064,802024,11229,78832,5246,61861,4336,9985,1922,6986,1543,4432,1202,9919,1756,7184,1562,27037,2022,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,366124,5570,294334,6340,250684,6214,43650,3232,32798,3009,6342,1042,4510,967,5178,1224,29491,2206,23206,2226,13915,1891,208431,3961,163884,4296,141449,4146,22435,2117,16558,1896,2959,733,2918,835,3456,1049,17679,1437,17202,1727,6210,1273,157693,3953,130450,4132,109235,4171,21215,2223,16240,2072,3383,689,1592,497,1722,703,11812,1641,6004,1185,7705,1391,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2803956,19199,2452102,20724,2158777,17865,293325,9205,224448,8573,42141,4073,26736,2616,56512,4964,55428,4255,78261,5498,161653,6371,1509018,11784,1310815,12800,1152016,11170,158799,6977,118241,5900,23590,3303,16968,2175,30581,3402,30626,3013,55535,4969,81461,4475,1294938,13927,1141287,13819,1006761,12231,134526,6296,106207,5569,18551,2039,9768,1604,25931,3136,24802,2735,22726,2443,80192,4368,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1244956,13403,1162339,13872,1028051,13906,134288,6948,103073,6540,19926,2605,11289,1804,4138,1186,21931,2424,15173,2221,41375,3177,666334,9848,619608,10340,547854,10015,71754,4371,55553,4128,9725,1869,6476,1413,2286,769,12008,1735,11232,1925,21200,2289,578622,9017,542731,9467,480197,9401,62534,4346,47520,3965,10201,1951,4813,1100,1852,720,9923,1744,3941,854,20175,2275,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17255848,41675,14496215,48686,12684561,45443,1811654,28148,1353233,24505,266520,8672,191901,8780,913139,15806,466979,12148,448540,12892,930975,16361,9433506,26495,7946860,32695,6952205,31347,994655,18849,732545,15621,146730,6207,115380,6333,465974,10968,248026,9085,309899,9910,462747,9942,7822342,30566,6549355,33634,5732356,31140,816999,14989,620688,13347,119790,5150,76521,5290,447165,10884,218953,7018,138641,6269,468228,10386,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2669008,13651,2275831,14470,2019345,15439,256486,9969,193209,8320,36917,3596,26360,3677,88323,4484,70858,4677,59643,4423,174353,6876,1446210,9821,1231593,11181,1083928,10704,147665,6639,108916,5245,21376,3282,17373,2985,49365,3321,41098,3369,39902,3509,84252,4295,1222798,9186,1044238,10154,935417,11493,108821,5565,84293,4993,15541,1768,8987,1523,38958,2925,29760,2750,19741,2085,90101,5188,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1751075,13180,1531574,14175,1387627,14015,143947,7901,114314,6598,16410,2427,13223,2258,61369,3884,55140,3918,21398,2533,81594,4474,907405,9165,793152,9460,715319,9192,77833,5542,60233,4366,9165,1980,8435,1731,27553,3141,31406,3113,13935,1934,41359,3043,843670,8706,738422,8833,672308,8856,66114,4464,54081,3801,7245,1469,4788,1147,33816,2840,23734,2500,7463,1446,40235,2929,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,437466,8194,394075,8619,359027,8816,35048,3682,27036,3480,5434,1791,2578,832,10085,1800,9247,1842,4772,1295,19287,2306,221128,5617,199241,5846,182113,5766,17128,2456,12589,2034,3259,1483,1280,533,4877,1312,4324,1144,3492,1229,9194,1457,216338,5293,194834,5550,176914,5343,17920,2278,14447,2113,2175,905,1298,526,5208,1274,4923,1291,1280,446,10093,1466,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,821495,12642,420432,11016,348856,9573,71576,4636,45993,3447,17268,1994,8315,1375,311082,9176,46271,3258,26698,2518,17012,2053,428191,8855,232723,6752,194178,6317,38545,3024,22894,2079,10599,1609,5052,1064,147572,6460,22910,2532,16642,1895,8344,1456,393304,8550,187709,7043,154678,6537,33031,2941,23099,2534,6669,1198,3263,777,163510,6319,23361,2296,10056,1413,8668,1517,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8585487,32920,7633263,34462,6852662,34711,780601,18054,599933,15296,103956,7118,76712,6120,177546,7809,123018,5694,185799,9202,465861,12632,4501607,23519,3971057,24462,3562451,25274,408606,11410,304259,9313,54360,4904,49987,5145,84157,5637,68132,4249,133873,7700,244388,9733,4083880,20416,3662206,22232,3290211,22426,371995,10391,295674,9525,49596,3810,26725,2422,93389,5375,54886,4170,51926,4631,221473,7630,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
