GEO_ID,B21001_001E,B21001_001M,B21001_002E,B21001_002M,B21001_003E,B21001_003M,B21001_004E,B21001_004M,B21001_005E,B21001_005M,B21001_006E,B21001_006M,B21001_007E,B21001_007M,B21001_008E,B21001_008M,B21001_009E,B21001_009M,B21001_010E,B21001_010M,B21001_011E,B21001_011M,B21001_012E,B21001_012M,B21001_013E,B21001_013M,B21001_014E,B21001_014M,B21001_015E,B21001_015M,B21001_016E,B21001_016M,B21001_017E,B21001_017M,B21001_018E,B21001_018M,B21001_019E,B21001_019M,B21001_020E,B21001_020M,B21001_021E,B21001_021M,B21001_022E,B21001_022M,B21001_023E,B21001_023M,B21001_024E,B21001_024M,B21001_025E,B21001_025M,B21001_026E,B21001_026M,B21001_027E,B21001_027M,B21001_028E,B21001_028M,B21001_029E,B21001_029M,B21001_030E,B21001_030M,B21001_031E,B21001_031M,B21001_032E,B21001_032M,B21001_033E,B21001_033M,B21001_034E,B21001_034M,B21001_035E,B21001_035M,B21001_036E,B21001_036M,B21001_037E,B21001_037M,B21001_038E,B21001_038M,B21001_039E,B21001_039M,NAME,B21001_001EA,B21001_001MA,B21001_002EA,B21001_002MA,B21001_003MA,B21001_003EA,B21001_004MA,B21001_004EA,B21001_005MA,B21001_005EA,B21001_006EA,B21001_006MA,B21001_007MA,B21001_007EA,B21001_008EA,B21001_008MA,B21001_009MA,B21001_009EA,B21001_010MA,B21001_010EA,B21001_011EA,B21001_011MA,B21001_012MA,B21001_012EA,B21001_013EA,B21001_013MA,B21001_014MA,B21001_014EA,B21001_015MA,B21001_015EA,B21001_016MA,B21001_016EA,B21001_017EA,B21001_017MA,B21001_018EA,B21001_018MA,B21001_019EA,B21001_019MA,B21001_020MA,B21001_020EA,B21001_021MA,B21001_021EA,B21001_022EA,B21001_022MA,B21001_023MA,B21001_023EA,B21001_024EA,B21001_024MA,B21001_025MA,B21001_025EA,B21001_026MA,B21001_026EA,B21001_027MA,B21001_027EA,B21001_028EA,B21001_028MA,B21001_029EA,B21001_029MA,B21001_030EA,B21001_030MA,B21001_031MA,B21001_031EA,B21001_032MA,B21001_032EA,B21001_033EA,B21001_033MA,B21001_034MA,B21001_034EA,B21001_035EA,B21001_035MA,B21001_036MA,B21001_036EA,B21001_037EA,B21001_037MA,B21001_038EA,B21001_038MA,B21001_039EA,B21001_039MA,state
0400000US01,3728029,3119,344304,7540,3383725,8288,1770301,2969,315253,7206,1455048,7957,538925,3258,21707,2234,517218,3760,610849,3211,74325,3790,536524,5224,298411,2077,69672,3442,228739,3669,200551,1713,81952,3622,118599,3513,121565,1559,67597,2358,53968,2341,1957728,2586,29051,2774,1928677,3757,554561,3295,5012,1271,549549,3507,647403,3303,13133,1966,634270,3711,331368,1999,5730,1036,325638,2195,233693,1659,3003,777,230690,1931,190703,1769,2173,615,188530,1893,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,532759,1752,69848,3378,462911,4296,275088,1949,60772,2840,214316,3503,97150,2236,10360,1737,86790,2677,95137,1496,19373,2016,75764,2219,48459,931,11306,1278,37153,1285,24146,833,13371,1068,10775,1007,10196,720,6362,765,3834,585,257671,1272,9076,1512,248595,2004,87360,1459,2421,754,84939,1624,91221,1214,3560,981,87661,1361,43533,793,1624,709,41909,917,22081,748,745,373,21336,737,13476,878,726,395,12750,864,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5092640,2285,483026,9401,4609614,9922,2501288,2193,443596,8242,2057692,8875,797952,2334,31837,2911,766115,3528,834755,2236,89501,4185,745254,5129,376133,996,78728,4170,297405,4076,293566,1057,127215,3928,166351,3738,198882,1030,116315,3297,82567,3268,2591352,1412,39430,3296,2551922,3411,757900,1761,7219,1484,750681,2440,837304,1480,15200,1756,822104,2413,417839,1090,9008,1391,408831,1638,328950,1134,4165,820,324785,1350,249359,1051,3838,954,245521,1273,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2256473,2635,207886,5564,2048587,5924,1091943,2896,191237,4655,900706,5031,335436,3378,13938,1920,321498,3618,371715,3106,41551,3230,330164,4293,178319,1453,40129,2313,138190,2596,125922,1212,51422,2239,74500,2321,80551,1011,44197,2172,36354,2210,1164530,2352,16649,2185,1147881,3424,331800,2758,3247,1005,328553,3058,382897,2423,7556,1584,375341,2867,191294,1724,2974,816,188320,1896,142841,1375,1858,691,140983,1495,115698,1196,1014,453,114684,1096,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29521047,5520,1693602,15434,27827445,16393,14478906,6406,1566093,14639,12912813,16557,4907899,5586,142624,6492,4765275,8428,5182172,4135,321319,9425,4860853,10006,2185447,2303,276693,7295,1908754,7303,1320153,2164,418489,6980,901664,6710,883235,1805,406968,5398,476267,5408,15042141,3365,127509,5908,14914632,6680,4706083,3876,29308,3010,4676775,4607,5214580,3501,47363,3418,5167217,4641,2334774,2333,23999,2162,2310775,2914,1516445,2078,10453,1467,1505992,2411,1270259,2002,16386,1603,1253873,2729,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4078550,3137,377992,7691,3700558,8177,2024726,3370,338970,7045,1685756,7670,666873,3253,32153,2999,634720,4087,721745,2493,83106,4473,638639,4723,327124,1389,68314,3388,258810,3616,196651,1378,86538,3215,110113,3241,112333,1218,68859,2314,43474,2155,2053824,2204,39022,2837,2014802,3577,632732,2542,7880,1265,624852,2958,707488,2479,16399,1938,691089,2928,343016,1766,8896,1300,334120,1902,213244,1216,2929,621,210315,1447,157344,1234,2918,721,154426,1399,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2812617,1324,189056,5674,2623561,5837,1350796,1987,176481,5556,1174315,5723,395462,1721,8371,1512,387091,2444,479797,1672,30477,2815,449320,2788,236186,1029,31262,2488,204924,2702,142144,989,51128,2594,91016,2727,97207,839,55243,2039,41964,2109,1461821,1739,12575,1747,1449246,2175,385975,1933,1650,687,384325,2033,508522,1239,5164,1191,503358,1669,251147,1045,2622,703,248525,1354,162567,856,897,381,161670,960,153610,807,2242,579,151368,935,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,729078,842,72017,3113,657061,3006,347385,873,66075,2738,281310,2704,104930,1080,4878,1061,100052,1436,115306,832,14055,1614,101251,1785,58599,634,14279,1493,44320,1553,42658,658,18941,1186,23717,1305,25892,463,13922,1141,11970,1139,381693,588,5942,1144,375751,1240,106170,574,942,519,105228,703,124330,408,2750,862,121580,942,65984,347,1538,550,64446,624,48920,547,433,242,48487,591,36289,366,279,171,36010,389,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,540474,708,28055,2401,512419,2419,251211,793,24470,2187,226741,2348,104823,757,2124,650,102699,890,84054,466,5539,1063,78515,1146,32186,234,4970,993,27216,1024,18121,525,5613,863,12508,861,12027,498,6224,811,5803,969,289263,533,3585,789,285678,983,123292,574,681,364,122611,672,85015,493,1251,614,83764,803,36639,4,526,292,36113,292,23825,242,498,277,23327,385,20492,242,629,439,19863,503,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15785763,3942,1461722,15170,14324041,16135,7605621,4249,1348129,14184,6257492,15520,2159565,5719,79769,5298,2079796,7471,2530616,6177,272195,8365,2258421,9043,1212722,3219,234105,7058,978617,7701,972266,3122,365246,6975,607020,7703,730452,2868,396814,6242,333638,6172,8180142,3372,113593,5956,8066549,7290,2113153,4489,18011,2856,2095142,5034,2617520,4449,46485,3791,2571035,5543,1361233,3114,25860,2535,1335373,3955,1111624,2515,10713,1457,1100911,2850,976612,2246,12524,1727,964088,2972,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
