GEO_ID,C08101_001E,C08101_001M,C08101_002E,C08101_002M,C08101_003E,C08101_003M,C08101_004E,C08101_004M,C08101_005E,C08101_005M,C08101_006E,C08101_006M,C08101_007E,C08101_007M,C08101_008E,C08101_008M,C08101_009E,C08101_009M,C08101_010E,C08101_010M,C08101_011E,C08101_011M,C08101_012E,C08101_012M,C08101_013E,C08101_013M,C08101_014E,C08101_014M,C08101_015E,C08101_015M,C08101_016E,C08101_016M,C08101_017E,C08101_017M,C08101_018E,C08101_018M,C08101_019E,C08101_019M,C08101_020E,C08101_020M,C08101_021E,C08101_021M,C08101_022E,C08101_022M,C08101_023E,C08101_023M,C08101_024E,C08101_024M,C08101_025E,C08101_025M,C08101_026E,C08101_026M,C08101_027E,C08101_027M,C08101_028E,C08101_028M,C08101_029E,C08101_029M,C08101_030E,C08101_030M,C08101_031E,C08101_031M,C08101_032E,C08101_032M,C08101_033E,C08101_033M,C08101_034E,C08101_034M,C08101_035E,C08101_035M,C08101_036E,C08101_036M,C08101_037E,C08101_037M,C08101_038E,C08101_038M,C08101_039E,C08101_039M,C08101_040E,C08101_040M,C08101_041E,C08101_041M,C08101_042E,C08101_042M,NAME,C08101_001EA,C08101_001MA,C08101_002EA,C08101_002MA,C08101_003EA,C08101_003MA,C08101_004EA,C08101_004MA,C08101_005MA,C08101_005EA,C08101_006MA,C08101_006EA,C08101_007MA,C08101_007EA,C08101_008MA,C08101_008EA,C08101_009EA,C08101_009MA,C08101_010MA,C08101_010EA,C08101_011MA,C08101_011EA,C08101_012MA,C08101_012EA,C08101_013MA,C08101_013EA,C08101_014EA,C08101_014MA,C08101_015EA,C08101_015MA,C08101_016MA,C08101_016EA,C08101_017MA,C08101_017EA,C08101_018MA,C08101_018EA,C08101_019EA,C08101_019MA,C08101_020EA,C08101_020MA,C08101_021MA,C08101_021EA,C08101_022MA,C08101_022EA,C08101_023MA,C08101_023EA,C08101_024EA,C08101_024MA,C08101_025EA,C08101_025MA,C08101_026EA,C08101_026MA,C08101_027MA,C08101_027EA,C08101_028MA,C08101_028EA,C08101_029EA,C08101_029MA,C08101_030EA,C08101_030MA,C08101_031EA,C08101_031MA,C08101_032MA,C08101_032EA,C08101_033MA,C08101_033EA,C08101_034EA,C08101_034MA,C08101_035EA,C08101_035MA,C08101_036EA,C08101_036MA,C08101_037EA,C08101_037MA,C08101_038MA,C08101_038EA,C08101_039MA,C08101_039EA,C08101_040EA,C08101_040MA,C08101_041EA,C08101_041MA,C08101_042EA,C08101_042MA,state
0400000US13,4421064,22975,139582,6521,422166,9414,2006910,16320,999584,10690,398228,7424,454594,8387,3518258,22220,94102,4871,322416,9441,1596659,16455,805493,12222,329496,6965,370092,7954,448491,11971,22839,2770,49366,4136,224381,7537,93924,5372,25653,2390,32328,2851,93277,7020,4243,1002,13539,2755,42701,4593,17302,2429,7931,1478,7561,1337,141822,6327,11986,1766,25201,2522,57395,4043,23980,2961,10190,1355,13070,1790,219216,7808,6412,896,11644,1741,85774,5936,58885,3949,24958,2936,31543,3246,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,685447,7710,17994,1776,71707,2771,295716,4532,141699,2600,65839,3305,92492,3604,454798,8532,8442,1335,42358,2824,204024,5550,93707,3023,45067,2792,61200,2721,92733,4904,4413,1045,9224,1370,41043,2862,20408,1945,7598,1053,10047,1412,49272,3830,1673,557,7174,1398,16906,2164,10167,1525,5945,1232,7407,1172,58139,3848,2596,732,10135,1574,23770,2626,10194,1676,4109,1158,7335,1374,30505,3393,870,383,2816,877,9973,1813,7223,1450,3120,922,6503,1230,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,714398,8872,32615,2486,76589,3752,306177,5867,149407,3979,68164,3726,81446,4830,563872,9532,24058,2481,59169,3327,246041,6320,118091,4375,55080,3654,61433,4114,69747,4986,4916,1305,9143,1802,30658,2895,13000,2398,5586,1279,6444,1416,5741,1104,168,182,414,266,1845,669,1370,573,893,537,1051,477,30686,3669,2828,886,5217,1320,10485,1658,6267,1319,2419,810,3470,1262,44352,4520,645,390,2646,1061,17148,2609,10679,1800,4186,1017,9048,1790,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6043111,22829,199872,5285,578679,7953,2640311,13254,1344627,8823,599645,9642,679977,11985,4438464,24862,134144,4704,389611,7132,1905200,15214,1027496,9630,464083,8437,517930,10096,482137,11118,25256,2303,50564,3862,225462,7356,101845,4729,38647,2848,40363,2987,568138,10993,12939,1983,73103,4698,290562,8625,99916,3838,43637,2979,47981,3250,289989,7511,22331,2242,52724,3684,123877,4827,44694,3854,21499,2067,24864,2089,264383,8659,5202,1168,12677,1916,95210,5570,70676,4442,31779,2715,48839,3256,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3031672,15356,116659,5013,310484,7136,1272501,11186,666199,7588,309367,7466,356462,7679,2520928,15769,79795,4340,239287,6068,1065790,12961,566744,7685,264062,6174,305250,7110,273249,8293,21583,1947,37056,2888,120031,5484,53931,3355,20419,2002,20229,2130,32567,3263,1745,729,4616,1236,13672,2218,6047,1113,3487,1112,3000,798,102679,5008,10836,1590,24280,2352,37146,3027,13980,1744,8213,1157,8224,1363,102249,3955,2700,779,5245,1292,35862,3195,25497,2631,13186,1506,19759,1803,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1565334,9879,75365,3599,162593,4824,623541,5723,336611,3994,166656,3997,200568,4633,1264875,11837,55482,3318,121756,4732,509813,7207,277083,4272,138122,3765,162619,4386,134837,5596,7279,1390,18577,2237,58826,3782,26990,2166,11672,1650,11493,1598,16335,2059,1030,488,4119,1087,6362,1323,1956,576,1267,534,1601,601,74840,3873,9058,1304,14396,1722,22651,2329,13251,1762,6250,1032,9234,1132,74447,3958,2516,678,3745,843,25889,2517,17331,1917,9345,1447,15621,1339,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1388575,10089,62719,3839,146628,4733,578885,6142,282848,3478,140031,4535,177464,4775,1140610,12904,49016,3158,111759,4308,474828,7118,238055,4248,119744,4105,147208,4834,131934,6456,7504,1475,19327,2244,62036,4323,24076,2205,8712,1341,10279,1483,6746,1543,37,54,1661,974,2735,1002,1070,440,713,340,530,282,53345,3281,5091,1188,11186,1916,19536,2165,7549,1167,3478,933,6505,992,55940,3146,1071,396,2695,708,19750,1822,12098,1579,7384,966,12942,1492,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1879141,13562,75817,4129,202142,6006,805208,7782,410772,6305,182031,5615,203171,5246,1538152,13453,55302,3375,155186,5608,659945,8354,344114,6497,152610,4843,170995,4985,187060,8259,9675,1579,24787,3037,87896,4438,33576,2977,16255,1710,14871,1957,21516,2154,896,430,2359,776,10746,1941,4304,1015,1700,354,1511,578,72113,4819,8548,1248,16988,2175,23792,2359,12637,2057,4630,1039,5518,1071,60300,4078,1396,514,2822,875,22829,2747,16141,2011,6836,1214,10276,1546,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1987108,13668,58279,4269,208885,6650,883516,10043,414402,6761,193012,6291,229014,6030,1634035,17722,42268,3849,159688,6421,732982,12533,343061,6991,162129,5867,193907,5533,194386,8333,9930,2043,28914,3733,86895,5687,38210,3192,15396,2207,15041,1750,28810,3121,522,359,4804,1286,12517,1745,6280,1330,2235,637,2452,697,77517,4452,4305,1146,11676,1891,34025,3344,13989,1647,6683,924,6839,1305,52360,3737,1254,506,3803,1222,17097,2485,12862,1937,6569,1358,10775,1400,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,638497,7135,25313,1924,54891,2519,235899,4110,152316,2810,75450,3132,94628,3392,493656,8394,16162,1640,37320,2778,183113,4992,121826,3778,61016,3426,74219,2981,68589,4889,4164,1000,8276,1593,26990,3215,15875,2043,7107,1372,6177,1079,5210,871,216,204,717,420,2496,761,640,254,283,158,858,307,36499,3091,4236,890,7726,1455,12655,2039,5628,1119,2368,592,3886,852,34543,2478,535,286,852,499,10645,1561,8347,1204,4676,1158,9488,1468,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2960073,14341,86320,4165,256094,6805,1262284,8437,695532,6108,295736,6329,364107,7212,2187057,15405,49315,3179,169648,6123,930855,10532,533195,7797,225914,6301,278130,6860,274626,10125,14318,2032,29570,3145,125998,6513,56932,4047,21615,2318,26193,2569,267211,8098,8808,1500,31536,2859,121134,5750,55636,3585,24160,2010,25937,2236,108381,5980,10721,1569,19405,2326,42365,3641,16563,2035,9051,1568,10276,1141,122798,5355,3158,646,5935,926,41932,3851,33206,2761,14996,1810,23571,2099,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3396137,20118,126421,4680,328379,7465,1389499,9559,761509,7129,348275,6645,442054,9165,2418818,20407,65871,3553,193705,6624,959987,11548,587500,7325,272340,6983,339415,7584,251628,8104,20832,2217,29315,2850,108662,6398,50078,3702,20775,2193,21966,2078,332765,9229,7934,1333,46174,3151,175772,7712,52579,3593,22842,2434,27464,2576,229398,7294,27188,2130,49690,3291,90745,4747,29657,2295,12715,1700,19403,2203,163528,7042,4596,920,9495,1546,54333,3785,41695,3217,19603,2536,33806,2821,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4356081,21962,175031,4483,469694,7649,1760197,11792,1017918,8519,450677,8149,482564,8958,3585455,21528,120079,4201,360898,6855,1456899,13512,861700,9227,382766,7564,403113,8022,389166,10629,26539,2486,53047,3553,172430,5977,76450,3869,31353,2260,29347,2595,66746,4101,5532,1462,14404,2008,26128,2679,11739,1644,4747,1049,4196,1003,155487,6081,18729,2438,32833,3444,50664,3032,27166,2133,12055,1607,14040,1605,159227,5552,4152,787,8512,1284,54076,3583,40863,2831,19756,1761,31868,2338,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2811291,12563,124701,4083,267884,5044,1181742,7860,626792,5227,289972,5393,320200,6181,2184366,14299,80931,3482,197843,4292,916142,8079,502860,5760,231891,5204,254699,5764,247813,8166,17269,1723,24847,2269,115770,5301,50620,3313,20296,1778,19011,1823,102754,4666,4767,1123,14038,2060,51003,3513,17777,1729,7831,978,7338,1113,132336,4763,14282,1633,23744,2032,47056,3196,21115,1730,11762,1622,14377,1331,144022,5360,7452,1059,7412,1100,51771,3642,34420,2331,18192,1559,24775,1429,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1196527,11156,41993,4137,113690,5309,536594,8880,254574,5072,117453,5117,132223,5714,1023357,12841,32668,3524,92133,5654,460618,10034,220702,5269,104984,4944,112252,5067,104514,6314,4761,1315,13189,2734,50310,4154,20230,2668,6811,1130,9213,1290,3180,1067,270,338,262,233,1201,550,665,382,248,270,534,418,37510,3543,3069,829,5385,936,13764,1857,8403,1595,2671,966,4218,1269,27966,3305,1225,804,2721,931,10701,2149,4574,1036,2739,837,6006,1594,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2769496,15926,113297,4730,287293,6002,1157133,10342,607067,6861,277902,6808,326804,7572,2264508,17539,81040,4209,223145,6146,952759,10390,504305,6728,231188,6181,272071,6426,245614,9709,14595,2252,30013,2734,109588,6411,49533,3655,21724,2217,20161,2176,43256,4577,3444,1007,8360,2101,16950,2662,6950,1453,4183,1091,3369,737,94224,5257,8893,1571,18184,2508,34401,3697,16156,2061,7207,1562,9383,1387,121894,5852,5325,1257,7591,1967,43435,3144,30123,2753,13600,1602,21820,1950,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
