GEO_ID,C01001B_001E,C01001B_001M,C01001B_002E,C01001B_002M,C01001B_003E,C01001B_003M,C01001B_004E,C01001B_004M,C01001B_005E,C01001B_005M,C01001B_006E,C01001B_006M,C01001B_007E,C01001B_007M,C01001B_008E,C01001B_008M,C01001B_009E,C01001B_009M,NAME,C01001B_001MA,C01001B_001EA,C01001B_002MA,C01001B_002EA,C01001B_003MA,C01001B_003EA,C01001B_004EA,C01001B_004MA,C01001B_005EA,C01001B_005MA,C01001B_006MA,C01001B_006EA,C01001B_007MA,C01001B_007EA,C01001B_008MA,C01001B_008EA,C01001B_009MA,C01001B_009EA,state
0400000US01,1291826,7415,602320,4415,169649,3721,378312,2957,54359,1311,689506,5477,162228,3912,444221,3118,83057,1277,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,24790,2506,14399,1552,2102,895,11622,1383,675,517,10391,1704,2934,1339,5835,859,1622,756,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,280518,6306,147478,4295,39036,2740,97909,2442,10533,709,133040,3310,35164,2385,84892,1967,12984,828,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,468231,4648,222887,3514,67577,2321,137398,2459,17912,853,245344,3442,65630,2828,154228,2118,25486,1107,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2259681,15273,1113405,8713,259534,5351,744649,6670,109222,1591,1146276,10447,253798,6454,743347,5662,149131,1493,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,215446,4979,117064,2600,29159,1799,79744,2114,8161,603,98382,3608,25461,2303,63577,2194,9344,489,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,371857,7049,178068,4114,49218,2215,114672,2913,14178,760,193789,4647,46334,2433,125325,2786,22130,565,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,203326,3317,96402,1872,26553,1660,61024,1049,8825,185,106924,2005,24821,1437,69617,1232,12486,225,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,321346,2832,145856,1402,34471,640,94502,1001,16883,290,175490,1818,33915,876,113268,1267,28307,383,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3221160,14886,1548271,9601,439475,6326,976656,5740,132140,2466,1672889,10045,418005,6692,1067504,6137,187380,2282,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3163620,12109,1482625,7927,432911,5742,942629,4826,107085,1901,1680995,8234,421768,5499,1090316,5240,168911,1526,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,30729,2376,18550,1526,2933,787,14852,1135,765,333,12179,1538,3332,995,8160,970,687,306,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,11354,1682,5665,1063,1689,550,3671,808,305,339,5689,1146,2893,814,2437,730,359,271,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1837715,10948,859895,6267,234617,4338,546116,3671,79162,829,977820,6624,234815,3946,619170,3968,123835,888,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,612890,6872,291983,4579,88157,2942,181895,2881,21931,981,320907,4768,87209,3493,199538,2590,34160,1322,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,97874,3370,51196,2487,15955,1660,32995,1803,2246,514,46678,2352,15203,1493,28231,1586,3244,521,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,171976,4756,88788,2886,23503,2100,58970,2092,6315,737,83188,3173,24251,1961,49551,1854,9386,571,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,350141,6964,175195,5088,46322,2248,115566,3973,13307,1020,174946,4140,42152,2487,113278,3115,19516,980,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1502184,7081,711227,5002,211823,3830,440364,2967,59040,1142,790957,4426,207741,2979,494772,2717,88444,1004,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,16557,1197,7940,781,2557,564,5228,507,155,156,8617,946,3974,620,4403,743,240,152,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1774618,8851,828010,4842,219306,3342,535137,3241,73567,987,946608,5380,212194,3163,621583,3491,112831,1167,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,477527,8002,230349,4520,60377,3014,152106,3358,17866,932,247178,4842,59923,2712,161790,2934,25465,861,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1375194,8062,648268,5149,178476,3738,407958,3587,61834,778,726926,4614,176143,3003,458389,2892,92394,803,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,312432,5955,160244,3649,55089,2448,99391,2514,5764,552,152188,4080,51928,2996,92157,1970,8103,667,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1132556,5543,534898,4628,163363,3821,329519,2479,42016,1520,597658,4289,155647,3026,377197,2646,64814,1092,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,711601,6936,334045,4143,95917,2983,209399,2734,28729,920,377556,4945,97805,3565,235961,2850,43790,1191,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,5812,1118,4147,960,856,481,3291,981,0,161,1665,599,529,341,1084,493,52,96,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,88620,3209,44899,1992,14721,1383,27746,1202,2432,342,43721,1988,14178,1407,26094,1113,3449,331,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,242994,3963,121074,2796,32415,1613,77788,2014,10871,440,121920,2343,31548,1755,77048,1392,13324,360,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,17009,2081,10381,1567,1995,820,7856,1139,530,365,6628,1210,2245,836,4126,612,257,180,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1212054,10107,567980,6212,149962,3277,367407,4055,50611,870,644074,5709,148477,2987,414211,3750,81386,956,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,41277,2170,23640,1870,4615,1002,16322,1350,2703,582,17637,1811,4282,1164,11094,1152,2261,518,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3093476,17224,1433740,10095,368382,5832,930364,7680,134994,1785,1659736,10358,359643,5351,1071740,7208,228353,2395,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2154387,10354,1007735,7577,276087,5531,637523,4591,94125,1349,1146652,6460,264948,4448,739068,3717,142636,1058,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,14910,1262,8434,1488,1485,758,6858,1160,91,134,6476,1423,3156,1069,3299,773,21,38,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1419214,9642,676810,5731,193455,4411,422336,3549,61019,1039,742404,6714,186836,3988,461816,4237,93752,1431,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,287254,4498,141521,3208,39265,2203,91473,2468,10783,658,145733,2888,38989,2050,92592,1765,14152,830,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,71042,3386,39128,2133,9593,1400,26795,1334,2740,515,31914,2277,9028,1556,19487,1519,3399,584,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1416865,10987,682922,7135,189266,5102,435196,4068,58460,971,733943,6740,180694,4178,462583,3904,90666,1255,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,70600,3924,36289,2241,11364,1435,22873,1374,2052,411,34311,2245,10501,1355,21109,1438,2701,467,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1320373,6935,618157,5141,166561,4277,391030,2864,60566,802,702216,5188,162869,4481,448669,2545,90678,626,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,14830,2141,8014,1104,2920,675,5052,801,42,65,6816,1444,2571,671,4160,1056,85,142,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1105318,7359,524125,4909,149486,3248,334810,3295,39829,1286,581193,5225,142796,3847,376281,2752,62116,1443,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3234898,16292,1566181,8940,443581,6035,1010543,6961,112057,2271,1668717,12761,424512,7907,1081535,6688,162670,2910,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,33520,2373,19536,1638,6387,980,12535,1293,614,403,13984,1441,5099,948,8061,953,824,321,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,6164,1031,3425,723,1046,376,2312,492,67,92,2739,597,840,303,1802,545,97,119,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1601449,10701,761583,6687,196025,4414,497016,4215,68542,1573,839866,7362,188840,4209,546631,4832,104395,1499,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,251336,7633,136916,4971,31179,3101,95496,3232,10241,649,114420,4558,31072,3159,73351,2363,9997,615,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
