GEO_ID,B23002H_001E,B23002H_001M,B23002H_002E,B23002H_002M,B23002H_003E,B23002H_003M,B23002H_004E,B23002H_004M,B23002H_005E,B23002H_005M,B23002H_006E,B23002H_006M,B23002H_007E,B23002H_007M,B23002H_008E,B23002H_008M,B23002H_009E,B23002H_009M,B23002H_010E,B23002H_010M,B23002H_011E,B23002H_011M,B23002H_012E,B23002H_012M,B23002H_013E,B23002H_013M,B23002H_014E,B23002H_014M,B23002H_015E,B23002H_015M,B23002H_016E,B23002H_016M,B23002H_017E,B23002H_017M,B23002H_018E,B23002H_018M,B23002H_019E,B23002H_019M,B23002H_020E,B23002H_020M,B23002H_021E,B23002H_021M,B23002H_022E,B23002H_022M,B23002H_023E,B23002H_023M,B23002H_024E,B23002H_024M,B23002H_025E,B23002H_025M,B23002H_026E,B23002H_026M,B23002H_027E,B23002H_027M,B23002H_028E,B23002H_028M,B23002H_029E,B23002H_029M,B23002H_030E,B23002H_030M,B23002H_031E,B23002H_031M,B23002H_032E,B23002H_032M,B23002H_033E,B23002H_033M,B23002H_034E,B23002H_034M,B23002H_035E,B23002H_035M,B23002H_036E,B23002H_036M,B23002H_037E,B23002H_037M,B23002H_038E,B23002H_038M,B23002H_039E,B23002H_039M,B23002H_040E,B23002H_040M,B23002H_041E,B23002H_041M,B23002H_042E,B23002H_042M,B23002H_043E,B23002H_043M,B23002H_044E,B23002H_044M,B23002H_045E,B23002H_045M,B23002H_046E,B23002H_046M,B23002H_047E,B23002H_047M,B23002H_048E,B23002H_048M,B23002H_049E,B23002H_049M,B23002H_050E,B23002H_050M,B23002H_051E,B23002H_051M,B23002H_052E,B23002H_052M,B23002H_053E,B23002H_053M,B23002H_054E,B23002H_054M,B23002H_055E,B23002H_055M,B23002H_056E,B23002H_056M,B23002H_057E,B23002H_057M,B23002H_058E,B23002H_058M,B23002H_059E,B23002H_059M,B23002H_060E,B23002H_060M,B23002H_061E,B23002H_061M,B23002H_062E,B23002H_062M,B23002H_063E,B23002H_063M,B23002H_064E,B23002H_064M,B23002H_065E,B23002H_065M,B23002H_066E,B23002H_066M,B23002H_067E,B23002H_067M,B23002H_068E,B23002H_068M,B23002H_069E,B23002H_069M,B23002H_070E,B23002H_070M,B23002H_071E,B23002H_071M,B23002H_072E,B23002H_072M,B23002H_073E,B23002H_073M,B23002H_074E,B23002H_074M,B23002H_075E,B23002H_075M,B23002H_076E,B23002H_076M,B23002H_077E,B23002H_077M,B23002H_078E,B23002H_078M,B23002H_079E,B23002H_079M,NAME,B23002H_001MA,B23002H_001EA,B23002H_002MA,B23002H_002EA,B23002H_003EA,B23002H_003MA,B23002H_004EA,B23002H_004MA,B23002H_005EA,B23002H_005MA,B23002H_006EA,B23002H_006MA,B23002H_007MA,B23002H_007EA,B23002H_008EA,B23002H_008MA,B23002H_009EA,B23002H_009MA,B23002H_010EA,B23002H_010MA,B23002H_011EA,B23002H_011MA,B23002H_012MA,B23002H_012EA,B23002H_013EA,B23002H_013MA,B23002H_014EA,B23002H_014MA,B23002H_015EA,B23002H_015MA,B23002H_016EA,B23002H_016MA,B23002H_017EA,B23002H_017MA,B23002H_018EA,B23002H_018MA,B23002H_019EA,B23002H_019MA,B23002H_020EA,B23002H_020MA,B23002H_021EA,B23002H_021MA,B23002H_022EA,B23002H_022MA,B23002H_023MA,B23002H_023EA,B23002H_024MA,B23002H_024EA,B23002H_025MA,B23002H_025EA,B23002H_026EA,B23002H_026MA,B23002H_027EA,B23002H_027MA,B23002H_028EA,B23002H_028MA,B23002H_029MA,B23002H_029EA,B23002H_030MA,B23002H_030EA,B23002H_031MA,B23002H_031EA,B23002H_032EA,B23002H_032MA,B23002H_033EA,B23002H_033MA,B23002H_034MA,B23002H_034EA,B23002H_035MA,B23002H_035EA,B23002H_036MA,B23002H_036EA,B23002H_037EA,B23002H_037MA,B23002H_038EA,B23002H_038MA,B23002H_039EA,B23002H_039MA,B23002H_040MA,B23002H_040EA,B23002H_041MA,B23002H_041EA,B23002H_042MA,B23002H_042EA,B23002H_043MA,B23002H_043EA,B23002H_044EA,B23002H_044MA,B23002H_045MA,B23002H_045EA,B23002H_046MA,B23002H_046EA,B23002H_047MA,B23002H_047EA,B23002H_048MA,B23002H_048EA,B23002H_049EA,B23002H_049MA,B23002H_050EA,B23002H_050MA,B23002H_051MA,B23002H_051EA,B23002H_052MA,B23002H_052EA,B23002H_053MA,B23002H_053EA,B23002H_054EA,B23002H_054MA,B23002H_055EA,B23002H_055MA,B23002H_056MA,B23002H_056EA,B23002H_057MA,B23002H_057EA,B23002H_058EA,B23002H_058MA,B23002H_059EA,B23002H_059MA,B23002H_060EA,B23002H_060MA,B23002H_061EA,B23002H_061MA,B23002H_062MA,B23002H_062EA,B23002H_063EA,B23002H_063MA,B23002H_064EA,B23002H_064MA,B23002H_065EA,B23002H_065MA,B23002H_066EA,B23002H_066MA,B23002H_067MA,B23002H_067EA,B23002H_068EA,B23002H_068MA,B23002H_069EA,B23002H_069MA,B23002H_070EA,B23002H_070MA,B23002H_071EA,B23002H_071MA,B23002H_072EA,B23002H_072MA,B23002H_073MA,B23002H_073EA,B23002H_074MA,B23002H_074EA,B23002H_075MA,B23002H_075EA,B23002H_076EA,B23002H_076MA,B23002H_077EA,B23002H_077MA,B23002H_078EA,B23002H_078MA,B23002H_079MA,B23002H_079EA,state
0400000US01,2637664,2520,1277125,1908,80415,2320,28854,2759,545,311,28309,2714,22133,2477,6176,1579,51561,2702,107926,2017,80329,2995,970,487,79359,3045,67263,2874,12096,1754,27597,2755,611171,1371,522679,4252,7010,1347,515669,4796,484583,5444,31086,3472,88492,4151,218457,164,143651,3352,44,75,143607,3345,138864,3485,4743,919,74806,3357,90711,3148,29365,2307,28165,2321,1200,420,61346,2751,168445,3164,21910,1858,21481,1816,429,259,146535,3408,1360539,1824,77881,2816,25655,2600,41,53,25614,2603,19849,2161,5765,1314,52226,2900,101547,2436,70820,2909,36,67,70784,2904,62850,2960,7934,1332,30727,3093,619633,1240,435133,6309,255,187,434878,6337,408464,6217,26414,2818,184500,6130,231936,9,117909,3004,0,189,117909,3004,113761,2910,4148,961,114027,3004,102249,3191,22836,1893,22101,1851,735,311,79413,3090,227293,3189,14803,1683,14216,1615,587,323,212490,3074,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,372014,1008,199666,772,10656,723,4561,672,569,331,3992,656,3064,673,928,401,6095,877,20497,389,18565,693,3385,895,15180,1138,14443,1190,737,407,1932,595,105337,329,94966,1504,6237,1154,88729,1998,84581,2059,4148,1008,10371,1463,36566,144,27622,1024,17,26,27605,1024,26103,1123,1502,500,8944,1031,12151,1035,4942,948,4673,905,269,236,7209,1006,14459,1040,3037,633,2903,634,134,137,11422,1031,172348,824,9368,886,3946,770,18,40,3928,772,3310,753,618,340,5422,1041,14379,781,11417,1040,297,209,11120,1025,10383,1029,737,355,2962,775,91352,624,71371,2076,649,269,70722,2084,67809,2099,2913,743,19981,1930,32231,92,21150,1341,23,37,21127,1342,20135,1347,992,576,11081,1324,9890,828,3817,683,3817,683,0,145,6073,870,15128,829,2014,513,1888,508,126,153,13114,895,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3200575,2631,1571043,1923,82015,1955,32659,2380,731,265,31928,2357,24156,2069,7772,1589,49356,2596,111330,759,87618,2807,3239,808,84379,2734,73922,3346,10457,1825,23712,2680,702903,781,606736,4801,6091,1087,600645,4961,564514,5675,36131,3403,96167,4816,270375,199,175923,3816,0,200,175923,3816,164289,4133,11634,1808,94452,3832,132270,3378,37866,2647,35950,2557,1916,519,94404,3164,272150,3317,30591,2575,28929,2537,1662,436,241559,3737,1629532,1853,75792,2324,34576,2147,60,93,34516,2156,28945,2141,5571,1221,41216,2689,106067,1393,77230,3016,639,220,76591,2980,70205,3163,6386,1509,28837,2706,684366,721,518128,6187,649,386,517479,6164,490135,6520,27344,2584,166238,6273,297434,170,163812,4207,0,200,163812,4207,155304,4145,8508,1199,133622,4206,143793,4226,34277,2584,32908,2475,1369,603,109516,3649,322080,4229,21169,2167,20442,2090,727,378,300911,4112,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1777784,2295,864079,1859,56013,2109,19507,2031,0,190,19507,2031,16002,1987,3505,759,36506,2384,70742,2139,53347,2913,807,359,52540,2901,47193,2731,5347,1060,17395,1989,412277,1191,347904,3489,1732,588,346172,3558,327178,3899,18994,2122,64373,3649,143195,72,94108,2810,0,190,94108,2810,90985,2968,3123,834,49087,2808,63003,2409,20410,1704,19862,1713,548,297,42593,1838,118849,2418,15955,1587,15643,1605,312,218,102894,2283,913705,1583,52490,2051,19844,1838,0,190,19844,1838,16814,1966,3030,874,32646,2113,69249,1530,48676,2521,0,190,48676,2521,44118,2665,4558,982,20573,2362,413730,1102,293115,5051,92,114,293023,5025,277948,5234,15075,2036,120615,5121,153115,179,79859,2574,0,190,79859,2574,77018,2698,2841,759,73256,2563,69143,2594,15914,1642,15858,1652,56,70,53229,2471,155978,2580,11141,1288,11078,1283,63,77,144837,2761,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12752796,6588,6332190,4096,308618,3930,98141,4053,6594,1437,91547,3896,66982,3470,24565,2073,210477,5262,473402,1587,351736,5632,25675,3034,326061,6115,280500,6265,45561,3765,121666,5472,3059270,2258,2673459,9851,38058,3017,2635401,9937,2466088,11725,169313,6337,385811,9363,1156464,731,810295,7023,318,258,809977,7011,757369,7224,52608,3088,346169,6827,459576,6126,182252,4091,171328,4090,10924,1620,277324,5994,874860,6304,137161,4803,130522,4697,6639,1278,737699,6279,6420606,4531,292544,3970,91702,3921,753,398,90949,3921,71429,3884,19520,2253,200842,5219,427631,1825,310727,5386,3575,997,307152,5385,274685,5957,32467,3287,116904,5473,2897325,2479,2203445,11537,3618,881,2199827,11685,2061449,13052,138378,6304,693880,11547,1176149,778,710052,8821,61,101,709991,8814,670050,8705,39941,2800,466097,8894,496206,6503,145130,5071,138922,4957,6208,1042,351076,5745,1130751,6523,93227,4625,89464,4554,3763,738,1037524,6767,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3058136,2735,1521973,1986,86700,2512,38204,2249,2294,435,35910,2163,28455,2156,7455,1452,48496,2816,126019,1528,103318,2763,5411,1000,97907,2808,86723,3031,11184,1982,22701,2661,784821,1242,713133,4202,11100,1666,702033,4545,675444,4975,26589,2621,71688,4139,264599,324,197458,3761,0,192,197458,3761,189940,3660,7518,1060,67141,3752,100210,3444,41997,2397,40405,2368,1592,498,58213,3023,159624,3427,23070,1798,22093,1888,977,546,136554,3259,1536163,2108,77394,2265,35122,2211,372,261,34750,2212,30509,2031,4241,948,42272,2993,114928,1777,92169,2802,817,354,91352,2834,83355,3053,7997,1674,22759,2584,757736,1630,606062,5461,990,335,605072,5448,582475,5469,22597,2033,151674,5424,275655,286,178371,3600,0,192,178371,3600,172204,3610,6167,1175,97284,3604,102750,2688,32962,1961,31589,1881,1373,527,69788,3110,207700,2664,16657,1350,16002,1287,655,352,191043,2980,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2081711,2838,1003020,1518,65617,1085,25191,1571,620,335,24571,1565,20003,1669,4568,997,40426,1829,75552,123,59013,1886,1850,636,57163,1968,50214,2150,6949,1251,16539,1872,464466,995,425629,3438,2764,706,422865,3458,396795,4068,26070,2631,38837,3326,191580,343,152982,2657,38,62,152944,2659,146116,2660,6828,916,38598,2674,70495,2430,31559,1946,30113,1961,1446,425,38936,2640,135310,2434,24931,1986,23110,1712,1821,719,110379,2456,1078691,1942,62832,1610,29209,2306,117,79,29092,2305,24088,2027,5004,1189,33623,2351,70057,317,55034,1802,364,261,54670,1773,50269,1852,4401,940,15023,1815,475212,704,389043,4413,296,405,388747,4336,370168,4825,18579,2154,86169,4413,200704,566,142807,2743,0,197,142807,2743,135457,2948,7350,1348,57897,2764,76760,2255,28113,1639,26621,1618,1492,565,48647,2335,193126,2243,18282,1780,17297,1744,985,405,174844,2697,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,502623,1213,240680,929,13146,850,5202,860,13,30,5189,864,4214,912,975,471,7944,1197,18004,86,13860,908,455,259,13405,880,11850,851,1555,453,4144,894,109875,320,96242,1730,1230,477,95012,1770,89174,2118,5838,1255,13633,1700,43662,143,30302,1460,50,82,30252,1455,28925,1433,1327,436,13360,1450,19409,1150,7332,1079,6927,1056,405,231,12077,1007,36584,1164,5511,899,5262,875,249,187,31073,1211,261943,748,13497,696,5885,930,0,185,5885,930,4881,868,1004,466,7612,948,17344,62,13750,1228,189,188,13561,1254,12237,1205,1324,604,3594,1225,114063,214,92277,2124,109,144,92168,2118,86225,2232,5943,1389,21786,2054,48336,134,31755,1467,0,185,31755,1467,30362,1553,1393,435,16581,1459,22407,1194,5555,972,5356,946,199,162,16852,1118,46296,1194,2938,609,2927,613,11,18,43358,1307,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,212830,405,105965,248,4239,912,1164,506,66,87,1098,496,918,466,180,195,3075,692,10570,901,7220,1204,895,382,6325,1225,6070,1188,255,201,3350,1029,69373,198,64587,1485,1096,439,63491,1477,62519,1382,972,420,4786,1495,10374,198,9237,391,43,71,9194,407,8440,512,754,355,1137,391,3450,559,1525,439,1458,440,67,79,1925,423,7959,559,2088,634,2088,634,0,198,5871,684,106865,279,4576,852,1073,517,0,198,1073,517,953,448,120,142,3503,796,13052,811,10169,1035,106,160,10063,1075,9401,1074,662,355,2883,935,66557,150,59497,1364,128,121,59369,1379,58226,1417,1143,400,7060,1358,9656,62,6985,647,0,198,6985,647,6639,640,346,288,2671,648,4478,654,2321,526,2321,526,0,198,2157,552,8546,650,1414,563,1414,563,0,198,7132,747,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9515162,7958,4629405,4797,222080,4592,73035,3309,2057,749,70978,3143,53753,2891,17225,2049,149045,4391,311377,1974,232111,5133,8576,1867,223535,5192,198678,5882,24857,2676,79266,4813,1970033,2258,1695747,8789,18468,2053,1677279,8609,1574226,9952,103053,6380,274286,8462,812756,683,533037,7887,143,117,532894,7878,503483,7758,29411,3035,279719,7811,406040,7302,127091,5082,121305,4909,5786,1214,278949,6416,907119,7346,107422,5673,101654,5641,5768,1376,799697,8772,4885757,5093,213958,3503,77643,3386,314,403,77329,3441,62744,3028,14585,1981,136315,4391,294120,2231,210814,4896,1756,683,209058,5009,188405,5210,20653,2580,83306,5112,1947655,2119,1460916,10555,2493,786,1458423,10567,1367760,10922,90663,5492,486739,10303,884642,697,506192,8901,49,83,506143,8901,480992,9019,25151,2110,378450,8843,442666,6616,107538,5245,102467,5198,5071,853,335128,7151,1102716,6591,74609,4252,71933,4150,2676,809,1028107,7525,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
