GEO_ID,B18135_001E,B18135_001M,B18135_002E,B18135_002M,B18135_003E,B18135_003M,B18135_004E,B18135_004M,B18135_005E,B18135_005M,B18135_006E,B18135_006M,B18135_007E,B18135_007M,B18135_008E,B18135_008M,B18135_009E,B18135_009M,B18135_010E,B18135_010M,B18135_011E,B18135_011M,B18135_012E,B18135_012M,B18135_013E,B18135_013M,B18135_014E,B18135_014M,B18135_015E,B18135_015M,B18135_016E,B18135_016M,B18135_017E,B18135_017M,B18135_018E,B18135_018M,B18135_019E,B18135_019M,B18135_020E,B18135_020M,B18135_021E,B18135_021M,B18135_022E,B18135_022M,B18135_023E,B18135_023M,B18135_024E,B18135_024M,B18135_025E,B18135_025M,B18135_026E,B18135_026M,B18135_027E,B18135_027M,B18135_028E,B18135_028M,B18135_029E,B18135_029M,B18135_030E,B18135_030M,B18135_031E,B18135_031M,B18135_032E,B18135_032M,B18135_033E,B18135_033M,B18135_034E,B18135_034M,NAME,B18135_001MA,B18135_001EA,B18135_002EA,B18135_002MA,B18135_003MA,B18135_003EA,B18135_004EA,B18135_004MA,B18135_005EA,B18135_005MA,B18135_006MA,B18135_006EA,B18135_007EA,B18135_007MA,B18135_008MA,B18135_008EA,B18135_009EA,B18135_009MA,B18135_010EA,B18135_010MA,B18135_011MA,B18135_011EA,B18135_012MA,B18135_012EA,B18135_013EA,B18135_013MA,B18135_014MA,B18135_014EA,B18135_015EA,B18135_015MA,B18135_016EA,B18135_016MA,B18135_017MA,B18135_017EA,B18135_018EA,B18135_018MA,B18135_019MA,B18135_019EA,B18135_020EA,B18135_020MA,B18135_021EA,B18135_021MA,B18135_022MA,B18135_022EA,B18135_023MA,B18135_023EA,B18135_024EA,B18135_024MA,B18135_025EA,B18135_025MA,B18135_026EA,B18135_026MA,B18135_027MA,B18135_027EA,B18135_028MA,B18135_028EA,B18135_029MA,B18135_029EA,B18135_030EA,B18135_030MA,B18135_031EA,B18135_031MA,B18135_032EA,B18135_032MA,B18135_033MA,B18135_033EA,B18135_034MA,B18135_034EA,state
0400000US01,4767383,1932,1106847,2532,50453,4108,49380,4032,18383,2524,34159,3629,1073,725,1056394,4965,1015045,6464,585323,13933,468191,12118,41349,5133,2935367,3536,422549,9482,353133,8238,191767,7900,226230,6115,69416,5183,2512818,10014,2049334,16959,1870371,16041,257087,8906,463484,13401,725169,2625,303446,5626,302572,5727,184400,5213,300295,5874,874,575,421723,6127,418750,6274,282204,6376,407735,6341,2973,896,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,711541,1618,186245,498,6765,1281,6184,1283,3124,1004,3765,990,581,427,179480,1355,158809,2709,107387,4261,58026,4561,20671,2714,456278,2127,44674,2899,35129,2562,21617,2030,19300,2146,9545,1389,411604,3311,321703,5644,293321,5895,46328,3395,89901,5011,69018,1293,28361,1721,28005,1731,14706,1394,27213,1738,356,238,40657,1793,39275,1841,26360,1691,36371,1944,1382,652,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6623074,1740,1620576,1495,65282,4677,61527,4418,28385,2942,39184,4134,3755,1178,1555294,5067,1397195,9349,866483,14203,578183,14653,158099,8676,3944492,2893,411109,10617,357910,10544,173674,6511,229099,7948,53199,4010,3533383,10828,2858196,16064,2387109,20527,560524,15764,675187,14060,1058006,1776,370266,8050,366482,7925,198482,6530,362590,7844,3784,1175,687740,8271,678436,8136,395939,7330,657306,8456,9304,1797,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2914376,756,703811,2531,37772,3107,37091,3065,10180,1607,29937,2813,681,489,666039,3717,632641,5142,317659,9743,335752,9708,33398,3846,1762235,3085,264645,7761,233442,7661,108792,5313,157090,6780,31203,2810,1497590,7945,1221217,11690,1053459,14264,208612,8492,276373,10730,448330,2258,190983,5128,190563,5110,107281,4044,189018,5045,420,284,257347,4984,256251,4957,163884,4459,250276,5219,1096,703,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38297457,5321,9135133,2314,293126,9098,282269,8892,131542,6182,175000,7120,10857,1950,8842007,9039,8355774,19650,4908171,34410,3717952,38067,486233,17651,24264509,7036,2010783,22529,1777243,20842,845716,14138,1123432,19718,233540,8894,22253726,22931,18293834,39648,15246289,46267,3484467,37302,3959892,35033,4897815,3448,1746722,15118,1729552,14614,796972,10948,1695729,14528,17170,2368,3151093,15212,3092074,14050,1736093,15796,2926620,14100,59019,5038,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5266022,2396,1245432,1889,41701,4646,39882,4499,20865,2642,23433,3347,1819,838,1203731,5017,1135466,6992,762779,11579,412076,12612,68265,5917,3356310,3327,300186,9625,267138,9238,151114,6457,151371,7640,33048,3162,3056124,10570,2623247,15360,2324903,15994,372561,10435,432877,13203,664280,1966,220165,5286,218947,5268,134467,4349,215131,5161,1218,558,444115,5004,438731,5105,277812,5474,417524,5710,5384,1257,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541282,1220,774021,645,28054,3173,27582,3158,13450,2093,16378,2432,472,456,745967,3279,717569,4917,492203,8598,249275,8506,28398,3809,2233736,1925,191185,6784,177637,6602,89605,5489,107924,3934,13548,2166,2042551,7152,1843870,11498,1585998,13505,292943,9619,198681,9366,533525,1443,170013,4511,168401,4639,101035,3547,165318,4711,1612,781,363512,4817,360824,4817,239307,5089,342292,4746,2688,783,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,920930,554,203414,635,8553,1500,8225,1452,3118,800,5662,1185,328,504,194861,1632,183537,3083,124813,4512,67076,4806,11324,2419,567790,1165,55633,4216,51570,3977,25431,2502,33760,3511,4063,1111,512157,4513,456742,5945,394550,7011,75572,4992,55415,4455,149726,818,45577,2039,45522,2044,31054,2053,45046,2069,55,80,104149,2142,103737,2015,75632,3164,100128,2223,412,389,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,647966,509,114834,71,5183,1114,5183,1114,1070,478,4318,1052,0,198,109651,1120,107266,1303,58228,3313,53924,3680,2385,945,461152,856,44504,3504,42171,3378,14558,2033,31134,3251,2333,879,416648,3547,388027,4940,316417,6046,82430,5056,28621,3504,71980,877,26320,1959,26211,1939,15218,1389,24929,1879,109,120,45660,1881,44920,1861,34825,1893,39504,1861,740,621,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19583357,3419,4046150,2400,170340,8483,160030,8106,61379,5354,109260,6005,10310,1952,3875810,9134,3508133,17110,1963402,28982,1647613,27625,367677,16556,11813708,5696,1192633,19482,979405,17500,484826,12276,623359,15251,213228,9580,10621075,21181,8021411,38168,7113543,38394,1144117,21170,2599664,32187,3723499,4737,1256599,15898,1243120,15407,632513,12178,1231364,15214,13479,2505,2466900,15255,2426097,15136,1306244,15988,2349014,15877,40803,4579,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
