GEO_ID,C25122_001E,C25122_001M,C25122_002E,C25122_002M,C25122_003E,C25122_003M,C25122_004E,C25122_004M,C25122_005E,C25122_005M,C25122_006E,C25122_006M,C25122_007E,C25122_007M,C25122_008E,C25122_008M,C25122_009E,C25122_009M,C25122_010E,C25122_010M,C25122_011E,C25122_011M,C25122_012E,C25122_012M,C25122_013E,C25122_013M,C25122_014E,C25122_014M,C25122_015E,C25122_015M,C25122_016E,C25122_016M,C25122_017E,C25122_017M,C25122_018E,C25122_018M,C25122_019E,C25122_019M,C25122_020E,C25122_020M,C25122_021E,C25122_021M,C25122_022E,C25122_022M,C25122_023E,C25122_023M,C25122_024E,C25122_024M,C25122_025E,C25122_025M,C25122_026E,C25122_026M,C25122_027E,C25122_027M,C25122_028E,C25122_028M,C25122_029E,C25122_029M,C25122_030E,C25122_030M,C25122_031E,C25122_031M,NAME,C25122_001EA,C25122_001MA,C25122_002EA,C25122_002MA,C25122_003EA,C25122_003MA,C25122_004EA,C25122_004MA,C25122_005EA,C25122_005MA,C25122_006MA,C25122_006EA,C25122_007MA,C25122_007EA,C25122_008MA,C25122_008EA,C25122_009EA,C25122_009MA,C25122_010MA,C25122_010EA,C25122_011EA,C25122_011MA,C25122_012MA,C25122_012EA,C25122_013MA,C25122_013EA,C25122_014EA,C25122_014MA,C25122_015MA,C25122_015EA,C25122_016EA,C25122_016MA,C25122_017MA,C25122_017EA,C25122_018MA,C25122_018EA,C25122_019MA,C25122_019EA,C25122_020MA,C25122_020EA,C25122_021EA,C25122_021MA,C25122_022EA,C25122_022MA,C25122_023MA,C25122_023EA,C25122_024MA,C25122_024EA,C25122_025MA,C25122_025EA,C25122_026MA,C25122_026EA,C25122_027EA,C25122_027MA,C25122_028MA,C25122_028EA,C25122_029MA,C25122_029EA,C25122_030MA,C25122_030EA,C25122_031MA,C25122_031EA,state
0400000US01,595137,11423,115463,5176,42037,2470,47982,3896,8532,1421,16912,1870,123634,6081,33414,2469,66914,4603,9736,1758,13570,1617,138881,5668,19494,2388,89526,4617,16343,2436,13518,1872,82633,4328,7782,1811,51835,3871,15933,2027,7083,1323,72718,4913,3724,1198,36032,3360,24519,3238,8443,1290,61808,4791,1662,509,22581,2630,32262,3519,5303,1102,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,93653,4082,5347,1157,899,395,1705,623,1921,728,822,388,10630,1485,2868,772,3658,923,3197,800,907,282,17051,2221,841,307,7387,1626,7576,1397,1247,344,15453,1831,304,199,3496,724,10057,1547,1596,622,18169,2221,332,205,4229,1046,12172,1973,1436,383,27003,2564,316,208,3025,715,22146,2437,1516,381,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,943886,14175,118135,6569,24835,2223,61330,4627,20188,3070,11782,1816,151290,5711,26743,2409,88839,4650,27128,2291,8580,1540,195833,6257,14257,1517,118664,5038,53722,3866,9190,1430,151797,6062,5212,1142,80708,4846,58047,4261,7830,1621,160839,6728,3368,851,63457,4196,87840,5536,6174,1305,165992,7180,3443,900,29903,2772,127402,6564,5244,1163,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,386970,9803,60406,3742,22814,2198,26584,2964,2888,963,8120,1316,82572,5155,27414,2716,42723,3819,3752,1069,8683,1325,94252,5503,15385,2082,61920,4885,7753,1535,9194,1502,60942,4061,6299,1418,40687,3958,8375,1745,5581,1237,53478,4354,3201,1154,34849,3403,10478,1986,4950,1235,35320,3887,1206,605,17816,2586,13648,1919,2650,846,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5902960,28154,541587,10025,91712,4405,180458,6974,233626,8428,35791,2985,868243,13462,157732,5155,361049,8216,318030,8066,31432,2812,1077786,16374,42981,3513,403036,8996,595004,12615,36765,3354,846518,14341,15867,2361,233956,8455,571002,13010,25693,2398,997255,16848,11662,1554,166729,6464,793000,15034,25864,2358,1571571,19365,7751,1256,103384,5783,1425369,18233,35067,2382,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,737059,11315,85158,4672,21780,2570,35044,3214,23825,2787,4509,979,95711,5297,17035,1870,49749,3477,24102,2578,4825,1090,150457,6420,7766,1318,86652,5305,51270,4167,4769,1093,126101,5188,2519,850,58920,4319,60966,3267,3696,791,129019,5774,2321,805,40829,3311,82678,5095,3191,925,150613,5841,1252,491,21119,2526,123454,5423,4788,1097,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,455778,8159,61227,4377,17264,2432,19895,2528,20241,1969,3827,1195,73213,4712,19981,2428,27130,2684,23026,2893,3076,845,87106,4935,6860,1179,36738,3662,39662,3381,3846,921,64176,4609,1855,695,23206,2564,35188,3423,3927,1308,75610,4450,2304,1001,20423,2413,49850,3383,3033,801,94446,4715,1395,712,10913,1553,77761,4348,4377,1147,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,103935,3908,14013,2000,2979,812,6207,1372,3955,1002,872,598,13141,2005,2846,686,5873,1424,3896,1245,526,254,18377,2181,852,564,9197,1478,7123,1521,1205,569,17608,2458,421,280,8330,1881,8044,1631,813,581,19332,2115,339,240,6662,1272,11906,1715,425,450,21464,2368,98,98,3565,948,16821,2160,980,529,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,164886,4965,26834,3203,8299,1479,4718,1097,11272,1729,2545,901,16735,2319,5083,1069,5055,1202,6073,1337,524,428,23457,2728,2133,747,8576,1567,12027,1904,721,438,17626,1962,621,430,5342,1030,10975,1780,688,367,22093,2292,384,243,4339,915,16496,2152,874,390,58141,3330,629,444,3947,847,52536,3252,1029,493,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2634225,22450,330938,10984,68089,4758,155868,7370,82376,4637,24605,2850,423455,12391,51964,4214,233434,9139,115518,6557,22539,2508,591316,13304,22351,3161,308377,10036,234671,9618,25917,2391,445978,12564,7241,1625,192733,6819,228324,8789,17680,2445,431069,10928,4888,1204,138428,7433,271714,8674,16039,1858,411469,11004,2978,892,63682,4140,328608,10292,16201,1960,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
