GEO_ID,B18101H_001E,B18101H_001M,B18101H_002E,B18101H_002M,B18101H_003E,B18101H_003M,B18101H_004E,B18101H_004M,B18101H_005E,B18101H_005M,B18101H_006E,B18101H_006M,B18101H_007E,B18101H_007M,B18101H_008E,B18101H_008M,B18101H_009E,B18101H_009M,B18101H_010E,B18101H_010M,NAME,B18101H_001EA,B18101H_001MA,B18101H_002MA,B18101H_002EA,B18101H_003MA,B18101H_003EA,B18101H_004EA,B18101H_004MA,B18101H_005EA,B18101H_005MA,B18101H_006EA,B18101H_006MA,B18101H_007MA,B18101H_007EA,B18101H_008MA,B18101H_008EA,B18101H_009EA,B18101H_009MA,B18101H_010MA,B18101H_010EA,state
0400000US01,3160194,2957,646207,1010,28830,3295,617377,3340,1940988,2611,280045,9038,1660943,9729,572999,975,237057,5191,335942,5310,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,440265,1761,93123,572,3466,954,89657,1036,296077,1529,28643,2345,267434,2543,51065,320,19011,1371,32054,1375,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3728129,3302,654197,1349,26923,2657,627274,3105,2213591,2744,252215,7683,1961376,8267,860341,1029,288773,6634,571568,6739,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2142224,1544,451932,501,23953,2411,427979,2525,1297460,1482,200517,6953,1096943,7058,392832,790,164225,4451,228607,4398,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14638470,8773,2389260,4360,78047,4586,2311213,6286,9343871,6891,895082,15359,8448789,15999,2905339,2868,1011560,11762,1893779,11942,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3634012,3176,705783,957,22775,3130,683008,3387,2369875,2851,204023,7454,2165852,8693,558354,1000,179346,4737,379008,4636,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2431289,2970,444760,1144,13028,1960,431732,2261,1530152,2191,126055,6161,1404097,6287,456377,1038,140799,4009,315578,4332,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,586084,978,103855,347,4183,1086,99672,1161,360653,779,36434,3216,324219,3410,121576,443,37219,1826,84357,1845,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,232246,800,24267,259,179,167,24088,310,184038,659,5484,1023,178554,1296,23941,453,5101,938,18840,859,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10898742,7695,1754722,3067,71204,4899,1683518,5538,6333560,5665,719618,12085,5613942,13446,2810460,2769,920807,12900,1889653,13118,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5387930,4716,1127396,1641,41558,3266,1085838,3975,3371795,4052,380557,9861,2991238,11154,888739,1300,330068,6400,558671,6321,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,298217,2239,42407,383,1119,508,41288,587,196780,2167,17035,2229,179745,3086,59030,396,18275,1495,40755,1554,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1336927,1683,325196,276,12662,1924,312534,1901,796339,1586,84967,4301,711372,4420,215392,691,80004,3171,135388,3267,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7911335,4163,1545992,1752,51818,3170,1494174,3705,5024329,3700,422801,8825,4601528,9865,1341014,2123,456360,6859,884654,6280,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5223037,3091,1142143,1982,52924,3595,1089219,4182,3259301,2302,392665,9800,2866636,10113,821593,1360,302887,6637,518706,6557,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2669938,1540,575847,653,23039,2217,552808,2337,1642552,1454,154620,6316,1487932,6462,451539,717,142175,3893,309364,3755,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2187509,1769,484518,485,20676,2081,463842,2199,1344074,1563,149362,5235,1194712,5208,358917,766,126848,3169,232069,3151,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3707716,2839,804649,1201,44835,3100,759814,3343,2315296,2449,381370,9938,1933926,10102,587771,1082,253585,5780,334186,5775,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2707009,3016,573869,938,31247,3380,542622,3486,1693033,2376,213952,6552,1479081,6952,440107,1442,169639,4664,270468,4717,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1232441,1168,229595,221,14200,2254,215395,2228,771971,1239,108284,5360,663687,5520,230875,508,77204,3007,153671,3009,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3087348,3848,591703,1305,24500,2864,567203,3096,1950264,2793,170771,7151,1779493,7056,545381,1330,171803,4097,373578,4012,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4921462,5703,888683,2388,32583,3282,856100,4176,3173989,4053,279475,8950,2894514,10324,858790,1531,272389,6363,586401,6440,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7437544,3131,1500765,1470,70310,3908,1430455,4416,4656411,2304,545766,8698,4110645,9002,1280368,1339,451441,6419,828927,6395,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4392744,3215,909297,1294,33002,2594,876295,2837,2776695,2208,226816,6956,2549879,7263,706752,1086,220940,4746,485812,4693,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1685111,2259,359828,376,13743,2115,346085,2127,1021105,2193,151022,6117,870083,6112,304178,990,130565,4597,173613,4605,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4768499,3941,1016452,2037,46322,4390,970130,4236,2954332,2947,383565,8742,2570767,9541,797715,1204,289540,5910,508175,5896,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,875544,851,176895,133,6129,1119,170766,1120,541090,836,56767,3233,484323,3312,157559,380,53102,2853,104457,2863,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1492033,1163,328035,711,13337,1826,314698,1981,921222,979,84289,3537,836933,3666,242776,580,83678,2929,159098,2779,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1440709,1800,245432,1052,10571,1931,234861,1982,903128,1293,119523,5759,783605,5824,292149,653,105635,3845,186514,3928,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1197573,766,229709,310,11941,1991,217768,2063,771559,746,73681,4640,697878,4595,196305,337,63984,2945,132321,2942,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5007652,4260,968707,1826,32637,2650,936070,3056,3095552,2910,244661,7763,2850891,7834,943393,1574,311294,6637,632099,6552,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,792896,2195,123564,1564,4367,1038,119197,2109,482373,2023,61198,3654,421175,4332,186959,618,69624,2729,117335,2750,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10998331,6878,2061275,2292,73437,3948,1987838,4459,6957947,5083,612127,12093,6345820,12850,1979109,2657,668567,7497,1310542,7764,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6247621,5476,1217304,2682,50848,4384,1166456,5439,3895595,4074,468044,12086,3427551,13052,1134722,1488,403792,6693,730930,6688,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,629262,1333,133564,313,4072,1074,129492,1092,400439,1274,31961,2451,368478,2927,95259,316,32265,1915,62994,1985,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9161228,3843,1921624,1645,90296,5080,1831328,5248,5706953,3017,648591,12025,5058362,12152,1532651,2070,533297,7953,999354,8344,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2547062,1992,517435,584,25686,2127,491749,2239,1572336,2214,231106,6252,1341230,6732,457291,957,190637,4210,266654,4097,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3025125,2359,552495,623,28502,3130,523993,3133,1901021,2087,255021,9363,1646000,9455,571609,857,215449,5364,356160,5311,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9819003,4853,1851003,2076,89151,4019,1761852,4432,6135115,4209,642903,12714,5492212,13036,1832885,2033,623598,8275,1209287,8328,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,769404,1699,128733,667,5050,1205,123683,1264,497725,1251,55671,3723,442054,3690,142946,656,51145,2727,91801,2711,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
