GEO_ID,B12002I_001E,B12002I_001M,B12002I_002E,B12002I_002M,B12002I_003E,B12002I_003M,B12002I_004E,B12002I_004M,B12002I_005E,B12002I_005M,B12002I_006E,B12002I_006M,B12002I_007E,B12002I_007M,B12002I_008E,B12002I_008M,B12002I_009E,B12002I_009M,B12002I_010E,B12002I_010M,B12002I_011E,B12002I_011M,B12002I_012E,B12002I_012M,B12002I_013E,B12002I_013M,NAME,B12002I_001EA,B12002I_001MA,B12002I_002MA,B12002I_002EA,B12002I_003MA,B12002I_003EA,B12002I_004MA,B12002I_004EA,B12002I_005EA,B12002I_005MA,B12002I_006EA,B12002I_006MA,B12002I_007MA,B12002I_007EA,B12002I_008MA,B12002I_008EA,B12002I_009MA,B12002I_009EA,B12002I_010MA,B12002I_010EA,B12002I_011EA,B12002I_011MA,B12002I_012MA,B12002I_012EA,B12002I_013MA,B12002I_013EA,state
0400000US18,284026,2066,144510,1832,62187,2918,66158,3284,3016,990,1378,601,11771,2246,139516,2028,53850,2819,63319,3120,4723,1365,5276,1192,12348,1937,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,112144,1570,58755,1596,26534,2154,25674,1774,1339,534,409,291,4799,1167,53389,1343,21129,1691,24638,1525,1760,751,1756,666,4106,769,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,217731,1638,112872,1735,48540,2274,51424,2665,3005,1070,1682,721,8221,1207,104859,1548,37182,2731,50460,2591,2997,825,3588,659,10632,1481,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,95171,2174,53330,1930,25292,2084,22335,1849,833,418,426,305,4444,1073,41841,1560,16838,1897,18074,1732,1135,601,1812,732,3982,1001,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,164922,2681,91802,2614,45421,2990,35890,2675,2095,953,1460,599,6936,1406,73120,1871,27814,2373,32788,2286,2481,781,4568,1107,5469,1084,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,15440,802,7736,945,4126,839,2511,598,0,159,90,131,1009,517,7704,900,3269,736,3262,625,25,43,286,253,862,460,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,399811,1312,209553,1322,105154,3600,85005,4097,5892,1549,1671,600,11831,2211,190258,1426,79233,3967,79529,4238,6514,1384,7659,1109,17323,2410,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,533422,1207,260271,1350,144203,3882,85660,4453,8801,1728,2493,983,19114,2314,273151,1026,135594,3847,82685,3905,15397,2012,10265,1302,29210,2636,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,324449,1401,165226,1346,77879,2362,66242,2668,3514,979,1859,642,15732,1969,159223,1623,64726,2799,66478,2830,3558,733,7259,1243,17202,1956,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,181773,1301,95994,1246,47328,2869,39449,2840,2309,901,457,241,6451,1200,85779,1124,36549,1964,35309,2339,3310,945,2664,690,7947,1345,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,57210,2659,34139,1990,17134,2059,13066,1717,1845,586,547,407,1547,652,23071,1915,7955,1373,11257,1471,714,351,1630,654,1515,637,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,156794,2538,79965,2298,36320,2817,32616,2256,3044,1307,440,294,7545,1321,76829,1819,30259,1923,32714,2385,2458,990,2935,659,8463,1332,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,23224,1015,11520,971,4887,952,4565,785,430,341,93,85,1545,720,11704,817,4465,826,4784,779,524,332,390,229,1541,532,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,124526,986,65068,1552,27751,1701,31130,1448,1219,585,920,455,4048,1031,59458,1176,22140,1970,27818,1876,2286,806,2050,636,5164,989,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,564799,519,286683,1021,132719,4006,118715,4213,6126,1331,2958,830,26165,2694,278116,1060,106740,3469,116388,3935,10555,2130,12931,1898,31502,3138,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,29877,782,15181,835,6972,1154,6404,986,647,306,166,223,992,450,14696,756,6059,892,5230,1030,1017,574,927,455,1463,644,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1301834,637,653214,1078,309545,5930,276222,6238,18352,2625,6959,1413,42136,3533,648620,1095,266475,5827,246391,6133,31318,3220,35207,2601,69229,4427,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,744444,700,367325,998,157089,3960,158770,4624,7044,1737,8596,1247,35826,3036,377119,947,136554,4879,155357,5103,10700,1642,31091,2230,43417,3325,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2817774,1871,1375929,1655,701417,9020,525381,8749,42019,3831,21606,2307,85506,5072,1441845,1773,633130,8047,491004,9568,77060,4472,88800,4970,151851,6621,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,585496,3506,308683,2946,139084,5103,142368,4990,9945,2136,3974,1431,13312,2143,276813,2588,103727,4332,129866,4577,13463,2070,6741,1234,23016,2242,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,13995,928,7567,1025,4126,1063,3042,750,59,67,0,147,340,212,6428,727,2617,724,2878,560,17,35,78,124,838,385,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,273419,2386,141704,2748,67538,3449,56305,3066,2353,754,1753,601,13755,1791,131715,1832,55376,2215,53105,2743,3910,978,5847,1042,13477,1772,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,249669,1248,132714,1434,58003,2492,59916,2414,3834,1036,986,445,9975,1613,116955,1282,41930,2154,54884,2244,4796,880,3978,868,11367,1304,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,339379,1390,178619,2065,81344,3593,78027,3798,3086,1116,2250,1032,13912,2166,160760,1622,63114,3037,72179,3260,5995,1391,4726,1062,14746,1768,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,587835,1178,299462,1473,154146,3733,107929,4259,10923,1960,3753,1076,22711,2459,288373,1381,138188,3928,93700,4033,14284,1618,11707,1645,30494,2901,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,107622,478,53141,807,26277,1583,21205,1841,824,487,355,236,4480,1060,54481,669,24612,1752,17696,1635,3876,912,2007,735,6290,1326,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,178589,1670,98723,2058,41543,3242,47559,3235,3017,990,933,575,5671,1830,79866,1431,26678,2131,39514,2425,4176,1117,2779,898,6719,1516,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,18145,1539,9440,1057,5088,1060,3389,798,238,257,294,321,431,324,8705,1114,2517,784,4300,969,59,99,792,498,1037,655,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,208624,2128,111203,2152,47813,3213,51727,3276,2807,1004,1352,693,7504,1589,97421,1984,34567,2670,47772,2999,4108,1038,2657,955,8317,1628,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7459575,2816,3731292,3427,1544667,14839,1745149,16671,102682,6059,64878,4243,273916,9001,3728283,3387,1283078,12784,1681943,15360,177528,6591,223816,7780,361918,10338,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,265135,1098,135716,880,56321,2766,65841,3075,2814,1021,1328,636,9412,1530,129419,1178,42929,2782,64675,3128,6063,1675,4791,1011,10961,1526,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8365,491,3776,659,2053,524,1358,338,159,228,19,35,187,192,4589,602,2645,538,1338,428,104,122,222,152,280,192,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,530010,3072,273884,2876,121875,4629,128633,4854,8840,1875,1759,674,12777,2136,256126,3269,95941,4593,117765,4077,10407,2131,8863,1721,23150,2659,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,575934,1090,301980,1520,136217,4495,135643,4989,5358,1515,2816,1073,21946,2930,273954,1292,106354,4230,122591,5008,10064,2011,9036,1454,25909,2812,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,17377,1718,9199,1593,4275,1184,3450,834,531,594,18,40,925,597,8178,1520,2720,1088,3611,939,249,219,685,451,913,514,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,244407,1100,126929,1537,57572,2490,55409,2742,2249,866,1586,646,10113,1723,117478,1339,49292,2667,49109,2706,4088,1167,3680,882,11309,1796,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,40719,782,20603,1398,8893,1463,9499,1549,96,147,495,479,1620,592,20116,1072,5892,1244,9588,1438,911,450,1027,498,2698,683,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2891761,3586,1363047,2950,589268,7464,535972,9205,30828,2327,42479,3496,164500,7192,1528714,2805,545616,8961,538661,9084,48767,3424,156994,5034,238676,6526,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
