GEO_ID,B13016_001E,B13016_001M,B13016_002E,B13016_002M,B13016_003E,B13016_003M,B13016_004E,B13016_004M,B13016_005E,B13016_005M,B13016_006E,B13016_006M,B13016_007E,B13016_007M,B13016_008E,B13016_008M,B13016_009E,B13016_009M,B13016_010E,B13016_010M,B13016_011E,B13016_011M,B13016_012E,B13016_012M,B13016_013E,B13016_013M,B13016_014E,B13016_014M,B13016_015E,B13016_015M,B13016_016E,B13016_016M,B13016_017E,B13016_017M,NAME,B13016_001MA,B13016_001EA,B13016_002MA,B13016_002EA,B13016_003MA,B13016_003EA,B13016_004EA,B13016_004MA,B13016_005EA,B13016_005MA,B13016_006EA,B13016_006MA,B13016_007MA,B13016_007EA,B13016_008MA,B13016_008EA,B13016_009MA,B13016_009EA,B13016_010EA,B13016_010MA,B13016_011EA,B13016_011MA,B13016_012MA,B13016_012EA,B13016_013MA,B13016_013EA,B13016_014MA,B13016_014EA,B13016_015EA,B13016_015MA,B13016_016EA,B13016_016MA,B13016_017MA,B13016_017EA,state
0400000US01,1156187,3545,58890,3917,3273,1118,15032,1843,18026,2532,14817,1910,5579,1445,1449,623,714,390,1097297,5019,160175,3663,154954,3934,138701,3140,144819,3173,143498,4744,161078,4369,194072,3950,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,175566,2091,11703,1683,779,542,2616,678,3447,870,3067,745,1439,609,308,220,47,57,163863,2186,23712,1358,24309,1528,23174,1053,22712,1115,19809,1641,23182,1770,26965,1456,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1557582,3804,82774,5252,2601,804,22422,3029,22283,2472,19957,2348,11977,1808,2589,886,945,476,1474808,6739,218897,2493,215204,3182,193615,2897,197306,2637,197569,5294,204577,5523,247640,3503,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,693987,4287,40479,3024,3549,994,10746,1581,13145,1658,7889,1610,3693,951,865,478,592,308,653508,5495,95701,3470,91772,2927,82017,2537,86122,2304,93805,4477,92073,3210,112018,3313,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9650839,9573,472565,12298,18376,2028,76782,4254,121102,5081,138158,5836,81394,4274,27866,2203,8887,1692,9178274,15539,1267734,4480,1330481,5924,1289788,5495,1237771,6206,1206814,15676,1270972,14853,1574714,9101,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1293015,3873,70525,5389,2905,892,14790,2291,18369,2749,20577,2346,10788,1488,2526,823,570,360,1222490,6526,161441,2296,168348,3712,173537,2679,173684,3539,172309,5273,167188,5241,205983,3193,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,850651,2832,42104,3708,1352,607,5426,1240,10147,1880,14195,1776,8014,1493,2044,643,926,439,808547,4557,122744,1230,110867,1751,97539,1970,96055,2176,102451,4178,112911,4263,165980,2772,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,219746,1678,10944,1357,390,308,1907,734,3328,794,3106,878,1590,617,574,344,49,83,208802,2051,29760,1047,29234,1122,29045,903,26482,1086,26963,1953,28100,1759,39218,1413,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,200589,967,9901,1790,305,275,1452,696,1378,675,3365,1058,2724,928,538,368,139,189,190688,1928,19324,1150,30023,1407,40868,715,34555,1205,24261,1806,19308,1803,22349,740,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4516605,7757,213196,8030,7469,1621,43735,3945,59707,4189,58503,4062,31062,3638,9740,1868,2980,999,4303409,12091,572919,6004,592846,5775,569909,4973,556692,5219,562387,12442,626007,11754,822649,7105,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2545136,7487,136418,7094,8964,1906,31982,3630,34654,3065,32733,3189,19348,2469,6576,1335,2161,713,2408718,10454,336028,7106,325011,6026,312627,4925,321849,5365,323464,8780,362602,8659,427137,5466,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,321300,1865,20432,2193,377,303,3147,822,6037,1216,5692,1098,3859,982,706,352,614,413,300868,2754,38132,1335,42232,1145,44207,1375,43035,1548,38319,2079,41749,2367,53194,1623,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,375500,3096,21912,1927,1244,716,5457,1221,6308,1058,5640,1116,2558,885,484,408,221,207,353588,3771,56706,2180,46241,1981,45816,1846,47946,1740,47286,3150,50601,2998,58992,2226,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3128287,5256,152835,5277,6099,977,26282,2699,37961,2544,46198,3051,26916,2727,7421,1294,1958,551,2975452,7438,420211,4011,418399,3751,399107,3466,400643,3926,390853,6970,418899,7161,527340,4236,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
