GEO_ID,B18106_001E,B18106_001M,B18106_002E,B18106_002M,B18106_003E,B18106_003M,B18106_004E,B18106_004M,B18106_005E,B18106_005M,B18106_006E,B18106_006M,B18106_007E,B18106_007M,B18106_008E,B18106_008M,B18106_009E,B18106_009M,B18106_010E,B18106_010M,B18106_011E,B18106_011M,B18106_012E,B18106_012M,B18106_013E,B18106_013M,B18106_014E,B18106_014M,B18106_015E,B18106_015M,B18106_016E,B18106_016M,B18106_017E,B18106_017M,B18106_018E,B18106_018M,B18106_019E,B18106_019M,B18106_020E,B18106_020M,B18106_021E,B18106_021M,B18106_022E,B18106_022M,B18106_023E,B18106_023M,B18106_024E,B18106_024M,B18106_025E,B18106_025M,B18106_026E,B18106_026M,B18106_027E,B18106_027M,B18106_028E,B18106_028M,B18106_029E,B18106_029M,B18106_030E,B18106_030M,B18106_031E,B18106_031M,B18106_032E,B18106_032M,B18106_033E,B18106_033M,NAME,B18106_001EA,B18106_001MA,B18106_002MA,B18106_002EA,B18106_003EA,B18106_003MA,B18106_004EA,B18106_004MA,B18106_005MA,B18106_005EA,B18106_006EA,B18106_006MA,B18106_007EA,B18106_007MA,B18106_008MA,B18106_008EA,B18106_009EA,B18106_009MA,B18106_010MA,B18106_010EA,B18106_011EA,B18106_011MA,B18106_012EA,B18106_012MA,B18106_013MA,B18106_013EA,B18106_014EA,B18106_014MA,B18106_015EA,B18106_015MA,B18106_016MA,B18106_016EA,B18106_017EA,B18106_017MA,B18106_018EA,B18106_018MA,B18106_019MA,B18106_019EA,B18106_020EA,B18106_020MA,B18106_021MA,B18106_021EA,B18106_022MA,B18106_022EA,B18106_023MA,B18106_023EA,B18106_024EA,B18106_024MA,B18106_025EA,B18106_025MA,B18106_026EA,B18106_026MA,B18106_027MA,B18106_027EA,B18106_028MA,B18106_028EA,B18106_029EA,B18106_029MA,B18106_030EA,B18106_030MA,B18106_031MA,B18106_031EA,B18106_032MA,B18106_032EA,B18106_033MA,B18106_033EA,state
0400000US01,4476223,3498,2139309,5487,414448,4426,3946,1169,410502,4475,520633,3594,7551,1619,513082,3735,887148,4096,29121,2410,858027,4522,198963,1759,10918,1207,188045,2204,118117,1636,15546,1660,102571,2047,2336914,4419,401239,3680,2738,800,398501,3847,551451,3422,4706,1098,546745,3626,976135,3696,33242,2606,942893,4604,231300,1755,13496,1607,217804,2298,176789,2021,34612,2300,142177,2989,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,658133,1917,336823,2347,67890,1694,405,264,67485,1682,94823,2162,349,228,94474,2178,140210,1905,2519,763,137691,2005,24071,848,1266,601,22805,837,9829,792,1169,427,8660,912,321310,1662,64947,1159,507,383,64440,1218,86859,1466,761,437,86098,1406,134386,1542,2751,801,131635,1776,21957,744,1261,498,20696,832,13161,879,4107,1005,9054,1019,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6190411,2225,3030095,2898,605156,1992,8396,1497,596760,2349,761656,2640,7063,1649,754593,3168,1176343,3182,29415,3015,1146928,4182,290746,1306,12420,1561,278326,2103,196194,1182,18287,2430,177907,2696,3160316,2795,582757,1936,4117,1013,578640,1966,755288,1879,5936,1330,749352,2221,1251205,2296,29014,2761,1222191,3496,327287,1219,13012,1762,314275,1936,243779,1187,35086,2476,208693,2567,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2723980,2678,1325395,4796,262374,3612,3232,997,259142,3632,325208,3624,3362,987,321846,3802,536117,3683,18471,2150,517646,4094,123712,1295,7158,1209,116554,1734,77984,1147,8798,1263,69186,1638,1398585,4111,251041,3092,2821,1028,248220,3179,329765,2837,3832,1309,325933,3006,571145,2820,24071,2847,547074,4126,140624,1388,9210,1404,131414,1863,106010,1618,17123,1698,88887,2383,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35785882,5903,17584481,8096,3376978,3764,36853,3105,3340125,4808,4805492,6395,42647,3590,4762845,7108,7232569,5728,141852,5850,7090717,7938,1306922,2480,57658,2922,1249264,3629,862520,2250,110762,5028,751758,5674,18201401,5965,3246580,3595,24042,2313,3222538,3861,4696302,4166,34196,3723,4662106,5999,7530146,4107,170629,6584,7359517,7492,1505240,2282,83217,4107,1422023,5035,1223133,3000,242956,6309,980177,6514,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4933964,3327,2449343,4716,467232,2681,3599,760,463633,2681,649516,3636,5020,1259,644496,3613,1029262,2976,16022,2210,1013240,3711,194508,1262,5633,1109,188875,1506,108825,1411,9251,1446,99574,1737,2484621,3723,446142,2336,3455,1028,442687,2771,630324,2421,5521,1438,624803,2817,1047208,2604,18688,1905,1028520,3049,211970,1323,7649,1312,204321,1869,148977,1527,19170,2018,129807,2286,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3352420,1511,1623431,2392,299009,1487,3393,1047,295616,1794,385468,1873,2634,850,382834,2049,706010,1860,13977,1931,692033,2846,139843,1204,5441,1073,134402,1564,93101,1077,10768,1433,82333,1706,1728989,2303,286150,1244,1677,569,284473,1371,384994,1957,2715,846,382279,2129,757264,1673,15212,1929,742052,2432,160164,1044,7046,1373,153118,1732,140417,1349,22354,2157,118063,2489,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,864920,583,414369,1083,74777,578,1089,582,73688,880,101552,1153,1242,671,100310,1356,170607,1166,4144,1011,166463,1529,42168,722,1954,740,40214,928,25265,592,2759,832,22506,880,450551,968,72627,536,663,477,71964,677,105727,566,454,264,105273,584,189904,554,4775,971,185129,1018,48575,574,1577,613,46998,819,33718,629,4058,854,29660,1084,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,605203,509,281710,990,36059,173,346,215,35713,257,102924,741,501,346,102423,745,113648,830,2503,766,111145,1033,17491,595,1255,523,16236,723,11588,605,1566,524,10022,729,323493,1011,36012,188,118,114,35894,225,123186,582,420,312,122766,646,121394,555,2535,805,118859,915,23506,374,1676,733,21830,763,19395,786,3939,806,15456,1032,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18505785,5532,8944652,7099,1519797,4888,15372,1903,1504425,5054,2085989,5704,17616,2634,2068373,6336,3661605,6860,88578,5568,3573027,8525,961376,3422,33084,3077,928292,4029,715885,3430,69345,4870,646540,5389,9561133,6297,1448781,4389,9612,1652,1439169,4993,2102623,4777,13998,2297,2088625,5122,3963491,5399,97794,5838,3865697,7283,1104083,2558,43612,3721,1060471,4466,942155,3022,143178,7801,798977,8518,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9252483,5566,4434628,7687,936296,5348,7483,1333,928813,5528,1121961,5770,9129,1871,1112832,6076,1849160,6788,43122,3895,1806038,6793,349669,2638,15440,1907,334229,3434,177542,2414,21365,1861,156177,2943,4817855,6077,897556,4628,5816,1453,891740,4748,1194155,5897,7991,1684,1186164,6117,2035369,6135,55726,3580,1979643,7428,410757,2662,23434,2444,387323,3290,280018,2638,47501,3177,232517,3522,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1276763,2271,628479,2493,111647,1068,591,292,111056,1049,156570,2310,1258,650,155312,2458,259822,1569,4887,1199,254935,1998,60673,459,2786,810,57887,891,39767,458,5738,1021,34029,1125,648284,1953,105364,1114,923,532,104441,1275,155604,1269,388,318,155216,1273,264073,1528,4749,1066,259324,1845,65339,863,1623,583,63716,991,57904,899,10607,1507,47297,1638,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1501182,2086,744989,3189,165421,2172,2373,882,163048,2443,180601,1827,1620,544,178981,1850,290087,2088,6548,1194,283539,2526,68976,969,2727,836,66249,1326,39904,762,3875,1013,36029,1327,756193,3042,153534,2038,895,387,152639,2079,179853,1508,1021,414,178832,1574,300353,2280,6766,1312,293587,2691,70947,1097,2178,684,68769,1101,51506,899,6830,1566,44676,1768,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11913267,3047,5802071,4862,1115784,2576,11287,1583,1104497,3018,1484556,3537,11136,1845,1473420,3589,2452556,4529,48044,3619,2404512,5953,457594,1622,17856,1795,439738,2442,291581,1770,29776,2563,261805,2683,6111196,4428,1075992,2768,6844,1477,1069148,3320,1496145,3116,9422,1522,1486723,3444,2565112,3075,55424,3477,2509688,4626,530666,1837,24937,2456,505729,2713,443281,2185,68283,3242,374998,3613,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6080005,2568,2966775,4969,593470,3648,7332,1385,586138,3884,737197,3162,5409,1165,731788,3472,1237616,3443,35836,3336,1201780,5044,246112,1421,11126,1325,234986,1853,152380,1302,16314,1816,136066,2328,3113230,4531,568498,3314,5080,1150,563418,3293,749296,3449,7022,1389,742274,3911,1288388,3481,36307,2727,1252081,4192,281734,1780,12723,1694,269011,2539,225314,1650,30535,2345,194779,2849,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
