GEO_ID,B10057_001E,B10057_001M,B10057_002E,B10057_002M,B10057_003E,B10057_003M,B10057_004E,B10057_004M,B10057_005E,B10057_005M,B10057_006E,B10057_006M,B10057_007E,B10057_007M,B10057_008E,B10057_008M,B10057_009E,B10057_009M,B10057_010E,B10057_010M,B10057_011E,B10057_011M,NAME,B10057_001MA,B10057_001EA,B10057_002EA,B10057_002MA,B10057_003EA,B10057_003MA,B10057_004EA,B10057_004MA,B10057_005EA,B10057_005MA,B10057_006MA,B10057_006EA,B10057_007MA,B10057_007EA,B10057_008EA,B10057_008MA,B10057_009EA,B10057_009MA,B10057_010EA,B10057_010MA,B10057_011EA,B10057_011MA,state
0400000US01,114534,6358,67324,6128,40228,4627,24396,3239,15832,2524,27096,3061,47210,3261,19682,2140,10693,1732,8989,1504,27528,2799,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,14694,1540,8989,1373,3927,670,2297,575,1630,391,5062,1190,5705,953,1797,537,922,327,875,382,3908,874,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,161514,8101,101095,7078,42297,3317,25922,2778,16375,2070,58798,5634,60419,4255,16467,1951,9670,1468,6797,1118,43952,3722,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,69110,4713,44395,3524,27148,2699,17030,2251,10118,1479,17247,2474,24715,3033,10505,1810,6914,1428,3591,1152,14210,2164,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1161135,20054,764493,17722,201242,9731,116717,7826,84525,5031,563251,14232,396642,9895,83146,4544,45343,3784,37803,3368,313496,8954,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,92261,5807,58905,5074,24646,3172,15270,2490,9376,2006,34259,3827,33356,3142,7997,1293,4460,1003,3537,856,25359,2603,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,61705,4165,40202,3995,14034,2493,8998,1938,5036,1402,26168,3348,21503,2354,5668,1222,3464,951,2204,636,15835,2003,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,25008,2731,15180,2415,6676,1225,4027,1026,2649,766,8504,2096,9828,1517,3302,896,2363,853,939,416,6526,1173,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,9919,1771,3922,1216,2017,837,1136,676,881,437,1905,848,5997,1271,2176,711,1249,526,927,456,3821,999,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,480862,16174,279747,13326,108375,8648,65808,6420,42567,4588,171372,9713,201115,9946,47341,4250,24515,2892,22826,2988,153774,8244,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,260132,10221,157149,9130,79965,5754,49720,4901,30245,3091,77184,6174,102983,6149,34732,3222,21674,2457,13058,1824,68251,5017,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,55432,3776,38094,3093,11362,1818,5518,1502,5844,1421,26732,2647,17338,1870,2651,663,927,430,1724,549,14687,1827,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,28354,3992,20683,3528,10200,2607,5781,1829,4419,1372,10483,2346,7671,1694,2350,775,980,601,1370,559,5321,1480,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,269663,9174,167672,7701,60200,5013,38328,3772,21872,2353,107472,6373,101991,5525,31131,3144,18970,2587,12161,1629,70860,4434,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,127546,6365,81369,5724,40342,4194,27680,3186,12662,2272,41027,3829,46177,3556,17030,2196,11292,1703,5738,1211,29147,2795,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,37826,3149,24893,2615,10692,1636,7596,1493,3096,807,14201,1892,12933,1690,4105,929,2633,875,1472,426,8828,1422,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,51363,4603,34948,4067,17629,2721,10793,1940,6836,1506,17319,2549,16415,2050,5466,1028,3008,786,2458,643,10949,1652,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,103367,6085,68607,5299,41874,4099,27449,3249,14425,2251,26733,3040,34760,2743,14047,1641,9329,1393,4718,870,20713,2332,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,116573,6678,71234,5621,36283,2943,22946,2474,13337,2149,34951,3992,45339,3609,20357,2343,13194,2117,7163,1333,24982,2578,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,19701,2279,12947,2059,5324,1487,3274,1234,2050,742,7623,1542,6754,1149,2259,819,1397,687,862,435,4495,1103,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,144589,7250,85392,5801,29479,2949,16952,2433,12527,1925,55913,4851,59197,4399,17435,2154,10439,1646,6996,1381,41762,3995,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,123183,7063,75757,6286,24461,3263,15606,2561,8855,1530,51296,4800,47426,3640,11690,1545,7337,1400,4353,1059,35736,3447,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,175039,7737,105075,6856,41604,4067,24819,2647,16785,2156,63471,5120,69964,3775,20879,1862,13143,1685,7736,1075,49085,3715,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,65875,4343,40492,3461,14905,1951,10292,1704,4613,873,25587,2662,25383,2395,6754,1263,4589,1010,2165,569,18629,2004,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,89392,5698,52987,4819,32805,3484,21168,2870,11637,2047,20182,2667,36405,3306,15681,1833,9792,1703,5889,1141,20724,2484,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
