GEO_ID,B15002I_001E,B15002I_001M,B15002I_002E,B15002I_002M,B15002I_003E,B15002I_003M,B15002I_004E,B15002I_004M,B15002I_005E,B15002I_005M,B15002I_006E,B15002I_006M,B15002I_007E,B15002I_007M,B15002I_008E,B15002I_008M,B15002I_009E,B15002I_009M,B15002I_010E,B15002I_010M,B15002I_011E,B15002I_011M,B15002I_012E,B15002I_012M,B15002I_013E,B15002I_013M,B15002I_014E,B15002I_014M,B15002I_015E,B15002I_015M,B15002I_016E,B15002I_016M,B15002I_017E,B15002I_017M,B15002I_018E,B15002I_018M,B15002I_019E,B15002I_019M,NAME,B15002I_001EA,B15002I_001MA,B15002I_002EA,B15002I_002MA,B15002I_003MA,B15002I_003EA,B15002I_004MA,B15002I_004EA,B15002I_005EA,B15002I_005MA,B15002I_006EA,B15002I_006MA,B15002I_007MA,B15002I_007EA,B15002I_008EA,B15002I_008MA,B15002I_009MA,B15002I_009EA,B15002I_010MA,B15002I_010EA,B15002I_011EA,B15002I_011MA,B15002I_012EA,B15002I_012MA,B15002I_013EA,B15002I_013MA,B15002I_014MA,B15002I_014EA,B15002I_015EA,B15002I_015MA,B15002I_016EA,B15002I_016MA,B15002I_017EA,B15002I_017MA,B15002I_018MA,B15002I_018EA,B15002I_019EA,B15002I_019MA,state
0400000US16,93318,1730,46898,1410,12753,1642,8185,1799,10918,1696,2969,1060,7373,1654,1587,732,2477,856,636,367,46420,1348,10759,1875,7567,1336,9664,1919,2125,845,8796,1497,2826,939,3203,1081,1480,656,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1169583,2216,602400,2064,137868,5246,82553,4611,156024,6263,32502,2868,94058,4471,26368,2655,51323,3588,21704,2742,567183,2081,122269,4755,72243,4467,137421,5206,23767,2268,94486,5088,33715,2777,58315,4306,24967,2419,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,206972,2753,106111,2028,22799,2658,18587,2383,25139,2485,5972,1247,18033,2210,4201,1169,7125,1466,4255,980,100861,2173,20120,2352,13633,1780,23033,2457,4226,1239,18391,2282,6673,1193,10268,1782,4517,1056,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,79434,2190,41886,1574,10590,1297,8104,1626,8184,1521,1166,466,6967,1242,2253,713,2785,757,1837,667,37548,1559,7995,1277,5147,1221,7782,1207,2104,662,5941,1288,2929,842,4085,824,1565,602,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,156938,2106,81022,1841,18761,2252,14022,1546,18010,1842,3767,867,12421,1745,4944,1169,5927,1202,3170,791,75916,1331,15967,1783,12061,1630,16354,1952,2877,745,12591,1388,5652,1112,6990,1475,3424,825,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,70136,2217,39664,1950,9208,1759,5954,1308,9776,1763,1691,719,5380,1122,1973,830,2656,657,3026,844,30472,1651,6612,1426,2730,650,6393,1170,2323,850,3669,923,3044,1058,2710,726,2991,890,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,129086,2763,72016,2540,14223,2121,7752,1216,19985,3120,2991,1014,13679,1775,2307,713,6388,1204,4691,1281,57070,1937,7228,1439,7018,1285,14115,1856,737,337,12134,1830,3742,1042,7897,1314,4199,1272,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,11660,741,5860,859,136,123,303,222,1338,499,301,371,1645,521,192,154,1234,456,711,410,5800,806,382,250,472,346,859,452,446,317,1555,662,562,425,1036,539,488,245,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,313515,2023,163872,1811,44655,3990,21373,3038,30473,3262,3691,1096,24835,2979,6983,1642,17461,2384,14401,2175,149643,1475,31847,2875,17110,2082,33605,3539,2686,993,20147,2601,7648,1302,21961,2074,14639,1929,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,395884,1618,189693,1330,40813,3619,26832,2947,49385,3943,11253,1707,26319,2634,7193,1541,17385,2282,10513,1572,206191,801,38433,2974,25804,2848,45084,3691,9302,1629,35328,2840,11688,1976,23908,2282,16644,2020,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,235609,2024,119383,1571,21006,2091,16489,1941,26115,2248,7826,1106,23488,2049,6583,1159,11105,1400,6771,1039,116226,1602,18838,1883,14258,1826,22245,1832,6933,1312,23244,2027,9676,1762,14077,1612,6955,1053,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,131931,2204,69046,1496,12735,2078,12511,1714,17306,2205,3874,1023,8571,1280,3495,905,6893,1171,3661,940,62885,1624,12644,1511,7924,1317,14428,1610,2150,660,10133,1565,5080,868,7758,1391,2768,727,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,43265,2103,25727,1694,6471,1259,3571,783,5739,1056,3018,1041,3145,1075,1136,692,1934,856,713,472,17538,1815,3574,970,2204,788,3125,687,840,436,3823,1059,1288,542,1464,678,1220,488,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,115485,2674,58722,2130,9905,2093,6581,1368,15373,2163,2430,826,10630,1712,2915,905,6717,1467,4171,1065,56763,1742,8416,1488,7990,1266,10258,1804,1640,674,12223,1859,3073,897,8000,1493,5163,1220,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,15020,1355,7605,841,749,417,659,360,2050,651,834,401,1674,620,477,312,786,391,376,270,7415,1034,692,386,310,243,1748,654,210,187,2159,707,406,244,1051,439,839,426,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,90991,1645,46809,1636,14886,1684,8578,1586,7792,1238,3122,766,6413,1147,1756,672,2992,860,1270,426,44182,1184,11983,1579,7115,1161,9144,1300,3267,739,6136,1106,1449,534,3974,865,1114,456,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,426459,1141,215896,985,43346,3289,37628,3106,59639,3839,8114,1600,39800,3298,8785,1467,13529,1850,5055,988,210563,996,41687,3433,35925,3160,52068,3701,7646,1449,40607,3085,13173,2000,14843,2032,4614,1042,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,22410,1060,11347,893,946,534,1686,580,2887,832,964,431,2545,810,581,405,1414,674,324,251,11063,815,1242,659,392,298,2563,737,511,353,3258,858,622,437,1753,733,722,444,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1035152,1133,513119,936,90123,5151,59312,4642,157138,7120,19835,2343,83723,4872,24255,2207,54124,4016,24609,2396,522033,792,85780,4382,49994,3325,143144,5184,15160,1779,96090,4593,31640,3002,70275,3975,29950,3142,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,582025,2014,283736,1521,38002,3140,39541,3454,74582,4165,17669,2269,58837,3624,17684,2114,25467,2405,11954,1782,298289,1237,35637,2851,39518,3164,69976,3397,15637,2186,68836,3816,24105,2630,30010,2606,14570,1860,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2225471,2196,1071517,1966,204424,7738,158637,6207,251222,8864,57773,4289,172873,7629,62264,4911,112573,6545,51751,3904,1153954,1568,215567,5854,155102,6993,249558,7110,44254,3248,177723,6163,88429,4900,146586,6756,76735,3911,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,438807,4368,230490,2838,69371,4206,41186,3598,48989,4384,8512,1425,30033,2653,9862,1865,15114,1938,7423,1472,208317,2621,52074,4171,32650,3599,41542,3352,6647,1496,31728,2933,10865,1726,24237,2384,8574,1383,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,8892,808,4845,828,354,233,766,448,1427,653,153,140,769,351,668,430,529,517,179,248,4047,447,123,151,536,408,681,327,186,220,1328,507,625,501,465,335,103,112,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,202231,2742,104434,2579,16513,1998,16236,2004,24945,2558,4332,1077,22473,2652,4012,1109,10113,1791,5810,1157,97797,1905,11515,1529,11026,1591,23547,2637,3170,752,20074,2436,8029,1225,12471,1621,7965,1086,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,179657,1848,95199,1802,25016,1908,16161,1825,23061,2210,4760,966,14652,1689,3615,743,5253,991,2681,725,84458,1257,19726,1436,12350,1352,18963,1594,3474,827,15957,1640,3633,767,7218,1022,3137,940,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,247445,2234,130292,1844,32034,3168,19273,2759,30874,3531,6543,1385,22060,2782,4653,1117,9203,1643,5652,1148,117153,1773,27724,3197,13491,2081,24455,2902,6442,1383,21811,2321,6561,1426,10488,1541,6181,1553,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,434183,2248,220226,1975,41761,3603,38308,3224,63426,4210,13368,1760,29551,2815,8945,1562,15762,2234,9105,1449,213957,1653,30706,2691,30948,3377,54543,3295,9852,1467,36803,2878,15949,1738,22804,2160,12352,1451,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,78192,740,37976,624,7824,1282,5738,1332,10128,1639,1613,575,5118,1379,2302,698,4063,1248,1190,526,40216,766,7537,1241,6428,1309,8472,1646,2172,758,8640,1408,2036,747,3961,1124,970,391,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,136035,2687,75068,2394,20729,2891,13243,2263,16745,2310,3579,985,8918,1829,2849,1044,5234,1154,3771,989,60967,1559,12476,1892,7586,1555,15499,2013,2073,775,9304,1411,3815,1025,7388,1467,2826,833,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,12830,1293,6368,992,598,335,934,630,1987,655,484,326,795,424,149,90,1206,737,215,212,6462,904,1033,524,316,161,1515,696,494,329,1248,589,255,242,1260,783,341,277,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,159159,2708,85528,2371,24782,2432,12898,1924,21387,2552,3791,1073,9278,1668,3293,1116,7455,1462,2644,794,73631,2066,17016,1925,9238,1678,17494,2367,3060,912,9253,1656,5336,1362,8757,1560,3477,884,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5689860,4407,2820281,3603,634225,12988,451956,12730,635352,16733,142913,7824,480628,10141,140527,6400,239583,8167,95097,4501,2869579,2934,631379,12118,413641,9982,599619,12140,134051,5102,525984,11756,161085,7842,293242,8268,110578,5250,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,193879,1303,99999,926,17135,2190,17654,2370,26138,2642,3420,875,19043,2051,4808,1110,8758,1381,3043,739,93880,1049,16208,2005,16039,2073,22318,2294,3102,751,17725,2016,6698,1310,9262,1761,2528,665,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,5541,629,2645,457,269,193,116,203,423,290,69,110,816,313,120,139,432,350,400,269,2896,581,152,139,210,243,335,129,63,58,1109,491,114,129,607,332,306,202,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,408120,3021,211531,2846,47773,4238,20341,2845,47217,4045,6309,1776,32368,3592,10509,1996,25233,2685,21781,2587,196589,2458,39466,3387,16581,2469,44211,3465,4079,1066,34018,2799,13318,2039,27924,2870,16992,2238,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,419481,2340,220256,1910,53063,3704,28886,3084,41098,3442,10783,1708,39050,3542,16326,2376,21977,2388,9073,1549,199225,1420,46892,3882,25010,2678,36007,3596,8650,1592,38157,2901,14739,1866,21126,2816,8644,1254,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,12118,1616,6414,1372,421,355,994,489,1958,786,274,296,660,382,656,455,695,396,756,442,5704,1094,468,323,150,160,1843,594,225,189,1214,600,541,462,966,560,297,204,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,181768,2019,93968,1717,19946,2165,17046,1916,23993,2109,4953,972,14260,1742,4463,1127,5273,1048,4034,970,87800,1453,14574,1586,12949,1755,22050,1972,4151,910,15100,1872,6039,1182,7987,1235,4950,1051,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,30849,1428,15146,1267,2969,1196,1472,629,4164,1380,1137,526,2010,710,2082,888,1077,652,235,306,15703,970,1978,768,2477,821,2146,757,1144,579,4039,1099,1863,723,1870,791,186,212,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2374875,4526,1095690,2797,193520,5729,117574,5951,310106,7928,32574,3237,134402,5498,88951,4419,153343,6296,65220,4054,1279185,2974,201730,6797,109622,5849,293366,7112,28838,2448,154611,6250,131070,5639,258257,6527,101691,5014,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
