GEO_ID,B08113_001E,B08113_001M,B08113_002E,B08113_002M,B08113_003E,B08113_003M,B08113_004E,B08113_004M,B08113_005E,B08113_005M,B08113_006E,B08113_006M,B08113_007E,B08113_007M,B08113_008E,B08113_008M,B08113_009E,B08113_009M,B08113_010E,B08113_010M,B08113_011E,B08113_011M,B08113_012E,B08113_012M,B08113_013E,B08113_013M,B08113_014E,B08113_014M,B08113_015E,B08113_015M,B08113_016E,B08113_016M,B08113_017E,B08113_017M,B08113_018E,B08113_018M,B08113_019E,B08113_019M,B08113_020E,B08113_020M,B08113_021E,B08113_021M,B08113_022E,B08113_022M,B08113_023E,B08113_023M,B08113_024E,B08113_024M,B08113_025E,B08113_025M,B08113_026E,B08113_026M,B08113_027E,B08113_027M,B08113_028E,B08113_028M,B08113_029E,B08113_029M,B08113_030E,B08113_030M,B08113_031E,B08113_031M,B08113_032E,B08113_032M,B08113_033E,B08113_033M,B08113_034E,B08113_034M,B08113_035E,B08113_035M,B08113_036E,B08113_036M,B08113_037E,B08113_037M,B08113_038E,B08113_038M,B08113_039E,B08113_039M,B08113_040E,B08113_040M,B08113_041E,B08113_041M,B08113_042E,B08113_042M,B08113_043E,B08113_043M,B08113_044E,B08113_044M,B08113_045E,B08113_045M,B08113_046E,B08113_046M,B08113_047E,B08113_047M,B08113_048E,B08113_048M,B08113_049E,B08113_049M,B08113_050E,B08113_050M,B08113_051E,B08113_051M,B08113_052E,B08113_052M,B08113_053E,B08113_053M,B08113_054E,B08113_054M,B08113_055E,B08113_055M,B08113_056E,B08113_056M,NAME,B08113_001EA,B08113_001MA,B08113_002MA,B08113_002EA,B08113_003MA,B08113_003EA,B08113_004MA,B08113_004EA,B08113_005MA,B08113_005EA,B08113_006EA,B08113_006MA,B08113_007EA,B08113_007MA,B08113_008MA,B08113_008EA,B08113_009MA,B08113_009EA,B08113_010EA,B08113_010MA,B08113_011EA,B08113_011MA,B08113_012EA,B08113_012MA,B08113_013MA,B08113_013EA,B08113_014MA,B08113_014EA,B08113_015MA,B08113_015EA,B08113_016EA,B08113_016MA,B08113_017EA,B08113_017MA,B08113_018EA,B08113_018MA,B08113_019MA,B08113_019EA,B08113_020EA,B08113_020MA,B08113_021EA,B08113_021MA,B08113_022EA,B08113_022MA,B08113_023EA,B08113_023MA,B08113_024MA,B08113_024EA,B08113_025MA,B08113_025EA,B08113_026MA,B08113_026EA,B08113_027MA,B08113_027EA,B08113_028MA,B08113_028EA,B08113_029EA,B08113_029MA,B08113_030MA,B08113_030EA,B08113_031MA,B08113_031EA,B08113_032MA,B08113_032EA,B08113_033MA,B08113_033EA,B08113_034MA,B08113_034EA,B08113_035EA,B08113_035MA,B08113_036MA,B08113_036EA,B08113_037MA,B08113_037EA,B08113_038MA,B08113_038EA,B08113_039MA,B08113_039EA,B08113_040EA,B08113_040MA,B08113_041MA,B08113_041EA,B08113_042MA,B08113_042EA,B08113_043MA,B08113_043EA,B08113_044MA,B08113_044EA,B08113_045EA,B08113_045MA,B08113_046MA,B08113_046EA,B08113_047MA,B08113_047EA,B08113_048MA,B08113_048EA,B08113_049MA,B08113_049EA,B08113_050MA,B08113_050EA,B08113_051EA,B08113_051MA,B08113_052MA,B08113_052EA,B08113_053MA,B08113_053EA,B08113_054MA,B08113_054EA,B08113_055EA,B08113_055MA,B08113_056EA,B08113_056MA,state
0400000US01,2007426,13350,1900067,13178,67220,3816,36055,3049,31165,2608,40139,3470,23983,2690,16156,2577,1724178,15545,1639423,15387,53323,3887,30399,3127,22924,2255,31432,2546,20021,2365,11411,1891,171927,8594,156061,7815,10063,2018,3755,1050,6308,1685,5803,1849,2204,715,3599,1638,8276,1749,7259,1659,525,346,178,175,347,289,492,350,300,265,192,238,22961,2749,21275,2675,266,244,37,45,229,242,1420,812,659,521,761,513,22851,2585,20946,2350,1542,936,449,467,1093,833,363,216,270,192,93,111,57233,3661,55103,3559,1501,688,1237,594,264,364,629,480,529,411,100,163,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,359211,5456,303790,5520,12575,1759,8646,1570,3929,1194,42846,2596,29346,2530,13500,1561,249481,6163,218662,5707,7239,1547,4842,1099,2397,996,23580,2076,16329,2046,7251,1144,43221,3223,33513,2489,2442,813,1832,688,610,436,7266,1377,5062,1151,2204,759,4703,1196,4386,1127,146,264,0,145,146,264,171,165,43,48,128,146,28730,2125,20014,2041,1526,565,814,414,712,418,7190,914,4091,510,3099,752,19161,2012,15443,1955,555,403,555,403,0,145,3163,475,2697,410,466,224,13915,1891,11772,1691,667,519,603,509,64,80,1476,571,1124,539,352,228,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2831592,19395,2062664,20320,592998,11729,364875,12670,228123,9399,175930,8802,128205,7290,47725,4064,2178267,17614,1606650,16389,441210,10815,284557,10652,156653,7342,130407,7366,96550,6395,33857,3417,295724,9385,185516,6966,88649,6661,47492,4622,41157,3900,21559,2072,14053,1706,7506,1211,57615,5086,38365,3796,14322,2714,6987,1442,7335,2146,4928,1462,3140,1133,1788,867,56505,4206,37954,2942,11838,2095,6308,1371,5530,1366,6713,1372,5168,1110,1545,661,81828,5426,60220,4528,17234,3749,8986,1772,8248,3126,4374,1093,2785,904,1589,637,161653,6371,133959,6180,19745,3143,10545,2048,9200,2345,7949,1432,6509,1346,1440,490,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1249674,12677,1159350,13136,67044,4167,25718,2768,41326,4107,23280,2628,15037,2087,8243,1559,1031366,13889,967123,13661,45642,3919,19610,2641,26032,3019,18601,2380,11743,1875,6858,1472,136027,7210,115547,6042,17215,2479,4865,1507,12350,2213,3265,1018,2100,851,1165,468,4072,1177,3820,1174,68,81,34,66,34,54,184,212,129,188,55,94,22173,2425,19721,2120,1997,1038,276,298,1721,995,455,277,360,255,95,108,14661,1816,13800,1809,559,274,500,285,59,102,302,215,302,215,0,190,41375,3177,39339,3068,1563,733,433,270,1130,690,473,366,403,348,70,129,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17254926,40650,9545299,39359,4971663,28171,2684844,26256,2286819,24538,2737964,25580,1705559,23311,1032405,15238,12679198,45211,7206718,37832,3502506,27626,2030511,23516,1471995,20385,1969974,22635,1250101,20067,719873,13225,1813154,27870,761568,17945,729333,15797,316602,9864,412731,11220,322253,11984,180065,8857,142188,6754,914442,15685,426038,11343,313400,10581,130346,6725,183054,8319,175004,6775,107192,5845,67812,4557,467779,12033,261214,8704,138222,7586,63456,5022,74766,5682,68343,4494,39749,3109,28594,2858,449378,13102,252938,8945,138569,7299,58622,4735,79947,5477,57871,4269,37690,3056,20181,2438,930975,16361,636823,14098,149633,7277,85307,5669,64326,3797,144519,5949,90762,4743,53757,3544,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2681200,13178,2245818,14528,295256,7977,169479,6805,125777,6641,140126,5596,97913,4853,42213,3424,2027739,15432,1722407,15745,206249,7626,126023,6663,80226,5347,99083,4955,72304,4272,26779,2747,258146,10065,184442,8118,56026,4431,25067,2972,30959,3439,17678,2756,9275,1698,8403,2160,88355,4521,67241,3869,12740,1849,5245,1283,7495,1575,8374,1747,4958,1384,3416,1014,71357,4702,60067,4178,6313,1607,4036,1195,2277,928,4977,1259,3352,1050,1625,801,61250,4242,54007,4217,4581,1215,2747,922,1834,842,2662,775,2043,624,619,396,174353,6876,157654,6152,9347,2023,6361,1367,2986,1465,7352,1339,5981,1292,1371,593,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1765420,11499,1382972,12558,195310,6141,115679,5787,79631,4647,187138,8836,123259,7358,63879,4610,1379348,12794,1112637,11767,131286,6406,86184,5193,45102,3646,135425,7908,90794,6769,44631,4091,142584,7540,90503,5615,29487,3498,13079,1838,16408,3034,22594,2903,12596,1923,9998,1756,84731,4188,57853,3251,16264,2694,6872,1561,9392,1922,10614,1751,7681,1410,2933,873,55459,3966,37300,3351,11156,2690,5766,1564,5390,1726,7003,1155,4278,771,2725,857,21704,2431,15346,2267,3275,1031,1546,751,1729,862,3083,1057,1387,713,1696,793,81594,4474,69333,4362,3842,999,2232,763,1610,709,8419,1538,6523,1216,1896,841,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,434766,5852,375242,5878,32415,2273,18767,2130,13648,1934,27109,2731,19266,2575,7843,1495,354350,7480,309152,6913,25042,2110,14341,1970,10701,1703,20156,2619,15035,2395,5121,1259,33132,3564,25933,2957,4173,1176,2130,840,2043,788,3026,856,1883,559,1143,547,12635,2056,10672,1853,894,403,640,341,254,241,1069,410,676,343,393,283,9709,1867,7912,1602,1398,774,955,690,443,290,399,272,270,188,129,205,5653,1447,3989,1131,541,341,334,268,207,202,1123,783,604,611,519,473,19287,2306,17584,2250,367,243,367,243,0,185,1336,744,798,426,538,562,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,343062,5802,277002,6421,31253,2562,17380,2243,13873,1981,34807,3165,26413,2911,8394,1822,120528,5465,100112,4890,8352,1396,5122,1231,3230,1019,12064,2240,9263,1922,2801,1005,19166,2155,14380,1845,2657,938,1686,733,971,519,2129,710,1459,571,670,362,123707,5492,98374,4745,13760,1896,6268,1187,7492,1553,11573,1827,8343,1703,3230,1154,44965,3413,36373,3182,3570,1335,2698,1187,872,610,5022,1160,4217,985,805,471,17684,2030,13562,1728,1818,848,1036,657,782,503,2304,768,1583,563,721,505,17012,2053,14201,1843,1096,571,570,379,526,445,1715,687,1548,671,167,202,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8636223,32707,5952032,29855,2006315,20589,1141916,18899,864399,18142,677876,17690,444587,13637,233289,11172,6886539,35014,4835861,28558,1537394,19833,921773,16976,615621,15308,513284,14481,347842,11985,165442,8708,783105,17887,456271,12497,244985,10425,113190,7348,131795,7393,81849,6575,47466,4407,34383,4255,179401,7747,91754,4937,60451,5693,24297,3586,36154,4354,27196,3780,11055,2012,16141,3301,124298,5666,82706,5042,31192,3632,15478,2308,15714,2597,10400,1660,6680,1379,3720,1046,197019,9429,131286,7534,50804,5415,18975,3012,31829,4181,14929,2676,9579,2042,5350,1756,465861,12632,354154,10117,81489,6102,48203,4565,33286,3754,30218,2893,21965,2194,8253,1950,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
