GEO_ID,B17007_001E,B17007_001M,B17007_002E,B17007_002M,B17007_003E,B17007_003M,B17007_004E,B17007_004M,B17007_005E,B17007_005M,B17007_006E,B17007_006M,B17007_007E,B17007_007M,B17007_008E,B17007_008M,B17007_009E,B17007_009M,B17007_010E,B17007_010M,B17007_011E,B17007_011M,B17007_012E,B17007_012M,B17007_013E,B17007_013M,B17007_014E,B17007_014M,B17007_015E,B17007_015M,B17007_016E,B17007_016M,B17007_017E,B17007_017M,B17007_018E,B17007_018M,B17007_019E,B17007_019M,B17007_020E,B17007_020M,B17007_021E,B17007_021M,B17007_022E,B17007_022M,B17007_023E,B17007_023M,B17007_024E,B17007_024M,B17007_025E,B17007_025M,B17007_026E,B17007_026M,B17007_027E,B17007_027M,B17007_028E,B17007_028M,B17007_029E,B17007_029M,B17007_030E,B17007_030M,B17007_031E,B17007_031M,B17007_032E,B17007_032M,B17007_033E,B17007_033M,B17007_034E,B17007_034M,B17007_035E,B17007_035M,B17007_036E,B17007_036M,B17007_037E,B17007_037M,B17007_038E,B17007_038M,B17007_039E,B17007_039M,B17007_040E,B17007_040M,B17007_041E,B17007_041M,B17007_042E,B17007_042M,B17007_043E,B17007_043M,NAME,B17007_001EA,B17007_001MA,B17007_002MA,B17007_002EA,B17007_003MA,B17007_003EA,B17007_004MA,B17007_004EA,B17007_005EA,B17007_005MA,B17007_006EA,B17007_006MA,B17007_007EA,B17007_007MA,B17007_008MA,B17007_008EA,B17007_009MA,B17007_009EA,B17007_010EA,B17007_010MA,B17007_011EA,B17007_011MA,B17007_012EA,B17007_012MA,B17007_013MA,B17007_013EA,B17007_014MA,B17007_014EA,B17007_015MA,B17007_015EA,B17007_016EA,B17007_016MA,B17007_017EA,B17007_017MA,B17007_018EA,B17007_018MA,B17007_019MA,B17007_019EA,B17007_020MA,B17007_020EA,B17007_021EA,B17007_021MA,B17007_022EA,B17007_022MA,B17007_023EA,B17007_023MA,B17007_024EA,B17007_024MA,B17007_025EA,B17007_025MA,B17007_026EA,B17007_026MA,B17007_027MA,B17007_027EA,B17007_028EA,B17007_028MA,B17007_029EA,B17007_029MA,B17007_030EA,B17007_030MA,B17007_031EA,B17007_031MA,B17007_032MA,B17007_032EA,B17007_033EA,B17007_033MA,B17007_034EA,B17007_034MA,B17007_035EA,B17007_035MA,B17007_036EA,B17007_036MA,B17007_037MA,B17007_037EA,B17007_038EA,B17007_038MA,B17007_039EA,B17007_039MA,B17007_040EA,B17007_040MA,B17007_041EA,B17007_041MA,B17007_042MA,B17007_042EA,B17007_043EA,B17007_043MA,state
0400000US01,809471,14554,257702,8376,113717,6371,640,434,1237,638,25867,3329,18052,2676,14774,2467,18782,1890,19568,2216,9415,1373,5382,1022,143985,5365,192,215,773,400,28117,2670,19773,2573,13509,2275,20561,2409,26166,2311,17177,1714,17717,1814,551769,12581,273614,9082,0,189,69,117,22866,3146,58146,4522,42771,3890,45671,2778,48409,2869,33728,2940,21954,1705,278155,7533,0,189,33,53,18420,2288,37057,2966,22904,2364,34446,2895,50043,3555,53552,2889,61700,2871,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,154740,6004,27963,2749,13108,1770,3,9,189,140,3900,1044,2181,735,1588,642,2073,623,2574,616,440,358,160,150,14855,2091,281,378,637,472,3096,827,3205,910,1630,539,1807,670,2782,751,917,436,500,241,126777,5568,72596,3608,10,20,37,60,9153,1741,19100,2343,10379,1699,13372,1392,11662,1381,6461,1017,2422,550,54181,3091,0,145,6,11,5053,1029,13443,1818,5812,1069,8881,1301,9669,1203,5874,842,5443,911,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1302647,21866,365853,11710,171692,7960,943,435,3920,1985,44891,4069,30629,3505,20026,2635,23999,2461,30676,2847,10275,1688,6333,1129,194161,7563,1082,525,2260,712,44940,4042,31406,3536,18365,2146,25419,2697,32591,3166,19907,1942,18191,2073,936794,18800,491933,12748,0,200,453,358,47671,4275,120338,6003,73021,4777,80516,4470,71852,4185,55618,3511,42464,2904,444861,10580,28,47,133,141,36214,3587,73590,3800,42954,4061,55037,4432,74583,4159,78156,3522,84166,3524,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,521499,13530,172213,6865,74906,4806,527,426,1685,525,21140,2679,10942,2026,7998,1826,12225,1645,12077,1734,4675,1016,3637,885,97307,4842,142,162,2121,787,21294,2632,12693,1982,10415,1933,13360,1673,14434,1766,9579,1462,13269,1721,349286,10920,181914,7205,0,190,69,122,17579,2554,36986,3422,31934,3635,29921,2818,29583,2515,20853,2287,14989,1478,167372,7003,0,190,0,190,12498,2152,19871,2778,14723,2196,22288,2161,28741,2853,32145,2619,37106,2137,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6835379,44335,1961479,26319,900996,16985,5271,1218,12731,2304,207464,9183,186424,8609,114390,5684,139786,7409,138452,6433,58109,3531,38369,3002,1060483,18007,5579,1274,15498,2327,243547,10569,185019,7771,111839,5464,132289,6524,155656,5792,96495,4307,114561,4695,4873900,36753,2562173,22081,122,177,336,220,168509,7091,725867,13546,462371,11055,432304,10900,358931,8110,239239,7019,174494,5157,2311727,25308,5,9,365,237,145083,7101,502013,10192,267987,8423,311349,7493,365752,8938,336347,7455,382826,7120,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1100300,13772,258802,8666,126240,7095,755,474,1698,639,42285,4228,25669,2960,12588,2035,15430,2169,16597,2084,6810,1247,4408,750,132562,5832,896,434,1170,507,42672,3500,21287,2463,11163,2006,14797,2012,20543,2094,9595,1476,10439,1568,841498,13289,443543,9354,0,192,0,192,46615,3626,129356,5524,73848,4409,71527,3616,63315,3496,37005,2510,21877,1690,397955,8162,0,192,116,176,37490,3883,91923,4194,39690,3014,51818,3109,68072,3460,53485,2664,55361,2388,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,663876,12352,144112,5650,61349,3452,939,455,934,539,11955,2002,10784,1676,6795,1314,10586,1524,10559,1636,4873,1112,3924,833,82763,4399,362,293,1531,643,13099,1784,12753,1811,8359,1578,11421,1673,13980,1555,10084,1711,11174,1577,519764,10944,249760,8380,0,197,0,197,14919,2268,56571,4031,38623,3767,49885,3403,43937,2581,25518,1512,20307,1632,270004,6103,68,110,0,197,12598,1968,42356,3342,25287,2375,37485,3326,49979,2965,43526,2796,58705,2820,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,172263,6855,43937,3533,18911,2346,0,185,425,235,5019,1349,1971,714,2418,828,3268,910,3245,964,1563,548,1002,504,25026,2425,37,63,63,76,5638,1425,3210,884,2390,783,4264,1201,4371,1096,2445,822,2608,861,128326,6166,63113,4321,0,185,0,185,3691,1033,13463,1862,10851,2028,11206,1624,10256,1513,8177,1207,5469,797,65213,3551,0,185,0,185,4550,899,10942,1609,6199,1346,10183,1325,11330,1577,10176,1164,11833,1190,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,242889,6141,50863,3273,22935,2545,0,198,45,81,5381,1584,4478,1397,1845,645,3585,1205,5362,989,1517,508,722,322,27928,2339,25,45,88,112,5744,1228,4875,1058,3608,1163,2802,868,4642,962,3228,792,2916,745,192026,6188,93973,4227,66,108,57,92,5941,1415,34280,2314,18774,1990,14703,1518,10601,1527,5839,975,3712,803,98053,3736,0,198,0,198,8012,1311,40362,2273,13588,1520,9506,1221,10970,1408,8389,821,7226,901,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3958430,37922,1092676,21962,495357,13567,2792,980,4791,1412,93661,6221,80451,5599,56787,4476,84955,5397,98967,6037,42316,3504,30637,3129,597319,15534,1711,631,5735,1255,103200,6648,81789,5805,52976,4164,87445,5092,106365,5170,70788,4260,87310,4353,2865754,31278,1418187,21743,62,105,437,347,88735,6226,301387,9823,232442,8276,250989,8493,216341,6748,177671,5783,150123,5844,1447567,17432,0,214,0,214,82581,5421,212340,8377,141706,6314,194576,7103,246356,6817,259460,7988,310548,6817,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
