GEO_ID,C27001H_001E,C27001H_001M,C27001H_002E,C27001H_002M,C27001H_003E,C27001H_003M,C27001H_004E,C27001H_004M,C27001H_005E,C27001H_005M,C27001H_006E,C27001H_006M,C27001H_007E,C27001H_007M,C27001H_008E,C27001H_008M,C27001H_009E,C27001H_009M,C27001H_010E,C27001H_010M,NAME,C27001H_001MA,C27001H_001EA,C27001H_002MA,C27001H_002EA,C27001H_003EA,C27001H_003MA,C27001H_004MA,C27001H_004EA,C27001H_005MA,C27001H_005EA,C27001H_006MA,C27001H_006EA,C27001H_007EA,C27001H_007MA,C27001H_008EA,C27001H_008MA,C27001H_009EA,C27001H_009MA,C27001H_010MA,C27001H_010EA,state
0400000US01,3160194,2957,646207,1010,623480,4128,22727,4073,1940988,2611,1647405,12863,293583,12572,572999,975,572066,1136,933,451,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,440265,1761,93123,572,87014,1644,6109,1521,296077,1529,250368,4365,45709,4205,51065,320,50280,702,785,633,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3728129,3302,654197,1349,610017,4704,44180,4686,2213591,2744,1942312,9273,271279,9625,860341,1029,855643,1756,4698,1476,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2142224,1544,451932,501,434581,2674,17351,2671,1297460,1482,1105888,8501,191572,8561,392832,790,392139,908,693,393,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14638470,8773,2389260,4360,2295606,8190,93654,7089,9343871,6891,8425547,17746,918324,16252,2905339,2868,2892752,3732,12587,2198,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3634012,3176,705783,957,677769,3603,28014,3514,2369875,2851,2139765,9251,230110,8584,558354,1000,555878,1342,2476,809,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2431289,2970,444760,1144,432891,2884,11869,2606,1530152,2191,1432878,6463,97274,6272,456377,1038,455298,1154,1079,446,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,586084,978,103855,347,100358,1142,3497,1096,360653,779,330544,3554,30109,3512,121576,443,121381,518,195,314,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,232246,800,24267,259,24126,324,141,197,184038,659,179781,1310,4257,1158,23941,453,23844,464,97,117,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10898742,7695,1754722,3067,1610841,10250,143881,9779,6333560,5665,5177249,21954,1156311,22172,2810460,2769,2793637,4264,16823,2764,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5387930,4716,1127396,1641,1062078,6591,65318,6477,3371795,4052,2822043,14270,549752,14419,888739,1300,886033,1489,2706,738,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,298217,2239,42407,383,41415,766,992,588,196780,2167,181265,2745,15515,2626,59030,396,58435,453,595,297,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1336927,1683,325196,276,302668,3225,22528,3240,796339,1586,673052,7088,123287,7302,215392,691,214638,797,754,405,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7911335,4163,1545992,1752,1503288,4449,42704,4148,5024329,3700,4584120,10982,440209,10606,1341014,2123,1335910,2577,5104,1402,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5223037,3091,1142143,1982,1061082,6533,81061,6058,3259301,2302,2794325,13558,464976,13259,821593,1360,819203,1610,2390,704,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2669938,1540,575847,653,558249,2872,17598,2822,1642552,1454,1519729,5972,122823,5819,451539,717,450831,811,708,343,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2187509,1769,484518,485,465958,2566,18560,2602,1344074,1563,1198484,6405,145590,6205,358917,766,357725,955,1192,531,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3707716,2839,804649,1201,770491,4549,34158,4212,2315296,2449,2071770,8728,243526,8807,587771,1082,586482,1224,1289,499,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2707009,3016,573869,938,548454,3531,25415,3396,1693033,2376,1417660,10795,275373,10118,440107,1442,438422,1585,1685,625,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1232441,1168,229595,221,215521,2751,14074,2740,771971,1239,664925,5916,107046,5758,230875,508,230378,539,497,242,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3087348,3848,591703,1305,579356,2843,12347,2622,1950264,2793,1823585,7280,126679,6707,545381,1330,543458,1547,1923,722,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4921462,5703,888683,2388,877335,3116,11348,2219,3173989,4053,3064502,7568,109487,5602,858790,1531,856583,1871,2207,1064,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7437544,3131,1500765,1470,1446492,4540,54273,4408,4656411,2304,4161706,12095,494705,12328,1280368,1339,1277819,1383,2549,533,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4392744,3215,909297,1294,884871,2504,24426,2273,2776695,2208,2618707,6363,157988,6564,706752,1086,705568,1196,1184,423,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1685111,2259,359828,376,341950,2946,17878,2906,1021105,2193,836684,8244,184421,8007,304178,990,303614,1082,564,370,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4768499,3941,1016452,2037,948880,6094,67572,5759,2954332,2947,2541580,11213,412752,10784,797715,1204,795924,1320,1791,531,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,875544,851,176895,133,167060,2686,9835,2655,541090,836,448036,5269,93054,5475,157559,380,156979,559,580,401,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1492033,1163,328035,711,315519,2712,12516,2617,921222,979,826502,4210,94720,4186,242776,580,242591,599,185,177,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1440709,1800,245432,1052,227949,3650,17483,3366,903128,1293,772281,7202,130847,7036,292149,653,290322,1060,1827,740,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1197573,766,229709,310,221199,2023,8510,2005,771559,746,677341,5397,94218,5319,196305,337,195681,451,624,348,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5007652,4260,968707,1826,938417,4141,30290,4130,3095552,2910,2831382,9127,264170,9322,943393,1574,940876,1791,2517,848,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,792896,2195,123564,1564,116806,2300,6758,1674,482373,2023,425554,4932,56819,4911,186959,618,185976,735,983,546,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10998331,6878,2061275,2292,2000560,6328,60715,6066,6957947,5083,6441059,12608,516888,11602,1979109,2657,1973454,2817,5655,1008,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6247621,5476,1217304,2682,1165331,5685,51973,5076,3895595,4074,3338418,15717,557177,15760,1134722,1488,1132125,1713,2597,858,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,629262,1333,133564,313,126092,1835,7472,1852,400439,1274,370292,2849,30147,2666,95259,316,94962,387,297,213,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9161228,3843,1921624,1645,1826074,6301,95550,5836,5706953,3017,5119497,14647,587456,14312,1532651,2070,1527006,2441,5645,1303,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2547062,1992,517435,584,486243,3087,31192,3014,1572336,2214,1316045,6231,256291,5988,457291,957,455985,1118,1306,492,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3025125,2359,552495,623,531259,3306,21236,3369,1901021,2087,1686395,9071,214626,8846,571609,857,570824,951,785,475,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9819003,4853,1851003,2076,1757460,6300,93543,5806,6135115,4209,5558217,13927,576898,12837,1832885,2033,1827145,2110,5740,1008,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,769404,1699,128733,667,125669,1292,3064,1091,497725,1251,462560,4028,35165,3949,142946,656,142773,646,173,122,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3033200,3157,593485,1023,558628,4592,34857,4739,1865200,2673,1570176,11455,295024,11475,574515,755,573659,716,856,339,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,697195,963,154220,284,147759,1549,6461,1538,426768,889,384463,3037,42305,3136,116207,360,115719,484,488,319,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4818349,3138,987695,888,944909,3861,42786,3800,2998964,2826,2556894,13978,442070,13799,831690,1192,829785,1445,1905,827,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11506785,8039,2311696,3326,2151711,8959,159985,8804,7233435,6297,6157087,20132,1076348,20888,1961654,3473,1953790,3969,7864,1726,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2311147,2543,671084,952,627753,4334,43331,4249,1374282,2073,1210487,8169,163795,8121,265781,542,265391,598,390,238,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,578655,1487,108864,462,106513,1020,2351,799,370374,891,344971,2489,25403,2235,99417,638,99284,663,133,124,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5118758,5689,1020524,2632,980315,5053,40209,3943,3231702,5284,2890553,12315,341149,11637,866532,1187,861729,1814,4803,1392,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4891191,4382,928050,1292,894899,4162,33151,4158,3122737,3745,2814122,10922,308615,11335,840404,1132,837597,1548,2807,1055,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1691120,1838,339350,781,329534,2465,9816,2475,1045225,1417,913144,6866,132081,6596,306545,503,306321,535,224,173,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
