GEO_ID,B19101_001E,B19101_001M,B19101_002E,B19101_002M,B19101_003E,B19101_003M,B19101_004E,B19101_004M,B19101_005E,B19101_005M,B19101_006E,B19101_006M,B19101_007E,B19101_007M,B19101_008E,B19101_008M,B19101_009E,B19101_009M,B19101_010E,B19101_010M,B19101_011E,B19101_011M,B19101_012E,B19101_012M,B19101_013E,B19101_013M,B19101_014E,B19101_014M,B19101_015E,B19101_015M,B19101_016E,B19101_016M,B19101_017E,B19101_017M,NAME,B19101_001EA,B19101_001MA,B19101_002EA,B19101_002MA,B19101_003MA,B19101_003EA,B19101_004EA,B19101_004MA,B19101_005EA,B19101_005MA,B19101_006MA,B19101_006EA,B19101_007EA,B19101_007MA,B19101_008EA,B19101_008MA,B19101_009EA,B19101_009MA,B19101_010EA,B19101_010MA,B19101_011EA,B19101_011MA,B19101_012EA,B19101_012MA,B19101_013EA,B19101_013MA,B19101_014EA,B19101_014MA,B19101_015EA,B19101_015MA,B19101_016EA,B19101_016MA,B19101_017MA,B19101_017EA,state
0400000US01,1232515,11755,82147,5251,53290,3726,56025,3623,67669,3910,66561,3429,62277,3829,60739,3927,63608,3778,58793,4027,102427,5322,129622,5170,161758,5790,106442,5156,61350,3918,56721,3314,43086,2314,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165015,3765,4978,992,3039,739,4342,949,4906,841,5218,973,5250,1079,5061,1009,5831,1215,5882,1175,11172,1358,18037,2017,24559,2398,22236,1958,14771,1619,17043,1433,12690,1723,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1579481,13962,88530,4482,53198,3468,60426,3743,68726,4337,75877,4852,82655,4280,75143,4771,76127,4145,69775,3874,142648,6392,175188,6360,213503,7408,148548,5756,84136,4064,82711,4242,82290,4490,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,752212,9854,41455,3280,30542,2662,37514,2898,44837,3545,43020,3258,42106,2927,46134,3205,39888,2770,37763,3095,69722,3526,82883,3837,95635,5581,59659,3926,30483,2739,25959,2329,24612,2432,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8762059,27318,383395,9157,282053,8142,333315,7160,369427,9467,362454,9229,373852,10351,361432,10193,349846,8803,319700,8875,610627,10555,845855,13881,1110294,16886,873992,14252,596654,12022,730421,13045,858742,11450,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1315283,8405,44700,3416,26793,2597,35718,3335,46243,3212,48133,3305,54540,4061,50714,3377,53963,3592,53070,3404,99459,4850,140289,5059,202320,6415,149782,5263,95254,4541,108196,4133,106109,3859,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,887263,10002,29056,3328,17354,2421,22437,2240,22802,2031,29917,2985,26433,2389,30018,2725,26594,2272,27431,2760,54673,3963,81220,4613,129316,5787,100313,4912,76104,4519,93724,4551,119871,4622,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,233000,4645,9146,1586,4671,1182,6258,1510,7972,1132,8350,1410,10998,1706,9600,1611,8915,1356,10636,1713,17827,1813,26220,2391,35529,2749,25532,2089,17906,2013,17730,1721,15710,1835,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,117864,3359,9226,1641,2889,838,3918,1061,6078,1349,4155,1003,3517,1050,2181,611,3584,800,3134,899,6237,1191,9964,1506,11582,1561,9846,1329,6941,1009,11411,1417,23201,2015,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4693411,24879,232340,8105,163324,7070,198676,8796,235532,7839,244888,7526,249156,7462,243285,8772,241298,7633,218125,8138,421935,11338,518633,11059,595591,13313,413431,10270,234259,6916,230915,7404,252023,7593,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2426392,15122,141192,5926,88977,4868,114303,6495,113844,5858,111317,4775,121988,5592,116824,6447,122128,6456,105561,5691,195327,7471,254142,8620,327795,9484,209614,7241,128241,5578,136446,5884,138693,5293,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,314151,5725,10033,1745,6037,1126,7134,1492,8719,1676,11723,1842,10017,1289,9917,1344,12230,1734,12280,1608,22368,2067,37139,3123,49790,3286,40579,2616,26270,1923,27468,2030,22447,2015,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,407499,5941,16092,2232,10518,1497,15238,1930,20761,2377,18360,1999,24877,2549,20609,2481,23417,2129,20610,2024,39444,3146,52128,4176,59279,4007,32804,2885,20915,2725,16057,1807,16390,2267,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3099184,17994,139995,5362,83932,4229,98023,4651,116552,4690,112762,4486,127537,4670,121147,4631,123882,5184,123103,5061,237912,8272,327830,8948,455600,9317,335813,7613,212578,7226,239406,7823,243112,6280,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
