GEO_ID,B24092_001E,B24092_001M,B24092_002E,B24092_002M,B24092_003E,B24092_003M,B24092_004E,B24092_004M,B24092_005E,B24092_005M,B24092_006E,B24092_006M,B24092_007E,B24092_007M,B24092_008E,B24092_008M,B24092_009E,B24092_009M,B24092_010E,B24092_010M,B24092_011E,B24092_011M,B24092_012E,B24092_012M,B24092_013E,B24092_013M,B24092_014E,B24092_014M,B24092_015E,B24092_015M,B24092_016E,B24092_016M,B24092_017E,B24092_017M,B24092_018E,B24092_018M,NAME,B24092_001EA,B24092_001MA,B24092_002EA,B24092_002MA,B24092_003EA,B24092_003MA,B24092_004MA,B24092_004EA,B24092_005EA,B24092_005MA,B24092_006EA,B24092_006MA,B24092_007EA,B24092_007MA,B24092_008EA,B24092_008MA,B24092_009MA,B24092_009EA,B24092_010MA,B24092_010EA,B24092_011EA,B24092_011MA,B24092_012EA,B24092_012MA,B24092_013EA,B24092_013MA,B24092_014EA,B24092_014MA,B24092_015MA,B24092_015EA,B24092_016EA,B24092_016MA,B24092_017EA,B24092_017MA,B24092_018EA,B24092_018MA,state
0400000US19,47273,408,46140,460,45714,485,55106,3919,52173,2362,51920,1626,58625,3970,61600,3770,41679,1027,36551,385,34621,739,34655,763,32929,4734,38101,1499,42424,2047,48140,1945,55209,2938,21845,1278,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,47333,741,47390,849,46943,701,60732,5942,49059,3376,45899,1832,44074,3548,60936,3063,42035,2305,36192,447,35132,697,34786,1038,50334,8385,38552,1891,38649,1879,40125,1328,50236,4942,21644,1862,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,42516,911,42489,1212,42127,482,55838,8142,42715,2408,42115,1711,42345,2010,57311,5050,32619,5010,33830,924,31698,381,31599,390,37491,5064,39906,2463,35577,1822,39977,1324,52160,2649,22848,2509,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,48788,1150,49383,1381,47844,1355,63608,6230,51193,1546,41169,1439,47331,3070,61573,2290,41181,1309,31655,330,30076,638,29817,861,40420,5125,37854,2005,35011,1749,41116,676,49544,3180,24626,3368,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,45856,881,45055,1347,43842,1909,60544,5939,45547,5593,51238,1563,50370,6035,61346,3011,38555,4243,36153,680,33597,1402,33514,1453,36329,13078,37519,2153,41747,1553,40113,2609,52300,3586,21030,1703,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,59601,1211,52099,393,51616,396,71662,5602,65015,3156,59114,2868,58868,3684,95967,1762,46868,3830,50557,340,43348,1197,43020,1141,50409,3585,51762,967,52441,3097,49276,1945,85166,3075,38225,5125,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,61673,337,61494,420,61182,463,75282,6312,65542,2413,67326,1996,66576,1631,66896,1662,41755,1498,50503,344,47341,737,47236,630,53253,6061,53643,2090,57344,3281,58011,2371,63258,5032,38938,4137,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,50254,223,49631,759,49030,840,55438,5285,51158,1047,52748,1673,60101,1417,66813,3399,35779,1433,37467,385,34376,722,34201,758,39686,4325,44137,1554,45427,1160,52210,1068,55324,2048,23800,2874,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,51667,243,51408,314,51188,329,56834,3621,55370,2221,56126,1457,52114,1935,60872,1545,41895,1133,42111,280,40801,385,40759,399,42213,5497,46031,985,46737,960,49956,1872,58084,2334,26669,2061,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,40945,518,40489,589,39657,1426,60976,3783,44056,3870,35231,3037,41502,1728,57187,4599,39942,3761,31492,374,30124,844,30079,964,31633,7088,35429,1633,32936,2125,35902,793,49165,3337,25851,3294,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,45774,486,46318,523,45717,540,61927,4122,48553,2703,44172,2454,38733,2571,60497,2253,36336,1446,35364,286,33178,723,33000,701,40807,2467,38916,1307,39801,1409,35706,1010,52256,2131,25383,2736,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,42858,1709,42241,1669,41826,1227,50249,4530,42489,7421,42422,3731,50749,2291,56472,3159,36283,3838,31735,481,29761,1255,29385,1389,34368,5262,34293,3942,38795,3969,38283,3130,39965,3987,21061,3505,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,44620,1073,42461,1018,42251,650,49923,2987,48551,4951,50838,1479,46699,5586,57389,5335,41759,1126,35148,549,32118,371,32088,366,36671,8326,37300,1955,41012,1230,40360,2394,48855,4207,22484,3812,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,42360,763,40794,517,40319,582,62279,12707,47472,7274,61332,2639,60182,6117,61311,3057,40587,5853,36068,463,32923,1073,32619,850,47381,12362,42982,5107,50725,1220,49417,2837,48401,4378,34044,6143,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,55839,1261,56233,1276,55780,1236,72379,14811,55831,5703,54331,5020,51857,2679,80500,5643,45858,6891,42073,879,40605,999,40579,982,41660,14637,45227,4660,50050,2617,42994,4445,66145,4249,31064,4279,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,61072,325,60571,383,60103,618,73111,4929,60619,1561,68836,3806,70656,2186,72005,4448,46435,4311,49110,1005,45163,815,45002,937,51686,3487,53206,2704,56433,1021,58630,2558,59903,2943,30587,1721,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,41712,641,40766,818,40410,905,51523,3984,42094,4629,40862,3081,44732,4393,72011,5086,30696,1896,32688,1151,30385,821,30230,958,38014,7142,38819,3818,33674,3311,36783,3234,57448,5781,21731,3319,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,51691,176,50389,228,49743,754,66307,3828,55495,1507,65390,1241,67485,1977,61719,968,36313,1047,44913,591,41500,258,41390,260,49204,3999,47330,954,54141,1191,56324,1049,58135,2784,28801,2317,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,42117,256,42063,310,41631,310,56356,3920,50839,1307,40628,776,42010,859,54812,2642,32211,1277,35505,320,32706,748,32502,642,40507,3924,41641,846,36815,855,39039,897,52204,2889,28111,2619,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,51071,909,51128,1214,50589,1379,61665,3351,51115,10564,46136,3083,50579,3905,60764,8202,51951,3427,36143,771,34611,2289,34608,2242,35071,15470,39986,3484,37161,1376,42553,1752,42112,7853,26578,4442,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,47838,471,46846,323,46506,334,56251,3168,50554,974,52872,1370,54404,2607,66240,1547,36242,2095,37163,268,34838,514,34704,565,40481,2964,41943,640,43715,1594,46872,1166,56115,2016,26304,1042,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,44085,1039,43842,1170,42415,620,60538,2896,41790,1387,40874,1459,45143,1685,56783,2530,36516,3440,32223,236,31103,304,31034,300,35689,6418,36259,923,32335,963,36209,560,44801,3067,23215,2404,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,47353,962,45395,995,44310,1495,60499,2670,50039,2677,62109,3001,54504,4145,61413,2452,36232,1329,38914,971,35767,578,35558,606,42470,7707,41933,2101,49515,1535,45177,2068,55082,4084,24722,3902,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,50525,200,50099,310,49339,666,64673,4177,51328,687,55168,1564,53748,1871,61656,1270,40099,2950,40009,375,36961,293,36887,297,42392,4036,43243,1343,46641,1086,46604,787,56013,2967,26447,1658,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,50682,745,47342,2181,46590,1705,68464,12946,56055,8150,60280,4372,65384,9060,68278,9167,46444,11326,41539,934,39540,2057,39265,2194,49100,12689,46040,4536,59036,12469,51396,3402,69329,8734,31743,10686,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,42177,529,42474,1265,41898,578,57267,6577,45556,2178,37708,1734,41012,2700,56171,3242,35796,1213,33837,1011,31703,450,31629,459,36391,4821,36651,962,35726,1627,40757,1181,49317,4612,22216,3473,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,42201,745,41685,754,41285,769,50173,2329,42682,6753,40249,2281,46413,3296,52336,4336,47073,7316,32077,346,30895,382,30876,396,31473,4189,35884,1341,34475,1410,37857,2716,50359,2369,20689,2752,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,41683,292,41109,369,40634,376,61405,3478,46679,2070,42090,636,44843,2399,62194,3700,36528,1380,34127,620,31654,295,31575,288,43204,9742,38610,1557,40041,1120,37455,1119,53935,2426,26567,2025,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,46488,292,46187,365,45474,363,71676,3434,46100,968,49670,1341,49163,1355,61700,957,36870,923,36503,261,34645,628,34278,628,47492,4889,40541,664,41498,586,42362,665,52145,1527,23183,1883,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,51043,396,50069,737,48061,1326,72917,5589,63653,2979,51988,2828,51459,2114,63523,2653,42458,8892,34467,908,31397,465,31282,486,39838,5281,40016,3077,39422,4478,41993,2371,52184,4067,19500,4215,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,46875,1258,45730,1486,44263,2863,61127,7327,54476,6780,51231,5341,51244,5568,74411,7317,34210,5645,39635,1340,35294,1435,35118,1549,40743,9149,42416,3125,48339,5371,46835,4304,60333,2308,21341,2635,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,53711,1118,51264,403,50836,433,62250,4607,58944,3620,51056,777,51506,1895,91526,1291,40391,2728,42526,598,38860,718,38609,739,46682,7298,50495,1111,44227,1055,41804,824,81305,2108,31355,1850,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,55385,610,53021,1361,52648,1187,59514,5234,56026,2068,66691,2586,56496,1459,61956,2932,45968,3635,42035,358,40132,486,39935,689,50062,5226,45323,1941,50570,1101,49177,1426,54241,2529,28278,4323,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,45419,901,45660,1016,45438,1157,56448,13729,45627,6357,39471,2842,41793,2957,63426,5450,35904,3587,31800,577,29449,1269,29295,1305,49038,11877,36295,3341,36768,2686,35727,1892,56907,6098,18910,3911,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,47683,637,46810,395,46592,399,52402,2273,53146,2256,55971,991,52181,1096,57480,2668,36903,1394,37537,549,35374,434,35256,436,42336,2136,42331,1351,44983,1752,47290,1379,55333,2147,24878,2745,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,52201,1691,52328,2881,51971,1839,69353,17177,45647,16889,57514,8457,56866,7777,56191,4850,41276,4472,35848,1145,30988,982,30704,1179,35695,3383,38643,3863,45349,5756,46056,2950,51584,5673,29548,14755,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,21912,472,20542,620,20104,602,35024,9533,25772,3739,17169,700,28722,1245,44377,9909,18827,1087,22895,472,21373,542,21354,548,23150,8809,22586,1953,20886,1426,27429,1099,46129,8513,16616,1125,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
