GEO_ID,B19101H_001E,B19101H_001M,B19101H_002E,B19101H_002M,B19101H_003E,B19101H_003M,B19101H_004E,B19101H_004M,B19101H_005E,B19101H_005M,B19101H_006E,B19101H_006M,B19101H_007E,B19101H_007M,B19101H_008E,B19101H_008M,B19101H_009E,B19101H_009M,B19101H_010E,B19101H_010M,B19101H_011E,B19101H_011M,B19101H_012E,B19101H_012M,B19101H_013E,B19101H_013M,B19101H_014E,B19101H_014M,B19101H_015E,B19101H_015M,B19101H_016E,B19101H_016M,B19101H_017E,B19101H_017M,NAME,B19101H_001EA,B19101H_001MA,B19101H_002EA,B19101H_002MA,B19101H_003MA,B19101H_003EA,B19101H_004EA,B19101H_004MA,B19101H_005EA,B19101H_005MA,B19101H_006EA,B19101H_006MA,B19101H_007MA,B19101H_007EA,B19101H_008EA,B19101H_008MA,B19101H_009EA,B19101H_009MA,B19101H_010MA,B19101H_010EA,B19101H_011MA,B19101H_011EA,B19101H_012EA,B19101H_012MA,B19101H_013EA,B19101H_013MA,B19101H_014EA,B19101H_014MA,B19101H_015MA,B19101H_015EA,B19101H_016MA,B19101H_016EA,B19101H_017EA,B19101H_017MA,state
0400000US13,1440435,11340,53927,3002,32566,3143,44702,4236,51671,3726,53656,3687,64251,3618,59763,4466,67703,4179,58774,3546,117610,5997,158972,5970,217576,6895,146193,5990,94394,4991,106125,4807,112552,4471,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,89362,3399,2552,788,1447,510,1725,556,2386,732,3012,880,3119,804,2866,686,3205,1012,2852,881,6703,1091,10857,1846,13312,1632,10813,1250,7440,1114,8502,1242,8571,1273,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,354025,5625,13302,1906,8637,1414,12313,1724,15562,1977,14738,1881,20462,2295,17524,2283,19783,2096,17824,2035,33664,2742,45282,4160,54468,3822,30999,2837,19149,2611,15808,1785,14510,2118,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2090335,13537,55698,3500,36985,2970,43784,3079,57665,3069,60107,3234,72116,3474,71799,3624,75070,3661,78177,3447,155877,6236,227764,7408,333362,7855,261782,6266,165054,6526,191014,6748,204081,5084,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1394211,10423,46240,3719,34131,2717,41281,2629,52116,3723,58963,3698,65686,3325,64258,3213,74783,3175,65733,3612,136867,5821,179408,6496,228634,6062,142566,5294,80610,3905,66708,4259,56227,2564,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,725183,6081,18649,1805,14340,1690,21113,1903,24083,1916,24987,1623,29091,2230,32738,2376,35217,2556,28504,1929,66134,3235,96265,3714,126883,4387,82642,3657,46176,3243,43562,2872,34799,2149,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,594767,6817,15292,1438,12703,1609,14904,1670,20553,1987,21664,1885,25892,2215,24225,2265,25396,2079,26543,2241,51277,3115,75601,3472,100611,3747,65796,3402,40384,2492,36203,2558,37723,2334,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,999069,9473,57027,3569,38582,2531,43847,3066,51532,3473,48945,3265,48938,3000,51632,3279,48198,3137,46715,3193,91298,3849,112320,5136,138725,5185,92079,4248,49546,3020,43533,3158,36152,2474,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,711039,7476,26890,3037,18517,2156,24162,2458,26758,2559,28899,2557,30391,2388,27559,2245,30195,2510,31672,2986,56517,3377,77878,4555,102837,4810,82531,5095,51574,3486,48718,2914,45941,3318,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,328713,4917,12642,1642,9748,1420,10975,1299,12507,1544,14986,1795,19496,1936,13854,1480,15072,1652,15561,1736,29919,2179,39498,2403,53740,2811,32355,2391,18105,2035,15753,1991,14502,1793,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,828421,8183,17178,2016,10825,1677,11453,1683,16746,1920,18210,2152,20226,2161,19762,2232,24003,2109,21953,1824,47114,3092,76460,4414,118643,4811,106168,4489,83496,3969,110828,4034,125356,4058,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1243924,9842,28357,3186,20153,2282,21404,2515,26269,2483,28969,2604,39597,2893,32151,2781,39340,2889,34911,2515,74137,3280,110827,4013,177772,5198,157844,5291,123481,4865,151192,4948,177520,5484,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1981522,11479,66426,3457,48765,2840,58898,3741,70956,4020,77409,3748,89043,3789,88084,4173,96000,4033,89194,3776,181728,6039,243381,6415,307061,6853,212146,5293,125698,5015,120896,4521,105837,4438,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1178748,9545,24228,2272,17509,1649,21542,1677,29198,2394,35712,2178,37863,2056,40193,2496,42703,2493,41944,2401,91115,3891,140068,3952,204701,4991,153143,4875,101453,3962,98713,3381,98663,3693,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,456727,6148,17952,2661,12395,1493,17263,2313,20693,2106,22237,2208,23676,2498,23650,2620,23408,2172,19189,2143,40544,3473,54844,3441,72402,3440,43736,3709,26138,2743,20535,1896,18065,2085,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1267731,11203,44843,3183,34788,2757,41260,2840,51341,3006,54962,3907,60605,3570,58565,3081,58461,3736,57617,3751,119564,4421,160116,5852,199575,7270,125445,5033,74049,3656,68923,3189,57617,2615,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,228035,4791,8314,1313,4676,919,7752,1080,8757,1145,11624,1687,12341,1645,12188,1357,12062,1640,10490,1118,20556,1978,29164,2215,34812,2232,22464,1927,11214,1530,10640,1509,10981,1267,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,407262,5164,10291,1375,7746,1137,9716,1173,11851,1308,15553,1599,17104,1724,16243,1622,17774,1666,18674,1922,39459,2351,51432,2621,71741,3004,50255,2640,25957,1641,23751,1861,19715,1852,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,365097,5531,11957,1454,7972,1382,7405,1206,14484,1801,13660,1750,14041,1475,16076,1905,17560,1846,15489,1552,32690,3019,45346,2932,57326,3369,41099,2813,25271,2010,23742,2257,20979,1980,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,322756,4833,6971,1346,5390,1323,6885,1186,7875,1596,10408,1498,11426,1571,11334,1892,12262,1424,12407,1540,24879,2253,35773,2555,51873,3496,40407,2533,27458,2249,29799,2356,27609,2270,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1335593,9198,24759,2639,15977,2263,17057,1811,24569,2224,29596,2471,31859,2544,32239,2738,39074,2665,33503,2565,78919,3799,121903,4770,183299,6149,176376,5779,127775,4915,175760,5906,222928,5822,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,220296,4975,9637,1889,5053,1016,5799,984,8222,1435,8000,1222,7651,1247,9502,1359,8979,1347,10270,1429,16304,1832,25234,2254,34982,2222,24444,2532,15553,1679,15633,2007,15033,1810,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2774416,14478,74640,3526,59427,3684,64249,4027,76354,4029,85552,4391,88191,4025,89843,4604,95534,4139,93389,3921,184893,5817,283871,6942,396226,7950,333597,8275,225575,6517,265514,7431,357561,7978,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1702402,12269,57798,4268,42669,3453,48290,3695,64374,4064,77278,4655,81202,4278,75725,3793,80776,4733,78724,4276,151042,5598,197806,7104,262701,6721,177915,5695,101826,4811,101477,4976,102799,4585,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,167839,3716,3785,848,2576,884,2286,557,4014,854,4840,896,6155,1101,6028,1104,7101,1105,6766,1137,12921,1381,21759,2120,31114,2107,20779,1847,13011,1455,11466,1610,13238,1557,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2432119,14812,90779,4257,60064,3591,70544,3802,86045,4152,94470,3978,109043,4403,112275,4406,114690,5087,107588,4852,225627,5828,300946,7685,382442,8816,259235,6958,153901,5421,141433,4845,123037,5232,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,703589,5802,26579,2210,19459,1665,25150,1918,28079,2031,30958,2245,33231,2264,31850,2075,33305,1959,30783,1880,66858,3066,87936,3858,104476,3797,70907,3331,37901,2390,38504,2206,37613,2602,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,787635,9194,29968,2880,20819,2718,24114,2569,28959,2478,27926,2497,35361,2673,38151,3055,37738,3122,34658,2755,69153,3603,93645,4617,121414,4913,84819,4324,48060,2966,47870,2352,44980,2722,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2623963,15514,72586,3973,54015,3197,63230,3305,86493,3821,94102,3905,107287,4679,110497,3934,112973,4519,112490,4466,221727,6625,319956,7286,420331,7253,299701,7124,183199,4620,189697,5107,175679,5578,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,200930,3917,6361,1367,2903,848,4352,1065,5460,1200,5821,1109,7279,1363,7855,1537,8861,1544,6546,1101,15357,1833,21274,1781,32232,2604,24165,2177,17072,1688,17265,1748,18127,1452,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,823184,8399,27400,2657,21569,2353,22171,2930,32699,2894,35373,2922,36237,3156,40977,2867,38318,2704,39970,2934,70592,3987,102609,4567,130939,3997,82632,4443,52150,3252,46340,2892,43208,2890,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,186683,3884,4220,928,4135,914,3912,770,5621,1079,7492,1170,8363,1391,8313,1316,7559,1333,8705,1270,15821,1558,26791,2125,35536,2413,21850,1792,11067,1327,8295,1448,9003,1147,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1308103,13072,57585,3578,38533,2883,46804,3664,67344,4619,62343,3899,64951,3484,65869,3843,65921,4113,59910,3585,117971,5649,156564,6247,188663,6209,118253,4809,68966,3683,62653,4102,65773,3567,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3127207,16978,81090,4978,54929,4109,65928,3832,85903,4270,101094,5148,112407,5204,112595,5029,117040,5502,109420,5088,235069,7879,325146,8613,475422,9082,385263,9812,253281,6645,279049,7304,333571,6644,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,573684,5947,13460,1758,10919,2012,11106,1648,18705,1939,16251,1727,21018,2078,20793,1708,23343,1947,23495,2291,57783,3286,76770,3448,102669,3400,69562,3340,38439,2617,35274,2248,34097,2363,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,154206,2941,6336,1193,4125,905,4534,800,5208,719,5938,846,6470,1064,6641,934,6747,1022,7143,1019,12835,1215,20186,1781,25113,1900,17871,1570,9248,1178,8861,1088,6950,941,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1389009,12300,33234,2664,23381,2837,28828,2720,36902,2766,41404,2719,40450,3040,46113,3129,46412,3140,49158,3527,104547,4599,142185,5210,209372,6720,163279,6338,119832,5487,131409,4694,172503,4672,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1306682,11056,37243,3007,24990,2503,29406,3047,36147,3218,35336,3130,47657,2952,46658,3460,52246,2931,49682,3514,100985,4243,153651,5797,208404,7110,162643,5488,97887,4413,115048,5405,108699,4610,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,448037,7675,26117,2842,16818,1663,21351,2417,23365,2428,23606,2191,25615,2328,25987,2448,23010,1946,22499,2589,42126,3268,56286,2927,61245,3925,34008,2528,17657,1951,16452,1750,11895,1514,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1281462,9682,31768,2730,24341,2026,31613,2292,41841,2872,43286,2714,53894,2441,55462,2921,55938,2915,58412,2939,114936,4032,165180,4899,226838,5025,154857,5209,82591,3974,77604,3772,62901,2893,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,129285,3617,2806,748,2227,718,3705,988,4861,1153,5096,1196,4604,1153,4304,879,5266,1152,5239,1006,10156,1528,14996,1957,22053,2207,18790,1879,10238,1518,8566,1527,6378,1114,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,5038,1137,920,503,317,260,354,278,402,291,29,49,280,310,109,110,722,462,343,280,273,235,331,231,333,227,121,202,41,69,186,190,277,235,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
