GEO_ID,B10053_001E,B10053_001M,B10053_002E,B10053_002M,B10053_003E,B10053_003M,B10053_004E,B10053_004M,B10053_005E,B10053_005M,B10053_006E,B10053_006M,B10053_007E,B10053_007M,B10053_008E,B10053_008M,B10053_009E,B10053_009M,B10053_010E,B10053_010M,B10053_011E,B10053_011M,NAME,B10053_001MA,B10053_001EA,B10053_002MA,B10053_002EA,B10053_003EA,B10053_003MA,B10053_004EA,B10053_004MA,B10053_005MA,B10053_005EA,B10053_006MA,B10053_006EA,B10053_007MA,B10053_007EA,B10053_008EA,B10053_008MA,B10053_009EA,B10053_009MA,B10053_010MA,B10053_010EA,B10053_011MA,B10053_011EA,state
0400000US01,114534,6358,109206,6239,58554,4885,34431,3505,24123,2884,50652,3876,5328,1303,1356,706,658,395,698,639,3972,1085,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,14694,1540,12623,1421,5478,874,3076,680,2402,557,7145,1107,2071,751,246,171,143,141,103,98,1825,742,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,161514,8101,106736,6436,43518,3239,25903,2596,17615,2040,63218,5078,54778,5044,15246,2227,9689,2007,5557,1324,39532,4395,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,69110,4713,63856,4106,35346,3066,22067,2490,13279,1887,28510,2957,5254,1629,2307,1370,1877,1303,430,268,2947,976,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1161135,20054,441046,10959,156402,6938,85162,6200,71240,4207,284644,8280,720089,16452,127986,6733,76898,5438,51088,4097,592103,14376,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,92261,5807,69114,5193,26981,3201,17233,2497,9748,1707,42133,3729,23147,3008,5662,1487,2497,960,3165,1181,17485,2615,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,61705,4165,46227,3726,16254,2481,10414,1791,5840,1388,29973,3255,15478,2332,3448,1112,2048,946,1400,636,12030,1965,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,25008,2731,21554,2552,8528,1447,5253,1197,3275,869,13026,2371,3454,951,1450,638,1137,566,313,229,2004,800,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,9919,1771,8328,1607,4102,1062,2385,906,1717,551,4226,1125,1591,843,91,107,0,198,91,107,1500,831,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,480862,16174,286693,12345,119723,7851,70364,6277,49359,4072,166970,7881,194169,8714,35993,4943,19959,3234,16034,3129,158176,7920,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,260132,10221,211558,8681,102346,6220,63881,5300,38465,3340,109212,6352,48574,4523,12351,2209,7513,1710,4838,1395,36223,3719,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,55432,3776,34713,3001,10805,1838,4900,1382,5905,1342,23908,2442,20719,2484,3208,968,1545,666,1663,709,17511,2305,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,28354,3992,23318,3558,11628,2748,5876,1871,5752,1515,11690,2376,5036,1889,922,570,885,568,37,67,4114,1633,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,269663,9174,170029,6745,72483,4906,45406,3974,27077,2559,97546,5082,99634,6548,18848,2451,11892,2133,6956,1187,80786,6152,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,127546,6365,117891,5982,55117,4487,37306,3565,17811,2496,62774,4064,9655,2090,2255,983,1666,846,589,467,7400,1833,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,37826,3149,33201,3058,13080,1934,8762,1715,4318,889,20121,2123,4625,1292,1717,915,1467,856,250,313,2908,859,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,51363,4603,41631,4013,20627,2829,12005,2067,8622,1607,21004,2391,9732,1832,2468,818,1796,725,672,471,7264,1701,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,103367,6085,99885,5891,54540,4349,35818,3466,18722,2208,45345,3654,3482,1036,1381,716,960,593,421,346,2101,781,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,116573,6678,110063,6796,54682,3783,34623,3145,20059,2506,55381,4536,6510,1558,1958,796,1517,660,441,332,4552,1344,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,19701,2279,18403,2340,7247,1902,4492,1530,2755,805,11156,1859,1298,532,336,199,179,152,157,149,962,483,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,144589,7250,103505,5767,39123,2958,23128,2357,15995,2301,64382,4863,41084,3967,7791,1635,4263,1214,3528,1027,33293,3275,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,123183,7063,79859,5557,26577,2302,16942,2169,9635,1360,53282,4727,43324,4355,9574,2251,6001,1781,3573,978,33750,3659,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
