GEO_ID,B27001D_001E,B27001D_001M,B27001D_002E,B27001D_002M,B27001D_003E,B27001D_003M,B27001D_004E,B27001D_004M,B27001D_005E,B27001D_005M,B27001D_006E,B27001D_006M,B27001D_007E,B27001D_007M,B27001D_008E,B27001D_008M,B27001D_009E,B27001D_009M,B27001D_010E,B27001D_010M,B27001D_011E,B27001D_011M,B27001D_012E,B27001D_012M,B27001D_013E,B27001D_013M,B27001D_014E,B27001D_014M,B27001D_015E,B27001D_015M,B27001D_016E,B27001D_016M,B27001D_017E,B27001D_017M,B27001D_018E,B27001D_018M,B27001D_019E,B27001D_019M,B27001D_020E,B27001D_020M,B27001D_021E,B27001D_021M,B27001D_022E,B27001D_022M,B27001D_023E,B27001D_023M,B27001D_024E,B27001D_024M,B27001D_025E,B27001D_025M,B27001D_026E,B27001D_026M,B27001D_027E,B27001D_027M,B27001D_028E,B27001D_028M,NAME,B27001D_001MA,B27001D_001EA,B27001D_002MA,B27001D_002EA,B27001D_003EA,B27001D_003MA,B27001D_004EA,B27001D_004MA,B27001D_005EA,B27001D_005MA,B27001D_006MA,B27001D_006EA,B27001D_007MA,B27001D_007EA,B27001D_008EA,B27001D_008MA,B27001D_009EA,B27001D_009MA,B27001D_010EA,B27001D_010MA,B27001D_011MA,B27001D_011EA,B27001D_012MA,B27001D_012EA,B27001D_013EA,B27001D_013MA,B27001D_014EA,B27001D_014MA,B27001D_015EA,B27001D_015MA,B27001D_016EA,B27001D_016MA,B27001D_017MA,B27001D_017EA,B27001D_018EA,B27001D_018MA,B27001D_019EA,B27001D_019MA,B27001D_020EA,B27001D_020MA,B27001D_021EA,B27001D_021MA,B27001D_022MA,B27001D_022EA,B27001D_023EA,B27001D_023MA,B27001D_024EA,B27001D_024MA,B27001D_025EA,B27001D_025MA,B27001D_026EA,B27001D_026MA,B27001D_027EA,B27001D_027MA,B27001D_028MA,B27001D_028EA,state
0400000US01,57722,2995,3568,862,3510,868,58,79,9088,1154,7844,1084,1244,839,7117,1412,5626,1351,1491,616,9000,1350,7413,1203,1587,730,10199,1684,7572,1487,2627,1053,8809,1280,7965,1255,844,522,4813,1000,4025,988,788,445,2528,889,2030,755,498,482,2600,945,2126,784,474,456,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,43199,2231,3298,753,3066,809,232,218,7079,1068,5869,1075,1210,703,6312,787,4914,806,1398,685,5206,697,4208,665,998,431,6784,704,5408,757,1376,627,5525,617,3838,679,1687,570,5487,674,4556,723,931,483,2150,580,1760,506,390,267,1358,543,1236,533,122,185,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,210063,4806,15839,1668,14968,1542,871,471,31483,2235,29420,2290,2063,969,20920,1625,16636,1733,4284,1118,35745,1568,31058,1870,4687,1212,36649,1628,33032,1819,3617,1086,26997,834,23838,1079,3159,747,20609,1301,17514,1557,3095,1008,13824,999,13037,1253,787,812,7997,700,7545,822,452,565,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,36286,2267,1994,517,1899,511,95,199,6435,998,6356,1011,79,101,2655,863,2074,776,581,316,6852,933,6167,939,685,352,7081,1127,5817,996,1264,622,5853,1290,5100,1227,753,770,3313,576,2952,607,361,237,1243,556,1243,556,0,190,860,424,860,424,0,190,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5370916,18288,327224,5595,316436,5681,10788,1978,689417,8634,657627,8679,31790,3812,489293,4406,418017,5871,71276,4467,849216,5571,731585,7426,117631,5445,834529,5102,758605,6461,75924,4938,780932,3910,706129,5268,74803,4672,674607,3519,596456,4976,78151,4417,416428,2578,401785,3542,14643,2385,309270,2474,305646,2740,3624,1042,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,156451,4077,11183,1123,10643,1140,540,405,24210,1972,23380,1970,830,423,14281,1329,12118,1094,2163,888,27431,1583,22481,1709,4950,1377,28372,1766,25795,1715,2577,980,20582,1414,18298,1519,2284,694,15789,885,13529,1023,2260,741,9007,953,8584,996,423,294,5596,849,5443,882,153,178,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,150850,3770,11280,1119,11119,1147,161,222,21381,1846,20375,1976,1006,801,16638,1169,15399,1195,1239,546,26912,1425,24530,1507,2382,822,28774,1360,28111,1436,663,526,21113,1203,18371,1483,2742,1075,13871,759,11878,1171,1993,959,7360,723,6424,830,936,562,3521,733,3474,731,47,81,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,36092,874,2946,441,2859,454,87,141,5180,664,4262,1124,918,898,3978,687,2796,687,1182,816,7037,637,6554,763,483,380,6594,714,5373,1230,1221,1151,3796,695,2723,644,1073,568,3169,405,2685,558,484,376,2572,581,2414,554,158,204,820,405,820,405,0,185,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,24840,1156,1580,585,1483,559,97,155,737,363,640,315,97,154,3795,430,3291,513,504,290,8332,557,7541,825,791,574,4787,312,4368,359,419,284,2243,229,1737,409,506,392,1779,278,1402,383,377,373,964,338,807,357,157,249,623,295,623,295,0,198,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,522706,7748,29416,2890,26672,2645,2744,1135,70954,3501,62316,3629,8638,2265,50139,2598,38773,2982,11366,2424,80121,3252,63815,3217,16306,2075,89248,2786,71452,3362,17796,2326,77682,3015,63837,3340,13845,2002,60993,1887,47113,2714,13880,2013,42426,2041,40056,2034,2370,875,21727,1838,20864,1778,863,578,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
