GEO_ID,B19037A_001E,B19037A_001M,B19037A_002E,B19037A_002M,B19037A_003E,B19037A_003M,B19037A_004E,B19037A_004M,B19037A_005E,B19037A_005M,B19037A_006E,B19037A_006M,B19037A_007E,B19037A_007M,B19037A_008E,B19037A_008M,B19037A_009E,B19037A_009M,B19037A_010E,B19037A_010M,B19037A_011E,B19037A_011M,B19037A_012E,B19037A_012M,B19037A_013E,B19037A_013M,B19037A_014E,B19037A_014M,B19037A_015E,B19037A_015M,B19037A_016E,B19037A_016M,B19037A_017E,B19037A_017M,B19037A_018E,B19037A_018M,B19037A_019E,B19037A_019M,B19037A_020E,B19037A_020M,B19037A_021E,B19037A_021M,B19037A_022E,B19037A_022M,B19037A_023E,B19037A_023M,B19037A_024E,B19037A_024M,B19037A_025E,B19037A_025M,B19037A_026E,B19037A_026M,B19037A_027E,B19037A_027M,B19037A_028E,B19037A_028M,B19037A_029E,B19037A_029M,B19037A_030E,B19037A_030M,B19037A_031E,B19037A_031M,B19037A_032E,B19037A_032M,B19037A_033E,B19037A_033M,B19037A_034E,B19037A_034M,B19037A_035E,B19037A_035M,B19037A_036E,B19037A_036M,B19037A_037E,B19037A_037M,B19037A_038E,B19037A_038M,B19037A_039E,B19037A_039M,B19037A_040E,B19037A_040M,B19037A_041E,B19037A_041M,B19037A_042E,B19037A_042M,B19037A_043E,B19037A_043M,B19037A_044E,B19037A_044M,B19037A_045E,B19037A_045M,B19037A_046E,B19037A_046M,B19037A_047E,B19037A_047M,B19037A_048E,B19037A_048M,B19037A_049E,B19037A_049M,B19037A_050E,B19037A_050M,B19037A_051E,B19037A_051M,B19037A_052E,B19037A_052M,B19037A_053E,B19037A_053M,B19037A_054E,B19037A_054M,B19037A_055E,B19037A_055M,B19037A_056E,B19037A_056M,B19037A_057E,B19037A_057M,B19037A_058E,B19037A_058M,B19037A_059E,B19037A_059M,B19037A_060E,B19037A_060M,B19037A_061E,B19037A_061M,B19037A_062E,B19037A_062M,B19037A_063E,B19037A_063M,B19037A_064E,B19037A_064M,B19037A_065E,B19037A_065M,B19037A_066E,B19037A_066M,B19037A_067E,B19037A_067M,B19037A_068E,B19037A_068M,B19037A_069E,B19037A_069M,NAME,B19037A_001MA,B19037A_001EA,B19037A_002MA,B19037A_002EA,B19037A_003MA,B19037A_003EA,B19037A_004EA,B19037A_004MA,B19037A_005EA,B19037A_005MA,B19037A_006MA,B19037A_006EA,B19037A_007MA,B19037A_007EA,B19037A_008EA,B19037A_008MA,B19037A_009MA,B19037A_009EA,B19037A_010EA,B19037A_010MA,B19037A_011MA,B19037A_011EA,B19037A_012MA,B19037A_012EA,B19037A_013EA,B19037A_013MA,B19037A_014MA,B19037A_014EA,B19037A_015EA,B19037A_015MA,B19037A_016EA,B19037A_016MA,B19037A_017MA,B19037A_017EA,B19037A_018MA,B19037A_018EA,B19037A_019EA,B19037A_019MA,B19037A_020MA,B19037A_020EA,B19037A_021EA,B19037A_021MA,B19037A_022MA,B19037A_022EA,B19037A_023EA,B19037A_023MA,B19037A_024EA,B19037A_024MA,B19037A_025MA,B19037A_025EA,B19037A_026EA,B19037A_026MA,B19037A_027EA,B19037A_027MA,B19037A_028MA,B19037A_028EA,B19037A_029EA,B19037A_029MA,B19037A_030EA,B19037A_030MA,B19037A_031MA,B19037A_031EA,B19037A_032EA,B19037A_032MA,B19037A_033MA,B19037A_033EA,B19037A_034EA,B19037A_034MA,B19037A_035EA,B19037A_035MA,B19037A_036MA,B19037A_036EA,B19037A_037MA,B19037A_037EA,B19037A_038EA,B19037A_038MA,B19037A_039MA,B19037A_039EA,B19037A_040EA,B19037A_040MA,B19037A_041EA,B19037A_041MA,B19037A_042MA,B19037A_042EA,B19037A_043EA,B19037A_043MA,B19037A_044MA,B19037A_044EA,B19037A_045EA,B19037A_045MA,B19037A_046EA,B19037A_046MA,B19037A_047MA,B19037A_047EA,B19037A_048EA,B19037A_048MA,B19037A_049EA,B19037A_049MA,B19037A_050MA,B19037A_050EA,B19037A_051EA,B19037A_051MA,B19037A_052EA,B19037A_052MA,B19037A_053MA,B19037A_053EA,B19037A_054EA,B19037A_054MA,B19037A_055MA,B19037A_055EA,B19037A_056EA,B19037A_056MA,B19037A_057EA,B19037A_057MA,B19037A_058MA,B19037A_058EA,B19037A_059EA,B19037A_059MA,B19037A_060EA,B19037A_060MA,B19037A_061MA,B19037A_061EA,B19037A_062EA,B19037A_062MA,B19037A_063MA,B19037A_063EA,B19037A_064EA,B19037A_064MA,B19037A_065EA,B19037A_065MA,B19037A_066MA,B19037A_066EA,B19037A_067EA,B19037A_067MA,B19037A_068MA,B19037A_068EA,B19037A_069EA,B19037A_069MA,state
0400000US01,1301024,8129,47157,3293,9141,1630,4390,1341,4841,1074,3815,1043,4241,1257,4234,1171,3157,883,2559,783,2001,740,2640,967,3078,908,2211,763,555,304,235,280,30,38,29,49,377477,6093,25146,3021,15315,2034,13464,1660,18527,2082,17630,1817,19458,2666,17905,1918,19180,2172,18507,2324,32163,3214,44576,3580,58833,3583,33636,2759,18128,2274,16165,1952,8844,1413,503878,5406,36784,3187,22570,2071,21864,2108,22727,2181,20819,2116,20104,2044,19907,2194,22617,2207,22225,2076,40662,2704,53549,3050,63488,3967,50635,3530,29828,2320,30105,2160,25994,2123,372512,4098,26904,2154,34001,2353,34259,2289,31532,2145,29684,2331,25037,2165,22860,2278,18709,1936,18030,1682,28653,2480,33261,2196,29601,2340,15531,1572,9367,1452,7655,1013,7428,1186,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,185661,2963,11448,1642,731,368,368,299,623,411,1481,766,1422,667,579,377,352,227,993,588,1125,667,934,430,650,490,1563,741,452,343,45,76,130,162,0,145,62549,2998,1669,632,831,349,1036,393,2194,805,1766,628,981,382,2663,919,2902,779,1859,653,3676,862,7652,1380,9885,1336,10628,1545,5864,963,5638,805,3305,808,79529,2243,2243,562,2471,785,1677,555,1950,720,1841,611,2174,724,1741,682,2403,669,2173,659,4478,818,9284,1419,10669,1531,10467,1344,7875,1142,9069,1226,9014,1442,32135,1444,945,430,1701,569,1941,603,1746,458,943,399,1283,444,1617,424,1257,436,1268,456,2723,615,3768,865,4134,815,3500,836,1972,601,1738,511,1599,481,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2015686,11869,83449,4225,14121,2315,8267,1728,6548,1227,6852,1256,6971,1701,7669,1492,5085,1217,4153,1155,4916,1372,6520,1371,5879,1283,4691,1140,1221,668,396,237,0,200,160,219,602539,8131,35392,3164,21240,2606,23452,2692,25726,2285,28881,2979,34473,2862,28197,2830,33941,3459,26062,2816,56235,3733,68573,4051,83870,4965,58879,4006,28683,2515,27708,2723,21227,1897,735815,7632,50278,3709,32442,2757,29046,3183,30899,2998,26523,2577,32280,2924,30276,2827,32050,2833,29103,2196,60697,4175,78847,3998,92213,5792,72006,3766,42761,3005,45283,2884,51111,3545,593883,6002,36892,2775,43758,2653,44311,3144,44284,3203,44790,3194,40230,2700,36349,2985,35024,2908,28729,2096,48203,2806,55225,3469,60006,3168,29264,2166,17129,1653,14404,1544,15285,1567,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,906193,7188,40878,2780,8401,1565,2912,773,4622,1010,3968,1063,4285,1004,2365,689,2513,694,2719,952,1242,500,3935,1031,1805,686,1511,696,418,310,139,133,43,56,0,190,274935,5263,14214,1887,11335,1923,10645,1848,16703,2426,15248,2180,15025,2180,19267,2243,14928,2019,12999,1829,26613,2588,29917,2326,37851,3556,23626,2608,9836,1447,9003,1626,7725,1353,335703,5024,25601,2331,18992,2024,16225,2308,17136,2072,16425,1929,16265,1831,16693,1827,18449,2053,15505,1934,27620,2464,35761,3022,43817,3630,26851,2253,15318,1898,12625,1488,12420,1576,254677,2893,17074,1857,29212,2586,25696,2247,21791,1964,19204,1717,16640,1611,15735,1759,14530,1920,11690,1475,20162,1736,20394,1720,18395,2006,9246,1397,5061,1062,4736,888,5111,1050,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8501057,23835,235595,6932,37341,3093,20112,2325,16796,2207,19890,2129,17179,2155,15925,1954,12957,1779,13755,1989,9604,1435,19627,2486,21373,2364,15832,1798,6902,1316,3324,878,2596,798,2382,913,2701477,16831,122782,6852,89153,4725,97759,4895,114288,5273,112500,5185,118218,5261,110852,5458,115334,6440,105554,5300,202447,6095,277485,8336,363066,9536,285868,7923,177722,6699,199659,6920,208790,6240,3388756,14892,164565,7259,127928,5756,109500,5266,120983,5377,115437,5542,116708,4377,105160,4518,117087,5990,110422,5323,216773,5825,308671,8723,440138,9331,351352,8540,243896,7410,323512,7983,416624,7371,2175229,11885,117679,5434,162825,5127,151879,5191,141049,5633,124091,5131,118797,5135,116081,4748,98326,3866,88809,4256,157728,4957,203375,6062,228168,6585,145841,4830,93257,4037,99198,3652,128126,4779,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1786357,8098,82262,4208,14130,2057,5545,1171,6438,1489,6497,1452,6944,1376,7953,1340,4447,1188,5622,1559,4554,1035,6122,1486,5966,1438,3607,1092,1730,617,1123,577,981,523,603,411,621233,8154,25609,2712,12599,1964,14237,2029,23749,2594,22341,2432,26678,2859,28568,3243,28257,2558,25444,2414,52188,3468,75755,3859,100553,4242,68087,3383,41132,3036,43012,3135,33024,2545,693747,6054,34891,2764,19599,2054,20238,2079,20456,2125,21780,2309,26068,2443,25636,2419,25024,2213,25331,2425,49272,2883,70128,3162,98714,4417,77458,3721,50620,2837,61916,2985,66616,3213,389115,4174,21742,2008,25434,2140,28061,2327,26617,1927,26221,2098,23234,1960,20341,1789,20420,1813,18838,1600,31981,2723,38801,3018,42123,2664,23852,1573,14843,1743,13294,1608,13313,1462,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1096451,8068,23202,2276,5606,1396,1132,506,1869,756,1090,575,1455,585,1513,528,502,458,1417,641,1300,661,1973,594,1694,623,2071,811,654,430,548,396,378,322,0,197,282809,5117,11848,1967,6137,1474,6864,1311,8165,1593,8624,1540,6921,1533,7956,1583,9544,1498,9003,1598,17008,2225,30269,2677,45435,3479,33463,3287,25042,2584,28035,2340,28495,2391,485502,4819,19318,1892,10703,1522,12524,2006,11109,1745,13192,1835,11644,1489,12075,1907,14917,1797,11877,1577,27795,2696,43664,3521,66587,4201,56627,3425,44400,3276,54572,3638,74498,3455,304938,3725,16627,1876,15455,1778,23881,2311,21289,1902,17568,1833,18027,1825,17255,1720,14518,1434,14545,1667,23037,2209,27059,2084,34347,2235,19167,1815,12277,1347,12485,1373,17401,1500,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,254714,3145,5706,1019,1277,468,447,318,250,190,628,407,123,109,491,343,296,185,60,51,514,327,535,284,136,120,465,341,275,289,209,257,0,185,0,185,68104,2574,3448,1137,930,550,1881,750,1841,576,2623,883,3000,983,3598,1099,2851,797,2733,864,5527,1272,8695,1239,9858,1326,8104,1130,4902,959,4554,876,3559,1096,104580,2241,4870,981,2530,678,2315,714,2942,629,1971,512,4286,1049,5021,1067,3623,833,3708,808,7791,1340,10576,1685,15825,1486,10882,1524,8630,1306,10080,1429,9530,1217,76324,1853,3883,853,3754,957,5126,1000,5207,884,5702,959,5305,907,3780,889,4135,838,3853,755,6566,1026,8218,1116,8804,1323,4573,751,2230,590,2480,578,2708,615,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,125176,2570,6228,1000,1693,656,271,223,60,95,247,175,181,164,109,112,267,235,167,160,463,446,825,485,406,253,551,287,357,249,215,178,300,282,116,97,70326,1997,2507,1097,764,459,586,422,992,555,855,403,1376,667,659,411,2245,814,648,335,2826,800,6745,1420,10301,1292,9612,1602,6817,1263,8964,1424,14429,1303,30897,1397,949,394,456,351,123,130,267,228,305,181,364,260,511,367,352,256,287,247,648,451,1531,626,2561,737,2931,613,2715,698,5308,1046,11589,1307,17725,879,731,436,1023,616,564,316,718,596,573,352,419,356,525,330,452,396,454,306,821,421,1347,433,2337,721,1419,454,1238,444,1810,601,3294,658,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5897961,22424,152348,6246,27356,2817,11385,1674,10920,1955,12309,1723,14507,2009,10676,1987,9392,1729,10238,1866,9192,1564,11828,1770,11611,1835,7591,1586,3269,1054,1387,686,417,298,270,206,1522114,15032,80625,5442,51872,4133,66215,5291,78433,4868,72736,4900,87571,4799,76554,5103,88442,5426,74408,4438,142305,7405,177628,7410,206940,8835,133204,6652,63907,3969,65293,4188,55981,3365,2238428,16067,154838,7203,90940,5110,90935,5298,101901,5532,100200,5272,104906,5777,96563,4785,104403,5396,92665,4651,188124,6731,232241,8512,284709,7675,206755,5927,119580,4217,124302,6052,145366,5745,1985071,11802,142013,5648,145407,5681,164152,6324,159973,6003,143054,5553,125260,5126,118656,5458,103234,4803,94675,4805,162353,5534,173982,4829,175190,5530,101395,4725,55734,3438,52518,3441,67475,3583,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
