GEO_ID,B24012_001E,B24012_001M,B24012_002E,B24012_002M,B24012_003E,B24012_003M,B24012_004E,B24012_004M,B24012_005E,B24012_005M,B24012_006E,B24012_006M,B24012_007E,B24012_007M,B24012_008E,B24012_008M,B24012_009E,B24012_009M,B24012_010E,B24012_010M,B24012_011E,B24012_011M,B24012_012E,B24012_012M,B24012_013E,B24012_013M,B24012_014E,B24012_014M,B24012_015E,B24012_015M,B24012_016E,B24012_016M,B24012_017E,B24012_017M,B24012_018E,B24012_018M,B24012_019E,B24012_019M,B24012_020E,B24012_020M,B24012_021E,B24012_021M,B24012_022E,B24012_022M,B24012_023E,B24012_023M,B24012_024E,B24012_024M,B24012_025E,B24012_025M,B24012_026E,B24012_026M,B24012_027E,B24012_027M,B24012_028E,B24012_028M,B24012_029E,B24012_029M,B24012_030E,B24012_030M,B24012_031E,B24012_031M,B24012_032E,B24012_032M,B24012_033E,B24012_033M,B24012_034E,B24012_034M,B24012_035E,B24012_035M,B24012_036E,B24012_036M,B24012_037E,B24012_037M,B24012_038E,B24012_038M,B24012_039E,B24012_039M,B24012_040E,B24012_040M,B24012_041E,B24012_041M,B24012_042E,B24012_042M,B24012_043E,B24012_043M,B24012_044E,B24012_044M,B24012_045E,B24012_045M,B24012_046E,B24012_046M,B24012_047E,B24012_047M,B24012_048E,B24012_048M,B24012_049E,B24012_049M,B24012_050E,B24012_050M,B24012_051E,B24012_051M,B24012_052E,B24012_052M,B24012_053E,B24012_053M,B24012_054E,B24012_054M,B24012_055E,B24012_055M,B24012_056E,B24012_056M,B24012_057E,B24012_057M,B24012_058E,B24012_058M,B24012_059E,B24012_059M,B24012_060E,B24012_060M,B24012_061E,B24012_061M,B24012_062E,B24012_062M,B24012_063E,B24012_063M,B24012_064E,B24012_064M,B24012_065E,B24012_065M,B24012_066E,B24012_066M,B24012_067E,B24012_067M,B24012_068E,B24012_068M,B24012_069E,B24012_069M,B24012_070E,B24012_070M,B24012_071E,B24012_071M,B24012_072E,B24012_072M,B24012_073E,B24012_073M,NAME,B24012_001MA,B24012_001EA,B24012_002MA,B24012_002EA,B24012_003EA,B24012_003MA,B24012_004EA,B24012_004MA,B24012_005EA,B24012_005MA,B24012_006EA,B24012_006MA,B24012_007MA,B24012_007EA,B24012_008EA,B24012_008MA,B24012_009EA,B24012_009MA,B24012_010EA,B24012_010MA,B24012_011EA,B24012_011MA,B24012_012MA,B24012_012EA,B24012_013MA,B24012_013EA,B24012_014MA,B24012_014EA,B24012_015EA,B24012_015MA,B24012_016EA,B24012_016MA,B24012_017EA,B24012_017MA,B24012_018MA,B24012_018EA,B24012_019MA,B24012_019EA,B24012_020EA,B24012_020MA,B24012_021EA,B24012_021MA,B24012_022EA,B24012_022MA,B24012_023MA,B24012_023EA,B24012_024MA,B24012_024EA,B24012_025MA,B24012_025EA,B24012_026MA,B24012_026EA,B24012_027MA,B24012_027EA,B24012_028EA,B24012_028MA,B24012_029MA,B24012_029EA,B24012_030MA,B24012_030EA,B24012_031MA,B24012_031EA,B24012_032MA,B24012_032EA,B24012_033MA,B24012_033EA,B24012_034MA,B24012_034EA,B24012_035MA,B24012_035EA,B24012_036MA,B24012_036EA,B24012_037MA,B24012_037EA,B24012_038EA,B24012_038MA,B24012_039EA,B24012_039MA,B24012_040MA,B24012_040EA,B24012_041MA,B24012_041EA,B24012_042MA,B24012_042EA,B24012_043EA,B24012_043MA,B24012_044EA,B24012_044MA,B24012_045MA,B24012_045EA,B24012_046MA,B24012_046EA,B24012_047MA,B24012_047EA,B24012_048MA,B24012_048EA,B24012_049EA,B24012_049MA,B24012_050EA,B24012_050MA,B24012_051MA,B24012_051EA,B24012_052MA,B24012_052EA,B24012_053MA,B24012_053EA,B24012_054EA,B24012_054MA,B24012_055EA,B24012_055MA,B24012_056MA,B24012_056EA,B24012_057MA,B24012_057EA,B24012_058EA,B24012_058MA,B24012_059EA,B24012_059MA,B24012_060EA,B24012_060MA,B24012_061EA,B24012_061MA,B24012_062MA,B24012_062EA,B24012_063EA,B24012_063MA,B24012_064EA,B24012_064MA,B24012_065EA,B24012_065MA,B24012_066EA,B24012_066MA,B24012_067MA,B24012_067EA,B24012_068MA,B24012_068EA,B24012_069MA,B24012_069EA,B24012_070EA,B24012_070MA,B24012_071EA,B24012_071MA,B24012_072EA,B24012_072MA,B24012_073MA,B24012_073EA,state
0400000US01,30388,249,36287,486,61812,844,67526,2436,71036,2274,61322,2668,72387,2698,72558,3098,77537,7242,60908,6330,46625,1786,41423,3436,109424,8229,46889,2034,35551,8836,61349,8247,91443,22350,42157,3920,20014,1242,20957,3843,37111,1613,30347,1936,41387,2061,11235,500,20647,1163,16682,2284,32183,1181,37294,2538,27808,2488,31398,550,23281,4805,27778,1721,36896,1039,31790,596,36034,751,32811,2604,22959,1439,24379,460,40892,466,43692,2267,43679,2952,43708,3275,53585,6675,61119,3243,55691,6829,36845,2740,35526,1218,35825,2208,44798,7206,36525,1573,21219,7896,41522,798,49944,1735,30038,1545,14160,562,20136,992,25490,2843,17137,2697,36223,9384,11489,485,13412,1115,12451,959,22266,448,16376,708,25632,474,24359,2946,21949,8872,21910,3694,32312,10262,21111,585,21823,733,16739,2231,21187,1125,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,41707,867,50591,1291,69977,4227,76937,8116,80048,7799,70777,13732,71838,6063,69458,10907,87470,9287,55413,13583,60111,7252,49581,11967,101997,9775,63284,5962,44940,6880,66796,12884,106951,29012,34840,21540,26179,2519,46629,9111,47564,20078,44275,19260,60155,24620,21075,1893,22731,8554,21287,4887,38630,5444,39143,9641,38462,6044,60073,4222,35913,7815,61827,4961,56104,8606,37321,6368,36659,10748,41341,7824,31325,10503,35300,1113,52690,2736,55584,2831,55258,4801,56669,7709,62333,5921,63945,3466,90322,22480,34834,11876,41857,6311,41484,5363,60331,11897,45592,11277,26527,9525,62092,3685,72890,4753,42056,7011,20289,1465,31355,1372,38839,48937,16848,18528,60249,46209,17935,2831,13116,5533,17168,4181,32056,1445,27016,3571,35151,3058,17289,9022,20841,12764,16739,6221,24226,36591,24078,6351,25209,6233,42056,24590,13333,14308,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,31663,188,36071,401,61271,696,65593,2159,70105,2861,55544,2844,71820,2074,70706,3375,79489,3692,49476,6635,40645,935,39803,1682,96318,18270,38917,1813,35730,2948,70151,8015,92938,12786,39344,4127,20832,383,23508,2819,45164,3167,32342,4750,51880,2087,15653,465,20301,735,16464,1847,32207,743,36678,967,28601,1623,31787,565,15771,3811,30817,622,38611,3122,30624,646,33609,3251,32480,2844,20087,1685,28083,665,41628,489,47041,1258,51157,1319,42337,1914,54677,4568,56728,4079,66488,14478,39713,8062,33946,950,35223,1159,52488,4388,32384,1144,28597,3068,51940,1311,63255,2652,32335,2055,15324,419,24455,1350,32497,3547,23216,5942,41817,4327,11728,488,13763,1173,15251,677,25964,503,20392,901,28467,911,25181,4577,9038,1731,25675,3539,33209,7078,20191,1005,20627,1155,25078,5249,16303,892,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,28798,749,33225,1296,52890,3421,58521,3793,59058,4116,57095,5943,59712,4242,58648,5855,61763,6661,51317,8000,44000,4112,35818,3699,100832,11038,49668,2604,31568,4275,58404,5644,74076,11791,40741,3255,18063,1853,16971,6224,36590,1507,31818,7465,36974,1435,11592,677,19212,1516,14484,4086,31160,1228,36329,2400,25703,1985,30442,713,23124,2468,28964,1709,35891,1901,31121,588,33315,2859,34813,2401,21831,745,23797,620,39301,1114,41794,1222,44236,4349,40192,2078,48409,10360,54234,9096,33301,8589,51338,14498,34930,1826,37738,7444,33421,10349,35884,1134,17128,8851,41224,1070,49780,1806,29118,2779,13930,790,19270,1831,27329,6299,16579,6741,35495,6053,11129,569,13763,2426,15486,957,21995,565,16053,1155,24616,816,18151,6526,12102,5529,12163,26901,21696,1374,21381,1054,22097,1121,20079,6055,18117,3678,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,34537,341,39806,398,74719,987,77428,1458,81654,640,66980,1751,87534,1689,91218,729,90418,1207,63691,3633,51955,420,42116,1402,121112,2717,50175,1394,50244,1160,78387,3775,100417,1143,45535,2121,21833,184,25495,1099,52274,2643,27615,1530,83296,4278,17715,455,22349,340,17466,820,33204,1047,37886,1351,30326,441,31158,249,19235,800,31968,302,38228,1804,30450,254,32171,355,34942,1124,21930,346,30033,194,52208,245,58835,1351,62068,674,53506,1171,68375,2563,74499,3330,70761,3602,56910,5230,39434,1242,41260,856,71771,2797,33615,2135,35992,1493,61516,513,75657,946,38320,1536,15754,196,24961,677,37350,3757,22568,2116,63752,4590,13109,401,14776,495,13917,474,26493,277,19237,509,30782,243,15014,889,11711,338,30711,5880,39715,5490,20290,390,20699,501,26910,1199,16877,632,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,36365,226,41664,284,67437,1763,70953,1138,72376,2316,64887,4960,78591,3345,80762,1935,80175,3929,62681,6000,46747,1374,44139,2000,106689,12412,44749,2226,40236,3270,70269,8298,83060,9743,45263,5803,22333,643,27213,4414,46830,4435,35038,5151,60770,3132,16677,1035,22068,1176,22733,2889,36968,934,41529,1119,31029,1022,35223,853,22804,2405,34433,2039,39806,2235,32032,589,34881,2151,36705,1848,24201,1409,31097,276,46526,604,50705,903,51565,1163,49327,2128,62004,2305,65744,6179,67438,4377,51713,4393,35788,979,40314,1630,57833,4384,32217,1761,26930,5104,51861,993,58276,3235,35898,2149,16557,506,23693,1557,35727,4919,18194,5591,52345,8226,13202,1213,15520,1149,15792,886,27009,622,21834,1226,30110,722,22723,4993,14837,1995,27399,9487,35473,7793,21921,1324,21444,1520,27530,4544,18838,2010,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,41801,341,50240,462,80157,1518,91745,2189,95603,4579,82952,8509,76933,2536,76677,3414,80554,2220,59818,10636,57436,4802,42119,3138,140188,28256,51810,4121,52446,5021,80691,9625,105907,15145,40754,4464,25839,898,20880,2586,64966,5501,48241,8578,74725,10981,18243,1524,26140,1630,25131,5306,41795,1130,50847,1445,31909,3081,42362,1547,21435,3325,40966,1391,48096,4413,36802,1220,42040,1520,36658,2362,21175,2056,35535,603,54442,2059,64175,3185,68623,3731,60531,2365,70005,5307,72385,5313,67241,8410,58369,11100,42740,2751,46299,2652,66908,8335,39679,3932,31291,2306,57989,2769,65966,1607,42260,4023,18246,1195,26145,1064,42193,22316,11304,4862,70058,5955,13750,1628,19044,4002,16453,1208,30638,687,20855,1575,33714,1398,32717,21183,17649,11001,34511,36627,54814,24822,21943,898,25078,2374,21108,1576,16318,4888,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,36763,741,41885,968,66132,2148,69088,6167,71869,5566,61241,6237,71801,4919,75520,8300,66658,3293,89272,16515,52531,5022,40727,7127,115331,31090,54535,10005,32387,36632,64042,12935,89149,31916,38433,20847,24768,2595,24884,5998,50832,3925,45837,10987,62697,12729,14606,5124,26219,1420,14208,8084,31483,1909,31901,3614,31213,2174,42092,5265,30278,20561,40999,5428,50247,7766,34164,3907,38059,6891,36988,7284,23987,4425,32394,1292,49555,1545,50605,2085,52102,6337,46207,3030,60475,6233,56971,23273,65640,3680,60235,7111,43742,3466,39277,4926,70497,21112,43974,4277,27389,21976,54443,5881,64706,4908,37117,4836,14974,1645,26129,1759,37252,9006,30544,9546,46619,33482,11658,1451,12208,4156,13694,1341,27006,1173,16800,1357,31099,1191,28092,45351,15171,11947,21786,68081,60091,18760,25841,5063,32380,4117,25945,14093,14675,3228,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,51931,950,57826,3513,81894,2377,85808,6014,91516,3516,71437,10637,78217,5673,75898,5579,81927,6949,85147,23596,82097,4497,57929,18002,151406,14768,55587,5722,66108,13529,90470,34008,91492,34236,46233,197174,28458,4450,32099,5525,45444,5851,42538,10318,70210,20152,21990,5409,23915,3336,27096,15601,44307,5130,43310,15388,44711,5334,36754,3116,-666666666,-222222222,36229,4774,41870,22082,23177,4368,18279,5862,26462,5224,21060,8808,48297,2620,70453,2738,75831,2839,77590,5271,72413,10326,75697,4832,77074,9234,78371,26961,67225,14620,61364,3121,45863,14916,125273,12757,39563,4126,52047,8663,60776,10843,64189,15605,46619,18867,22803,2434,24510,1385,35057,6376,29786,8156,64116,12196,15809,4749,18118,7945,25584,7170,31753,2131,20893,5282,36718,3658,46892,45333,-666666666,-222222222,37031,14964,78732,98052,32537,3679,36699,18898,30343,4619,32262,25075,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,30104,129,32350,210,56955,762,61305,530,64079,2702,52911,2384,63033,1793,65585,1614,63946,3306,50241,3236,42186,704,37412,2998,92101,6786,42029,788,35783,1346,64690,4433,91109,5108,37740,3183,21495,264,25064,2137,38892,2187,28904,2594,50456,1738,17403,670,20712,377,18619,1517,30757,495,35439,858,26139,569,28407,796,20036,908,26260,552,34091,1705,26986,460,30899,576,29995,1289,19832,1108,26356,172,41464,249,46399,702,49485,1821,41956,797,50484,2126,54520,4293,47944,7504,44489,5898,36132,513,36706,1154,46412,1113,35648,683,27198,1662,46746,874,55169,1436,32335,1036,16275,208,21791,352,31196,1161,19858,2901,40716,2064,14092,449,13858,616,15780,576,24700,423,18564,688,26733,248,19318,2771,14159,1992,19045,4046,31163,1247,19167,887,18996,1079,21978,968,15626,1177,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
