GEO_ID,B10051A_001E,B10051A_001M,B10051A_002E,B10051A_002M,B10051A_003E,B10051A_003M,B10051A_004E,B10051A_004M,B10051A_005E,B10051A_005M,B10051A_006E,B10051A_006M,B10051A_007E,B10051A_007M,NAME,B10051A_001EA,B10051A_001MA,B10051A_002MA,B10051A_002EA,B10051A_003MA,B10051A_003EA,B10051A_004MA,B10051A_004EA,B10051A_005MA,B10051A_005EA,B10051A_006EA,B10051A_006MA,B10051A_007EA,B10051A_007MA,state
0400000US34,103730,6027,28408,3263,14396,2368,14012,1994,75322,4805,26513,3347,48809,4213,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,33967,3672,16346,2242,9779,1832,6567,1386,17621,2453,8754,1743,8867,1686,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,192721,8409,58223,4328,32804,3239,25419,3057,134498,6855,44903,3734,89595,5158,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,119731,5972,52818,4193,31791,3326,21027,2392,66913,4618,33644,3267,33269,3071,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5523,1196,1737,705,1206,643,531,276,3786,908,2480,705,1306,525,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,175837,7203,77339,4955,49611,3806,27728,2506,98498,5661,50902,4299,47596,3632,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,63498,3597,32799,2353,18865,1828,13934,1500,30699,2481,15514,1644,15185,1784,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,57624,5181,20533,2988,10750,2249,9783,1807,37091,3662,16154,2518,20937,2406,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,174635,6278,65526,3832,42221,3179,23305,1937,109109,5340,48248,3746,60861,3824,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,14516,2005,4097,1034,2364,894,1733,657,10419,1847,3851,1022,6568,1313,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,63106,4326,31045,3873,15534,2236,15511,2656,32061,2940,14427,1986,17634,2215,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,8319,1578,4162,1004,2687,883,1475,571,4157,1145,1701,645,2456,829,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,120277,6243,58584,4132,37454,3428,21130,2544,61693,5109,31163,3694,30530,3063,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,552515,15691,218235,10359,141891,8595,76344,4810,334280,11833,170971,8577,163309,8042,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,51103,3637,12855,2055,6668,1313,6187,1430,38248,3110,17330,2274,20918,2123,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9769,1613,3383,965,2360,783,1023,469,6386,1391,3035,938,3351,1012,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,108306,6792,39267,3445,23619,3025,15648,1827,69039,5301,29377,3606,39662,3587,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,92033,5477,30691,2967,17181,2110,13510,2084,61342,4391,31143,3238,30199,2863,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,38740,3436,19644,2298,10578,1826,9066,1681,19096,2367,9122,1432,9974,1623,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,54139,4169,20340,2645,12649,1934,7691,1523,33799,3155,17017,2224,16782,1852,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,6494,1529,3061,1071,2225,869,836,492,3433,973,2089,691,1344,537,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,64834,4079,29828,3167,16275,2070,13553,2107,35006,3250,12982,2005,22024,2400,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
