GEO_ID,B05014_001E,B05014_001M,B05014_002E,B05014_002M,B05014_003E,B05014_003M,B05014_004E,B05014_004M,B05014_005E,B05014_005M,B05014_006E,B05014_006M,B05014_007E,B05014_007M,B05014_008E,B05014_008M,B05014_009E,B05014_009M,B05014_010E,B05014_010M,B05014_011E,B05014_011M,B05014_012E,B05014_012M,B05014_013E,B05014_013M,B05014_014E,B05014_014M,B05014_015E,B05014_015M,B05014_016E,B05014_016M,B05014_017E,B05014_017M,B05014_018E,B05014_018M,B05014_019E,B05014_019M,NAME,B05014_001MA,B05014_001EA,B05014_002MA,B05014_002EA,B05014_003MA,B05014_003EA,B05014_004MA,B05014_004EA,B05014_005EA,B05014_005MA,B05014_006EA,B05014_006MA,B05014_007MA,B05014_007EA,B05014_008MA,B05014_008EA,B05014_009MA,B05014_009EA,B05014_010EA,B05014_010MA,B05014_011EA,B05014_011MA,B05014_012MA,B05014_012EA,B05014_013MA,B05014_013EA,B05014_014MA,B05014_014EA,B05014_015MA,B05014_015EA,B05014_016EA,B05014_016MA,B05014_017EA,B05014_017MA,B05014_018MA,B05014_018EA,B05014_019MA,B05014_019EA,state
0400000US01,157356,6968,78744,4522,2220,754,7492,1599,16054,2759,20588,2462,15747,2164,8992,1386,4432,890,3219,849,78612,4561,1393,489,6700,1566,11272,1674,18567,2322,13794,1693,11945,1873,6521,1296,8420,1465,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,54672,3978,27274,2378,1028,559,1870,777,4291,1281,4291,990,5900,1151,5460,993,2866,750,1568,543,27398,2508,757,528,1585,827,3052,903,5133,1157,6007,1003,5026,765,2724,803,3114,689,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,919559,15821,444942,9366,8891,1946,29614,2802,71272,4025,92382,4857,94836,4324,68567,3689,42461,2792,36919,2937,474617,9649,8383,1612,27127,2935,59283,4006,91107,5202,101739,4602,75941,3948,55603,2822,55434,2660,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,139997,6123,71284,3955,1824,1097,5379,1545,16299,2701,19082,2228,14384,1482,7660,1439,4449,979,2207,642,68713,3746,973,555,4918,1435,11178,1477,19232,2141,14360,1829,7253,1134,5803,1105,4996,1128,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10512399,46440,5096796,27814,70651,4757,246579,7428,648867,13190,1020148,13065,1154047,12424,929778,8818,577346,9580,449380,7144,5415603,27479,67042,4126,221551,7839,581756,10456,1020827,13505,1190106,13346,995469,10982,678652,10871,660200,8428,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,538244,12742,266767,9050,5696,1321,19202,2720,46061,3596,62507,4084,61144,3761,36990,2699,19641,1876,15526,1789,271477,6948,6228,1254,15737,1904,40252,3639,63728,3642,59367,3294,37453,2717,24761,2109,23951,2099,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,491919,12684,243648,7936,6467,1510,15534,2606,38410,2612,50502,3923,47153,3291,42525,3028,24020,2127,19037,1514,248271,6817,5858,1245,15401,1926,28583,2417,48340,3188,48590,3131,41235,2739,27854,2664,32410,2450,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,80300,4876,39456,2665,359,208,2376,715,6813,1583,10479,1474,7669,1080,5138,1090,4012,839,2610,577,40844,3153,1197,651,2853,854,6027,919,8786,1597,7801,1096,5855,1318,4234,1101,4091,894,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,91949,5261,43725,3100,1398,717,2798,802,6607,1066,13786,1975,7661,1201,6146,1101,3079,783,2250,713,48224,3183,1904,897,3392,921,9092,1449,11830,2042,6880,987,7356,1125,4029,854,3741,957,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3973515,35748,1876420,19725,28722,3598,109541,5328,238492,8592,334119,9544,373732,8638,327290,7098,236664,7603,227860,5479,2097095,21551,30781,3848,107902,6552,223015,7188,336715,9507,406311,9749,371147,7907,295657,8487,325567,7237,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,994651,19709,499412,11758,9337,1911,35137,3638,85167,5166,121851,5138,113416,5102,76382,4389,39020,2846,19102,2222,495239,12199,8538,1811,31556,3489,74730,4499,122369,5651,109126,4917,72666,3522,41123,3169,35131,2591,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,250272,9722,106107,5401,3057,969,7462,1579,11841,1978,16124,1855,21808,2306,18441,1651,14099,1364,13275,1392,144165,5969,2154,755,6699,1609,14134,1784,22899,1992,26708,1958,26034,1753,22515,1912,23022,2005,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,97353,5953,48948,3613,1790,1225,4704,1381,7992,1603,10777,1793,11024,1877,7011,1463,3424,946,2226,863,48405,3802,1009,750,4355,1317,6347,1493,9872,1736,11067,1789,7191,1281,4453,939,4111,952,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
