GEO_ID,B23002A_001E,B23002A_001M,B23002A_002E,B23002A_002M,B23002A_003E,B23002A_003M,B23002A_004E,B23002A_004M,B23002A_005E,B23002A_005M,B23002A_006E,B23002A_006M,B23002A_007E,B23002A_007M,B23002A_008E,B23002A_008M,B23002A_009E,B23002A_009M,B23002A_010E,B23002A_010M,B23002A_011E,B23002A_011M,B23002A_012E,B23002A_012M,B23002A_013E,B23002A_013M,B23002A_014E,B23002A_014M,B23002A_015E,B23002A_015M,B23002A_016E,B23002A_016M,B23002A_017E,B23002A_017M,B23002A_018E,B23002A_018M,B23002A_019E,B23002A_019M,B23002A_020E,B23002A_020M,B23002A_021E,B23002A_021M,B23002A_022E,B23002A_022M,B23002A_023E,B23002A_023M,B23002A_024E,B23002A_024M,B23002A_025E,B23002A_025M,B23002A_026E,B23002A_026M,B23002A_027E,B23002A_027M,B23002A_028E,B23002A_028M,B23002A_029E,B23002A_029M,B23002A_030E,B23002A_030M,B23002A_031E,B23002A_031M,B23002A_032E,B23002A_032M,B23002A_033E,B23002A_033M,B23002A_034E,B23002A_034M,B23002A_035E,B23002A_035M,B23002A_036E,B23002A_036M,B23002A_037E,B23002A_037M,B23002A_038E,B23002A_038M,B23002A_039E,B23002A_039M,B23002A_040E,B23002A_040M,B23002A_041E,B23002A_041M,B23002A_042E,B23002A_042M,B23002A_043E,B23002A_043M,B23002A_044E,B23002A_044M,B23002A_045E,B23002A_045M,B23002A_046E,B23002A_046M,B23002A_047E,B23002A_047M,B23002A_048E,B23002A_048M,B23002A_049E,B23002A_049M,B23002A_050E,B23002A_050M,B23002A_051E,B23002A_051M,B23002A_052E,B23002A_052M,B23002A_053E,B23002A_053M,B23002A_054E,B23002A_054M,B23002A_055E,B23002A_055M,B23002A_056E,B23002A_056M,B23002A_057E,B23002A_057M,B23002A_058E,B23002A_058M,B23002A_059E,B23002A_059M,B23002A_060E,B23002A_060M,B23002A_061E,B23002A_061M,B23002A_062E,B23002A_062M,B23002A_063E,B23002A_063M,B23002A_064E,B23002A_064M,B23002A_065E,B23002A_065M,B23002A_066E,B23002A_066M,B23002A_067E,B23002A_067M,B23002A_068E,B23002A_068M,B23002A_069E,B23002A_069M,B23002A_070E,B23002A_070M,B23002A_071E,B23002A_071M,B23002A_072E,B23002A_072M,B23002A_073E,B23002A_073M,B23002A_074E,B23002A_074M,B23002A_075E,B23002A_075M,B23002A_076E,B23002A_076M,B23002A_077E,B23002A_077M,B23002A_078E,B23002A_078M,B23002A_079E,B23002A_079M,NAME,B23002A_001MA,B23002A_001EA,B23002A_002EA,B23002A_002MA,B23002A_003EA,B23002A_003MA,B23002A_004MA,B23002A_004EA,B23002A_005MA,B23002A_005EA,B23002A_006EA,B23002A_006MA,B23002A_007EA,B23002A_007MA,B23002A_008EA,B23002A_008MA,B23002A_009EA,B23002A_009MA,B23002A_010MA,B23002A_010EA,B23002A_011EA,B23002A_011MA,B23002A_012EA,B23002A_012MA,B23002A_013EA,B23002A_013MA,B23002A_014EA,B23002A_014MA,B23002A_015MA,B23002A_015EA,B23002A_016EA,B23002A_016MA,B23002A_017EA,B23002A_017MA,B23002A_018EA,B23002A_018MA,B23002A_019EA,B23002A_019MA,B23002A_020EA,B23002A_020MA,B23002A_021EA,B23002A_021MA,B23002A_022EA,B23002A_022MA,B23002A_023EA,B23002A_023MA,B23002A_024EA,B23002A_024MA,B23002A_025EA,B23002A_025MA,B23002A_026MA,B23002A_026EA,B23002A_027MA,B23002A_027EA,B23002A_028MA,B23002A_028EA,B23002A_029EA,B23002A_029MA,B23002A_030EA,B23002A_030MA,B23002A_031EA,B23002A_031MA,B23002A_032MA,B23002A_032EA,B23002A_033MA,B23002A_033EA,B23002A_034MA,B23002A_034EA,B23002A_035EA,B23002A_035MA,B23002A_036EA,B23002A_036MA,B23002A_037MA,B23002A_037EA,B23002A_038MA,B23002A_038EA,B23002A_039MA,B23002A_039EA,B23002A_040EA,B23002A_040MA,B23002A_041EA,B23002A_041MA,B23002A_042EA,B23002A_042MA,B23002A_043MA,B23002A_043EA,B23002A_044MA,B23002A_044EA,B23002A_045MA,B23002A_045EA,B23002A_046MA,B23002A_046EA,B23002A_047EA,B23002A_047MA,B23002A_048MA,B23002A_048EA,B23002A_049MA,B23002A_049EA,B23002A_050MA,B23002A_050EA,B23002A_051MA,B23002A_051EA,B23002A_052EA,B23002A_052MA,B23002A_053EA,B23002A_053MA,B23002A_054MA,B23002A_054EA,B23002A_055MA,B23002A_055EA,B23002A_056MA,B23002A_056EA,B23002A_057EA,B23002A_057MA,B23002A_058EA,B23002A_058MA,B23002A_059MA,B23002A_059EA,B23002A_060MA,B23002A_060EA,B23002A_061EA,B23002A_061MA,B23002A_062EA,B23002A_062MA,B23002A_063EA,B23002A_063MA,B23002A_064EA,B23002A_064MA,B23002A_065MA,B23002A_065EA,B23002A_066EA,B23002A_066MA,B23002A_067EA,B23002A_067MA,B23002A_068EA,B23002A_068MA,B23002A_069EA,B23002A_069MA,B23002A_070MA,B23002A_070EA,B23002A_071EA,B23002A_071MA,B23002A_072EA,B23002A_072MA,B23002A_073EA,B23002A_073MA,B23002A_074EA,B23002A_074MA,B23002A_075EA,B23002A_075MA,B23002A_076MA,B23002A_076EA,B23002A_077MA,B23002A_077EA,B23002A_078MA,B23002A_078EA,B23002A_079EA,B23002A_079MA,state
0400000US01,2715225,4506,1319305,3384,84961,2777,30215,2820,545,311,29670,2787,23409,2661,6261,1587,54746,2836,112894,2225,84034,3068,970,487,83064,3100,70642,2745,12422,1805,28860,2778,638384,2779,547759,5082,7758,1421,540001,5530,507713,5978,32288,3523,90625,4139,221850,765,146320,3586,44,75,146276,3580,141147,3680,5129,989,75530,3367,91661,3297,29658,2347,28458,2353,1200,420,62003,2997,169555,3199,21910,1858,21481,1816,429,259,147645,3407,1395920,3126,80139,2980,26442,2646,41,53,26401,2651,20393,2133,6008,1412,53697,3041,105794,2628,73245,3112,36,67,73209,3104,65205,3134,8004,1325,32549,3389,641466,2252,446844,6664,659,417,446185,6715,419034,6585,27151,2816,194622,6532,235767,1228,119715,3132,0,189,119715,3132,115471,2985,4244,969,116052,3097,103281,3145,23161,1894,22384,1861,777,314,80120,3081,229473,3369,14863,1671,14276,1605,587,323,214610,3233,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,392525,2234,211013,1540,12006,1070,4645,682,653,347,3992,656,3064,673,928,401,7361,1129,22176,755,20176,926,3923,954,16253,1283,15363,1302,890,458,2000,593,112141,1151,101349,1806,7317,1164,94032,2387,89613,2478,4419,1034,10792,1533,37157,414,28056,1031,17,26,28039,1031,26515,1141,1524,508,9101,1034,12234,1050,5025,966,4756,926,269,236,7209,1006,15299,1218,3037,633,2903,634,134,137,12262,1151,181512,1491,10413,1008,4718,957,18,40,4700,958,3787,879,913,441,5695,1098,15638,990,12675,1297,325,219,12350,1279,11613,1277,737,355,2963,776,96245,1063,74380,2242,649,269,73731,2268,70758,2265,2973,748,21865,2008,33194,176,21622,1341,23,37,21599,1343,20607,1336,992,576,11572,1331,10059,851,3931,698,3931,698,0,145,6128,865,15963,945,2296,650,2170,642,126,153,13667,908,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4244283,16439,2092666,9702,137423,3088,50444,3421,795,290,49649,3434,38460,3005,11189,1843,86979,3832,184749,3295,143009,4664,3580,832,139429,4609,122567,5146,16862,2429,41740,3628,996810,6478,854316,8524,6812,1086,847504,8674,799038,9320,48466,3742,142494,5727,324137,1733,214417,4135,0,200,214417,4135,200075,4312,14342,1909,109720,4101,150237,3621,42234,2903,40096,2843,2138,645,108003,3467,299310,3952,33339,2834,31489,2744,1850,481,265971,4273,2151617,8834,129022,3758,51130,2887,60,93,51070,2894,41662,2649,9408,1767,77892,3965,172689,3179,122177,4190,781,269,121396,4166,110048,4384,11348,2003,50512,3781,974375,5734,709142,9308,1060,546,708082,9334,665918,9460,42164,3264,265233,7965,353759,2021,191060,4282,0,200,191060,4282,180347,4218,10713,1333,162699,4466,162462,4503,37059,2816,35588,2683,1471,637,125403,4099,359310,4677,22621,2219,21858,2156,763,376,336689,4784,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1870849,4331,913147,2806,60242,2414,20624,2354,0,190,20624,2354,17034,2339,3590,773,39618,2510,78845,2377,60080,3204,1170,361,58910,3153,53512,2947,5398,1080,18765,2134,443904,2164,377329,4238,1848,613,375481,4316,354999,4552,20482,2364,66575,3687,145803,818,95915,2854,0,190,95915,2854,92792,3004,3123,834,49888,2883,63886,2421,20541,1688,19993,1696,548,297,43345,1852,120467,2564,16307,1610,15995,1621,312,218,104160,2476,957702,2701,58103,2270,20692,1972,0,190,20692,1972,17613,2068,3079,899,37411,2333,74253,1816,52621,2908,0,190,52621,2908,47838,2962,4783,1039,21632,2465,441576,2039,309388,5390,92,114,309296,5367,293330,5570,15966,2176,132188,5394,156276,953,81620,2610,0,190,81620,2610,78779,2720,2841,759,74656,2677,69970,2561,16028,1631,15972,1642,56,70,53942,2437,157524,2571,11383,1280,11320,1278,63,77,146141,2734,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,19193517,38336,9525896,23116,629804,7765,190913,5883,8820,1659,182093,5846,130909,5238,51184,3317,438891,7504,873565,7208,657916,7993,31489,3072,626427,8647,537309,9432,89118,5289,215649,8118,4930176,17551,4339206,19220,45811,3903,4293395,19164,4010685,19294,282710,8186,590970,10972,1486460,6315,1048544,9154,344,262,1048200,9174,980996,9041,67204,3545,437916,9123,557349,7897,214447,4846,200781,4946,13666,1792,342902,7480,1048542,8618,155128,5050,147392,4928,7736,1321,893414,8387,9667621,22766,595083,7925,180352,5373,929,416,179423,5344,135557,4893,43866,3521,414731,8834,809461,7146,570280,9138,4913,1160,565367,9131,498759,9431,66608,4475,239181,8427,4733948,13832,3462877,15578,4802,937,3458075,15577,3208022,16746,250053,8135,1271071,17222,1538707,5740,904022,11510,61,101,903961,11500,851079,11156,52882,3512,634685,10763,617067,7683,175281,5830,167292,5637,7989,1203,441786,7023,1373355,9418,107095,5042,102487,4980,4608,887,1266260,8875,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3631427,9711,1813500,6185,112494,3384,48570,2791,2343,445,46227,2746,36825,2590,9402,1576,63924,3418,163613,2861,134579,3846,6441,1030,128138,3792,114720,3746,13418,2294,29034,3176,959039,4621,864034,5933,12437,1843,851597,6436,816348,6807,35249,2958,95005,4132,293856,1452,218271,3918,0,192,218271,3918,209642,3864,8629,1162,75585,3758,109902,3700,45526,2423,43833,2407,1693,508,64376,3364,174596,3489,25147,1848,23899,1921,1248,665,149449,3296,1817927,5774,103461,2798,45779,2461,660,375,45119,2417,39238,2185,5881,1046,57682,3462,148434,2594,117558,3274,863,366,116695,3302,106580,3567,10115,1935,30876,3192,920360,3957,723216,7054,1040,357,722176,7076,692195,6888,29981,2429,197144,6745,305729,1621,194671,3987,0,192,194671,3987,188162,4033,6509,1260,111058,3827,112977,2591,35029,2228,33656,2139,1373,527,77948,3093,226966,2625,17848,1449,17193,1399,655,352,209118,2943,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2296631,9011,1107851,5493,74829,1778,29350,1938,648,307,28702,1942,23065,1929,5637,1201,45479,2052,90098,2279,71264,2941,2118,679,69146,3042,59058,3090,10088,1726,18834,1972,525904,3936,478976,5523,3190,774,475786,5467,445763,5881,30023,2919,46928,3910,202655,1085,161522,2991,38,62,161484,2991,153859,3001,7625,1234,41133,2790,74757,2444,33325,1978,31879,2015,1446,425,41432,2780,139608,2547,25150,1973,23329,1687,1821,719,114458,2573,1188780,5051,71264,1902,32279,2376,156,123,32123,2375,26623,2131,5500,1170,38985,2398,84131,1380,65507,2500,403,294,65104,2495,59805,2614,5299,1097,18624,2076,539906,3209,437325,5122,413,372,436912,5022,413706,5630,23206,2553,102581,4987,213368,1436,149221,3036,0,197,149221,3036,141418,3112,7803,1354,64147,3001,80272,2412,29165,1623,27673,1622,1492,565,51107,2503,199839,2415,18711,1832,17726,1792,985,405,181128,2794,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,538242,2907,259109,1990,14836,1075,5817,939,26,60,5791,950,4741,1014,1050,458,9019,1402,21100,653,16315,1080,467,255,15848,1059,14269,1019,1579,451,4785,965,121384,1238,106767,2156,1230,477,105537,2156,99300,2448,6237,1342,14617,1741,44715,529,31229,1454,50,82,31179,1449,29852,1453,1327,436,13486,1450,19990,1246,7680,1131,7275,1096,405,231,12310,1044,37084,1215,5511,899,5262,875,249,187,31573,1290,279133,1724,15352,997,6766,1085,0,185,6766,1085,5420,996,1346,584,8586,1058,19237,660,14705,1425,189,188,14516,1445,13166,1411,1350,606,4532,1282,125048,1216,100889,2437,109,144,100780,2416,94257,2565,6523,1480,24159,2064,49867,408,32574,1535,0,185,32574,1535,31181,1619,1393,435,17293,1531,22825,1190,5659,983,5460,952,199,162,17166,1112,46804,1223,3021,616,3010,620,11,18,43783,1343,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,236468,2908,117641,1823,4707,933,1289,533,66,87,1223,524,998,464,225,254,3418,680,11405,1019,7563,1225,904,382,6659,1246,6404,1207,255,201,3842,1178,78233,1595,73147,2257,1342,463,71805,2259,70833,2208,972,420,5086,1570,11192,436,9787,447,43,71,9744,458,8990,540,754,355,1405,452,3472,553,1547,438,1480,438,67,79,1925,423,8632,781,2132,638,2132,638,0,198,6500,752,118827,1586,5408,1002,1261,523,0,198,1261,523,1141,458,120,142,4147,937,14163,968,10825,1109,106,160,10719,1149,9972,1129,747,401,3338,1041,74162,1255,65390,1779,128,121,65262,1785,63929,1794,1333,465,8772,1553,10820,399,7856,796,0,198,7856,796,7510,792,346,288,2964,783,4985,761,2451,536,2451,536,0,198,2534,712,9289,794,1874,679,1844,686,30,51,7415,798,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12703463,21841,6180691,11996,334620,6710,107351,5173,2444,944,104907,4947,79156,4628,25751,2867,227269,5940,465499,3542,348108,6598,10076,1845,338032,6776,301872,7246,36160,3190,117391,6095,2871021,10214,2493328,13134,21833,2434,2471495,13535,2326112,16132,145383,8172,377693,11672,995989,3370,667315,9094,255,184,667060,9123,628036,8870,39024,3273,328674,8814,469512,7609,151013,5788,144087,5557,6926,1294,318499,7268,1044050,7769,126751,5871,119828,5873,6923,1433,917299,8898,6522772,13813,321135,5003,105829,4365,414,381,105415,4389,84045,4001,21370,2397,215306,5418,435200,4374,306836,6938,2166,819,304670,7067,274141,6717,30529,3624,128364,6365,2841479,8339,2128740,15358,3097,831,2125643,15383,1982578,15795,143065,7738,712739,12895,1096759,3588,624071,10231,49,83,624022,10238,590274,9926,33748,2361,472688,10223,525961,7462,129072,6036,123325,6038,5747,908,396889,7402,1302238,8351,84402,4560,81413,4628,2989,870,1217836,8893,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
