GEO_ID,B10054_001E,B10054_001M,B10054_002E,B10054_002M,B10054_003E,B10054_003M,B10054_004E,B10054_004M,B10054_005E,B10054_005M,B10054_006E,B10054_006M,B10054_007E,B10054_007M,B10054_008E,B10054_008M,B10054_009E,B10054_009M,B10054_010E,B10054_010M,B10054_011E,B10054_011M,B10054_012E,B10054_012M,B10054_013E,B10054_013M,B10054_014E,B10054_014M,B10054_015E,B10054_015M,B10054_016E,B10054_016M,B10054_017E,B10054_017M,NAME,B10054_001MA,B10054_001EA,B10054_002MA,B10054_002EA,B10054_003EA,B10054_003MA,B10054_004EA,B10054_004MA,B10054_005MA,B10054_005EA,B10054_006MA,B10054_006EA,B10054_007MA,B10054_007EA,B10054_008EA,B10054_008MA,B10054_009EA,B10054_009MA,B10054_010EA,B10054_010MA,B10054_011MA,B10054_011EA,B10054_012MA,B10054_012EA,B10054_013MA,B10054_013EA,B10054_014MA,B10054_014EA,B10054_015EA,B10054_015MA,B10054_016MA,B10054_016EA,B10054_017MA,B10054_017EA,state
0400000US01,114534,6358,108525,6444,58305,4953,34076,3518,24229,2841,50220,3851,6009,1301,2402,993,582,330,332,211,250,253,1820,921,3607,940,1023,592,681,435,342,398,2584,663,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,14694,1540,9045,1320,3604,797,2027,590,1577,508,5441,1088,5649,926,3486,531,1747,348,1054,249,693,221,1739,496,2163,717,373,237,138,128,235,169,1790,687,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,161514,8101,76307,6095,30816,3063,18846,2432,11970,1686,45491,4655,85207,5762,36337,3128,13691,1713,8538,1412,5153,837,22646,2859,48870,4773,14257,2067,8208,1824,6049,1347,34613,4186,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,69110,4713,63855,4138,35564,3165,22140,2567,13424,1900,28291,2923,5255,1863,832,442,351,299,198,190,153,170,481,358,4423,1795,1738,1368,1606,1333,132,200,2685,1255,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1161135,20054,378207,10613,132676,6427,70625,5375,62051,3944,245531,8568,782928,18004,183595,8378,49364,4284,29748,3861,19616,2169,134231,7326,599333,14538,102348,6192,61687,4881,40661,3750,496985,12201,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,92261,5807,63402,5078,24300,3067,15733,2341,8567,1551,39102,3698,28859,3462,9672,1943,4058,1262,2372,845,1686,768,5614,1411,19187,2704,4285,1404,1625,847,2660,1123,14902,2355,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,61705,4165,39751,3591,13020,2372,7628,1853,5392,1295,26731,3279,21954,2791,7929,1609,3075,1178,2461,1075,614,407,4854,1034,14025,2235,3607,1219,2373,958,1234,757,10418,1933,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,25008,2731,19890,2435,8176,1477,4907,1217,3269,877,11714,2187,5118,1386,2683,1243,682,518,558,477,124,127,2001,1008,2435,696,1120,623,925,526,195,221,1315,473,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,9919,1771,8185,1607,3937,1079,2359,916,1578,497,4248,1140,1734,832,794,549,234,213,26,44,208,209,560,479,940,594,22,36,0,198,22,36,918,598,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,480862,16174,280406,12509,113228,7660,64645,6025,48583,4208,167178,7820,200456,8951,56975,5224,17430,2480,11618,2070,5812,1415,39545,4515,143481,8215,25058,3552,14060,2281,10998,2599,118423,7897,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
