GEO_ID,B20004_001E,B20004_001M,B20004_002E,B20004_002M,B20004_003E,B20004_003M,B20004_004E,B20004_004M,B20004_005E,B20004_005M,B20004_006E,B20004_006M,B20004_007E,B20004_007M,B20004_008E,B20004_008M,B20004_009E,B20004_009M,B20004_010E,B20004_010M,B20004_011E,B20004_011M,B20004_012E,B20004_012M,B20004_013E,B20004_013M,B20004_014E,B20004_014M,B20004_015E,B20004_015M,B20004_016E,B20004_016M,B20004_017E,B20004_017M,B20004_018E,B20004_018M,NAME,B20004_001EA,B20004_001MA,B20004_002MA,B20004_002EA,B20004_003MA,B20004_003EA,B20004_004MA,B20004_004EA,B20004_005EA,B20004_005MA,B20004_006EA,B20004_006MA,B20004_007EA,B20004_007MA,B20004_008MA,B20004_008EA,B20004_009MA,B20004_009EA,B20004_010MA,B20004_010EA,B20004_011EA,B20004_011MA,B20004_012EA,B20004_012MA,B20004_013MA,B20004_013EA,B20004_014MA,B20004_014EA,B20004_015MA,B20004_015EA,B20004_016EA,B20004_016MA,B20004_017EA,B20004_017MA,B20004_018MA,B20004_018EA,state
0400000US01,31507,244,17583,978,25693,461,30662,345,45874,981,55873,1571,39235,1055,21600,767,31288,390,38901,1401,60327,1797,76203,3462,25495,322,12685,1030,20461,417,24508,721,36958,957,50047,880,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,45182,1533,26163,4190,35963,1371,41783,1254,56042,1720,71806,2578,52249,1598,36313,5188,42439,2946,50920,1915,66732,3704,85942,7013,37010,1111,19528,5468,28497,2622,33748,2071,47253,4154,63079,4415,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,33957,599,19554,789,27120,442,32971,895,46407,855,60458,1155,38707,786,21642,653,30838,590,39029,1329,56823,1828,79239,4946,30409,256,15289,694,22813,983,30022,584,39144,1460,50041,1313,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,30727,311,20961,595,25749,456,29634,978,43020,1821,55818,1614,35986,606,23176,1358,30959,540,37120,1441,51112,989,71117,1725,25465,416,15918,1053,20600,540,23555,934,37963,1608,48310,1781,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36900,135,19839,231,27664,410,36015,232,55900,541,77653,1157,41796,159,22754,304,31818,222,42235,272,66449,679,95668,1537,31489,150,15017,242,22447,274,30539,201,48016,856,65239,727,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,39341,481,23004,984,30568,372,35329,491,48818,1444,64861,2028,45439,449,26653,778,34983,1217,41333,513,60936,808,81304,1333,32516,664,16282,923,24711,1078,30074,663,40656,565,52151,905,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,45481,575,22153,1145,32916,1404,40502,589,61087,915,76885,1332,52055,461,26413,1125,40839,692,47940,2110,74544,3468,99929,3906,38473,1201,17988,1326,26644,605,34056,1832,49762,1951,65541,1299,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,39259,1529,24636,1910,31910,980,35851,973,51577,1437,62490,4310,45521,1486,29092,2424,37008,2251,41501,1049,62873,4668,74040,7191,35182,1058,18253,4209,26418,1100,31699,1006,46103,1923,52506,4430,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,55123,2155,23181,4318,28125,1792,38724,2968,62475,2892,88605,4894,59306,3628,23510,4182,29858,3438,40327,3282,70975,3046,99987,5233,51579,1283,22385,6352,27194,1993,36841,4496,55980,2524,79084,3700,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,31171,128,18716,462,25206,188,30779,208,43378,930,56526,1107,35473,233,21115,320,28407,664,35799,429,51560,429,72073,2086,27330,187,15358,390,21170,265,26904,280,38512,817,47115,785,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
