GEO_ID,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,NAME,B25070_001EA,B25070_001MA,B25070_002MA,B25070_002EA,B25070_003MA,B25070_003EA,B25070_004EA,B25070_004MA,B25070_005EA,B25070_005MA,B25070_006EA,B25070_006MA,B25070_007EA,B25070_007MA,B25070_008MA,B25070_008EA,B25070_009MA,B25070_009EA,B25070_010EA,B25070_010MA,B25070_011EA,B25070_011MA,state
0400000US13,1354968,15864,41445,3693,99975,5725,154907,6511,154647,6597,141242,7662,114379,5464,88222,5741,117258,5239,323854,9643,119039,5685,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,195394,4468,5553,1319,11662,1664,17881,2069,19897,2445,20983,2178,17049,1731,12876,2069,19371,2023,53462,2757,16660,1759,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,189193,5697,6974,1709,16252,2220,25144,2926,23009,2698,18848,2218,14205,1935,9946,1451,17778,2413,37393,3225,19644,2593,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1646766,13919,56193,3294,134052,5879,198379,6768,194962,7150,173980,6007,134126,5761,100734,4879,131808,6086,395984,9777,126548,5006,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,786398,10697,28299,2941,68158,4146,96199,4626,93268,4911,76738,3663,63868,4056,46890,3621,69102,3941,176988,7187,66888,4102,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,361593,6809,20052,1923,39860,3135,49847,3113,42075,2645,33875,2709,28351,2079,18778,2194,26036,2326,72159,4088,30560,1951,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,370112,6318,15195,1533,34377,2736,48914,3502,46990,3706,38435,2723,31924,2862,19643,2474,26180,1896,77764,3821,30690,2362,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,580897,9542,25195,2692,51737,3581,65341,3946,60180,4259,54169,3473,44831,3570,33219,3647,43390,3073,129270,5332,73565,4298,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,611409,10272,23605,2387,49361,3307,64719,4392,53626,4106,54030,3999,44778,3540,39012,3759,47418,3481,146096,6976,88764,4450,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,157702,5316,5770,1040,12880,1923,17546,2083,16281,2113,18699,2088,13960,2109,8164,1336,12260,1783,39177,3028,12965,1690,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,738690,10568,20654,2643,48661,3653,87409,4560,97828,5738,82718,4347,68683,4315,50995,3991,65602,3989,175253,6213,40887,3152,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,979004,12189,37867,3250,74253,4167,117364,6100,114532,5430,114584,5241,101647,5722,61211,4075,76528,4511,228349,7164,52669,3432,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1141290,11473,36494,2254,92882,4200,128251,4964,126204,5115,116501,4529,90005,5537,71509,5033,93225,4856,292796,7484,93423,4337,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,602789,9268,21696,1994,51207,3047,75696,4126,77444,4289,67779,3446,52730,3138,37112,3126,44456,3013,139754,5573,34915,2670,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,354319,8599,12788,1988,27669,3296,32655,3505,39738,3188,31856,3203,26855,3143,21602,2579,27454,2932,78360,4451,55342,3847,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,779183,12183,29701,2768,64298,3862,96779,4411,92157,5154,84409,5139,62535,4682,46460,3637,61084,4598,169738,5536,72022,4300,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,138106,4933,8815,1677,12430,1799,14226,1752,15989,1957,15456,2280,9322,1630,8281,1706,11924,1696,27282,2734,14381,1577,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,252327,4588,10658,1211,26373,2565,34709,2801,36203,3072,27701,2375,19842,2220,12819,1511,17261,1777,47873,2956,18888,1833,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,473614,7285,13695,1707,38210,3422,59237,3722,62274,3823,53197,4625,40494,3631,33011,2758,43893,3114,104588,4913,25015,2184,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,154760,5127,3923,940,11850,1783,19043,2158,21100,2596,18554,1969,14359,2105,10399,1765,13570,1836,34309,2707,7653,1350,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1173782,10436,38796,3151,90666,4696,133438,5119,136741,6008,123940,6160,103343,4665,73674,4161,104870,5891,305137,9105,63177,3742,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,251765,6079,11863,1991,18688,2350,27902,2782,25334,2763,25221,2157,21359,2371,15763,2431,20600,2691,57562,4842,27473,2942,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3424492,21300,145751,7283,255476,9405,350899,9452,353339,9675,354358,10814,301253,11260,206089,7803,293989,9130,958506,14472,204832,8430,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1355236,14632,42251,3510,108235,6120,153993,7020,166507,7384,137938,6702,116800,6006,76261,4769,121467,5512,313212,9266,118572,5526,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,110429,4045,7575,1437,13444,2129,15129,2460,13979,1797,11279,1767,8404,1623,4608,850,7758,1456,19447,2474,8806,1383,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1592424,15334,67559,4104,139084,6427,193690,7026,186482,7264,173728,6878,125404,4800,91362,5474,128137,5085,360646,9401,126332,5330,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,508942,7734,24017,1912,51633,3019,62892,3658,62427,3445,47893,3186,36097,2927,29360,2269,37454,2665,99941,3977,57228,2935,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,603119,8658,15610,1816,41899,3883,65549,4014,72154,4846,60279,3520,55261,3995,43976,3728,56750,3977,157186,6038,34455,2896,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1541808,15732,60194,3775,129542,5624,176822,6525,170697,6107,156397,5319,124907,5517,93216,4434,126147,5630,373988,9677,129898,5537,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,168776,4882,5097,1353,12084,1828,18683,2410,18561,2491,19237,2223,17975,2030,10716,1678,13769,1869,40807,3335,11847,1890,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,583737,11489,18809,2606,42308,3807,67251,4739,63582,4158,58290,4183,48311,3707,36243,2915,52087,3993,133440,6334,63416,3797,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,106465,3187,5707,1061,10950,1532,16991,1700,13658,1711,11737,1530,7577,1171,5194,1154,7115,1251,18297,2090,9239,1088,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,849868,12205,28297,2724,65259,4664,91361,4303,103139,4504,86865,4572,64050,4273,52195,3902,75406,4251,196151,7873,87145,4821,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3602956,26207,132067,7112,307032,9841,446769,11866,442085,10709,376495,10057,300436,7951,227436,8951,315125,9899,789187,16102,266324,8116,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,283207,6106,9865,1684,27318,2326,37130,3058,38444,2966,29201,2609,26114,2306,18586,2530,24522,2665,54470,3400,17557,1739,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,77045,2927,1324,481,4684,928,9479,1336,9576,1375,9797,1395,6557,1287,6089,1108,5676,1092,18057,1945,5806,1263,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1069008,14859,34786,3145,81198,4433,123644,5406,137499,6381,116319,5567,96164,5659,63853,4146,96196,4808,242058,7529,77291,5256,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1024981,13561,31222,3087,78224,4614,130402,6179,128721,5843,113715,4848,97743,5167,70163,3994,86074,5097,228776,8567,59941,4533,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,204620,5954,9828,1704,18673,2278,21426,2306,21940,2469,17403,2025,14568,1986,9096,1376,14356,2020,39483,3729,37847,3062,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,770792,9773,29309,2063,72061,3650,101508,4717,94295,5531,84336,3755,63858,3397,46467,3616,61650,3923,171467,6325,45841,2744,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,76977,3496,4700,1087,9499,1817,9741,1438,10137,1814,6994,1431,6151,1204,2900,622,5555,1385,13266,1758,8034,1318,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,395650,8325,8707,1572,16011,2208,20482,1814,24855,2435,22071,2657,20737,2228,15728,2286,20963,2392,66341,3751,179755,5703,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
