GEO_ID,C24060_001E,C24060_001M,C24060_002E,C24060_002M,C24060_003E,C24060_003M,C24060_004E,C24060_004M,C24060_005E,C24060_005M,C24060_006E,C24060_006M,C24060_007E,C24060_007M,C24060_008E,C24060_008M,C24060_009E,C24060_009M,C24060_010E,C24060_010M,C24060_011E,C24060_011M,C24060_012E,C24060_012M,C24060_013E,C24060_013M,C24060_014E,C24060_014M,C24060_015E,C24060_015M,C24060_016E,C24060_016M,C24060_017E,C24060_017M,C24060_018E,C24060_018M,C24060_019E,C24060_019M,C24060_020E,C24060_020M,C24060_021E,C24060_021M,C24060_022E,C24060_022M,C24060_023E,C24060_023M,C24060_024E,C24060_024M,C24060_025E,C24060_025M,C24060_026E,C24060_026M,C24060_027E,C24060_027M,C24060_028E,C24060_028M,C24060_029E,C24060_029M,C24060_030E,C24060_030M,C24060_031E,C24060_031M,C24060_032E,C24060_032M,C24060_033E,C24060_033M,C24060_034E,C24060_034M,C24060_035E,C24060_035M,C24060_036E,C24060_036M,NAME,C24060_001MA,C24060_001EA,C24060_002EA,C24060_002MA,C24060_003MA,C24060_003EA,C24060_004EA,C24060_004MA,C24060_005EA,C24060_005MA,C24060_006MA,C24060_006EA,C24060_007EA,C24060_007MA,C24060_008MA,C24060_008EA,C24060_009MA,C24060_009EA,C24060_010EA,C24060_010MA,C24060_011EA,C24060_011MA,C24060_012EA,C24060_012MA,C24060_013MA,C24060_013EA,C24060_014MA,C24060_014EA,C24060_015EA,C24060_015MA,C24060_016EA,C24060_016MA,C24060_017MA,C24060_017EA,C24060_018MA,C24060_018EA,C24060_019MA,C24060_019EA,C24060_020MA,C24060_020EA,C24060_021EA,C24060_021MA,C24060_022MA,C24060_022EA,C24060_023EA,C24060_023MA,C24060_024MA,C24060_024EA,C24060_025MA,C24060_025EA,C24060_026EA,C24060_026MA,C24060_027MA,C24060_027EA,C24060_028EA,C24060_028MA,C24060_029MA,C24060_029EA,C24060_030MA,C24060_030EA,C24060_031MA,C24060_031EA,C24060_032MA,C24060_032EA,C24060_033EA,C24060_033MA,C24060_034EA,C24060_034MA,C24060_035MA,C24060_035EA,C24060_036MA,C24060_036EA,state
0400000US01,2030482,13376,667732,10985,346739,8009,488811,10297,197399,7322,329801,9561,1401321,14601,360022,9128,224602,6554,384244,9247,144798,5830,287655,9675,55663,3618,28416,2366,6122,1423,12042,1586,5795,1180,3288,841,140407,5851,82392,4239,23000,2725,24376,2693,4026,966,6613,1333,323885,10128,170981,6929,61778,4140,51185,3523,16293,2094,23648,2425,109206,5125,25921,2878,31237,3007,16964,1997,26487,2282,8597,1395,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,352531,5376,126068,4976,65721,4595,74123,4311,45538,2946,41081,3327,191879,5908,43801,3089,37220,3681,50557,3845,29975,2584,30326,3011,13007,1768,6658,1216,1188,504,2205,718,2317,893,639,438,35082,3143,21490,2638,5987,1297,4412,820,1462,673,1731,528,89330,3969,46569,2924,14881,2089,14326,1913,7442,1438,6112,1338,23233,2127,7550,1239,6445,1296,2623,731,4342,709,2273,702,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2866629,19029,1006389,15876,574748,14707,740285,13978,265571,8482,279636,8991,1999701,22524,585479,13950,395115,12715,581602,13223,201854,7593,235651,8452,97459,4401,49032,3354,9600,1748,23928,2512,9876,1904,5023,1093,184375,7581,112552,4902,28572,2557,32961,2926,3816,1085,6474,1346,402807,10155,209321,7141,90107,4371,67298,4205,16621,2000,19460,2392,182287,8286,50005,3629,51354,5063,34496,3119,33404,3684,13028,1901,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1269092,12369,411029,9723,227279,8821,297605,7842,135459,5855,197720,7055,855930,12729,204814,8041,147355,7703,229846,7280,100038,4952,173877,6680,37470,2916,18582,2243,3509,897,7102,1068,5282,1284,2995,906,89616,4795,54885,3372,13263,1915,15439,2245,1953,776,4076,1196,201859,7090,106844,5340,42610,3263,33599,2894,7725,1380,11081,1992,84217,4526,25904,2625,20542,2350,11619,1678,20461,2552,5691,1028,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17638152,36488,6627679,38297,3295619,31563,4135547,28394,1602968,19511,1976339,21728,12077498,46558,3758194,34110,2162636,27399,3184966,26864,1251129,18604,1720573,21008,589054,13235,336209,9956,55263,3626,125659,5898,42287,3582,29636,2840,1148185,16134,732313,12921,150678,6121,191340,6230,29701,3195,44153,3220,2347593,24827,1268558,16604,524510,12153,383101,9629,82357,4638,89067,4972,1475822,19890,532405,12739,402532,9603,250481,8469,197494,7651,92910,4523,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2699282,13014,1086883,14606,477846,11362,625052,10578,265767,8605,243734,7537,1832741,16154,610050,11256,329998,9110,485718,10465,202437,7934,204538,7400,126509,6039,64425,3299,12817,2172,27293,3060,15976,2057,5998,1611,211346,8307,139885,6151,25626,2933,34065,3306,5880,1510,5890,1307,355736,8811,203909,6144,69808,4381,52289,3844,13693,2079,16037,1906,172950,7217,68614,4129,39597,3634,25687,2016,27781,2650,11271,1861,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1798758,11166,764237,11793,314538,9422,411634,9242,134063,6155,174286,7896,1220234,11797,439733,9620,208976,7470,325018,8287,91139,4822,155368,8078,61011,4263,33373,3052,5319,1211,12151,1926,8189,1417,1979,558,170284,5469,111778,4271,26783,2379,22821,2229,3059,843,5843,1383,233722,7141,137306,5536,47804,3263,34319,2760,8486,1692,5807,1303,113507,5892,42047,3155,25656,3154,17325,2006,23190,2377,5289,1192,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,441144,5793,171267,5245,79562,4637,104546,4620,35191,3291,50578,4035,307494,6841,98207,4496,57580,3996,81986,4483,27977,3075,41744,3915,14680,2092,8251,1679,1247,501,2353,745,1493,584,1336,707,37034,3095,22633,2361,5621,1317,6669,1309,596,317,1515,540,63323,3920,35265,3062,11094,1274,10462,1544,2029,715,4473,1056,18613,2055,6911,1031,4020,918,3076,751,3096,990,1510,532,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,345592,5578,207506,4843,53709,3933,61143,4164,9456,1679,13778,1770,170106,5855,80556,3935,36653,3306,37990,2913,6244,1429,8663,1566,12599,1896,7616,1345,1757,864,2047,694,476,530,703,413,67347,4041,52093,3115,4476,1156,8333,1604,1128,660,1317,598,81792,3805,58710,3118,7837,1322,11796,1665,1408,515,2041,669,13748,1858,8531,1195,2986,967,977,484,200,208,1054,637,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8738970,32696,2987267,27146,1822072,25032,2333815,23670,796175,16353,799641,18237,6141003,35035,1732563,22522,1297412,22760,1860990,22672,584462,14097,665576,17422,483066,12419,229245,8133,58229,4716,111038,6025,61755,3563,22799,2583,525337,12846,313401,10258,81726,5152,95157,5502,11591,2231,23462,2881,1048600,19097,558132,12393,215166,7853,175275,7349,47672,3887,52355,3731,540964,15121,153926,6923,169539,8944,91355,5806,90695,5568,35449,2949,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
