GEO_ID,B05003F_001E,B05003F_001M,B05003F_002E,B05003F_002M,B05003F_003E,B05003F_003M,B05003F_004E,B05003F_004M,B05003F_005E,B05003F_005M,B05003F_006E,B05003F_006M,B05003F_007E,B05003F_007M,B05003F_008E,B05003F_008M,B05003F_009E,B05003F_009M,B05003F_010E,B05003F_010M,B05003F_011E,B05003F_011M,B05003F_012E,B05003F_012M,B05003F_013E,B05003F_013M,B05003F_014E,B05003F_014M,B05003F_015E,B05003F_015M,B05003F_016E,B05003F_016M,B05003F_017E,B05003F_017M,B05003F_018E,B05003F_018M,B05003F_019E,B05003F_019M,B05003F_020E,B05003F_020M,B05003F_021E,B05003F_021M,B05003F_022E,B05003F_022M,B05003F_023E,B05003F_023M,NAME,B05003F_001MA,B05003F_001EA,B05003F_002EA,B05003F_002MA,B05003F_003EA,B05003F_003MA,B05003F_004MA,B05003F_004EA,B05003F_005EA,B05003F_005MA,B05003F_006EA,B05003F_006MA,B05003F_007EA,B05003F_007MA,B05003F_008MA,B05003F_008EA,B05003F_009MA,B05003F_009EA,B05003F_010EA,B05003F_010MA,B05003F_011EA,B05003F_011MA,B05003F_012EA,B05003F_012MA,B05003F_013EA,B05003F_013MA,B05003F_014MA,B05003F_014EA,B05003F_015MA,B05003F_015EA,B05003F_016EA,B05003F_016MA,B05003F_017EA,B05003F_017MA,B05003F_018EA,B05003F_018MA,B05003F_019MA,B05003F_019EA,B05003F_020MA,B05003F_020EA,B05003F_021MA,B05003F_021EA,B05003F_022EA,B05003F_022MA,B05003F_023EA,B05003F_023MA,state
0400000US01,69859,6642,37871,4271,16331,2736,13849,2591,2482,937,506,407,1976,848,21540,2381,5459,1321,16081,2193,2722,910,13359,2083,31988,3862,13363,2448,12212,2275,1151,700,46,74,1105,694,18625,2040,6340,1531,12285,1755,2241,845,10044,1714,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,9967,2196,5277,1264,678,462,678,462,0,145,0,145,0,145,4599,1172,2550,933,2049,722,961,552,1088,572,4690,1368,1244,793,970,597,274,355,243,352,31,55,3446,878,1999,709,1447,688,1005,581,442,354,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,433934,21381,216348,12035,66291,5808,61741,5695,4550,1218,472,562,4078,1152,150057,8818,83813,6059,66244,5474,18777,2348,47467,4989,217586,11695,67775,5588,64367,5560,3408,1101,567,400,2841,1004,149811,7921,82630,5704,67181,4536,23880,2530,43301,3700,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,50385,5783,27821,3702,10520,2169,10028,2208,492,346,235,294,257,198,17301,2354,4713,1105,12588,2370,2669,950,9919,2083,22564,2724,8229,1408,7651,1435,578,343,112,146,466,298,14335,1773,4456,1149,9879,1716,1820,530,8059,1641,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5114193,54578,2607993,31172,775581,15560,727457,16100,48124,3936,5957,1236,42167,3665,1832412,22620,791311,15686,1041101,16603,338410,9380,702691,13964,2506200,28938,744410,13463,703189,13934,41221,3693,4229,958,36992,3605,1761790,21071,771166,12779,990624,16015,361479,10950,629145,13018,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,215290,14446,113581,8279,35698,4910,32785,4445,2913,1234,350,337,2563,1186,77883,4632,43513,3799,34370,3341,7640,1500,26730,3036,101709,7600,29976,3342,27669,3202,2307,919,74,93,2233,929,71733,5103,40606,3432,31127,3535,7599,1573,23528,3119,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,197532,12084,103541,6871,30823,3002,28153,3033,2670,1171,305,271,2365,1185,72718,5470,41512,4221,31206,3462,4886,1189,26320,3148,93991,6656,26855,3134,25269,3146,1586,646,579,405,1007,547,67136,4585,40179,3773,26957,3228,6955,1343,20002,2982,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,20966,3483,10753,2015,3070,1020,3065,1020,5,9,0,185,5,9,7683,1373,4270,975,3413,1184,1367,695,2046,985,10213,2176,3394,1268,2969,1024,425,475,0,185,425,475,6819,1344,4314,1057,2505,958,364,280,2141,888,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,28798,4648,15753,2837,3764,1129,3212,1152,552,350,0,198,552,350,11989,2196,3355,1365,8634,1952,1321,727,7313,1871,13045,2384,3456,1160,2885,1153,571,526,0,198,571,526,9589,1640,2832,1099,6757,1417,1758,691,4999,1497,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,489726,24853,249462,13589,68589,5997,63000,5648,5589,1492,366,371,5223,1475,180873,10795,80648,6305,100225,8824,38166,4134,62059,6226,240264,14467,59244,5947,53204,5672,6040,1547,1692,915,4348,1331,181020,11015,83332,7218,97688,7469,49077,5270,48611,4454,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
