GEO_ID,B28006_001E,B28006_001M,B28006_002E,B28006_002M,B28006_003E,B28006_003M,B28006_004E,B28006_004M,B28006_005E,B28006_005M,B28006_006E,B28006_006M,B28006_007E,B28006_007M,B28006_008E,B28006_008M,B28006_009E,B28006_009M,B28006_010E,B28006_010M,B28006_011E,B28006_011M,B28006_012E,B28006_012M,B28006_013E,B28006_013M,B28006_014E,B28006_014M,B28006_015E,B28006_015M,B28006_016E,B28006_016M,B28006_017E,B28006_017M,B28006_018E,B28006_018M,B28006_019E,B28006_019M,NAME,B28006_001MA,B28006_001EA,B28006_002EA,B28006_002MA,B28006_003EA,B28006_003MA,B28006_004MA,B28006_004EA,B28006_005EA,B28006_005MA,B28006_006MA,B28006_006EA,B28006_007EA,B28006_007MA,B28006_008EA,B28006_008MA,B28006_009MA,B28006_009EA,B28006_010MA,B28006_010EA,B28006_011EA,B28006_011MA,B28006_012MA,B28006_012EA,B28006_013EA,B28006_013MA,B28006_014EA,B28006_014MA,B28006_015MA,B28006_015EA,B28006_016EA,B28006_016MA,B28006_017MA,B28006_017EA,B28006_018EA,B28006_018MA,B28006_019EA,B28006_019MA,state
0400000US01,3187322,4898,471574,11799,274372,9628,3655,974,191828,8962,78889,6019,197202,8291,1955686,16348,1583186,20154,17413,2294,1318510,20007,247263,9637,372500,11006,760062,13215,725562,12757,3113,943,674668,12594,47781,3863,34500,2800,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,445685,2303,30864,2246,23223,1924,226,185,20196,1857,2801,808,7641,1180,287469,5245,266142,5662,1585,604,237606,5860,26951,2727,21327,2325,127352,4923,125354,4943,634,437,118223,4935,6497,1341,1998,494,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4338291,3134,588514,13171,399110,12807,2512,890,310520,10666,86078,6819,189404,8573,2533565,18342,2216339,19940,14486,2199,1968072,20613,233781,10362,317226,8900,1216212,14379,1170594,13943,6355,1142,1102942,13586,61297,4637,45618,3769,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1922690,4153,279074,8876,168058,6953,2237,803,114746,5837,51075,4466,111016,6263,1225453,12316,1009944,14126,13142,2558,811511,14950,185291,9179,215509,9881,418163,10594,398814,10634,1742,585,363516,10222,33556,3280,19349,2344,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25147714,6969,4432394,27382,3420107,26986,36083,3981,2812225,27251,571799,15555,1012287,20048,12631024,39142,11439745,40988,88154,5633,10286368,45842,1065223,21538,1191279,24027,8084296,40817,7870493,40763,35751,3409,7543826,39469,290916,9436,213803,8298,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3519786,3928,327475,9133,249834,8451,4098,1328,196864,7870,48872,5405,77641,6214,1824615,15201,1662514,14961,23172,3245,1479843,14853,159499,7091,162101,6678,1367696,13877,1337414,13795,8803,1809,1270710,14074,57901,4500,30282,3273,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2415078,1885,229167,8423,158491,7327,1428,681,135939,7224,21124,3030,70676,4941,1251887,13585,1104891,14720,7216,1684,1009155,15231,88520,6208,146996,7320,934024,11402,910905,11275,3994,910,874473,11290,32438,2648,23119,1992,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,627572,940,66221,4813,43744,3866,405,266,33196,3019,10143,2450,22477,2852,366333,6679,318865,7133,3204,1413,279051,7385,36610,4958,47468,3867,195018,6514,188078,6410,1226,535,177505,6391,9347,1543,6940,1480,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,449371,862,42188,3354,25293,3015,557,468,17350,2626,7386,1624,16895,2133,154356,4556,118470,4414,975,615,88488,4728,29007,3174,35886,3904,252827,4676,246948,4821,650,329,235743,4900,10555,1804,5879,1287,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13763455,7492,1707506,21551,1226348,17917,11741,2515,979598,16408,235009,10811,481158,15960,8243844,33107,7244393,38714,60324,5389,6372327,38135,811742,19769,999451,24474,3812105,29460,3661862,28500,16874,2594,3431063,29287,213925,9769,150243,8912,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6435780,8028,895245,17006,591188,16166,6413,1452,455008,13989,129767,7001,304057,11992,3640993,22647,3138287,22970,23031,3255,2702308,23425,412948,13910,502706,14714,1899542,21675,1843116,21214,6570,1533,1736966,20333,99580,5775,56426,4124,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,951123,1828,76800,4355,56901,3804,1121,561,49083,3681,6697,1319,19899,2597,573664,8096,510217,8889,3913,1136,464099,8491,42205,4441,63447,4102,300659,7971,291061,7452,1754,885,278100,7605,11207,1869,9598,1726,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1027937,2650,100603,6006,73933,5287,1529,531,55918,4763,16486,2369,26670,3144,666863,10265,594861,11514,8679,2059,506965,10627,79217,7534,72002,4562,260471,8482,250222,7893,2151,844,228902,7857,19169,2837,10249,1990,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8461137,4061,963987,13560,663989,12496,6666,1393,536825,12841,120498,5775,299998,9504,4680733,25127,4017093,25783,36620,3275,3552212,25547,428261,11101,663640,12877,2816417,20130,2726340,20200,12163,1557,2574083,19614,140094,6288,90077,5066,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4243905,4856,473027,10335,315448,9404,3445,880,242316,9180,69687,5022,157579,7073,2708992,15016,2331614,15697,28593,2864,1996100,15125,306921,10860,377378,10666,1061886,15662,1022407,15594,8093,1450,951070,14892,63244,4958,39479,3125,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2016842,3876,154292,5480,101326,4732,1404,594,79895,4506,20027,2240,52966,2987,1297943,10717,1111046,10737,19395,2158,970879,10119,120772,6021,186897,7060,564607,10005,545680,10092,4690,1314,512492,10904,28498,2570,18927,1897,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
