GEO_ID,C27003_001E,C27003_001M,C27003_002E,C27003_002M,C27003_003E,C27003_003M,C27003_004E,C27003_004M,C27003_005E,C27003_005M,C27003_006E,C27003_006M,C27003_007E,C27003_007M,C27003_008E,C27003_008M,C27003_009E,C27003_009M,C27003_010E,C27003_010M,C27003_011E,C27003_011M,C27003_012E,C27003_012M,C27003_013E,C27003_013M,C27003_014E,C27003_014M,C27003_015E,C27003_015M,C27003_016E,C27003_016M,C27003_017E,C27003_017M,C27003_018E,C27003_018M,C27003_019E,C27003_019M,C27003_020E,C27003_020M,C27003_021E,C27003_021M,NAME,C27003_001EA,C27003_001MA,C27003_002EA,C27003_002MA,C27003_003MA,C27003_003EA,C27003_004MA,C27003_004EA,C27003_005EA,C27003_005MA,C27003_006EA,C27003_006MA,C27003_007MA,C27003_007EA,C27003_008MA,C27003_008EA,C27003_009MA,C27003_009EA,C27003_010MA,C27003_010EA,C27003_011EA,C27003_011MA,C27003_012MA,C27003_012EA,C27003_013EA,C27003_013MA,C27003_014MA,C27003_014EA,C27003_015MA,C27003_015EA,C27003_016EA,C27003_016MA,C27003_017MA,C27003_017EA,C27003_018EA,C27003_018MA,C27003_019MA,C27003_019EA,C27003_020MA,C27003_020EA,C27003_021MA,C27003_021EA,state
0400000US15,1367770,2267,674703,2594,157871,1291,53986,3184,103885,3328,416392,2404,69060,3819,347332,4352,100440,625,93517,1176,6923,984,693067,2062,150147,1290,50356,3249,99791,3203,419677,1472,71209,4075,348468,4157,123243,962,116702,1576,6541,1270,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1612889,1331,800730,3195,221162,2306,81577,4031,139585,4393,470688,2425,56601,3713,414087,4279,108880,1238,106262,1380,2618,773,812159,3009,209500,2248,74290,4854,135210,4855,480206,2129,58060,3608,422146,4335,122453,1225,119364,1814,3089,1342,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12702393,1320,6204806,5051,1518519,3215,602087,12479,916432,12139,3937112,3632,534909,11063,3402203,11661,749175,2161,715354,3697,33821,3013,6497587,5037,1462383,3594,596804,10046,865579,10195,4061257,3444,742265,12644,3318992,12704,973947,2722,936133,3839,37814,2652,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6498029,543,3180599,5120,807294,4065,284868,8422,522426,9262,1974813,3143,248586,6635,1726227,7321,398492,1718,387791,2345,10701,1381,3317430,5123,772698,4228,271899,8615,500799,8067,2037684,3166,301537,7479,1736147,7971,507048,2033,496375,2473,10673,1501,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3062900,1029,1520427,3798,372279,2995,132434,5106,239845,5232,940881,2826,127231,5223,813650,5597,207267,1212,202559,1380,4708,946,1542473,3534,351072,2561,124852,5086,226220,5055,931260,2277,145321,5230,785939,5901,260141,1428,255796,1434,4345,716,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2845414,1780,1402512,3736,368295,2734,121624,5407,246671,5388,857425,3023,91194,4401,766231,4965,176792,1440,171997,1449,4795,908,1442902,3711,352613,3031,116689,4811,235924,4504,867739,2613,92538,4650,775201,4450,222550,1713,216506,2092,6044,1194,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4328524,1238,2114097,4122,521131,3271,225238,6451,295893,6359,1312942,3557,302623,8008,1010319,7937,280024,1718,273997,1790,6027,1150,2214427,4026,491640,2963,215064,5826,276576,6162,1371728,2838,339829,7573,1031899,8051,351059,1868,344158,2029,6901,1048,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4547572,1845,2192530,4370,566215,3830,276259,8269,289956,7879,1359287,3489,205898,7146,1153389,7686,267028,1635,257456,1854,9572,1321,2355042,4246,546403,3799,271004,8435,275399,8845,1465365,3005,254333,8596,1211032,9316,343274,1925,330150,2229,13124,1597,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1315996,592,638706,2018,129921,1107,52334,2939,77587,2993,401838,1536,78305,4672,323533,4809,106947,923,104067,1073,2880,681,677290,1903,127469,1236,49437,3175,78032,3011,420991,1561,89071,4113,331920,3998,128830,1046,125803,1331,3027,822,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5885847,2043,2831976,3502,689300,2849,235433,7369,453867,7830,1796563,2440,259759,8972,1536804,9275,346113,1566,324984,2890,21129,2158,3053871,3348,660467,2728,226843,8375,433624,8479,1940871,2385,329754,9611,1611117,9266,452533,1907,428174,2802,24359,2171,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6668348,1237,3224439,2662,707534,1873,236187,7284,471347,7535,2094170,2328,448543,11187,1645627,11354,422735,1747,401137,3125,21598,2246,3443909,2587,679864,2051,228239,7627,451625,7019,2209751,2094,526206,10966,1683545,11021,554294,1867,528975,2994,25319,2265,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9798621,623,4788521,3301,1134854,2770,454721,9319,680133,9244,2994165,2607,526746,9444,2467419,10012,659502,1732,644421,2441,15081,1513,5010100,3364,1085086,2441,428650,8573,656436,8721,3093101,2331,642298,11508,2450803,11525,831913,1901,815235,2760,16678,1787,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5398211,808,2677723,3629,655128,2555,192088,6384,463040,6140,1687188,2285,263471,6847,1423717,7176,335407,1721,325835,2026,9572,1097,2720488,3565,625663,2517,177898,6748,447765,6538,1682824,2184,289995,7258,1392829,7448,412001,1848,401800,2276,10201,1218,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2927088,1445,1405888,4405,375934,3670,190404,6761,185530,6318,851164,2849,145131,4385,706033,5391,178790,1599,174905,1829,3885,999,1521200,4278,353868,3638,179978,6990,173890,6350,930980,2761,190566,5717,740414,5932,236352,1580,232356,1977,3996,1003,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5950606,1614,2896457,4646,708049,3536,227462,9343,480587,8986,1792812,3836,239639,8315,1553173,8855,395596,1886,386034,2071,9562,1175,3054149,4191,679512,3402,219146,7973,460366,8113,1876627,3576,261785,8475,1614842,8630,498010,2401,486750,2600,11260,1235,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1008116,806,502747,2093,114739,1366,42498,2916,72241,2917,308665,1943,39550,2527,269115,3208,79343,691,77751,924,1592,538,505369,1886,109312,1479,41039,3341,68273,3321,309886,1372,37860,2790,272026,2942,86171,745,84753,979,1418,567,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1853684,807,919630,2338,240307,1769,70526,3287,169781,3474,563910,2002,53249,2850,510661,3495,115413,852,111560,998,3853,689,934054,2210,226283,1646,68647,3623,157636,3252,563893,1492,61678,3292,502215,3676,143878,991,140534,1135,3344,753,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2805532,1104,1399782,2529,339019,1684,114057,5694,224962,5613,873435,2052,123392,6195,750043,6294,187328,868,178851,2017,8477,1769,1405750,2245,322615,1745,110203,5265,212412,5504,874448,1707,134687,6798,739761,7050,208687,1036,198899,1751,9788,1375,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1311921,451,645208,1790,135849,1264,37732,3078,98117,3254,417858,1648,41587,2899,376271,2988,91501,773,87471,1143,4030,842,666713,1844,130984,1158,38501,3064,92483,3021,425686,1339,44992,3409,380694,3752,110043,890,107338,1071,2705,833,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8830969,1326,4291313,3274,1024044,2309,319538,9017,704506,8999,2722701,2401,300217,8793,2422484,8790,544568,1636,513011,3111,31557,2816,4539656,3088,983318,2180,307430,7082,675888,7567,2828797,1773,402926,9834,2425871,9635,727541,1580,694112,3016,33429,2617,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2050369,1333,1005401,3267,253955,2606,142257,5013,111698,5246,609403,2600,137853,7008,471550,7743,142043,1125,136475,1478,5568,1162,1044968,2969,244725,2426,137291,5249,107434,4914,629123,1945,160448,5636,468675,5801,171120,1200,163905,1649,7215,1294,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19499548,2102,9416424,4507,2150018,2766,900430,15660,1249588,15617,6072759,4101,1232762,16301,4839997,16859,1193647,2645,1136642,4536,57005,3468,10083124,4395,2067060,3412,846092,14329,1220968,14862,6412911,3688,1533886,16549,4879025,17315,1603153,2622,1537464,4411,65689,3473,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9752148,3509,4695371,7004,1169105,5992,506123,9758,662982,10778,2906020,5759,404021,9397,2501999,10880,620246,2087,606687,2886,13559,1850,5056777,6442,1117560,5641,480937,9791,636623,8820,3139188,3671,472840,9616,2666348,10206,800029,2574,783536,3400,16493,1948,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,724451,1000,367016,2377,84298,1608,19447,2382,64851,2295,237245,1849,24021,2202,213224,2835,45473,650,44494,755,979,339,357435,2171,82893,1743,21010,2596,61883,2141,221123,1320,25435,2069,195688,2257,53419,449,52201,648,1218,430,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11420809,1495,5570132,5355,1348228,3482,513869,11131,834359,11177,3463646,4066,572455,10821,2891191,11105,758258,2246,732859,2935,25399,2105,5850677,5119,1283253,3571,487486,8359,795767,8549,3597491,3589,743058,9930,2854433,10467,969933,3063,941263,3620,28670,2559,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3797966,1457,1861782,3156,489000,2179,209814,5079,279186,5102,1132000,2291,152962,4700,979038,5118,240782,1512,233934,1831,6848,894,1936184,3039,461123,2408,197589,4639,263534,4761,1173044,2185,172050,5029,1000994,5318,302017,1541,293992,1975,8025,1106,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3931306,976,1935976,4048,437888,2873,182657,5828,255231,5636,1214060,2825,259448,9123,954612,9631,284028,1631,275820,1944,8208,1239,1995330,3943,419196,2907,177521,7560,241675,7089,1235567,2740,289434,8732,946133,8676,340567,1667,331853,2165,8714,1454,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12582815,841,6116546,4383,1374804,3208,490888,10111,883916,9972,3849848,3141,532677,10115,3317171,10019,891894,2485,861571,3437,30323,2576,6466269,4310,1318270,3015,468938,10042,849332,10096,3984011,2568,640998,12373,3343013,12353,1163988,2509,1136227,3356,27761,2377,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1039789,677,501590,1721,109085,1203,42658,2552,66427,2731,324722,1422,59676,3635,265046,3716,67783,859,65184,1153,2599,752,538199,1619,103186,1179,39841,2516,63345,2835,342833,1383,78616,4387,264217,4482,92180,983,88439,1255,3741,966,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4733742,2463,2275724,5845,551156,4216,256966,9427,294190,8348,1393273,3746,222656,7401,1170617,8095,331295,1847,323464,2229,7831,1281,2458018,5175,529623,4526,242026,8106,287597,9007,1515363,2914,262704,8482,1252659,8443,413032,1651,406166,2097,6866,1083,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,835403,736,416541,2789,107114,1413,32802,2699,74312,2504,252921,2094,31041,2362,221880,3026,56506,724,54600,968,1906,597,418862,2625,102472,1731,33042,2712,69430,2687,250241,1975,27792,2736,222449,3240,66149,882,65306,897,843,270,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6448737,1852,3120169,5388,760619,4096,325801,9014,434818,9191,1935605,4067,319074,9997,1616531,10263,423945,1757,414116,2284,9829,1560,3328568,5438,729001,4392,297028,8959,431973,8562,2065432,3436,402350,9671,1663082,9727,534135,2265,521697,2886,12438,1810,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,26485838,3842,13015571,10251,3629052,8207,1465125,21681,2163927,22973,8047859,8144,888944,15692,7158915,15040,1338660,3709,1268957,5519,69703,4370,13470267,9186,3477675,7325,1392113,19590,2085562,20093,8319135,5890,974812,17870,7344323,18078,1673457,4126,1593260,5967,80197,4581,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2916303,1341,1459342,2682,464369,1862,92433,5618,371936,5765,860622,2378,72189,4088,788433,4610,134351,1005,128883,1379,5468,1063,1456961,2518,437942,1965,85531,5004,352411,5246,862193,1748,77328,4504,784865,4511,156826,1079,151368,1429,5458,910,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,620453,264,305019,1193,62920,964,31277,2072,31643,2077,194330,838,43753,2558,150577,2453,47769,731,46670,733,1099,370,315434,1217,58552,954,27617,1729,30935,1705,201520,995,55383,2799,146137,3061,55362,503,54481,551,881,283,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8114884,4560,3925716,6350,950309,4099,264578,9156,685731,8329,2481593,5291,254697,8217,2226896,9419,493814,2629,470374,3399,23440,2201,4189168,5708,914429,4729,256441,9073,657988,10004,2648055,4554,274900,7803,2373155,8568,626684,2377,598650,3113,28034,2149,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6954806,3294,3449189,4407,818842,3252,304189,7170,514653,7451,2187766,4545,360849,9820,1826917,10389,442581,1831,424550,2749,18031,2344,3505617,3843,782187,2930,288287,9330,493900,9059,2194697,2625,394905,9976,1799792,10639,528733,1971,511330,2470,17403,1942,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1820836,500,896037,2810,196202,2376,95112,4651,101090,4711,555089,2214,147445,5562,407644,5551,144746,966,142290,1207,2456,779,924799,2865,186023,2430,89089,5195,96934,4932,563589,2059,158616,5903,404973,6318,175187,951,172605,1082,2582,557,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5684725,564,2809099,3166,662366,2466,227571,6448,434795,6552,1766015,2397,254215,6298,1511800,7127,380718,1397,371399,1811,9319,1311,2875626,3189,635426,2391,215177,6765,420249,6337,1774457,2535,303148,7056,1471309,7624,465743,1766,457320,1999,8423,1050,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,574798,643,290966,2508,70138,1861,20282,2264,49856,2680,184024,1835,18816,1941,165208,2334,36804,644,35171,744,1633,613,283832,2423,67158,1563,17704,2211,49454,2272,175438,1689,17890,2159,157548,2306,41236,794,39749,1008,1487,675,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3521353,565,1683312,3518,402669,3108,256679,6727,145990,6354,1016500,1443,505386,10244,511114,10378,264143,1004,257417,1494,6726,1243,1838041,3476,369415,3157,236284,7007,133131,6703,1122384,1096,594230,8521,528154,8589,346242,1385,334778,1901,11464,1340,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
