GEO_ID,B16005H_001E,B16005H_001M,B16005H_002E,B16005H_002M,B16005H_003E,B16005H_003M,B16005H_004E,B16005H_004M,B16005H_005E,B16005H_005M,B16005H_006E,B16005H_006M,B16005H_007E,B16005H_007M,B16005H_008E,B16005H_008M,B16005H_009E,B16005H_009M,B16005H_010E,B16005H_010M,B16005H_011E,B16005H_011M,NAME,B16005H_001MA,B16005H_001EA,B16005H_002EA,B16005H_002MA,B16005H_003EA,B16005H_003MA,B16005H_004EA,B16005H_004MA,B16005H_005MA,B16005H_005EA,B16005H_006EA,B16005H_006MA,B16005H_007EA,B16005H_007MA,B16005H_008EA,B16005H_008MA,B16005H_009EA,B16005H_009MA,B16005H_010MA,B16005H_010EA,B16005H_011MA,B16005H_011EA,state
0400000US13,5191074,3311,5046886,9160,4958144,11250,88742,6127,75390,5743,13352,2335,144188,9414,57355,4798,86833,8042,56021,5891,30812,3718,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,311205,574,292988,2471,281235,2922,11753,1774,9971,1716,1782,795,18217,2377,9697,1468,8520,1897,7260,1718,1260,522,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1269102,768,1251764,2927,1230571,3383,21193,2265,19113,2322,2080,786,17338,2737,11279,1973,6059,1717,3460,786,2599,1496,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7606656,2593,7141486,12314,6890618,17315,250868,10172,219619,9493,31249,3071,465170,11562,93826,4803,371344,11272,182276,7349,189068,7844,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4995966,2667,4930936,6367,4835833,9056,95103,6410,75255,5872,19848,2374,65030,6108,28310,3700,36720,4173,21567,2496,15153,2572,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2555526,889,2525618,4084,2490830,5067,34788,2992,29213,2483,5575,1185,29908,4062,10588,1643,19320,3336,10952,2092,8368,1911,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2095872,891,2070245,2878,2042256,3884,27989,2291,23242,2071,4747,982,25627,2609,12395,1901,13232,2060,8540,1481,4692,1379,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3553551,1611,3515813,4602,3470058,6389,45755,3915,34706,3340,11049,2385,37738,4370,14130,1835,23608,3939,12536,2167,11072,2522,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2599963,1315,2568039,3746,2454907,7421,113132,5746,96066,5008,17066,2214,31924,3544,13071,1613,18853,3341,10043,2217,8810,2066,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1188934,1001,1164258,2520,1118093,3904,46165,2814,39128,2753,7037,1200,24676,2319,13359,1581,11317,1757,7128,1370,4189,1108,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2981816,2585,2844865,8287,2769990,10178,74875,5056,65635,4650,9240,1666,136951,7514,47115,3811,89836,6847,57112,4328,32724,4296,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4759449,5297,4410859,12300,4231513,16263,179346,7793,162630,7285,16716,2322,348590,10742,93581,4690,255009,10212,140604,7272,114405,6997,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7127610,2316,6847584,9322,6662457,11579,185127,7197,156160,6392,28967,2390,280026,9528,81791,4587,198235,9341,98248,4995,99987,6710,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4194918,2772,4124970,5418,4049907,6630,75063,4214,64285,4019,10778,1342,69948,4890,26652,2278,43296,4379,25170,2983,18126,2569,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1619180,1145,1607416,2321,1591619,3232,15797,2582,10378,1889,5419,1756,11764,1942,5531,1300,6233,1631,4066,1310,2167,852,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4580728,2813,4521544,5786,4454716,8280,66828,5272,54181,4539,12647,2072,59184,4605,22238,2497,36946,3797,21975,2490,14971,2262,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,840308,225,829027,1737,815156,2555,13871,1798,11520,1513,2351,729,11281,1701,7542,1380,3739,918,2931,746,808,364,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1424471,977,1406659,3133,1387166,3469,19493,2115,16400,2030,3093,692,17812,2915,6284,1261,11528,2916,5909,1705,5619,2096,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1394008,1446,1322763,5330,1282242,6555,40521,3449,35442,3332,5079,1192,71245,5172,28750,2439,42495,4547,27295,3226,15200,2723,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1155697,903,1120811,3879,1094294,5223,26517,2734,23077,2662,3440,720,34886,3869,14930,1771,19956,3303,12372,2055,7584,2010,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4830226,3421,4404078,11883,4187940,16663,216138,10171,194891,10118,21247,2023,426148,10745,110730,5954,315418,11306,173274,8288,142144,6863,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,774694,1733,749857,3210,713904,4347,35953,3321,30399,3110,5554,1213,24837,3020,11053,1648,13784,2601,9644,2095,4140,1236,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10585315,5653,9595420,19126,9004203,27316,591217,17237,476153,14872,115064,7529,989895,17994,268755,9097,721140,16676,363766,10778,357374,11210,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6053550,3679,5927190,8184,5832056,10511,95134,5574,83190,5280,11944,1972,126360,7378,59087,4065,67273,5626,45823,4534,21450,2867,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,601939,823,594499,2244,582562,2862,11937,1463,10019,1327,1918,549,7440,2023,3883,777,3557,1742,2527,1379,1030,586,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,8788674,2607,8628344,7335,8435018,12752,193326,8961,146039,7405,47287,4755,160330,7153,57226,3496,103104,6536,56188,3811,46916,4895,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2456535,839,2425807,3452,2393374,4353,32433,2666,25884,2338,6549,1111,30728,3295,13696,1812,17032,2453,12089,2113,4943,1089,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2907216,2118,2821299,6397,2750997,8542,70302,5280,62745,5228,7557,1298,85917,5904,39390,3222,46527,5107,28300,3463,18227,3351,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9467357,3860,9234491,10736,8988432,14867,246059,9358,201894,8789,44165,3337,232866,9955,78692,5329,154174,7898,82291,4776,71883,5837,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,750503,1420,711954,4005,680956,4827,30998,2687,27656,2508,3342,943,38549,3855,11913,2108,26636,3116,13357,2145,13279,1982,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2928696,1391,2874572,5537,2837549,7293,37023,4052,32748,3776,4275,1079,54124,5022,27127,3077,26997,3758,16770,2453,10227,2310,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,666154,281,660872,1104,649014,2308,11858,2034,10731,1999,1127,413,5282,1121,2619,759,2663,882,1216,419,1447,692,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4628572,1908,4552546,7132,4495764,8951,56782,4135,46245,3801,10537,2022,76026,6849,28836,3560,47190,5502,28275,3396,18915,3549,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11097471,5453,10736474,15766,10382703,20888,353771,13593,310312,13031,43459,3704,360997,13887,152135,7242,208862,11226,135193,8063,73669,6762,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2146203,2009,2102552,5012,2038213,7064,64339,4702,56421,4265,7918,1337,43651,4269,23285,2777,20366,3059,12719,1797,7647,1804,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,557186,1362,543468,2261,533067,2773,10401,1523,9103,1436,1298,468,13718,1704,7416,973,6302,1253,4730,1078,1572,669,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4973433,3373,4786482,9326,4674064,13230,112418,8427,99575,8299,12843,1642,186951,8997,63244,3976,123707,8317,81620,5018,42087,5474,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4712219,2639,4477280,11944,4362648,14607,114632,6887,99192,6654,15440,2150,234939,11929,90627,4177,144312,11568,84229,8697,60083,6384,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1623248,1440,1615382,2136,1603371,2484,12011,1640,8811,1525,3200,834,7866,1718,4451,1343,3415,1089,2345,797,1070,523,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4493760,787,4425628,4384,4330763,6765,94865,4356,74890,4112,19975,2175,68132,4238,29626,2445,38506,3809,24412,2843,14094,1999,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,461948,356,455829,1278,446343,2159,9486,1892,7455,1722,2031,798,6119,1199,4091,1033,2028,729,1651,610,377,383,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,23430,2659,19640,2511,4253,1305,15387,2201,7696,1727,7691,1644,3790,1050,387,352,3403,1058,1475,602,1928,926,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
