GEO_ID,C25074_001E,C25074_001M,C25074_002E,C25074_002M,C25074_003E,C25074_003M,C25074_004E,C25074_004M,C25074_005E,C25074_005M,C25074_006E,C25074_006M,C25074_007E,C25074_007M,C25074_008E,C25074_008M,C25074_009E,C25074_009M,C25074_010E,C25074_010M,C25074_011E,C25074_011M,C25074_012E,C25074_012M,C25074_013E,C25074_013M,C25074_014E,C25074_014M,C25074_015E,C25074_015M,C25074_016E,C25074_016M,C25074_017E,C25074_017M,C25074_018E,C25074_018M,C25074_019E,C25074_019M,C25074_020E,C25074_020M,C25074_021E,C25074_021M,C25074_022E,C25074_022M,C25074_023E,C25074_023M,C25074_024E,C25074_024M,C25074_025E,C25074_025M,NAME,C25074_001EA,C25074_001MA,C25074_002EA,C25074_002MA,C25074_003EA,C25074_003MA,C25074_004MA,C25074_004EA,C25074_005EA,C25074_005MA,C25074_006EA,C25074_006MA,C25074_007EA,C25074_007MA,C25074_008EA,C25074_008MA,C25074_009EA,C25074_009MA,C25074_010EA,C25074_010MA,C25074_011EA,C25074_011MA,C25074_012EA,C25074_012MA,C25074_013EA,C25074_013MA,C25074_014EA,C25074_014MA,C25074_015MA,C25074_015EA,C25074_016EA,C25074_016MA,C25074_017EA,C25074_017MA,C25074_018EA,C25074_018MA,C25074_019EA,C25074_019MA,C25074_020MA,C25074_020EA,C25074_021EA,C25074_021MA,C25074_022EA,C25074_022MA,C25074_023EA,C25074_023MA,C25074_024EA,C25074_024MA,C25074_025EA,C25074_025MA,state
0400000US01,595137,11423,115463,5176,6066,1213,76999,4398,32398,2870,123634,6081,14262,1724,95802,5627,13570,1617,138881,5668,51838,4240,73525,4350,13518,1872,82633,4328,60060,3685,15490,2068,7083,1323,72718,4913,60434,4474,3841,1035,8443,1290,61808,4791,56138,4872,367,236,5303,1102,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,93653,4082,5347,1157,283,313,3635,924,1429,644,10630,1485,1028,381,8695,1337,907,282,17051,2221,2185,615,13619,1947,1247,344,15453,1831,4080,794,9777,1579,1596,622,18169,2221,10491,1730,6242,1312,1436,383,27003,2564,23591,2234,1896,840,1516,381,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,943886,14175,118135,6569,4099,719,74908,5245,39128,3087,151290,5711,11643,1784,131067,5100,8580,1540,195833,6257,44900,3264,141743,5976,9190,1430,151797,6062,88349,5039,55618,4049,7830,1621,160839,6728,131551,5876,23114,2963,6174,1305,165992,7180,156761,7080,3987,1066,5244,1163,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,386970,9803,60406,3742,3612,984,41411,3125,15383,2034,82572,5155,11568,1562,62321,4303,8683,1325,94252,5503,38227,3357,46831,4048,9194,1502,60942,4061,46268,4028,9093,1746,5581,1237,53478,4354,46623,4037,1905,821,4950,1235,35320,3887,32494,3632,176,216,2650,846,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5902960,28154,541587,10025,12350,1631,375699,8414,153538,6843,868243,13462,76760,3812,760051,12734,31432,2812,1077786,16374,114444,5461,926577,15968,36765,3354,846518,14341,268227,8327,552598,12567,25693,2398,997255,16848,571681,13057,399710,9597,25864,2358,1571571,19365,1375063,18568,161441,5789,35067,2382,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,737059,11315,85158,4672,4616,953,62481,4304,18061,2189,95711,5297,9265,1304,81621,4901,4825,1090,150457,6420,27238,2358,118450,6008,4769,1093,126101,5188,62307,4288,60098,3628,3696,791,129019,5774,98391,5021,27437,2697,3191,925,150613,5841,141027,5845,4798,1172,4788,1097,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,455778,8159,61227,4377,5802,1182,40875,3302,14550,2466,73213,4712,11504,1719,58633,4532,3076,845,87106,4935,13696,1863,69564,4445,3846,921,64176,4609,25885,2658,34364,3402,3927,1308,75610,4450,55261,3983,17316,2073,3033,801,94446,4715,84157,4317,5912,1241,4377,1147,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,103935,3908,14013,2000,591,385,10320,1709,3102,924,13141,2005,1861,549,10754,1888,526,254,18377,2181,2118,877,15054,2023,1205,569,17608,2458,8067,1713,8728,1633,813,581,19332,2115,15968,1862,2939,849,425,450,21464,2368,20180,2378,304,236,980,529,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,164886,4965,26834,3203,2811,828,17294,2077,6729,1705,16735,2319,3177,886,13034,2048,524,428,23457,2728,3032,877,19704,2443,721,438,17626,1962,6835,1244,10103,1654,688,367,22093,2292,12344,1784,8875,1707,874,390,58141,3330,51068,3085,6044,1242,1029,493,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2634225,22450,330938,10984,15301,1512,220200,9068,95437,4993,423455,12391,25174,2799,375742,12068,22539,2508,591316,13304,80049,4669,485350,13302,25917,2391,445978,12564,204883,7216,223415,8516,17680,2445,431069,10928,328531,9683,86499,5831,16039,1858,411469,11004,373724,10835,21544,2391,16201,1960,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1354968,15864,204432,7853,9058,1549,136540,6117,58834,4376,237015,7873,26591,2671,193163,7348,17261,2228,293491,10214,69215,4918,208348,8331,15928,2100,220514,8426,127814,6692,80461,5502,12239,1901,206705,8108,175624,8234,22908,2888,8173,1366,192811,7595,183914,7514,2293,863,6604,1324,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,195394,4468,17020,2165,807,398,10731,1649,5482,1181,19872,2206,3031,1042,15230,1948,1611,616,29743,2603,2817,906,25033,2235,1893,570,28005,2892,6708,1487,19205,2047,2092,666,41169,3264,17770,2174,21434,2520,1965,551,59585,3231,44843,3321,11125,1377,3617,915,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,189193,5697,27281,3231,913,481,18476,2540,7892,1935,34387,3219,4364,1188,28179,3056,1844,539,46757,3898,15914,2461,26450,3255,4393,1025,29306,2812,22592,2681,4608,1054,2106,675,28556,2506,25132,2431,1285,594,2139,726,22906,2882,21312,3037,324,226,1270,668,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
