GEO_ID,B27022_001E,B27022_001M,B27022_002E,B27022_002M,B27022_003E,B27022_003M,B27022_004E,B27022_004M,B27022_005E,B27022_005M,B27022_006E,B27022_006M,B27022_007E,B27022_007M,B27022_008E,B27022_008M,B27022_009E,B27022_009M,B27022_010E,B27022_010M,B27022_011E,B27022_011M,B27022_012E,B27022_012M,B27022_013E,B27022_013M,B27022_014E,B27022_014M,B27022_015E,B27022_015M,NAME,B27022_001EA,B27022_001MA,B27022_002EA,B27022_002MA,B27022_003MA,B27022_003EA,B27022_004MA,B27022_004EA,B27022_005EA,B27022_005MA,B27022_006EA,B27022_006MA,B27022_007EA,B27022_007MA,B27022_008MA,B27022_008EA,B27022_009MA,B27022_009EA,B27022_010MA,B27022_010EA,B27022_011EA,B27022_011MA,B27022_012EA,B27022_012MA,B27022_013EA,B27022_013MA,B27022_014EA,B27022_014MA,B27022_015MA,B27022_015EA,state
0400000US01,467574,6126,236442,4205,82654,4871,70701,4644,11953,2019,153788,4730,102580,5033,51208,3982,231132,4148,97585,4804,83751,4370,13834,2137,133547,4440,98213,4533,35334,3306,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,77533,2780,41689,1979,12231,1931,10623,1820,1608,775,29458,2171,19336,2135,10122,1346,35844,1658,10033,1354,8335,1407,1698,603,25811,1786,18564,1524,7247,1239,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,649740,7633,329992,5296,123369,5646,100062,4984,23307,3198,206623,5979,139443,5697,67180,4311,319748,5041,132155,5410,109237,5154,22918,2708,187593,5349,143527,4792,44066,3518,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,280402,4997,138266,3578,46444,3553,41484,3422,4960,1267,91822,4781,60850,3886,30972,3259,142136,3103,55675,2888,47202,2633,8473,1760,86461,3660,66529,3854,19932,2457,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3962180,16411,2008818,12775,875883,13989,726015,12525,149868,7346,1132935,15371,811719,15752,321216,10378,1953362,11363,962659,14398,820588,14641,142071,7024,990703,13839,785070,12845,205633,9407,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,514008,7728,263883,5043,100257,5261,89459,4855,10798,2147,163626,6306,122232,5360,41394,3665,250125,4643,104878,4730,94370,4358,10508,2077,145247,4746,118943,4551,26304,3001,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,334201,4300,169216,3491,72654,3322,67414,3378,5240,1058,96562,3778,78764,3694,17798,2408,164985,3347,82603,3975,78389,3763,4214,1088,82382,4049,72587,3992,9795,1681,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,88991,3116,45413,2132,17257,1984,16185,1979,1072,553,28156,2629,22356,2209,5800,1408,43578,1904,20986,1786,19719,1778,1267,611,22592,2191,19575,2250,3017,977,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,83718,2537,37416,1914,17414,1982,16019,1988,1395,626,20002,1995,17704,2140,2298,842,46302,1619,24992,1855,24213,1845,779,411,21310,1705,19898,1734,1412,598,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1776109,12416,889174,9029,352056,9235,278682,8904,73374,5270,537118,11466,325101,8913,212017,9585,886935,8837,411339,9842,320903,9091,90436,6251,475596,9915,329954,9524,145642,6890,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,981675,10040,479370,6362,184703,6984,154115,6835,30588,3310,294667,7489,182959,6959,111708,6662,502305,6497,226921,8401,186898,7472,40023,3798,275384,8335,188236,7466,87148,6001,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,124627,3126,63314,2511,22198,2252,20738,2103,1460,768,41116,2285,35572,2325,5544,1282,61313,1967,25536,2331,23552,2377,1984,875,35777,2705,32201,2641,3576,978,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,151323,3714,78328,2610,28875,2588,25049,2657,3826,1033,49453,3452,33247,3030,16206,2376,72995,2955,30850,2535,25991,2584,4859,1189,42145,3123,31057,2661,11088,1777,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1236437,8989,616480,7145,258210,7582,225483,7159,32727,3674,358270,7426,264015,6376,94255,5266,619957,6072,291099,6348,255465,6319,35634,3266,328858,7511,274363,6911,54495,4125,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,647447,7415,325560,5077,128572,5146,112044,5210,16528,2008,196988,5649,138916,4958,58072,3886,321887,5294,145128,5055,128441,4860,16687,2118,176759,5607,133901,5287,42858,3363,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,305047,4635,153025,2893,63875,3118,59073,2884,4802,1009,89150,3189,73146,3033,16004,2045,152022,3265,69868,2778,65686,2663,4182,1044,82154,3414,70742,3314,11412,1859,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,287113,5273,147012,3217,60437,4234,52747,3867,7690,1381,86575,4077,64783,3972,21792,2361,140101,3390,64288,3345,55657,3190,8631,1720,75813,3345,58417,3176,17396,1987,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,412821,5456,206989,3666,72319,3692,63362,3471,8957,1333,134670,3937,101532,3832,33138,2474,205832,3618,83650,4070,75083,4267,8567,1346,122182,5051,102284,4555,19898,2507,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,457505,6381,225133,4867,77046,5109,64492,4948,12554,2368,148087,5799,86926,4918,61161,4522,232372,5112,95539,4862,80280,4561,15259,2162,136833,6059,93125,5141,43708,4550,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,111934,3341,55247,2045,19505,1906,18135,1920,1370,566,35742,1971,26833,1969,8909,1440,56687,2437,24952,2203,21657,2152,3295,835,31735,2451,25784,2384,5951,1359,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,556139,7492,277216,4952,112457,4069,99549,4215,12908,2248,164759,4654,134029,4912,30730,3166,278923,4483,127653,4607,116664,4555,10989,1979,151270,4522,128466,4678,22804,3111,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,698434,6796,345885,4227,163117,5835,155644,6071,7473,1623,182768,6144,164491,5928,18277,2778,352549,5322,190509,5712,185437,5845,5072,1406,162040,5752,154361,6011,7679,1428,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,980124,6650,495582,4876,209122,6502,187419,6012,21703,2592,286460,6292,216573,5796,69887,3908,484542,4805,234272,6011,210441,5607,23831,2763,250270,5742,212074,5477,38196,3038,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,494197,5807,249747,4222,94249,4733,88852,4566,5397,1110,155498,4884,128786,4417,26712,2550,244450,3421,114714,3803,108662,3824,6052,1387,129736,4140,116356,3928,13380,1778,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,286353,5914,141181,4003,53742,3356,43188,3405,10554,1646,87439,3343,49556,3589,37883,3370,145172,3673,65581,3883,53069,3282,12512,1998,79591,4499,55087,3943,24504,2853,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,575913,6760,285446,4348,112270,4907,100826,4998,11444,1770,173176,5465,120477,4777,52699,3875,290467,4661,133270,4677,115163,4484,18107,2165,157197,5777,119554,5117,37643,3201,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,95907,2945,47996,1967,17333,1725,15237,1558,2096,760,30663,2053,19230,1990,11433,1715,47911,1885,18491,1912,16229,1780,2262,796,29420,2324,20478,2062,8942,1571,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,179949,3708,91602,2575,35027,2730,31833,2845,3194,941,56575,3217,44185,3211,12390,1633,88347,2234,41196,2052,36790,1948,4406,985,47151,2056,36618,2158,10533,1561,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,257470,4293,127528,2994,40259,3560,32827,3282,7432,1602,87269,3762,61642,4012,25627,2598,129942,3174,45396,3537,40069,3516,5327,1173,84546,4203,65367,4006,19179,2592,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,121322,2696,61550,2034,22669,1950,21176,1993,1493,667,38881,2268,27470,1942,11411,2087,59772,2127,29640,2029,27534,1952,2106,711,30132,2343,25066,2241,5066,1268,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,793461,6781,402805,5055,171717,5092,150737,5001,20980,2853,231088,6088,168947,5377,62141,4930,390656,4314,186369,6031,161800,6114,24569,2774,204287,5727,162314,5668,41973,3880,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,203255,4336,104470,3102,38039,3359,30307,3078,7732,1552,66431,3584,42490,3529,23941,2553,98785,2936,42528,2756,35223,2948,7305,1457,56257,3496,41413,2956,14844,2232,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1986809,14614,996898,9546,422085,9536,379409,9221,42676,4113,574813,9247,456379,8475,118434,5469,989911,8636,473507,7726,434899,7436,38608,3557,516404,9056,445812,7926,70592,5023,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
