GEO_ID,C27007_001E,C27007_001M,C27007_002E,C27007_002M,C27007_003E,C27007_003M,C27007_004E,C27007_004M,C27007_005E,C27007_005M,C27007_006E,C27007_006M,C27007_007E,C27007_007M,C27007_008E,C27007_008M,C27007_009E,C27007_009M,C27007_010E,C27007_010M,C27007_011E,C27007_011M,C27007_012E,C27007_012M,C27007_013E,C27007_013M,C27007_014E,C27007_014M,C27007_015E,C27007_015M,C27007_016E,C27007_016M,C27007_017E,C27007_017M,C27007_018E,C27007_018M,C27007_019E,C27007_019M,C27007_020E,C27007_020M,C27007_021E,C27007_021M,NAME,C27007_001MA,C27007_001EA,C27007_002MA,C27007_002EA,C27007_003MA,C27007_003EA,C27007_004MA,C27007_004EA,C27007_005EA,C27007_005MA,C27007_006EA,C27007_006MA,C27007_007MA,C27007_007EA,C27007_008MA,C27007_008EA,C27007_009EA,C27007_009MA,C27007_010EA,C27007_010MA,C27007_011MA,C27007_011EA,C27007_012MA,C27007_012EA,C27007_013EA,C27007_013MA,C27007_014MA,C27007_014EA,C27007_015EA,C27007_015MA,C27007_016EA,C27007_016MA,C27007_017MA,C27007_017EA,C27007_018EA,C27007_018MA,C27007_019MA,C27007_019EA,C27007_020EA,C27007_020MA,C27007_021EA,C27007_021MA,state
0400000US01,4767383,1932,2289780,5872,564919,4746,254402,8210,310517,7818,1407781,3396,124128,5051,1283653,6036,317080,1997,37916,2474,279164,2886,2477603,5606,541928,4642,243941,7677,297987,8087,1527586,3213,204949,6696,1322637,7345,408089,2062,68716,3054,339373,3244,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,711541,1618,363589,2580,94656,1704,31515,2948,63141,3130,235033,2140,19793,2390,215240,3049,33900,1002,4760,778,29140,1217,347952,2104,91589,1669,29479,2322,62110,2744,221245,1198,25124,2184,196121,2405,35118,972,7923,1138,27195,1116,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6623074,1740,3251297,3166,826358,2285,312882,9888,513476,9601,1937999,2770,267417,9841,1670582,10551,486940,1367,52345,2946,434595,3057,3371777,2888,794218,2258,302286,8960,491932,9053,2006493,2365,376405,10222,1630088,10585,571066,1364,72296,3560,498770,3598,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2914376,756,1423412,4652,360391,3763,185855,6453,174536,6069,861325,3214,106884,5603,754441,6089,201696,1438,23267,2070,178429,2463,1490964,4568,343420,3861,177307,6862,166113,6474,900910,3016,164079,6198,736831,6280,246634,1843,40952,2772,205682,3062,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38297457,5321,18865494,8096,4657991,3964,1952032,23263,2705959,23498,12038061,7340,1747468,21697,10290593,21675,2169442,2989,377517,7848,1791925,8221,19431963,5973,4477142,4008,1894755,21642,2582387,21662,12226448,3884,2313966,23971,9912482,24088,2728373,3145,607865,11440,2120508,11985,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5266022,2396,2622411,4609,640300,2702,223318,8460,416982,8209,1678778,3434,177517,6323,1501261,7062,303333,1624,28782,2228,274551,2505,2643611,4048,605132,2527,206582,6719,398550,7089,1677532,2424,245388,7875,1432144,7988,360947,1439,41851,2734,319096,3018,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541282,1220,1719425,2334,395003,1458,136606,6165,258397,6024,1091478,1984,139947,6412,951531,6656,232944,1423,23958,1810,208986,2010,1821857,2336,379018,1430,127810,5347,251208,5220,1142258,1885,205904,6399,936354,6631,300581,1319,46035,2958,254546,3033,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,920930,554,443623,1227,104031,825,36781,3083,67250,3169,272159,1135,34032,2817,238127,2925,67433,733,6490,880,60943,1165,477307,1167,99383,901,34815,2975,64568,2757,295631,700,53079,3735,242552,3840,82293,658,8525,1346,73768,1498,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,647966,509,303791,1024,58140,442,28183,2259,29957,2300,216572,977,45099,3540,171473,3609,29079,646,5839,1054,23240,1193,344175,1099,56694,456,29887,2314,26807,2390,244580,597,60250,3610,184330,3585,42901,869,11625,1206,31276,1375,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19583357,3419,9490859,7749,2066004,5977,890741,17369,1175263,17640,5747594,5911,538323,15828,5209271,16548,1677261,3397,204092,6986,1473169,6807,10092498,7609,1980146,6054,843192,15488,1136954,15018,6066114,4654,775254,15826,5290860,17922,2046238,3447,323266,9570,1722972,10147,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9906878,3443,4767586,7391,1269254,6034,523242,12982,746012,11757,2971121,5651,217832,8714,2753289,9485,527211,2183,68147,4126,459064,4557,5139292,6335,1218993,5608,501420,13271,717573,14441,3229524,3776,340472,9847,2889052,10013,690775,2678,120368,4589,570407,5157,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1367770,2267,674703,2594,157871,1291,52444,3240,105427,3360,416392,2404,50487,3566,365905,4393,100440,625,11032,1381,89408,1536,693067,2062,150147,1290,49451,3249,100696,3187,419677,1472,62071,3943,357606,3999,123243,962,15362,1948,107881,1967,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1612889,1331,800730,3195,221162,2306,81424,4022,139738,4375,470688,2425,32249,2719,438439,3658,108880,1238,9768,1480,99112,1686,812159,3009,209500,2248,73824,4781,135676,4775,480206,2129,47507,3092,432699,3922,122453,1225,12910,1582,109543,1935,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12702393,1320,6204806,5051,1518519,3215,597787,12662,920732,12274,3937112,3632,400790,9866,3536322,10606,749175,2161,72763,3589,676412,4148,6497587,5037,1462383,3594,592084,10047,870299,10263,4061257,3444,659063,11826,3402194,12124,973947,2722,122808,4706,851139,4695,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
