GEO_ID,B16009_001E,B16009_001M,B16009_002E,B16009_002M,B16009_003E,B16009_003M,B16009_004E,B16009_004M,B16009_005E,B16009_005M,B16009_006E,B16009_006M,B16009_007E,B16009_007M,B16009_008E,B16009_008M,B16009_009E,B16009_009M,B16009_010E,B16009_010M,B16009_011E,B16009_011M,B16009_012E,B16009_012M,B16009_013E,B16009_013M,B16009_014E,B16009_014M,B16009_015E,B16009_015M,B16009_016E,B16009_016M,B16009_017E,B16009_017M,B16009_018E,B16009_018M,B16009_019E,B16009_019M,B16009_020E,B16009_020M,B16009_021E,B16009_021M,B16009_022E,B16009_022M,B16009_023E,B16009_023M,B16009_024E,B16009_024M,B16009_025E,B16009_025M,B16009_026E,B16009_026M,B16009_027E,B16009_027M,NAME,B16009_001MA,B16009_001EA,B16009_002EA,B16009_002MA,B16009_003MA,B16009_003EA,B16009_004MA,B16009_004EA,B16009_005MA,B16009_005EA,B16009_006MA,B16009_006EA,B16009_007MA,B16009_007EA,B16009_008MA,B16009_008EA,B16009_009MA,B16009_009EA,B16009_010MA,B16009_010EA,B16009_011EA,B16009_011MA,B16009_012MA,B16009_012EA,B16009_013EA,B16009_013MA,B16009_014MA,B16009_014EA,B16009_015MA,B16009_015EA,B16009_016MA,B16009_016EA,B16009_017MA,B16009_017EA,B16009_018MA,B16009_018EA,B16009_019MA,B16009_019EA,B16009_020EA,B16009_020MA,B16009_021MA,B16009_021EA,B16009_022EA,B16009_022MA,B16009_023MA,B16009_023EA,B16009_024EA,B16009_024MA,B16009_025EA,B16009_025MA,B16009_026MA,B16009_026EA,B16009_027MA,B16009_027EA,state
0400000US01,4441365,3186,821217,22479,213778,9343,196481,9129,16268,2808,566,427,252,254,211,272,607439,16320,565130,15669,30375,4212,4463,1567,4892,1524,2579,1387,3620148,22455,592575,9171,566581,8411,17573,2369,2335,908,5363,1054,723,453,3027573,16783,2896439,16964,75484,5253,24280,2632,25462,2590,5908,1702,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,666076,992,71524,5851,19748,2903,12348,2157,842,812,536,567,2770,1484,3252,1272,51776,3884,37218,3256,2062,1090,1624,992,3710,1253,7162,1458,594552,6032,111103,3186,99187,3316,1613,689,2241,1044,4183,1221,3879,670,483449,3930,406659,5024,16629,1685,12863,2417,27528,1803,19770,1542,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6150766,2816,1079320,23509,287954,9924,151999,8958,120940,7194,1747,1137,2506,965,10762,2396,791366,17872,462821,13768,249422,12320,15629,2783,19431,2774,44063,3409,5071446,23326,881221,9713,684880,11211,163594,8472,10833,2172,12017,2043,9897,1716,4190225,17743,3197067,17366,731182,15276,94488,6741,86394,4834,81094,4716,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2695272,2892,487410,14390,127358,6698,110713,6607,15100,2716,300,482,1245,616,0,190,360052,10439,324932,10282,27450,3449,2204,643,4601,1744,865,655,2207862,14707,380769,7374,349071,7652,24270,2798,1614,843,5202,1809,612,558,1827093,10982,1722849,11653,71488,4898,12925,1856,17718,2606,2113,1097,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35588411,6400,5680948,58499,1469109,26339,569159,18062,795334,19316,27185,3545,59848,4816,17583,4079,4211839,40826,1967639,24445,1611999,26742,172925,8921,398988,14781,60288,6217,29907463,57695,5073623,25696,3095105,27712,1463132,20562,163919,7819,318274,8553,33193,4324,24833840,40748,14269452,42837,6400738,37485,1216308,27975,2705743,26843,241599,13500,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4908680,2904,577693,19116,136952,8796,83161,6661,45685,5245,1810,726,1975,852,4321,2041,440741,13620,332143,10790,80415,6799,9456,1919,9150,1934,9577,2520,4330987,18958,765318,8325,633233,7789,102477,7091,13623,1819,11906,1532,4079,1538,3565669,13698,3011428,15024,360264,8930,92988,5702,70976,3776,30013,3810,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3299808,1795,343475,14507,82415,6323,52106,5082,25223,3885,3298,1449,700,452,1088,823,261060,10420,164344,7884,74200,5629,16177,2978,3185,942,3154,1097,2956333,14272,496184,6183,406785,6626,51009,4263,25125,3282,10820,1519,2445,900,2460149,10428,1955224,12777,229689,8161,191659,9104,64949,4291,18628,3714,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,854618,1255,102230,7196,24213,3470,17924,3074,5509,1552,306,286,235,320,239,349,78017,5244,65165,4660,8548,1779,2137,843,1511,648,656,354,752388,6891,121168,3270,106588,3424,9409,1749,1586,629,3057,1042,528,458,631220,5198,553209,6840,36486,2627,18650,2797,15607,1941,7268,3193,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,582171,410,100426,6763,19164,3167,17172,2967,1073,923,418,390,140,212,361,352,81262,5297,66142,4342,6643,1835,3886,1369,2096,867,2495,1046,481745,6682,51803,3131,39875,3278,6723,1301,3067,1215,754,466,1384,698,429942,5327,355231,6417,36459,3321,21495,2966,7871,1391,8886,2051,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18411428,5328,2933778,53141,670628,20747,419368,16145,203278,9637,35095,5095,6837,2404,6050,2612,2263150,39446,1439980,29182,625264,20781,138520,8807,39729,4797,19657,4014,15477650,53891,2256901,21673,1682234,21160,441222,13802,95591,7565,28294,3281,9560,1941,13220749,39418,9621327,37393,2612312,26580,694493,24444,221222,9464,71395,6242,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
