GEO_ID,B06011_001E,B06011_001M,B06011_002E,B06011_002M,B06011_003E,B06011_003M,B06011_004E,B06011_004M,B06011_005E,B06011_005M,NAME,B06011_001MA,B06011_001EA,B06011_002EA,B06011_002MA,B06011_003EA,B06011_003MA,B06011_004EA,B06011_004MA,B06011_005MA,B06011_005EA,state
0400000US01,22327,177,21218,225,26282,524,31578,4452,21507,976,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,31557,708,20247,1188,40592,1353,21837,4722,25735,1575,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,26070,234,21722,375,30112,309,26512,1943,21347,390,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,22179,253,21595,295,23664,640,25009,5339,21458,779,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,26997,102,26666,172,37210,332,31453,855,23083,177,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,30801,205,26148,368,35452,389,31889,2402,25006,664,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,33027,631,32007,366,40870,658,19481,1441,30719,670,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,30173,491,28492,1125,31208,657,31172,5299,30050,3022,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,40094,1389,22264,1577,52195,1505,59482,19441,32415,3679,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,24405,158,21915,196,27880,311,20839,528,21023,184,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,25371,216,21615,207,31171,301,30846,1504,24076,601,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,31072,326,30716,561,36285,990,31433,1619,25947,1094,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,23448,461,22185,562,24831,715,24792,2860,21647,854,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,29006,286,28755,380,32959,832,22947,2142,25862,363,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,25800,186,25660,220,26651,447,28451,2967,22333,526,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,28060,467,28665,469,27192,590,27171,3568,26241,1225,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,27139,271,26526,351,30027,506,26173,3663,24290,1165,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,22657,348,21862,287,25349,493,22738,4457,21742,770,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,24022,374,22671,436,28732,1064,36106,5074,22985,1514,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,25294,401,23626,658,28125,1206,26323,6342,21838,2096,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,35342,294,28808,634,45145,700,38917,4475,31819,512,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,31763,184,31384,267,40869,549,16511,910,28094,832,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,25360,168,25158,194,26364,384,23987,2823,25048,732,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,31035,159,30874,209,34621,711,29179,4652,24793,986,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,21458,262,20353,334,25165,648,35040,7916,21440,1233,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,25251,214,24407,336,26722,379,28255,4529,24469,1388,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,24232,507,24283,745,24386,715,23084,6272,21852,1880,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,27289,253,27490,500,29241,1427,30335,4331,23419,1077,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,26900,301,22953,1529,29230,601,25246,1915,24802,755,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,31326,382,26792,899,35300,733,30171,4789,30064,2453,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,32683,457,32120,313,41053,460,22904,1619,29666,743,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,22588,448,20373,443,27711,1084,31577,3937,18816,1138,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,29429,252,30449,173,37071,508,19334,890,25327,279,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,24914,208,21960,212,30321,251,26038,1948,21682,459,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,30609,457,31238,568,30105,1138,22179,12484,25995,4978,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,25936,143,25804,168,26638,354,22034,1387,25484,909,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,25302,197,24574,358,26739,372,30523,2779,21992,469,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,25244,238,24078,500,26840,367,24663,4339,21762,684,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,26954,122,26720,150,30351,308,18019,1956,25135,605,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
