GEO_ID,B13010_001E,B13010_001M,B13010_002E,B13010_002M,B13010_003E,B13010_003M,B13010_004E,B13010_004M,B13010_005E,B13010_005M,B13010_006E,B13010_006M,B13010_007E,B13010_007M,B13010_008E,B13010_008M,B13010_009E,B13010_009M,B13010_010E,B13010_010M,B13010_011E,B13010_011M,B13010_012E,B13010_012M,B13010_013E,B13010_013M,B13010_014E,B13010_014M,B13010_015E,B13010_015M,B13010_016E,B13010_016M,B13010_017E,B13010_017M,B13010_018E,B13010_018M,B13010_019E,B13010_019M,NAME,B13010_001MA,B13010_001EA,B13010_002MA,B13010_002EA,B13010_003EA,B13010_003MA,B13010_004EA,B13010_004MA,B13010_005EA,B13010_005MA,B13010_006MA,B13010_006EA,B13010_007MA,B13010_007EA,B13010_008MA,B13010_008EA,B13010_009EA,B13010_009MA,B13010_010EA,B13010_010MA,B13010_011MA,B13010_011EA,B13010_012MA,B13010_012EA,B13010_013MA,B13010_013EA,B13010_014EA,B13010_014MA,B13010_015EA,B13010_015MA,B13010_016EA,B13010_016MA,B13010_017MA,B13010_017EA,B13010_018MA,B13010_018EA,B13010_019MA,B13010_019EA,state
0400000US01,1128143,3822,58142,3927,34111,2971,6153,1447,9122,1815,18836,2413,24031,2583,12881,1890,6035,1401,5115,1355,1070001,5439,474871,8417,56622,3829,81388,5206,336861,8059,595130,8857,183854,7609,138960,7345,272316,7947,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,173131,2159,11683,1691,8847,1440,993,617,2103,707,5751,1075,2836,740,1307,473,598,237,931,473,161448,2223,73263,2856,4811,1075,6837,1007,61615,2914,88185,3307,14753,1629,15169,1951,58263,2970,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1534113,4151,82514,5257,48730,3703,8751,1613,12110,1712,27869,2610,33784,3873,15480,2519,9775,1910,8529,1764,1451599,6653,618143,10310,82108,4834,107626,5351,428409,9941,833456,11051,219885,8279,190192,7801,423379,11665,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,676251,4607,40125,2984,24304,2384,4188,1046,7656,1663,12460,1666,15821,1832,9239,1506,3605,1000,2977,911,636126,5739,303510,6268,39725,3974,64247,4090,199538,7220,332616,7588,103399,4779,86842,6067,142375,5990,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9511611,10577,471203,12381,316927,9931,46324,3410,65096,3908,205507,7036,154276,6358,71792,4556,37147,3078,45337,3649,9040408,16579,3851837,23324,445581,11570,684510,15676,2721746,21424,5188571,22875,1230558,20339,1104985,20583,2853028,25330,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1268815,4307,70410,5395,47532,3412,4843,1134,10468,1619,32221,2660,22878,3116,9949,1997,3727,1058,9202,2315,1198405,6488,565821,9226,41214,3069,80829,4219,443778,8372,632584,8864,127034,6585,123651,6455,381899,8856,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,819024,3071,41922,3712,27776,2631,2211,919,4406,1034,21159,2501,14146,2136,6662,1659,4138,1207,3346,976,777102,5002,319361,6244,18885,2005,29672,2803,270804,6045,457741,7255,78219,4853,79295,5994,300227,7899,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,212816,2009,10898,1353,6749,1181,794,481,948,648,5007,933,4149,829,1966,656,866,434,1317,530,201918,2337,81616,3263,6496,1439,8020,1402,67100,3084,120302,3513,23888,2477,22879,2399,73535,3951,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,184775,1546,9901,1790,5096,1047,511,387,480,540,4105,889,4805,1414,2190,892,780,421,1835,827,174874,1946,46952,2717,3523,955,3939,1018,39490,2410,127922,3255,26883,3066,17858,2149,83181,3932,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4442414,7881,211744,7978,125241,5455,18402,2498,29357,3433,77482,4539,86503,5685,42140,3259,21900,2904,22463,3109,4230670,12220,1730076,17236,200198,8076,323201,8909,1206677,18446,2500594,17951,592016,14034,604501,13580,1304077,20710,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2490367,7428,135793,7088,82456,5509,13335,2079,17772,2301,51349,4044,53337,4095,27694,2961,10536,2049,15107,2676,2354574,10240,1014777,12036,114257,5421,170480,6586,730040,11005,1339797,12475,359182,11512,295217,12145,685398,13470,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,314447,2242,20432,2193,13967,1768,1146,482,2818,864,10003,1342,6465,1436,2352,844,1350,649,2763,749,294015,2878,134900,3832,10080,1381,16485,2092,108335,3847,159115,4290,28982,2995,28016,3065,102117,4252,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,369537,3337,21827,1928,16490,1706,2957,801,5027,1037,8506,1558,5337,1162,3200,936,896,547,1241,608,347710,3964,175302,5648,17041,2268,36421,2931,121840,5242,172408,6127,47045,4301,45354,4780,80009,4613,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
