GEO_ID,B12504_001E,B12504_001M,B12504_002E,B12504_002M,B12504_003E,B12504_003M,B12504_004E,B12504_004M,B12504_005E,B12504_005M,B12504_006E,B12504_006M,B12504_007E,B12504_007M,B12504_008E,B12504_008M,B12504_009E,B12504_009M,NAME,B12504_001EA,B12504_001MA,B12504_002MA,B12504_002EA,B12504_003MA,B12504_003EA,B12504_004MA,B12504_004EA,B12504_005EA,B12504_005MA,B12504_006EA,B12504_006MA,B12504_007MA,B12504_007EA,B12504_008MA,B12504_008EA,B12504_009MA,B12504_009EA,state
0400000US13,18.0,0.3,18.0,0.2,18.6,0.3,11.8,1.0,14.6,0.8,17.9,0.2,18.6,0.2,12.1,1.7,14.2,0.6,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,18.1,0.6,17.6,0.7,18.3,0.7,10.4,1.3,19.3,2.2,18.7,0.6,19.0,0.7,14.3,2.1,18.6,4.3,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,19.3,0.5,19.3,0.6,19.9,0.6,10.1,3.4,11.8,6.1,19.3,0.6,19.8,0.6,15.4,3.0,12.2,2.1,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,20.4,0.2,20.3,0.2,20.8,0.3,13.9,1.1,16.2,0.9,20.5,0.3,20.9,0.2,15.3,0.9,17.3,0.8,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,19.8,0.3,19.8,0.3,20.3,0.3,11.6,1.3,14.0,1.4,19.8,0.3,20.4,0.3,12.0,1.3,13.0,1.2,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,21.8,0.4,21.7,0.4,22.1,0.4,17.7,5.4,13.2,1.7,21.8,0.4,22.3,0.4,17.1,3.3,14.5,2.4,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,20.1,0.4,20.1,0.4,20.6,0.4,15.3,3.2,14.4,2.2,20.1,0.4,20.6,0.4,13.4,2.0,10.7,0.9,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,19.9,0.4,20.0,0.4,20.7,0.4,13.2,0.9,13.1,1.6,19.7,0.4,20.4,0.4,14.3,1.5,13.9,0.8,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,18.8,0.4,18.7,0.4,19.7,0.5,11.9,1.2,14.5,1.1,18.9,0.4,19.8,0.4,12.8,3.1,14.1,0.9,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,23.2,0.6,23.5,0.7,23.7,0.7,19.9,5.1,21.5,5.1,23.0,0.7,23.4,0.7,12.8,3.0,20.0,6.5,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,19.2,0.3,19.1,0.3,19.8,0.3,12.2,1.7,15.8,1.2,19.2,0.3,19.8,0.3,11.9,2.2,16.7,1.0,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,20.4,0.3,20.4,0.3,20.9,0.3,11.8,1.3,16.8,1.7,20.4,0.3,20.8,0.3,13.4,1.9,17.4,0.9,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,21.4,0.2,21.4,0.3,22.0,0.3,12.7,1.1,15.3,1.2,21.4,0.3,22.0,0.3,14.8,1.0,16.1,0.9,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,21.0,0.3,21.0,0.2,21.5,0.3,13.6,1.1,15.9,0.8,21.1,0.3,21.4,0.3,17.0,4.1,15.8,1.6,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,18.9,0.5,19.1,0.5,19.8,0.6,10.2,1.9,15.6,1.9,18.7,0.6,19.6,0.6,10.0,2.0,16.0,1.1,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,20.3,0.2,20.3,0.3,21.0,0.3,13.6,1.8,13.9,1.6,20.3,0.3,20.8,0.3,14.8,2.0,14.4,1.2,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,21.5,0.6,21.7,0.7,22.3,0.9,10.4,3.1,18.9,7.9,21.3,0.7,21.8,0.8,18.1,6.4,14.0,4.9,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,20.8,0.5,20.7,0.5,21.0,0.4,16.9,4.0,11.7,3.5,20.8,0.4,21.4,0.4,14.9,4.6,11.8,2.1,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,16.9,0.4,17.1,0.5,17.6,0.5,13.3,2.4,13.9,1.7,16.8,0.4,17.3,0.4,12.7,1.8,13.6,0.7,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,21.5,0.7,21.4,0.7,21.7,0.7,18.8,3.0,16.1,5.5,21.6,0.7,22.0,0.7,12.5,6.7,13.4,2.4,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,20.3,0.2,20.1,0.3,20.6,0.2,12.0,1.6,17.8,1.2,20.5,0.3,21.0,0.3,14.8,1.2,17.3,1.1,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,19.5,0.5,19.6,0.6,20.2,0.7,15.7,2.4,16.4,3.4,19.3,0.5,19.9,0.6,15.6,4.4,15.8,3.9,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,20.1,0.2,19.9,0.2,20.6,0.2,12.7,1.0,18.3,0.7,20.3,0.2,20.8,0.2,14.0,0.6,19.8,0.7,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,19.1,0.3,19.1,0.3,19.8,0.3,13.5,1.3,14.4,0.6,19.0,0.3,19.8,0.3,13.9,1.4,14.3,0.7,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,21.2,0.7,21.3,0.8,21.6,0.8,17.1,6.9,13.3,2.1,21.1,0.8,21.5,0.8,15.9,7.8,10.5,6.1,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,21.0,0.2,21.1,0.2,21.6,0.2,15.0,1.1,16.3,1.3,21.0,0.3,21.6,0.2,14.7,0.8,14.2,0.7,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,18.3,0.3,18.5,0.4,19.2,0.4,12.2,1.7,13.8,1.2,18.1,0.3,19.1,0.3,10.5,0.8,11.9,0.7,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,19.2,0.4,19.1,0.4,19.8,0.5,15.0,2.6,14.7,1.7,19.2,0.4,19.7,0.4,12.3,3.2,16.0,1.3,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,22.2,0.2,22.2,0.3,22.8,0.2,12.7,1.3,16.9,0.9,22.2,0.2,22.8,0.2,15.9,1.5,16.5,0.6,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,21.5,0.8,21.2,0.8,22.0,0.9,15.7,2.8,14.7,3.8,21.8,0.9,22.0,0.9,21.2,8.4,18.5,3.6,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,20.2,0.4,20.2,0.4,21.0,0.5,12.2,1.3,16.2,1.9,20.3,0.3,21.1,0.4,14.6,1.7,17.2,1.2,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,21.9,0.8,22.0,0.8,22.0,0.9,25.2,3.3,19.5,4.7,21.9,0.8,22.5,0.8,9.9,4.3,12.5,4.9,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,19.4,0.3,19.4,0.3,20.1,0.3,13.0,1.3,14.3,0.9,19.4,0.3,20.2,0.3,13.3,1.1,14.2,1.0,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,17.4,0.2,17.3,0.2,18.0,0.2,10.9,0.6,14.4,0.6,17.6,0.2,18.2,0.1,12.0,1.0,14.6,0.5,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,16.6,0.3,16.8,0.4,17.2,0.4,8.8,1.6,12.6,2.7,16.5,0.4,17.0,0.4,8.6,1.5,13.4,2.3,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,22.1,0.8,22.4,0.8,22.7,0.9,20.7,6.8,15.3,6.1,21.7,1.0,22.4,0.8,6.8,3.7,18.2,5.2,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,18.5,0.2,18.3,0.3,19.0,0.3,12.0,1.2,14.4,1.1,18.7,0.3,19.2,0.3,13.1,1.5,16.3,0.8,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,18.0,0.3,18.0,0.3,18.5,0.3,10.7,1.1,14.7,1.8,18.1,0.3,18.6,0.3,10.6,1.3,16.1,0.9,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,22.4,0.7,22.5,0.7,23.6,0.7,9.3,0.9,11.6,2.5,22.2,0.8,23.4,0.7,10.1,2.9,11.6,2.2,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,21.6,0.3,21.6,0.3,22.0,0.3,14.6,1.3,14.4,1.6,21.6,0.4,22.2,0.3,14.5,1.7,15.2,1.6,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,18.1,1.0,18.1,1.1,18.3,1.1,14.1,13.7,12.4,4.5,18.1,1.1,18.4,1.1,12.9,15.2,8.6,1.9,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,25.2,0.3,25.3,0.3,26.1,0.4,15.1,2.6,18.9,2.7,25.1,0.4,26.2,0.5,13.2,2.5,20.6,1.5,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
