GEO_ID,C17009_001E,C17009_001M,C17009_002E,C17009_002M,C17009_003E,C17009_003M,C17009_004E,C17009_004M,C17009_005E,C17009_005M,C17009_006E,C17009_006M,C17009_007E,C17009_007M,C17009_008E,C17009_008M,C17009_009E,C17009_009M,NAME,C17009_001MA,C17009_001EA,C17009_002MA,C17009_002EA,C17009_003EA,C17009_003MA,C17009_004EA,C17009_004MA,C17009_005EA,C17009_005MA,C17009_006EA,C17009_006MA,C17009_007MA,C17009_007EA,C17009_008EA,C17009_008MA,C17009_009EA,C17009_009MA,state
0400000US01,809471,14554,257702,8376,15687,2311,75838,4910,166177,6988,551769,12581,290574,10407,79108,5178,182087,5551,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,154740,6004,27963,2749,1228,490,12594,1677,14141,1625,126777,5568,73561,4479,34188,2991,19028,1865,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1302647,21866,365853,11710,24695,3069,130320,7963,210838,8236,936794,18800,510562,13738,162700,6011,263532,8588,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,521499,13530,172213,6865,10200,2061,55121,4354,106892,5330,349286,10920,187576,8256,52008,3515,109702,5380,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6835379,44335,1961479,26319,108270,6701,649773,15401,1203436,21946,4873900,36753,2678672,29824,1060954,17794,1134274,13661,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1100300,13772,258802,8666,19628,2702,119749,6797,119425,6173,841498,13289,499926,10861,180000,7683,161572,4753,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,663876,12352,144112,5650,5556,1153,44641,3367,93915,5678,519764,10944,273467,9408,104857,4713,141440,5363,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,172263,6855,43937,3533,1647,848,14849,2227,27441,2482,128326,6166,74199,5615,21152,2176,32975,2415,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,242889,6141,50863,3273,2451,774,16121,2018,32291,2789,192026,6188,135961,5666,31985,2793,24080,1958,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3958430,37922,1092676,21962,69697,5287,328347,11433,694632,16225,2865754,31278,1515902,24627,482227,12353,867625,12902,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1687863,20641,495965,12744,31695,3525,167616,8804,296654,9868,1191898,19073,712271,15552,188250,8372,291377,8075,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,244757,8872,59292,3887,2166,695,20717,2277,36409,3017,185465,7904,106993,6351,31268,2969,47204,3075,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,271347,9824,84581,5921,5794,1492,37502,3930,41285,3680,186766,7496,94140,6125,39258,3376,53368,3177,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2378255,23417,597585,12419,29126,3058,213697,8731,354762,10170,1780670,21294,1008404,15294,320653,9115,451613,8591,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1209489,14833,340932,9586,20331,2687,140507,6340,180094,6842,868557,11021,472386,9489,151651,6317,244520,6520,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,615305,10547,160396,6357,11399,1956,72178,4301,76819,3925,454909,8395,246999,7141,82519,4334,125391,3462,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,531915,10982,147015,6687,11435,1897,64577,4548,71003,4014,384900,8511,215626,7960,64051,3581,105223,4191,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,818742,14492,272281,8367,15038,1870,87623,4579,169620,7139,546461,11769,285973,9264,91942,4720,168546,5212,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,851929,16941,282158,11352,22307,2971,85193,5915,174658,8424,569771,13684,336272,10034,90923,4995,142576,5663,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,300306,8442,81509,4309,4482,1239,29419,3095,47608,3049,218797,7050,108265,5729,44076,3365,66456,3574,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1079756,14197,228115,7700,12762,1933,78941,5529,136412,6532,851641,13522,517977,10737,140320,6106,193344,5813,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1401337,18778,324700,9913,9605,1567,103730,5910,211365,7672,1076637,16832,600849,14078,215333,8057,260455,6921,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1929461,20311,568905,13445,27430,2727,220612,7852,320863,10303,1360556,16749,662474,12436,249202,7518,448880,8013,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1112262,14885,256708,7695,14845,1737,117983,5657,123880,5177,855554,13278,480399,10770,173069,6027,202086,5042,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,484464,10444,173673,6878,11803,1715,43320,4226,118550,5546,310791,8651,164586,6850,43196,3747,103009,3961,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1183613,15435,344682,9275,19603,2305,123458,5838,201621,8106,838931,13232,451716,9381,144341,6416,242874,5994,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,235584,8324,71429,4827,6867,1624,33291,3076,31271,3444,164155,6755,82476,4671,36225,3194,45454,3140,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,364693,8995,84392,4560,5881,1092,39626,3017,38885,3080,280301,7498,170496,6580,44571,3044,65234,2830,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,596308,12290,148294,6493,9424,1808,48426,3763,90444,4844,448014,10108,252269,8372,87546,5246,108199,4394,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,259796,7345,50733,3755,2557,713,20319,2242,27857,3174,209063,6363,113701,5721,41317,3055,54045,3729,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1440508,20768,308372,8041,16399,2147,87994,4852,203979,6882,1132136,17769,632625,11887,196385,7505,303126,8104,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,392922,10178,127136,6082,9907,1831,38023,3802,79206,4892,265786,8916,139435,6894,48190,3393,78161,4139,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3933100,28290,1009346,15189,54300,4257,283910,8247,671136,13121,2923754,24755,1649720,23534,532773,10834,741261,12584,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1841655,26314,527671,12559,30411,2495,192224,6897,305036,10134,1313984,21867,722499,15687,230394,8939,361091,10143,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,163566,6189,38469,3273,3072,920,17979,2491,17418,1932,125097,5232,73050,4829,28555,2595,23492,1772,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2305695,23433,631102,11574,37224,3434,226562,7229,367316,9684,1674593,21039,886003,15504,284741,9534,503849,10086,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,699118,11644,205823,6109,15221,1760,70933,4648,119669,4803,493295,10395,277199,7714,80653,4157,135443,4404,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,912956,13915,275846,9753,14051,2244,117792,6041,144003,6514,637110,12153,307605,8817,146002,5780,183503,6354,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2461705,25569,629241,12051,26849,2604,206252,6942,396140,8496,1832464,21803,955560,18966,322975,9056,553929,8833,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,218136,8101,60936,4396,2474,876,19936,2586,38526,3610,157200,7363,84778,5356,31011,3203,41411,2679,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,877460,14543,259145,8219,16055,2345,90888,5415,152202,6239,618315,12855,328318,9783,106533,6422,183464,6426,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,171751,5843,45209,3049,4670,1250,19612,2298,20927,2189,126542,5491,72440,4368,25105,2172,28997,1939,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1188412,22318,366286,11902,21737,2680,121297,7810,223252,8171,822126,18480,449711,14446,138160,6440,234255,6196,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
