GEO_ID,C01001I_001E,C01001I_001M,C01001I_002E,C01001I_002M,C01001I_003E,C01001I_003M,C01001I_004E,C01001I_004M,C01001I_005E,C01001I_005M,C01001I_006E,C01001I_006M,C01001I_007E,C01001I_007M,C01001I_008E,C01001I_008M,C01001I_009E,C01001I_009M,NAME,C01001I_001EA,C01001I_001MA,C01001I_002EA,C01001I_002MA,C01001I_003MA,C01001I_003EA,C01001I_004EA,C01001I_004MA,C01001I_005MA,C01001I_005EA,C01001I_006EA,C01001I_006MA,C01001I_007EA,C01001I_007MA,C01001I_008EA,C01001I_008MA,C01001I_009MA,C01001I_009EA,state
0400000US23,19839,643,9490,933,2414,484,6583,801,493,307,10349,969,3349,662,6540,812,460,273,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,556179,498,289452,1859,92418,1594,187073,1087,9961,849,266727,1898,87907,1654,164519,1069,14301,831,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,730094,984,361163,1420,119715,967,226038,853,15410,522,368931,1046,113857,960,232814,614,22260,498,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,475095,660,241400,1742,89958,1488,140291,1139,11151,755,233695,1608,86898,1319,133149,1258,13648,874,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,276440,454,145300,1805,58396,1465,83617,1084,3287,529,131140,1742,51547,1376,75225,1165,4368,677,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,80566,2343,46358,2464,14739,1607,30183,1825,1436,591,34208,2076,12790,1433,20002,1800,1416,725,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,233325,2161,119701,2446,45134,1718,70344,1824,4223,666,113624,2576,42643,2039,64821,1503,6160,982,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,34668,565,17325,1226,6833,987,9819,744,673,371,17343,1268,6330,1043,10226,724,787,343,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,190280,787,99315,1724,40125,1056,56370,1306,2820,509,90965,1574,36127,1030,51088,1085,3750,609,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,790038,-555555555,401702,1258,137463,873,246079,701,18160,628,388336,1258,130983,873,234663,752,22690,643,Nevada,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,42452,730,21481,867,7308,521,13850,778,323,234,20971,893,7247,511,12607,823,1117,404,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1729172,-555555555,872263,1255,259546,1169,562443,741,50274,599,856909,1256,244730,1171,542534,451,69645,490,New Jersey,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,994154,-555555555,495271,1311,152972,1311,296790,451,45509,450,498883,1311,144441,1312,297718,787,56724,788,New Mexico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3670289,1404,1812485,1998,516184,1630,1176330,1378,119971,728,1857804,2059,493490,1660,1181452,1416,182862,775,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,890601,1196,466376,3826,179591,3261,276077,2270,10708,1410,424225,3917,167766,3735,241854,2330,14605,1403,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,20618,1228,10356,1284,3321,857,6632,930,403,260,10262,1099,4361,897,5842,692,59,60,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,398706,1832,205849,2952,75159,1862,121526,2071,9164,1020,192857,2648,71078,2140,110648,1709,11131,1013,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,378879,714,200048,1669,79136,1283,115368,1067,5544,682,178831,1469,70987,1231,101086,1109,6758,698,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,496791,-555555555,257172,2207,94069,1948,155224,1585,7879,775,239619,2205,92653,1949,136031,1317,10935,1041,Oregon,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,837487,1034,427359,2153,150790,1779,258512,1610,18057,1024,410128,2079,142125,1643,245015,1201,22988,930,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,148096,-555555555,73848,909,25315,633,45394,574,3139,251,74248,909,23927,640,46186,610,4135,213,Rhode Island,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,257404,860,139037,2352,46234,1805,88681,1896,4122,951,118367,2252,44388,2051,69135,1330,4844,1017,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,28719,1214,14282,1413,5311,789,8559,1010,412,318,14437,1292,6352,1009,7426,1107,659,521,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,322339,1777,169484,2626,65200,2267,99800,1803,4484,952,152855,2429,62761,2190,84898,1564,5196,1038,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10408238,1826,5236161,4676,1780756,4125,3165455,2382,289950,1704,5172077,4328,1710110,3989,3080030,2537,381937,1826,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,397100,447,203545,1320,79085,1105,118157,877,6303,596,193555,1358,75153,1099,110355,718,8047,441,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,10775,584,5179,732,1786,498,2858,541,535,244,5596,673,1466,463,3766,567,364,186,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,731971,2514,377837,3414,120336,2528,246568,2479,10933,1284,354134,3669,114901,2806,221911,2680,17322,1283,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,858778,-555555555,445362,1844,166987,1593,265004,1272,13371,1084,413416,1843,162201,1581,234322,1387,16893,1044,Washington,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,24503,1679,13196,1616,4647,1079,8105,1653,444,314,11307,1742,4204,1156,5953,1165,1150,516,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,370982,455,191746,1680,75164,1439,110087,1403,6495,665,179236,1667,71298,1511,100101,1381,7837,834,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,57065,-555555555,28822,1809,9960,1257,17910,1041,952,363,28243,1809,9533,1303,17077,1009,1633,456,Wyoming,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3514279,3817,1687085,3845,400044,3222,1022577,1744,264464,835,1827194,3948,367365,3162,1113854,1910,345975,842,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
