GEO_ID,C18106_001E,C18106_001M,C18106_002E,C18106_002M,C18106_003E,C18106_003M,C18106_004E,C18106_004M,C18106_005E,C18106_005M,C18106_006E,C18106_006M,C18106_007E,C18106_007M,C18106_008E,C18106_008M,C18106_009E,C18106_009M,C18106_010E,C18106_010M,C18106_011E,C18106_011M,C18106_012E,C18106_012M,C18106_013E,C18106_013M,C18106_014E,C18106_014M,C18106_015E,C18106_015M,C18106_016E,C18106_016M,C18106_017E,C18106_017M,C18106_018E,C18106_018M,C18106_019E,C18106_019M,C18106_020E,C18106_020M,C18106_021E,C18106_021M,NAME,C18106_001MA,C18106_001EA,C18106_002MA,C18106_002EA,C18106_003MA,C18106_003EA,C18106_004MA,C18106_004EA,C18106_005MA,C18106_005EA,C18106_006MA,C18106_006EA,C18106_007MA,C18106_007EA,C18106_008MA,C18106_008EA,C18106_009EA,C18106_009MA,C18106_010MA,C18106_010EA,C18106_011MA,C18106_011EA,C18106_012MA,C18106_012EA,C18106_013MA,C18106_013EA,C18106_014MA,C18106_014EA,C18106_015EA,C18106_015MA,C18106_016EA,C18106_016MA,C18106_017EA,C18106_017MA,C18106_018MA,C18106_018EA,C18106_019MA,C18106_019EA,C18106_020EA,C18106_020MA,C18106_021EA,C18106_021MA,state
0400000US01,4476223,3498,2139309,5487,414448,4426,3946,1169,410502,4475,1407781,3396,36672,2677,1371109,4258,317080,1997,26464,2024,290616,2997,2336914,4419,401239,3680,2738,800,398501,3847,1527586,3213,37948,2635,1489638,4056,408089,2062,48108,2876,359981,3354,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,658133,1917,336823,2347,67890,1694,405,264,67485,1682,235033,2140,2868,844,232165,2306,33900,1002,2435,724,31465,1228,321310,1662,64947,1159,507,383,64440,1218,221245,1198,3512,991,217733,1524,35118,972,5368,1171,29750,1158,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6190411,2225,3030095,2898,605156,1992,8396,1497,596760,2349,1937999,2770,36478,3284,1901521,4092,486940,1367,30707,2914,456233,3335,3160316,2795,582757,1936,4117,1013,578640,1966,2006493,2365,34950,3056,1971543,3673,571066,1364,48098,2886,522968,3067,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2723980,2678,1325395,4796,262374,3612,3232,997,259142,3632,861325,3214,21833,2458,839492,3904,201696,1438,15956,1619,185740,2070,1398585,4111,251041,3092,2821,1028,248220,3179,900910,3016,27903,3057,873007,4068,246634,1843,26333,2118,220301,2862,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35785882,5903,17584481,8096,3376978,3764,36853,3105,3340125,4808,12038061,7340,184499,7142,11853562,10520,2169442,2989,168420,5453,2001022,5673,18201401,5965,3246580,3595,24042,2313,3222538,3861,12226448,3884,204825,7588,12021623,8263,2728373,3145,326173,8304,2402200,8975,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4933964,3327,2449343,4716,467232,2681,3599,760,463633,2681,1678778,3434,21042,2342,1657736,4198,303333,1624,14884,1890,288449,2418,2484621,3723,446142,2336,3455,1028,442687,2771,1677532,2424,24209,2628,1653323,3460,360947,1439,26819,2651,334128,2941,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3352420,1511,1623431,2392,299009,1487,3393,1047,295616,1794,1091478,1984,16611,1969,1074867,2884,232944,1423,16209,1687,216735,2024,1728989,2303,286150,1244,1677,569,284473,1371,1142258,1885,17927,2088,1124331,3033,300581,1319,29400,2407,271181,2739,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,864920,583,414369,1083,74777,578,1089,582,73688,880,272159,1135,5386,1065,266773,1597,67433,733,4713,1038,62720,1183,450551,968,72627,536,663,477,71964,677,295631,700,5229,1014,290402,1099,82293,658,5635,1007,76658,1207,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,605203,509,281710,990,36059,173,346,215,35713,257,216572,977,3004,910,213568,1199,29079,646,2821,739,26258,933,323493,1011,36012,188,118,114,35894,225,244580,597,2955,830,241625,1147,42901,869,5615,1163,37286,1307,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18505785,5532,8944652,7099,1519797,4888,15372,1903,1504425,5054,5747594,5911,106194,6136,5641400,8401,1677261,3397,102429,6115,1574832,6252,9561133,6297,1448781,4389,9612,1652,1439169,4993,6066114,4654,111792,6100,5954322,7462,2046238,3447,186790,8496,1859448,8910,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
