GEO_ID,B17003_001E,B17003_001M,B17003_002E,B17003_002M,B17003_003E,B17003_003M,B17003_004E,B17003_004M,B17003_005E,B17003_005M,B17003_006E,B17003_006M,B17003_007E,B17003_007M,B17003_008E,B17003_008M,B17003_009E,B17003_009M,B17003_010E,B17003_010M,B17003_011E,B17003_011M,B17003_012E,B17003_012M,B17003_013E,B17003_013M,B17003_014E,B17003_014M,B17003_015E,B17003_015M,B17003_016E,B17003_016M,B17003_017E,B17003_017M,B17003_018E,B17003_018M,B17003_019E,B17003_019M,B17003_020E,B17003_020M,B17003_021E,B17003_021M,B17003_022E,B17003_022M,B17003_023E,B17003_023M,NAME,B17003_001EA,B17003_001MA,B17003_002EA,B17003_002MA,B17003_003MA,B17003_003EA,B17003_004MA,B17003_004EA,B17003_005MA,B17003_005EA,B17003_006EA,B17003_006MA,B17003_007EA,B17003_007MA,B17003_008EA,B17003_008MA,B17003_009MA,B17003_009EA,B17003_010EA,B17003_010MA,B17003_011MA,B17003_011EA,B17003_012EA,B17003_012MA,B17003_013EA,B17003_013MA,B17003_014MA,B17003_014EA,B17003_015MA,B17003_015EA,B17003_016MA,B17003_016EA,B17003_017EA,B17003_017MA,B17003_018EA,B17003_018MA,B17003_019EA,B17003_019MA,B17003_020EA,B17003_020MA,B17003_021MA,B17003_021EA,B17003_022EA,B17003_022MA,B17003_023EA,B17003_023MA,state
0400000US01,3195909,4870,483028,14331,186505,7606,66567,4651,67794,3850,39705,3403,12439,1711,296523,9188,88346,4647,107745,6225,79458,4864,20974,2481,2712881,14859,1310456,7908,167822,6482,417042,9167,383908,8777,341684,7693,1402425,10093,151539,5875,413173,9320,451987,10135,385726,8755,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,457399,2189,39433,3409,17799,2071,2723,630,9027,1370,4412,1103,1637,557,21634,2242,3837,1099,9343,1595,6209,1078,2245,764,417966,4086,217962,2541,13485,1490,63794,3228,82374,3467,58309,3159,200004,2435,11818,1394,47077,2854,73893,4004,67216,3285,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4357886,3126,615437,14984,265655,8900,84905,5157,82450,5436,67536,5325,30764,2334,349782,8388,106996,4576,99928,5211,104393,4620,38465,3511,3742449,15026,1838628,9165,207676,8959,430694,11453,625605,10849,574653,8312,1903821,8924,195084,7397,439377,10662,694840,13618,574520,10215,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1926086,4154,281030,8915,109339,5012,35856,3214,44493,3354,20591,2423,8399,1674,171691,5991,46616,3215,65270,4194,48905,3804,10900,1836,1645056,9336,811675,5635,106210,5189,286196,7605,230695,6109,188574,6207,833381,6284,91129,5084,267504,6544,264239,8208,210509,6714,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25316497,6326,3306091,32499,1414683,19598,512002,11827,371896,11029,325984,9977,204801,7987,1891408,20213,675304,12984,479590,10862,498380,11578,238134,8649,22010406,33932,10864715,19984,1686799,18647,2240645,24009,3152134,24321,3785137,22512,11145691,21795,1604400,17408,2161005,20219,3498270,22702,3882016,22883,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3530419,3761,325005,11061,142037,6967,34527,3626,38878,3733,42024,3819,26608,2694,182968,6685,45087,3574,48033,4191,56397,3672,33451,2920,3205414,11406,1595240,7604,141460,5686,333835,9660,481157,8698,638788,9940,1610174,7335,108569,4469,335545,7906,495157,9674,670903,8933,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2429267,1862,213130,9606,81854,5155,22283,2932,29756,3699,15979,2351,13836,1815,131276,6074,36481,3372,46339,3691,31499,3197,16957,1951,2216137,9731,1072409,5512,92852,4805,300951,8755,247540,7990,431066,7225,1143728,6170,82486,4565,286478,6400,300732,7098,474032,7822,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,629801,947,61215,4855,23085,2390,6696,1453,7984,1304,5221,1289,3184,978,38130,3318,9747,1597,14310,2180,9721,1703,4352,1064,568586,4801,272816,2522,27951,2910,86136,4115,72179,3758,86550,3823,295770,3247,22301,2296,86918,3645,85209,4016,101342,4144,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,455801,800,62745,4880,24187,3146,5686,1470,7660,1554,5353,1490,5488,1349,38558,3330,9257,1701,11619,1882,8611,1500,9071,1519,393056,4974,187532,3194,16308,2190,30822,3011,27710,2490,112692,3116,205524,3632,13029,1423,30514,2953,36033,2763,125948,3226,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13818381,7358,1858257,33246,777302,18877,219149,9958,279451,11388,174423,8396,104279,5991,1080955,19613,269565,9487,385953,13136,297052,10524,128385,7081,11960124,32953,5791806,19500,642620,15873,1662866,16882,1716328,20214,1769992,20139,6168318,19280,594448,11289,1732462,16863,2028880,17000,1812528,19168,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
