GEO_ID,C17010I_001E,C17010I_001M,C17010I_002E,C17010I_002M,C17010I_003E,C17010I_003M,C17010I_004E,C17010I_004M,C17010I_005E,C17010I_005M,C17010I_006E,C17010I_006M,C17010I_007E,C17010I_007M,C17010I_008E,C17010I_008M,C17010I_009E,C17010I_009M,C17010I_010E,C17010I_010M,C17010I_011E,C17010I_011M,C17010I_012E,C17010I_012M,C17010I_013E,C17010I_013M,C17010I_014E,C17010I_014M,C17010I_015E,C17010I_015M,C17010I_016E,C17010I_016M,C17010I_017E,C17010I_017M,NAME,C17010I_001MA,C17010I_001EA,C17010I_002EA,C17010I_002MA,C17010I_003EA,C17010I_003MA,C17010I_004EA,C17010I_004MA,C17010I_005MA,C17010I_005EA,C17010I_006MA,C17010I_006EA,C17010I_007MA,C17010I_007EA,C17010I_008EA,C17010I_008MA,C17010I_009EA,C17010I_009MA,C17010I_010MA,C17010I_010EA,C17010I_011MA,C17010I_011EA,C17010I_012MA,C17010I_012EA,C17010I_013MA,C17010I_013EA,C17010I_014EA,C17010I_014MA,C17010I_015EA,C17010I_015MA,C17010I_016MA,C17010I_016EA,C17010I_017MA,C17010I_017EA,state
0400000US19,33047,1881,6071,1133,2378,775,2264,765,3693,888,885,529,599,429,2808,693,2561,688,26976,1781,18981,1729,13186,1611,7995,1243,3258,831,1864,677,4737,1190,3769,1091,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,64852,2616,15660,1897,5728,1217,4684,1172,9932,1688,1930,844,1649,823,8002,1677,7480,1634,49192,2562,34854,2215,24044,2107,14338,1973,6746,1380,4683,1086,7592,1298,5887,1101,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,24075,1882,6572,1283,2799,972,2498,923,3773,1096,1229,676,1229,676,2544,862,2370,853,17503,1902,12316,1681,7271,1302,5187,1132,1989,635,1163,506,3198,853,1963,745,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,44850,2772,7885,1400,2687,880,2181,803,5198,1180,649,468,437,381,4549,1137,4291,1157,36965,2683,25924,2431,14313,1878,11041,1534,6092,1298,2724,827,4949,1091,2803,816,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,3447,818,547,328,220,206,148,160,327,269,51,89,51,89,276,248,276,248,2900,804,2247,681,885,386,653,460,199,176,190,176,454,410,389,388,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,107345,3231,12340,1785,4185,1102,3355,1043,8155,1514,2084,752,1335,562,6071,1418,5419,1314,95005,3480,58557,3486,39184,2967,36448,2629,16308,2102,11439,1897,20140,2293,13258,2023,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,151456,4377,41605,2941,10087,1550,6166,1315,31518,2549,4068,1183,2847,976,27450,2531,24396,2373,109851,4373,58084,3727,34838,2573,51767,3113,14580,1688,8841,1620,37187,2845,24571,2682,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,91157,2895,19739,2302,7080,1375,5762,1333,12659,1875,2427,880,2200,861,10232,1661,9740,1637,71418,3117,47136,2444,28543,2033,24282,2169,9853,1289,6991,1145,14429,1727,8734,1413,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,48296,2367,10579,1648,4088,863,3904,842,6491,1390,948,395,790,346,5543,1362,4918,1184,37717,2392,23692,2360,15665,1780,14025,1781,6271,1303,3957,1137,7754,1384,5205,979,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,13647,1329,2760,708,1036,432,1015,432,1724,573,377,267,200,158,1347,484,1155,446,10887,1455,7526,1310,4554,990,3361,1053,2033,922,1546,740,1328,478,815,363,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,40371,2491,8838,1447,3931,983,3039,818,4907,1187,1040,605,881,530,3867,992,3816,989,31533,2622,20935,2243,11672,1616,10598,1977,3958,1031,3037,989,6640,1627,4487,1370,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,6265,1108,1574,587,206,155,151,144,1368,593,343,309,343,309,1025,465,878,446,4691,878,3672,920,2165,770,1019,379,347,198,347,198,672,309,311,232,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,38507,1656,8735,1448,3321,915,3001,880,5414,1231,951,456,951,456,4463,1108,4463,1108,29772,1678,21172,1349,15587,1297,8600,1257,2743,730,1841,611,5857,1056,4631,997,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,157497,3993,28083,2969,12418,1758,10176,1505,15665,2265,4142,1213,3484,1161,11523,1675,10682,1562,129414,3836,81661,3451,52147,3009,47753,3276,20927,2232,11840,1766,26826,2634,17791,2112,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,8930,925,1392,604,131,197,65,105,1261,569,241,335,241,335,1020,557,1000,558,7538,989,4670,953,2701,896,2868,840,777,335,570,322,2091,851,1632,785,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,377661,6733,72827,4282,22288,2587,16049,2297,50539,3583,9903,1891,7602,1548,40636,3118,35209,2898,304834,6317,192491,5601,110430,4657,112343,4930,36739,2936,20555,2221,75604,4284,47635,3740,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,215035,4840,47607,4107,18699,2724,12260,2219,28908,3027,4359,1264,3274,1028,24549,2799,21327,2645,167428,4312,117782,4042,57898,3741,49646,3506,17410,2054,9915,1729,32236,3007,20560,2635,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,780045,8329,188271,7010,51592,3313,37883,3126,136679,6083,18389,2062,13575,2019,118290,5718,95453,5146,591774,8690,341492,7925,188171,6773,250282,6135,79806,4656,39072,3459,170476,5832,97216,4797,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,177635,4831,55709,4242,26436,3252,22992,3042,29273,3093,6092,1420,5523,1354,23181,2776,22591,2772,121926,4945,82506,4596,54277,4062,39420,3394,19371,2552,13459,2333,20049,2460,14110,2237,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,4586,852,681,469,69,97,69,97,612,469,156,163,156,163,456,448,456,448,3905,774,2762,778,2028,645,1143,463,834,409,475,308,309,256,309,256,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,78353,3365,18378,1783,5901,1166,4815,1026,12477,1557,1234,539,943,523,11243,1420,10270,1413,59975,3358,39798,2873,23497,2330,20177,2716,9391,1819,6664,1546,10786,1781,8188,1563,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,74129,2390,17470,1844,8168,1298,7188,1235,9302,1233,1927,704,1540,628,7375,965,7050,927,56659,1977,39395,1734,25980,1686,17264,1663,8639,1438,5557,1132,8625,1146,6443,1040,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,95571,2959,23147,2459,10329,1965,9051,1882,12818,1905,2466,828,2211,814,10352,1736,10105,1750,72424,3694,50524,3248,33752,2549,21900,2366,10645,1802,6907,1621,11255,1686,8020,1442,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,159868,5253,46575,3633,12484,1863,8208,1590,34091,2921,4396,1144,3616,1058,29695,2641,26582,2550,113293,4312,68295,3516,42491,3177,44998,3531,13922,2226,7968,1593,31076,2631,22363,2457,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,32344,1660,9389,1464,2476,814,1677,706,6913,1355,824,475,824,475,6089,1333,5936,1339,22955,1968,12564,1603,7660,1359,10391,1665,3143,989,1725,720,7248,1357,4923,1206,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,49775,2905,15294,2245,7305,1503,6677,1397,7989,1922,1152,796,1152,796,6837,1727,6595,1726,34481,2593,26178,2257,15775,1849,8303,1670,3239,1208,1306,668,5064,1205,3687,1058,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,4889,1011,1074,621,352,326,299,307,722,565,236,392,60,82,486,390,478,397,3815,826,2487,619,1250,437,1328,714,451,388,351,356,877,560,727,528,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,59530,3185,20400,2428,9747,1608,9330,1581,10653,2080,1819,749,1747,740,8834,1810,8560,1795,39130,2788,29332,2610,20143,2193,9798,1709,5042,1305,2514,867,4756,1086,3718,1019,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2197706,16642,499102,10552,219891,7589,173828,7132,279211,9114,44832,3738,36043,3432,234379,8082,211560,7912,1698604,16748,1195078,15526,725463,14757,503526,12248,177464,6880,101067,5548,326062,9428,205801,7113,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,78548,2726,17210,2122,7098,1475,6158,1492,10112,1803,1867,833,1579,813,8245,1497,8208,1496,61338,3081,45981,3191,30521,2571,15357,2166,6566,1307,4158,1191,8791,1792,6661,1512,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,2206,486,137,145,0,147,0,147,137,145,0,147,0,147,137,145,82,113,2069,488,1471,438,749,323,598,309,285,229,285,229,313,207,219,167,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,143542,4202,20683,2264,7960,1502,7455,1466,12723,2187,1749,837,1723,845,10974,2100,10395,2028,122859,4613,89754,4375,62217,4000,33105,3197,12950,2035,9223,1736,20155,2406,14165,2133,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,165337,4456,33339,2557,11464,1836,9739,1713,21875,2383,4399,1147,4209,1152,17476,2216,16624,2043,131998,4292,92554,4412,62524,3711,39444,3704,16100,2230,11542,2143,23344,2474,18519,2289,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,4335,1035,976,530,734,505,426,352,242,198,166,176,166,176,76,107,76,107,3359,1073,2488,807,1093,541,871,637,281,382,230,369,590,484,32,54,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,71063,2101,16997,1768,5491,1103,5141,1083,11506,1655,1839,695,1689,680,9667,1587,8932,1441,54066,2544,37354,2602,24886,2142,16712,1730,8370,1318,5299,1229,8342,1290,6197,1003,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,13723,1162,3549,954,913,515,592,393,2636,850,534,346,534,346,2102,767,2102,767,10174,1135,8261,1255,5050,1054,1913,604,520,326,397,307,1393,515,710,397,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,860173,10413,365327,8666,149202,5426,59490,3816,216125,7186,41859,3675,25446,2994,174266,5806,119753,4637,494846,9022,335446,7398,108506,4646,159400,5926,40207,3505,15868,2074,119193,4615,52659,3434,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
