GEO_ID,B17020H_001E,B17020H_001M,B17020H_002E,B17020H_002M,B17020H_003E,B17020H_003M,B17020H_004E,B17020H_004M,B17020H_005E,B17020H_005M,B17020H_006E,B17020H_006M,B17020H_007E,B17020H_007M,B17020H_008E,B17020H_008M,B17020H_009E,B17020H_009M,B17020H_010E,B17020H_010M,B17020H_011E,B17020H_011M,B17020H_012E,B17020H_012M,B17020H_013E,B17020H_013M,B17020H_014E,B17020H_014M,B17020H_015E,B17020H_015M,B17020H_016E,B17020H_016M,B17020H_017E,B17020H_017M,NAME,B17020H_001EA,B17020H_001MA,B17020H_002EA,B17020H_002MA,B17020H_003EA,B17020H_003MA,B17020H_004MA,B17020H_004EA,B17020H_005MA,B17020H_005EA,B17020H_006MA,B17020H_006EA,B17020H_007MA,B17020H_007EA,B17020H_008EA,B17020H_008MA,B17020H_009EA,B17020H_009MA,B17020H_010MA,B17020H_010EA,B17020H_011EA,B17020H_011MA,B17020H_012MA,B17020H_012EA,B17020H_013MA,B17020H_013EA,B17020H_014MA,B17020H_014EA,B17020H_015MA,B17020H_015EA,B17020H_016EA,B17020H_016MA,B17020H_017MA,B17020H_017EA,state
0400000US13,5353193,5757,637268,21342,50795,5395,51705,5162,47542,4740,380985,12617,72924,4807,22368,1901,10949,1640,4715925,22155,288935,6525,326619,7800,349374,6971,2607359,14598,831630,8072,232911,3742,79097,3650,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,312999,1557,31039,3595,1360,630,1234,633,1434,714,19340,2322,5964,1195,1288,492,419,312,281960,3670,14308,834,13351,1132,9979,1138,167003,2898,58200,2041,13086,1114,6033,884,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1329253,1998,167758,10231,17096,2264,15770,2635,14299,2658,94511,5654,17555,2370,5609,1229,2918,804,1161495,10530,82111,3041,94805,3627,96383,4203,606899,7204,202679,4112,57950,2389,20668,2116,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7833482,5858,731687,18119,58729,4782,54292,4310,53191,3790,432519,11142,83120,4248,32482,2962,17354,1714,7101795,18570,415730,5784,448598,7389,492123,6477,3995551,13775,1208259,9006,378973,5329,162561,5596,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5139790,4942,612768,18958,64811,5311,54574,4167,54350,4012,358641,12120,54710,4315,17069,1983,8613,1070,4527022,19960,286115,6121,311486,6818,346035,6480,2502292,13261,762176,7590,228626,4105,90292,3890,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2623219,2216,274349,12762,22003,2343,24176,2888,22644,2910,160464,7711,25982,2147,11820,1276,7260,852,2348870,13141,157629,3061,166080,4194,174078,3761,1264007,8559,400463,4455,134146,3022,52467,2541,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2169762,2202,228834,9279,21104,2520,19652,2492,16511,2163,134233,6046,23717,1832,9221,1232,4396,894,1940928,9658,137535,3062,134600,3477,147995,3849,1050911,7348,322846,4337,102321,2948,44720,2614,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3666483,3680,632701,18739,66089,3911,60709,4626,55035,4508,356924,10857,66517,4418,19033,2105,8394,1186,3033782,18578,186548,4165,204003,5353,216707,5158,1692975,11636,525573,6109,152956,3119,55020,3143,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2693201,3826,330080,14773,27163,3309,22665,3039,25555,3186,195117,8482,42743,3549,11850,1752,4987,1202,2363121,15454,156905,4485,164049,5735,169119,5636,1315625,9204,393192,5726,119872,3500,44359,2663,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1214274,2014,159442,8112,14471,2014,13037,2092,10966,1576,92179,4855,19259,1924,7082,1151,2448,801,1054832,8050,51528,2057,62103,2783,71734,2824,571928,5661,212101,2996,60702,2180,24736,2010,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3066916,4185,210853,9970,14390,2287,12830,2194,15470,2257,125442,6782,25199,2221,11358,1585,6164,940,2856063,9981,163156,3321,180971,4018,199141,4001,1590738,8025,505412,5642,146933,3495,69712,3068,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4815532,6745,367875,13192,22816,3608,23278,3146,22172,2669,212316,8116,54612,3158,21381,2040,11300,1523,4447657,15768,234841,4707,267360,5734,309569,5024,2516722,11477,776304,6541,233614,4142,109247,3910,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7362091,5355,904296,21222,78424,4565,78372,4880,73324,5130,540186,13875,92284,4559,28273,2261,13433,1459,6457795,22084,366263,4967,408647,7306,471774,7692,3530619,16891,1175142,7158,354398,4315,150952,3615,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4343040,3289,358733,12161,27134,3290,27270,2888,23593,2343,213251,7065,38780,2380,17850,1761,10855,1098,3984307,11699,258065,3648,273106,4878,289509,4696,2225558,8664,658264,5727,196974,3085,82831,3021,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1668750,2885,218289,11179,18349,2883,17031,2657,16733,2272,130082,7123,25017,2572,7667,1420,3410,839,1450461,10559,92519,3027,103400,4576,107232,4066,768315,8283,262324,5331,86466,2877,30205,2474,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4714709,5092,609980,16982,60229,4372,53888,4688,49777,3576,351690,10756,61689,4188,21465,2119,11242,1268,4104729,17366,251653,5315,281928,5401,298019,6160,2249589,12603,718435,6834,222806,3625,82299,3569,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,866568,1985,113696,6595,8399,1500,8147,1554,8525,1528,69746,4535,13389,2132,3052,791,2438,753,752872,6922,48611,2069,49522,2115,49618,2052,400296,5116,145640,3250,43818,1771,15367,1738,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1473498,1707,140490,7242,12637,1736,10921,1505,10141,1770,83031,4773,12441,1492,6832,944,4487,819,1333008,7176,93092,2128,100614,3040,96983,3242,725232,5941,218338,3304,70738,1907,28011,1835,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1440029,1779,161040,10996,12540,2355,10528,2747,7813,1972,98066,6386,23907,2753,6495,1071,1691,586,1278989,10744,63612,2940,70819,3696,76993,3091,693010,6920,272173,3904,76977,2522,25405,2403,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1176779,1185,99857,7581,9097,1767,8731,1998,8614,2132,58203,4436,9834,1482,3843,992,1535,514,1076922,7604,55129,2043,68016,2956,77548,3447,605230,5337,198582,3674,51170,2134,21247,1841,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4974032,4779,318657,12470,21926,2786,26313,3293,25221,2806,166627,7206,45632,3652,20234,2041,12704,1828,4655375,12799,253162,3615,298455,5017,336319,4963,2545997,10304,824323,7814,265165,5227,131954,4947,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,795103,2112,106546,6983,8584,1887,6306,1577,3991,1014,64259,4493,17962,2284,3701,1305,1743,613,688557,7351,31295,1865,34117,2353,38779,2445,348866,5879,163361,2985,52941,2329,19198,2245,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10837485,8951,1124131,22075,106350,5821,98501,5484,88728,5436,619265,12304,126691,5953,52885,3332,31711,2853,9713354,25330,529787,7705,573950,8116,637031,8907,5444818,16434,1718656,11293,548573,6933,260539,6881,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6219900,5256,724031,20727,51378,4789,58054,4663,52723,5004,438746,12963,82040,4728,28581,2490,12509,1569,5495869,22437,315301,5947,346704,7295,379668,7070,3021417,15808,1015287,8020,306524,4926,110968,3684,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,619591,1278,53098,4749,4276,1014,4035,1243,3144,901,31972,3061,4925,843,2944,694,1802,510,566493,4825,42687,1768,41728,1846,35397,1745,320787,3306,86632,2089,27446,1467,11816,1434,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9049045,4675,1101899,22532,110040,6120,109319,6492,92298,5310,631337,13552,108873,4657,33871,2379,16161,1507,7947146,23853,466726,6601,522232,9769,591478,9362,4369155,16839,1388126,8844,428675,6575,180754,6114,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2525131,2829,326199,10917,27308,2498,27154,2695,24141,2248,193147,6533,37251,2101,11564,1204,5634,978,2198932,11535,138656,3724,141052,3931,147315,3381,1193992,6976,399487,4479,131904,2905,46526,2645,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3000431,3327,416301,14703,35580,3541,28729,3285,26515,2710,253394,10415,50976,4092,12673,2013,8434,1468,2584130,15059,135540,4045,151108,4652,164134,4735,1394929,11245,524834,5758,144556,3524,69029,3873,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9662013,5711,940807,21725,78921,4937,77052,5428,71055,4212,536423,14427,109223,4604,44725,2690,23408,2070,8721206,23133,476296,6256,528759,7860,595119,7074,4755928,16923,1600967,8452,523688,6487,240449,5954,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,753113,1898,77361,6482,4804,1190,5433,1666,4284,961,47255,4199,9571,1562,3442,793,2572,740,675752,6479,31932,1738,36515,2250,45000,2067,377884,5489,126401,3348,37806,1825,20214,1751,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3006566,3586,358365,15895,25612,3547,33699,3863,27684,3333,213056,9523,41427,4149,11820,1600,5067,1158,2648201,15434,158749,3778,163361,4705,175704,5117,1414030,9790,532891,6406,149123,3138,54343,2724,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,688956,1002,65762,4347,6744,1297,4056,877,3549,1001,35722,2839,9136,1133,4120,731,2435,574,623194,4507,43249,1584,47182,2193,48100,2035,336078,4181,103041,2814,31998,1435,13546,1418,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4773205,4186,682348,20111,61692,5300,56373,4115,54925,4338,396454,12400,78058,4796,25587,2171,9259,1273,4090857,20837,234817,6811,272715,6784,289047,6705,2252327,13710,744569,7362,222074,4117,75308,3287,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11449640,8834,1061146,28670,81365,6015,83490,6658,76640,6676,635306,15119,123088,6778,41892,3390,19365,2380,10388494,28112,647312,9682,674426,10593,721811,10443,5774438,18930,1819035,10177,552186,5788,199286,5761,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2297928,2676,206791,12586,21787,3290,18999,3027,14909,2597,128055,6582,14540,1874,5062,1022,3439,948,2091137,12457,201545,4257,210439,4487,199261,4381,1121861,7540,255418,3320,76865,2672,25748,2206,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,562705,1805,65327,4286,5520,1176,6443,1300,4634,1198,37872,2898,7306,1010,2418,521,1134,391,497378,4661,26983,1623,29670,1673,33234,1541,275632,4030,95810,2289,25869,1255,10180,1148,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5103599,6101,446962,15384,35209,3677,33213,3059,30095,3264,271808,9868,49030,3824,18250,1722,9357,1355,4656637,15466,285422,5804,301486,5460,324872,6084,2602911,10986,819061,6416,229377,4462,93508,3944,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4872462,4878,511742,15707,38209,3587,35935,4188,36354,3375,312366,10191,59169,3807,16859,1926,12850,1903,4360720,16665,257642,4302,264866,5734,279739,5963,2449369,12066,799605,7871,211955,4133,97544,3972,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1667611,3418,289619,12289,27522,2913,24521,3029,22850,2703,171533,7735,30727,2811,9055,1084,3411,868,1377992,12802,76364,2969,81799,4030,95327,3925,737076,8698,274508,5169,83667,2565,29251,2321,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4619587,3259,442964,12219,36620,2962,35726,2915,29859,2438,264782,8294,45304,2835,19351,1940,11322,1379,4176623,12966,245811,3432,271902,4759,296888,3875,2310903,10400,734316,5355,222856,3829,93947,3330,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,479865,784,41611,3812,3401,1113,2761,1062,2849,894,25151,2602,4890,934,1709,593,850,487,438254,3765,31090,1547,34360,2083,31129,2012,240459,3658,75557,2416,19640,1464,6019,1053,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,23244,2702,5824,1473,103,170,396,404,397,392,4142,1321,578,308,208,173,0,220,17420,2622,367,279,1407,748,740,524,9271,1822,4201,1038,1089,452,345,267,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
