GEO_ID,B16008_001E,B16008_001M,B16008_002E,B16008_002M,B16008_003E,B16008_003M,B16008_004E,B16008_004M,B16008_005E,B16008_005M,B16008_006E,B16008_006M,B16008_007E,B16008_007M,B16008_008E,B16008_008M,B16008_009E,B16008_009M,B16008_010E,B16008_010M,B16008_011E,B16008_011M,B16008_012E,B16008_012M,B16008_013E,B16008_013M,B16008_014E,B16008_014M,B16008_015E,B16008_015M,B16008_016E,B16008_016M,B16008_017E,B16008_017M,B16008_018E,B16008_018M,B16008_019E,B16008_019M,B16008_020E,B16008_020M,B16008_021E,B16008_021M,B16008_022E,B16008_022M,B16008_023E,B16008_023M,B16008_024E,B16008_024M,B16008_025E,B16008_025M,B16008_026E,B16008_026M,B16008_027E,B16008_027M,B16008_028E,B16008_028M,B16008_029E,B16008_029M,B16008_030E,B16008_030M,B16008_031E,B16008_031M,B16008_032E,B16008_032M,B16008_033E,B16008_033M,B16008_034E,B16008_034M,B16008_035E,B16008_035M,B16008_036E,B16008_036M,B16008_037E,B16008_037M,B16008_038E,B16008_038M,B16008_039E,B16008_039M,B16008_040E,B16008_040M,B16008_041E,B16008_041M,B16008_042E,B16008_042M,B16008_043E,B16008_043M,B16008_044E,B16008_044M,B16008_045E,B16008_045M,B16008_046E,B16008_046M,B16008_047E,B16008_047M,B16008_048E,B16008_048M,B16008_049E,B16008_049M,B16008_050E,B16008_050M,B16008_051E,B16008_051M,B16008_052E,B16008_052M,B16008_053E,B16008_053M,NAME,B16008_001EA,B16008_001MA,B16008_002MA,B16008_002EA,B16008_003MA,B16008_003EA,B16008_004MA,B16008_004EA,B16008_005MA,B16008_005EA,B16008_006MA,B16008_006EA,B16008_007MA,B16008_007EA,B16008_008MA,B16008_008EA,B16008_009EA,B16008_009MA,B16008_010MA,B16008_010EA,B16008_011EA,B16008_011MA,B16008_012MA,B16008_012EA,B16008_013MA,B16008_013EA,B16008_014MA,B16008_014EA,B16008_015MA,B16008_015EA,B16008_016MA,B16008_016EA,B16008_017MA,B16008_017EA,B16008_018EA,B16008_018MA,B16008_019MA,B16008_019EA,B16008_020EA,B16008_020MA,B16008_021MA,B16008_021EA,B16008_022EA,B16008_022MA,B16008_023EA,B16008_023MA,B16008_024MA,B16008_024EA,B16008_025MA,B16008_025EA,B16008_026MA,B16008_026EA,B16008_027EA,B16008_027MA,B16008_028EA,B16008_028MA,B16008_029EA,B16008_029MA,B16008_030MA,B16008_030EA,B16008_031EA,B16008_031MA,B16008_032MA,B16008_032EA,B16008_033EA,B16008_033MA,B16008_034EA,B16008_034MA,B16008_035MA,B16008_035EA,B16008_036MA,B16008_036EA,B16008_037MA,B16008_037EA,B16008_038EA,B16008_038MA,B16008_039EA,B16008_039MA,B16008_040EA,B16008_040MA,B16008_041MA,B16008_041EA,B16008_042EA,B16008_042MA,B16008_043MA,B16008_043EA,B16008_044EA,B16008_044MA,B16008_045EA,B16008_045MA,B16008_046MA,B16008_046EA,B16008_047EA,B16008_047MA,B16008_048MA,B16008_048EA,B16008_049EA,B16008_049MA,B16008_050EA,B16008_050MA,B16008_051EA,B16008_051MA,B16008_052MA,B16008_052EA,B16008_053EA,B16008_053MA,state
0400000US01,4558217,2782,4401536,7476,805153,4119,768511,4657,30063,3054,21030,2609,9033,1804,6579,1291,5968,1137,611,433,3596383,6839,3530503,7784,46232,3974,36996,3777,9236,1706,19648,2824,16774,2558,2874,943,156681,6861,54562,4476,3128,1052,2554,857,329,467,329,467,0,189,245,255,61,105,184,231,51434,4275,17128,2386,12641,2172,6994,1617,5647,1549,21665,2440,12094,2041,9571,2149,102119,6002,9159,1872,2174,1063,4298,1147,2957,1095,1341,659,2687,965,1801,749,886,549,92960,5388,14862,2562,49126,3482,11761,2029,37365,3374,28972,3356,13468,1896,15504,2531,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,683324,986,629149,4311,129973,2205,112910,3013,2276,1001,2080,929,196,206,14787,2174,10853,1510,3934,1530,499176,3120,447695,4457,12377,1708,9698,1488,2679,1198,39104,2335,34073,2343,5031,770,54175,3928,30131,2322,729,298,439,196,0,145,0,145,0,145,290,174,273,163,17,29,29402,2297,5184,1025,4304,1118,2714,1021,1590,760,19914,1749,9737,1469,10177,1429,24044,3443,2659,1511,324,296,218,255,187,249,31,55,2117,1492,973,703,1144,835,21385,2618,3207,913,3159,985,829,504,2330,843,15019,2264,7009,1826,8010,1605,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6298821,1394,5385531,15643,1138844,5149,845159,8470,259567,7893,221603,8119,37964,3931,34118,3081,29677,2823,4441,1231,4246687,14428,3613546,16660,486469,12679,421866,12427,64603,4501,146672,6279,120983,6175,25689,1735,913290,15630,357685,10314,9486,2170,4008,1101,2878,1131,1769,852,1109,826,2600,1470,2365,1415,235,196,348199,9816,73115,4362,163672,6704,79301,5215,84371,5015,111412,6199,68425,4791,42987,3605,555605,13881,41078,4147,3184,1095,26123,2920,19470,2603,6653,1556,11771,2367,7677,2033,4094,1172,514527,11970,62096,4129,359958,10349,91051,5616,268907,10048,92473,5669,46464,4397,46009,4684,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2775973,2624,2636978,6368,506550,3450,464590,3714,34762,3135,26269,2881,8493,1869,7198,1488,5950,1502,1248,754,2130428,5849,2090038,5027,29160,3030,22320,2690,6840,1467,11230,1933,9703,1716,1527,550,138995,5913,42221,3266,2181,685,1232,577,534,324,495,311,39,67,415,313,279,257,136,193,40040,3129,11996,1838,13656,2202,5246,1110,8410,1621,14388,1758,7730,1244,6658,1273,96774,6452,7013,1956,782,637,4825,1568,3679,1298,1146,708,1406,900,1312,899,94,123,89761,5285,16215,3431,58086,4529,11213,2058,46873,4643,15460,2200,6583,1267,8877,1866,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36290808,2542,25828401,45442,6220635,11879,3666948,25970,2081524,21452,1744344,20819,337180,11367,472163,10643,396991,10995,75172,4889,19607766,43265,15637487,43122,3161664,30459,2799977,28075,361687,10020,808615,14859,703789,14096,104826,5318,10462407,45501,5146030,36289,86656,5572,25266,2602,21506,2515,14648,2084,6858,1374,39884,4043,29809,3464,10075,2244,5059374,34968,638635,12779,1744791,21618,722932,13737,1021859,15070,2675948,23716,1330718,21330,1345230,15505,5316377,46499,332596,11480,29894,3404,189634,9292,128304,6694,61330,5075,113068,7606,65343,6029,47725,4524,4983781,42650,363278,10737,3238174,28467,662282,15143,2575892,27921,1382329,24695,605995,16374,776334,16777,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5023808,2144,4490012,12067,882030,3921,718803,7208,134743,6049,110624,6027,24119,3468,28484,3016,24263,2719,4221,1065,3607982,11725,3353361,13730,196831,7236,169306,7343,27525,3124,57790,4401,52888,4242,4902,926,533796,12410,213854,8206,10692,2141,6104,1803,1601,850,1347,759,254,260,2987,830,2543,758,444,288,203162,7709,48482,3394,60447,4685,29836,3541,30611,3303,94233,5428,57964,4458,36269,3261,319942,11573,22365,3273,1497,599,14347,2594,10678,2109,3669,1368,6521,1832,4557,1353,1964,981,297577,10675,29115,2916,192993,9077,53293,4464,139700,7750,75469,5436,37363,3940,38106,3743,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3407815,964,2920465,12409,556958,3212,455263,5542,69417,4955,60830,4771,8587,1659,32278,3265,29253,3210,3025,888,2363507,11237,2097852,10964,189693,7121,132992,6247,56701,4176,75962,5161,66961,4798,9001,1633,487350,12307,235451,9662,9385,1728,5472,1245,1389,824,1233,804,156,211,2524,1139,2373,1087,151,174,226066,9403,66503,4816,38209,3945,19809,2428,18400,2754,121354,7220,70465,5634,50889,4144,251899,9884,19671,2834,4595,1006,6024,1709,4087,1491,1937,853,9052,1909,5944,1812,3108,1057,232228,8541,35578,3622,84647,6661,19665,2893,64982,5684,112003,6842,52213,4364,59790,4970,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,879604,228,799794,4883,142654,1184,125123,1812,13392,1585,10807,1517,2585,791,4139,1202,3507,1312,632,518,657140,4826,623320,5156,24818,2545,21002,2359,3816,962,9002,1743,7642,1678,1360,569,79810,4888,39114,3698,1866,884,636,340,369,249,327,235,42,69,861,713,861,713,0,185,37248,3520,10023,1481,7439,1887,2979,914,4460,1460,19786,3102,13113,2832,6673,1693,40696,4180,3312,925,616,621,1419,490,352,384,1067,499,1277,740,1020,601,257,287,37384,3751,5832,1659,13467,2160,2876,1082,10591,1747,18085,2658,10646,2273,7439,1465,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,616130,6,525632,5095,66725,1299,56056,1665,6279,1285,5424,1186,855,584,4390,1332,4096,1309,294,284,458907,4967,425975,5171,16374,2602,13994,2092,2380,1184,16558,2088,14817,1947,1741,895,90498,5094,35255,3834,1312,666,812,471,175,200,101,167,74,120,325,386,325,386,0,198,33943,3653,12648,2070,7667,1425,4345,1151,3322,950,13628,2272,9774,1894,3854,1156,55243,4179,4230,1301,1238,736,1486,914,625,596,861,699,1506,669,793,388,713,538,51013,3783,9491,1975,20936,2553,6449,1326,14487,2546,20586,2816,12709,2235,7877,1645,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18815725,3345,14863516,35339,2784557,9539,2113162,15269,536249,12944,462848,12221,73401,4453,135146,8004,119382,7546,15764,2975,12078959,32705,10624538,30901,1209142,19943,964954,18321,244188,10268,245279,10354,222510,10378,22769,2826,3952209,35155,2132378,27090,49546,3894,13557,1695,23545,3183,19338,3094,4207,1087,12444,2707,10879,2662,1565,644,2082832,25955,471431,13733,1068923,16691,491904,12461,577019,14654,542478,15209,326140,12995,216338,9763,1819831,29335,142348,8114,15225,3060,91356,6506,60263,4843,31093,3820,35767,4162,24071,3083,11696,2594,1677483,26741,256102,10000,1004705,19537,232828,9774,771877,17363,416676,16091,188467,9431,228209,11603,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
