GEO_ID,B25101_001E,B25101_001M,B25101_002E,B25101_002M,B25101_003E,B25101_003M,B25101_004E,B25101_004M,B25101_005E,B25101_005M,B25101_006E,B25101_006M,B25101_007E,B25101_007M,B25101_008E,B25101_008M,B25101_009E,B25101_009M,B25101_010E,B25101_010M,B25101_011E,B25101_011M,B25101_012E,B25101_012M,B25101_013E,B25101_013M,B25101_014E,B25101_014M,B25101_015E,B25101_015M,B25101_016E,B25101_016M,B25101_017E,B25101_017M,B25101_018E,B25101_018M,B25101_019E,B25101_019M,B25101_020E,B25101_020M,B25101_021E,B25101_021M,B25101_022E,B25101_022M,B25101_023E,B25101_023M,B25101_024E,B25101_024M,B25101_025E,B25101_025M,B25101_026E,B25101_026M,B25101_027E,B25101_027M,B25101_028E,B25101_028M,B25101_029E,B25101_029M,B25101_030E,B25101_030M,B25101_031E,B25101_031M,B25101_032E,B25101_032M,B25101_033E,B25101_033M,B25101_034E,B25101_034M,B25101_035E,B25101_035M,B25101_036E,B25101_036M,B25101_037E,B25101_037M,B25101_038E,B25101_038M,B25101_039E,B25101_039M,B25101_040E,B25101_040M,B25101_041E,B25101_041M,B25101_042E,B25101_042M,B25101_043E,B25101_043M,B25101_044E,B25101_044M,B25101_045E,B25101_045M,NAME,B25101_001MA,B25101_001EA,B25101_002MA,B25101_002EA,B25101_003EA,B25101_003MA,B25101_004EA,B25101_004MA,B25101_005EA,B25101_005MA,B25101_006MA,B25101_006EA,B25101_007MA,B25101_007EA,B25101_008MA,B25101_008EA,B25101_009EA,B25101_009MA,B25101_010EA,B25101_010MA,B25101_011EA,B25101_011MA,B25101_012MA,B25101_012EA,B25101_013MA,B25101_013EA,B25101_014EA,B25101_014MA,B25101_015EA,B25101_015MA,B25101_016EA,B25101_016MA,B25101_017MA,B25101_017EA,B25101_018MA,B25101_018EA,B25101_019MA,B25101_019EA,B25101_020EA,B25101_020MA,B25101_021EA,B25101_021MA,B25101_022EA,B25101_022MA,B25101_023MA,B25101_023EA,B25101_024MA,B25101_024EA,B25101_025EA,B25101_025MA,B25101_026EA,B25101_026MA,B25101_027EA,B25101_027MA,B25101_028MA,B25101_028EA,B25101_029MA,B25101_029EA,B25101_030EA,B25101_030MA,B25101_031EA,B25101_031MA,B25101_032EA,B25101_032MA,B25101_033EA,B25101_033MA,B25101_034MA,B25101_034EA,B25101_035MA,B25101_035EA,B25101_036EA,B25101_036MA,B25101_037EA,B25101_037MA,B25101_038EA,B25101_038MA,B25101_039MA,B25101_039EA,B25101_040MA,B25101_040EA,B25101_041MA,B25101_041EA,B25101_042EA,B25101_042MA,B25101_043EA,B25101_043MA,B25101_044EA,B25101_044MA,B25101_045MA,B25101_045EA,state
0400000US01,1246080,12085,714687,9945,59414,3407,201,163,1443,593,57770,3330,87038,4180,4121,922,17054,2065,65863,3915,99781,4825,17405,2244,42067,3107,40309,3135,149692,6442,62092,3474,61922,3899,25678,2715,313613,8367,249085,7708,54097,3683,10431,1484,5149,1157,531393,8917,123755,5075,30818,2597,31692,2065,61245,3487,109444,4583,83380,4207,19886,2126,6178,1045,82995,3986,78664,3819,3836,808,495,378,89771,4443,88401,4342,1152,617,218,210,116581,4279,116408,4271,173,175,0,189,8847,1259,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,156006,4250,103179,3869,2775,614,9,16,36,34,2730,605,4336,792,155,69,324,176,3857,749,7555,1234,573,241,1107,383,5875,1137,18628,2084,3011,809,7270,1211,8347,1329,69671,3137,40674,2438,22042,2149,6955,1149,214,219,52827,2371,7306,1042,1554,598,850,268,4902,810,7728,1143,4093,725,1923,535,1712,606,5802,754,4681,706,1032,329,89,84,9666,1115,9136,1108,495,230,35,47,22073,1918,22062,1914,11,20,0,145,252,128,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1484857,11801,956507,11704,62907,4000,171,140,1055,404,61681,4055,102650,4762,3593,757,14592,1803,84465,4435,121628,4525,15171,1621,41687,3121,64770,3735,198370,5703,65719,3793,88650,4180,44001,2371,463701,8954,338014,7890,102565,4225,23122,2253,7251,1394,528350,8875,100790,4737,28747,2341,21266,1820,50777,3581,104865,4285,73085,3720,22578,1998,9202,1141,83611,4141,76865,4008,5509,1038,1237,400,90950,3812,89319,3896,1258,535,373,245,136391,5457,136074,5406,224,281,93,111,11743,1456,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,744318,10448,413767,9667,32724,2660,71,77,558,257,32095,2660,53755,3742,1812,579,14862,1951,37081,2877,64976,3898,17827,2029,28939,3014,18210,2034,89263,4847,49339,3229,30679,3036,9245,1452,170944,6813,142563,6257,23965,2098,4416,972,2105,674,330551,7086,78957,3713,23166,2157,21119,1973,34672,2492,70345,3830,55436,3413,11355,1348,3554,876,54279,3674,51904,3699,2124,660,251,206,56307,3171,55761,3204,436,245,110,133,66635,2833,66565,2829,70,84,0,190,4028,969,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6855688,27608,4929106,26058,234960,6921,1119,624,1812,607,232029,6783,357031,8523,6134,1140,19796,1979,331101,8244,417401,10749,22469,1708,59246,3825,335686,10277,788356,13307,95141,4147,221473,6940,471742,10730,3103349,24405,1425167,14517,1060725,17368,617457,12736,28009,2767,1926582,16196,293794,7076,53973,3424,49592,3242,190229,5922,311237,7487,165891,5497,75912,3788,69434,3612,263505,6459,201406,5853,44311,3218,17788,1954,325060,7941,295283,7597,22915,2210,6862,1179,709278,10290,695513,10337,10367,1361,3398,867,23708,2179,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1302533,10820,948014,10751,44188,2870,159,161,291,178,43738,2850,74131,4447,1810,636,8219,1360,64102,4253,91998,4890,8842,1299,23411,2477,59745,3618,182593,5749,35176,2947,80796,4433,66621,3387,550932,8335,361880,7907,149530,4884,39522,2893,4172,992,354519,6438,49806,2761,8998,1396,11059,1710,29749,2251,56983,2955,37239,2509,11719,1540,8025,1183,52569,3156,47498,2946,3994,915,1077,461,63949,3212,62017,3168,1424,445,508,292,127593,4018,127088,4017,347,268,158,145,3619,917,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,900039,8072,628902,8526,20514,2349,75,122,0,197,20439,2353,33691,3071,545,278,1077,408,32069,3099,48764,3324,1775,642,5306,995,41683,2983,95631,4607,7662,1301,28783,2473,59186,3609,428134,8591,223427,6947,144505,4167,60202,3364,2168,854,271137,5712,29921,2418,712,307,1883,532,27326,2425,40493,2374,3957,828,11324,1434,25212,1906,36327,2656,12883,1667,15032,1829,8412,1079,45521,2527,33782,2252,9904,1084,1835,570,115563,4040,110942,3881,3984,835,637,308,3312,857,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,245808,4425,170546,3729,9981,1424,0,185,34,45,9947,1424,13917,1540,312,203,1213,407,12392,1453,20490,1995,1507,481,4818,1086,14165,1724,31968,2523,7822,1330,13209,1830,10937,1859,93020,3928,63716,3485,23751,2374,5553,1156,1170,536,75262,3429,10793,1472,1406,490,2876,788,6511,1118,15908,1532,9351,1189,3946,1022,2611,636,11213,1392,9030,1282,1687,646,496,436,13540,1474,12949,1440,564,363,27,46,22517,1894,22339,1867,163,193,15,25,1291,540,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112492,3641,85550,3521,3860,891,0,198,38,64,3822,888,3280,971,64,80,148,140,3068,951,4062,872,333,190,735,299,2994,786,10221,1349,1707,502,3094,623,5420,1047,63855,3436,38026,2503,18529,1790,7300,999,272,176,26942,2120,3667,791,426,288,530,253,2711,610,2877,844,883,398,983,365,1011,569,3111,649,2269,551,386,270,456,259,4556,971,3826,871,483,290,247,169,11851,1426,11654,1396,197,163,0,198,880,553,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4693821,26616,2728967,21466,220748,8353,539,275,2858,716,217351,8394,321826,7500,10063,1413,38003,2935,273760,7624,356944,10391,38749,3072,107729,5205,210466,6610,573074,12224,156745,5887,225518,6739,190811,8816,1233887,17547,788921,14284,331342,9651,113624,5217,22488,2368,1964854,18332,369276,9806,76715,4061,70857,4460,221704,7613,391410,8734,224494,7204,99638,4392,67278,4117,300606,7893,249432,6918,37241,2560,13933,1758,338795,8029,314470,7791,17910,1643,6415,1262,518731,11627,507069,11657,9326,1371,2336,771,46036,3815,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
