GEO_ID,C17012_001E,C17012_001M,C17012_002E,C17012_002M,C17012_003E,C17012_003M,C17012_004E,C17012_004M,C17012_005E,C17012_005M,C17012_006E,C17012_006M,C17012_007E,C17012_007M,C17012_008E,C17012_008M,C17012_009E,C17012_009M,C17012_010E,C17012_010M,C17012_011E,C17012_011M,NAME,C17012_001EA,C17012_001MA,C17012_002EA,C17012_002MA,C17012_003EA,C17012_003MA,C17012_004EA,C17012_004MA,C17012_005MA,C17012_005EA,C17012_006EA,C17012_006MA,C17012_007EA,C17012_007MA,C17012_008EA,C17012_008MA,C17012_009EA,C17012_009MA,C17012_010MA,C17012_010EA,C17012_011MA,C17012_011EA,state
0400000US01,1232515,11755,184841,6662,51247,3127,93155,4491,35301,3127,5138,1249,1047674,12321,627015,9481,353226,8689,64222,3789,3211,790,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165015,3765,12999,1612,2368,716,6798,1254,2233,531,1600,569,152016,3662,74804,2910,59783,2602,15188,1634,2241,614,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1579481,13962,209001,6363,53831,3394,94595,4640,50069,3528,10506,1580,1370480,13405,788289,10581,453740,10568,117175,5027,11276,1939,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,752212,9854,104138,4501,26902,2525,49507,3697,24786,2437,2943,912,648074,9714,374964,8232,223419,5949,46757,3269,2934,1129,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8762059,27318,1067419,13044,247219,6847,511583,10448,267368,9190,41249,3122,7694640,28159,4038248,23140,2985864,22404,625247,13372,45281,3540,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1315283,8405,105560,4841,24623,2521,50646,3654,27304,2894,2987,908,1209723,10079,644056,9733,458600,8347,99387,4957,7680,1402,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,887263,10002,66949,4874,16212,2136,35262,3351,13937,1878,1538,630,820314,9845,461079,7484,303769,7004,53427,3207,2039,688,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,233000,4645,19733,2314,4573,1072,10303,1717,4237,1117,620,392,213267,4508,124870,4006,73355,3873,13830,1759,1212,683,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,117864,3359,16707,2102,4529,1022,7666,1551,3901,1103,611,497,101157,3173,57504,3006,38612,2696,4839,996,202,199,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4693411,24879,563761,13976,173041,6552,278207,8844,96995,6693,15518,2012,4129650,24086,2556842,18880,1326559,17325,233225,8131,13024,1609,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2426392,15122,342664,9063,78036,4173,168237,7850,84832,4598,11559,1928,2083728,15808,1106763,12445,812981,14271,153312,7252,10672,1556,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
