GEO_ID,B05008_001E,B05008_001M,B05008_002E,B05008_002M,B05008_003E,B05008_003M,B05008_004E,B05008_004M,B05008_005E,B05008_005M,B05008_006E,B05008_006M,B05008_007E,B05008_007M,B05008_008E,B05008_008M,B05008_009E,B05008_009M,B05008_010E,B05008_010M,B05008_011E,B05008_011M,B05008_012E,B05008_012M,B05008_013E,B05008_013M,B05008_014E,B05008_014M,B05008_015E,B05008_015M,B05008_016E,B05008_016M,B05008_017E,B05008_017M,B05008_018E,B05008_018M,B05008_019E,B05008_019M,B05008_020E,B05008_020M,B05008_021E,B05008_021M,B05008_022E,B05008_022M,B05008_023E,B05008_023M,B05008_024E,B05008_024M,B05008_025E,B05008_025M,B05008_026E,B05008_026M,B05008_027E,B05008_027M,B05008_028E,B05008_028M,B05008_029E,B05008_029M,B05008_030E,B05008_030M,B05008_031E,B05008_031M,B05008_032E,B05008_032M,B05008_033E,B05008_033M,B05008_034E,B05008_034M,B05008_035E,B05008_035M,B05008_036E,B05008_036M,B05008_037E,B05008_037M,B05008_038E,B05008_038M,B05008_039E,B05008_039M,B05008_040E,B05008_040M,B05008_041E,B05008_041M,B05008_042E,B05008_042M,B05008_043E,B05008_043M,B05008_044E,B05008_044M,B05008_045E,B05008_045M,B05008_046E,B05008_046M,B05008_047E,B05008_047M,B05008_048E,B05008_048M,B05008_049E,B05008_049M,B05008_050E,B05008_050M,B05008_051E,B05008_051M,B05008_052E,B05008_052M,B05008_053E,B05008_053M,B05008_054E,B05008_054M,B05008_055E,B05008_055M,B05008_056E,B05008_056M,B05008_057E,B05008_057M,B05008_058E,B05008_058M,B05008_059E,B05008_059M,B05008_060E,B05008_060M,B05008_061E,B05008_061M,B05008_062E,B05008_062M,B05008_063E,B05008_063M,B05008_064E,B05008_064M,B05008_065E,B05008_065M,B05008_066E,B05008_066M,B05008_067E,B05008_067M,B05008_068E,B05008_068M,B05008_069E,B05008_069M,NAME,B05008_001EA,B05008_001MA,B05008_002MA,B05008_002EA,B05008_003MA,B05008_003EA,B05008_004MA,B05008_004EA,B05008_005EA,B05008_005MA,B05008_006EA,B05008_006MA,B05008_007EA,B05008_007MA,B05008_008MA,B05008_008EA,B05008_009MA,B05008_009EA,B05008_010MA,B05008_010EA,B05008_011EA,B05008_011MA,B05008_012EA,B05008_012MA,B05008_013MA,B05008_013EA,B05008_014EA,B05008_014MA,B05008_015MA,B05008_015EA,B05008_016EA,B05008_016MA,B05008_017EA,B05008_017MA,B05008_018MA,B05008_018EA,B05008_019EA,B05008_019MA,B05008_020MA,B05008_020EA,B05008_021MA,B05008_021EA,B05008_022EA,B05008_022MA,B05008_023MA,B05008_023EA,B05008_024EA,B05008_024MA,B05008_025EA,B05008_025MA,B05008_026MA,B05008_026EA,B05008_027EA,B05008_027MA,B05008_028EA,B05008_028MA,B05008_029MA,B05008_029EA,B05008_030EA,B05008_030MA,B05008_031MA,B05008_031EA,B05008_032MA,B05008_032EA,B05008_033EA,B05008_033MA,B05008_034EA,B05008_034MA,B05008_035MA,B05008_035EA,B05008_036MA,B05008_036EA,B05008_037MA,B05008_037EA,B05008_038EA,B05008_038MA,B05008_039EA,B05008_039MA,B05008_040EA,B05008_040MA,B05008_041MA,B05008_041EA,B05008_042MA,B05008_042EA,B05008_043EA,B05008_043MA,B05008_044EA,B05008_044MA,B05008_045EA,B05008_045MA,B05008_046MA,B05008_046EA,B05008_047MA,B05008_047EA,B05008_048MA,B05008_048EA,B05008_049EA,B05008_049MA,B05008_050EA,B05008_050MA,B05008_051EA,B05008_051MA,B05008_052MA,B05008_052EA,B05008_053MA,B05008_053EA,B05008_054MA,B05008_054EA,B05008_055EA,B05008_055MA,B05008_056EA,B05008_056MA,B05008_057MA,B05008_057EA,B05008_058MA,B05008_058EA,B05008_059MA,B05008_059EA,B05008_060EA,B05008_060MA,B05008_061EA,B05008_061MA,B05008_062EA,B05008_062MA,B05008_063MA,B05008_063EA,B05008_064MA,B05008_064EA,B05008_065MA,B05008_065EA,B05008_066EA,B05008_066MA,B05008_067EA,B05008_067MA,B05008_068MA,B05008_068EA,B05008_069EA,B05008_069MA,state
0400000US01,157356,6968,78744,4522,6939,1462,1157,892,1184,554,4598,1118,22621,2411,6059,1513,7580,1719,8982,1532,43621,3141,4429,1331,17447,2512,21745,2308,2999,1008,635,489,512,370,1852,697,38139,3102,29658,3045,3110,999,12538,2248,14010,2142,8481,1766,283,289,3762,1209,4436,1133,2483,982,401,422,635,463,1447,656,5563,1263,1001,548,2670,1095,1892,642,78612,4561,10323,1734,555,306,1811,661,7957,1548,25763,1793,4045,1184,10192,1802,11526,1630,36118,2958,3933,1388,17837,2777,14348,2273,4698,1582,1441,1098,838,665,2419,970,27397,2253,20411,1928,1413,707,11288,1871,7710,1453,6986,2152,203,261,4621,2006,2162,699,4023,1410,876,716,1090,457,2057,914,6408,1506,1273,681,1972,690,3163,946,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,54672,3978,27274,2378,4375,1478,406,270,2114,1260,1855,771,14027,1418,1278,449,4663,1347,8086,897,5259,1054,320,391,1094,790,3845,637,1203,805,222,383,252,388,729,551,3103,816,2184,721,0,145,457,455,1727,523,919,519,0,145,80,111,839,500,953,562,98,119,305,321,550,405,3613,913,366,315,1350,691,1897,556,27398,2508,4971,1266,759,388,1635,778,2577,920,15324,1069,1738,642,4702,1105,8884,959,4357,1192,843,734,969,530,2545,799,1044,923,346,458,462,454,236,218,2218,872,1295,521,129,193,151,222,1015,455,923,534,311,340,35,56,577,372,1095,506,57,84,321,248,717,461,2746,1175,124,139,1257,1035,1365,545,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,919559,15821,444942,9366,36041,3474,3987,1221,6486,1519,25568,2764,80877,3550,22493,2645,21612,2519,36772,2262,293578,7749,22639,4002,83959,5328,186980,6571,6655,1783,536,350,2241,1034,3878,1124,276807,7894,260819,7829,16809,3083,73709,4864,170301,6698,15988,3216,3713,1919,4343,1468,7932,1734,10116,2267,1581,817,3666,1865,4869,1489,34446,3455,8825,1792,9457,1620,16164,1959,474617,9649,45874,3245,3065,932,6688,1500,36121,3124,98758,3873,20665,2882,31299,2974,46794,2747,290649,7757,16631,2524,80720,5645,193298,6595,5472,1331,905,579,1340,555,3227,875,273336,7423,260596,7134,13748,2299,74171,5318,172677,6037,12740,1998,789,462,2532,945,9419,1710,11841,2170,1189,710,2677,895,7975,1738,39336,3134,8921,1868,9320,1868,21095,2144,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,139997,6123,71284,3955,3386,888,234,208,794,629,2358,668,13424,1370,3816,1085,3080,737,6528,979,50291,3404,5875,2176,20266,2465,24150,2492,601,486,77,131,71,139,453,456,46913,3267,36859,2804,2916,1522,15781,1975,18162,2456,10054,2540,1168,660,4160,1676,4726,1156,2777,1597,1714,1532,254,265,809,456,4183,1149,123,100,1522,792,2538,1120,68713,3746,7193,1366,455,491,1435,653,5303,1078,16018,1467,3829,1007,4209,872,7980,1082,41646,3193,4396,1212,18044,2885,19206,2422,760,473,46,76,33,71,681,454,38005,3097,29247,3129,1786,634,14036,2721,13425,2263,8758,1844,1664,777,3177,1120,3917,1222,2881,1188,900,734,798,491,1183,848,3856,917,277,280,1010,547,2569,885,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10512399,46440,5096796,27814,310538,9394,39730,3874,62849,4239,207959,7129,1829246,15034,245940,9947,433090,11266,1150216,12857,2769782,22143,127607,7332,691279,15812,1950896,17459,35139,3402,2307,835,6848,1872,25984,2689,2620078,22898,2192358,22794,82724,5509,533445,14865,1576189,16759,427720,12008,32532,4465,123286,6194,271902,8933,114565,5994,10044,1551,27700,2862,76821,5200,187230,7889,25805,3144,46460,4516,114965,5373,5415603,27479,362730,8428,36753,3079,65366,4589,260611,7029,2146345,15216,283767,10309,538555,13380,1324023,13493,2711963,22520,119975,6961,667361,17174,1924627,17362,33570,3241,2569,1093,4747,1247,26254,2596,2546762,22144,2095121,21450,77292,5341,519241,15195,1498588,15580,451641,12008,27648,3083,111308,6585,312685,8643,131631,6587,12466,1935,32065,3194,87100,5418,194565,9109,28421,3556,47911,3542,118233,6091,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,538244,12742,266767,9050,32185,2818,4430,1682,8258,1645,19497,1749,54801,2682,13130,2181,12729,1629,28942,2040,152090,6812,10053,2235,52275,4807,89762,5128,2370,855,553,293,309,375,1508,623,141836,6335,128772,6444,7613,2060,42518,4422,78641,4849,13064,2486,1242,691,6332,2140,5490,1342,7884,1414,645,458,3116,1037,4123,1019,27691,3056,7166,1614,9540,1550,10985,1742,271477,6948,46394,3015,5171,1450,10524,1747,30699,2042,67243,2760,12730,1765,18922,1983,35591,2138,132340,5789,6447,1614,46694,4565,79199,4402,2420,761,542,411,949,557,929,423,118760,5520,107223,5275,4385,1282,37718,3745,65120,3844,11537,2211,539,403,4010,1832,6988,2158,11160,1979,981,468,4017,1297,6162,1435,25500,2939,5607,1337,9542,1871,10351,1485,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,491919,12684,243648,7936,57302,4515,5417,1904,11180,2058,40705,3293,59348,2686,16099,1970,16852,1943,26397,2051,107095,6276,13786,2620,40046,4126,53263,4249,32347,4194,3329,1235,10383,2258,18635,2349,33894,4383,15974,3633,1932,1014,8701,2792,5341,1351,17920,3031,4429,1547,7679,1835,5812,1214,40854,4707,4096,1782,13283,2546,23475,3174,19903,2746,2962,1296,6403,1448,10538,1842,248271,6817,66103,3739,4422,1322,11800,2159,49881,3292,64627,2842,15987,2193,21344,2213,27296,1957,98470,4727,9478,1830,33038,3150,55954,3712,38687,3403,4512,1299,8289,1771,25886,2623,22170,3008,10042,2406,560,359,5670,2092,3812,1021,12128,2296,725,683,5404,1413,5999,1382,37613,2949,3681,1430,13675,2168,20257,2373,19071,2700,2229,734,4915,1085,11927,2230,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,80300,4876,39456,2665,5028,1127,469,296,1370,533,3189,802,13835,1066,3211,833,4634,1116,5990,1123,16086,2016,1973,1115,5068,1099,9045,1359,3595,1160,472,493,955,428,2168,766,10176,1564,7992,1659,822,779,2749,873,4421,1000,2184,876,330,297,950,497,904,553,2315,989,349,495,414,270,1552,666,4507,1709,573,376,1607,778,2327,1492,40844,3153,5448,977,478,289,1018,517,3952,929,16997,2373,3209,1083,7057,2072,6731,1013,14564,1787,1936,763,5769,1228,6859,1234,4342,1080,862,502,1230,665,2250,887,8166,1269,6220,1248,603,385,3101,942,2516,933,1946,689,200,210,811,410,935,518,2056,762,271,239,627,503,1158,550,3835,1181,281,213,1737,794,1817,820,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,91949,5261,43725,3100,8337,1643,2773,981,1702,709,3862,1052,6361,1036,1788,646,2352,804,2221,613,20399,2094,3036,1006,9416,1736,7947,1420,2488,822,78,150,700,503,1710,583,13311,1746,1219,627,41,67,795,541,383,328,12092,1881,1778,790,6629,1663,3685,1097,4600,1223,1139,674,1292,591,2169,816,8628,1829,1989,963,3217,978,3422,1013,48224,3183,10022,1879,3586,1468,2351,970,4085,1164,10427,1366,2314,856,3045,946,5068,856,19201,2109,2959,1053,7128,1562,9114,1200,2878,833,0,198,500,368,2378,796,10510,1904,1561,988,209,223,1032,815,320,236,8949,1704,1510,846,3786,1221,3653,970,5813,1420,1240,663,1810,787,2763,768,8574,1511,1506,719,3456,803,3612,889,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3973515,35748,1876420,19725,177539,6648,22805,2409,34755,3199,119979,5333,191441,6440,33880,3827,45003,4491,112558,5581,1418695,16573,176439,9684,427837,13268,814419,12538,772927,13721,103711,6950,203838,8792,465378,11505,339045,11255,164395,9991,14738,3259,61226,5496,88431,5986,174650,9306,18602,3196,57299,5065,98749,6587,306723,11854,39388,5331,105474,6912,161861,6584,88745,5697,16950,2961,17787,2326,54008,3836,2097095,21551,212327,8304,21024,2823,39982,4216,151321,7496,231045,6398,36596,3663,65720,4309,128729,5579,1562886,19421,189820,10176,478268,15036,894798,12381,871023,14738,118007,8094,240674,11136,512342,11707,299684,10221,118199,6951,8667,2365,46264,4703,63268,5598,181485,9041,16106,2935,53589,4593,111790,7182,392179,12513,47040,5352,137741,8187,207398,8720,90837,4985,16262,2319,19044,1982,55531,3913,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
