GEO_ID,B06007_001E,B06007_001M,B06007_002E,B06007_002M,B06007_003E,B06007_003M,B06007_004E,B06007_004M,B06007_005E,B06007_005M,B06007_006E,B06007_006M,B06007_007E,B06007_007M,B06007_008E,B06007_008M,B06007_009E,B06007_009M,B06007_010E,B06007_010M,B06007_011E,B06007_011M,B06007_012E,B06007_012M,B06007_013E,B06007_013M,B06007_014E,B06007_014M,B06007_015E,B06007_015M,B06007_016E,B06007_016M,B06007_017E,B06007_017M,B06007_018E,B06007_018M,B06007_019E,B06007_019M,B06007_020E,B06007_020M,B06007_021E,B06007_021M,B06007_022E,B06007_022M,B06007_023E,B06007_023M,B06007_024E,B06007_024M,B06007_025E,B06007_025M,B06007_026E,B06007_026M,B06007_027E,B06007_027M,B06007_028E,B06007_028M,B06007_029E,B06007_029M,B06007_030E,B06007_030M,B06007_031E,B06007_031M,B06007_032E,B06007_032M,B06007_033E,B06007_033M,B06007_034E,B06007_034M,B06007_035E,B06007_035M,B06007_036E,B06007_036M,B06007_037E,B06007_037M,B06007_038E,B06007_038M,B06007_039E,B06007_039M,B06007_040E,B06007_040M,NAME,B06007_001MA,B06007_001EA,B06007_002MA,B06007_002EA,B06007_003MA,B06007_003EA,B06007_004EA,B06007_004MA,B06007_005EA,B06007_005MA,B06007_006MA,B06007_006EA,B06007_007MA,B06007_007EA,B06007_008MA,B06007_008EA,B06007_009EA,B06007_009MA,B06007_010EA,B06007_010MA,B06007_011EA,B06007_011MA,B06007_012MA,B06007_012EA,B06007_013MA,B06007_013EA,B06007_014MA,B06007_014EA,B06007_015EA,B06007_015MA,B06007_016EA,B06007_016MA,B06007_017MA,B06007_017EA,B06007_018EA,B06007_018MA,B06007_019MA,B06007_019EA,B06007_020EA,B06007_020MA,B06007_021EA,B06007_021MA,B06007_022MA,B06007_022EA,B06007_023EA,B06007_023MA,B06007_024MA,B06007_024EA,B06007_025MA,B06007_025EA,B06007_026EA,B06007_026MA,B06007_027MA,B06007_027EA,B06007_028EA,B06007_028MA,B06007_029EA,B06007_029MA,B06007_030MA,B06007_030EA,B06007_031EA,B06007_031MA,B06007_032EA,B06007_032MA,B06007_033MA,B06007_033EA,B06007_034EA,B06007_034MA,B06007_035MA,B06007_035EA,B06007_036MA,B06007_036EA,B06007_037EA,B06007_037MA,B06007_038MA,B06007_038EA,B06007_039EA,B06007_039MA,B06007_040EA,B06007_040MA,state
0400000US01,4558217,2782,4335732,8563,142689,6364,80067,5548,62622,4635,79796,5244,50166,3886,29630,3342,3149264,22274,3102579,22724,35433,3861,25638,3317,9795,2218,11252,2290,9851,2166,1401,583,1209339,19705,1163292,19574,33076,3453,27020,3108,6056,1363,12971,1859,10928,1679,2043,787,42933,4816,33143,3752,7786,2300,5368,1695,2418,1586,2004,1078,1963,1077,41,52,156681,6861,36718,4452,66394,4157,22041,2795,44353,3860,53569,4153,27424,2615,26145,3203,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,683324,986,569759,6242,22334,2585,15508,2428,6826,1799,91231,4912,62918,3724,28313,2888,260154,6956,217192,7804,3630,1181,3134,1072,496,408,39332,2645,33653,2182,5679,1250,351487,6082,332173,6308,8889,1595,7533,1338,1356,720,10425,2024,8120,1761,2305,1005,17508,2361,11240,1829,2134,1336,1111,870,1023,947,4134,982,3153,925,981,402,54175,3928,9154,1349,7681,1465,3730,1085,3951,1128,37340,3401,17992,2553,19348,2134,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6298821,1394,4601108,20215,1298667,15859,835060,15120,463607,12474,399046,11776,275591,9948,123455,6766,2242315,19162,1615567,20261,511398,10858,445644,10646,65754,5262,115350,4116,92492,4261,22858,1631,3048790,17663,2782104,16320,210433,9374,181573,8685,28860,3202,56253,4755,50176,4408,6077,1531,94426,6257,61034,5372,24205,4165,16252,2820,7953,2226,9187,1919,7992,1768,1195,528,913290,15630,142403,5900,552631,12870,191591,8456,361040,10840,218256,7897,124931,6809,93325,6525,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2775973,2624,2584853,6976,141023,6652,69222,4650,71801,5396,50097,3891,31557,3058,18540,2584,1648234,16651,1609644,16274,30822,3483,22950,2790,7872,1800,7768,1565,6330,1415,1438,680,969092,16326,928478,15880,31557,3115,24657,2924,6900,1436,9057,1734,8081,1646,976,418,19652,2313,16506,2221,1543,693,982,550,561,397,1603,648,1242,463,361,436,138995,5913,30225,3911,77101,4939,20633,2970,56468,4586,31669,3028,15904,2182,15765,2236,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36290808,2542,20361508,52320,10437293,40390,6072487,37405,4364806,35031,5492007,33772,3132645,31070,2359362,24318,18981526,52341,13275206,56924,4750746,34454,4144853,33502,605893,15070,955574,17153,827593,16190,127981,6235,6374815,38794,5769676,35876,387365,10812,325064,9776,62301,4130,217774,9003,192172,7937,25602,2554,472060,12472,259553,8780,105077,6147,74404,4907,30673,3298,107430,6388,81015,5029,26415,3452,10462407,45501,1057073,17511,5194105,34950,1528166,20559,3665939,33652,4211229,29913,2031865,26903,2179364,22510,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5023808,2144,4157362,16124,600962,12630,375084,10395,225878,10702,265484,8801,179578,7285,85906,5032,2006732,21539,1759311,20257,211676,7856,177597,7598,34079,3989,35745,3552,30516,3351,5229,1149,2403805,21643,2253957,22752,106784,5773,91967,5652,14817,2576,43064,3726,39894,3549,3170,760,79475,5577,58896,4118,13114,2514,10366,2180,2748,1163,7465,1495,6741,1365,724,495,533796,12410,85198,4918,269388,10012,95154,5589,174234,8759,179210,6011,102427,4813,76783,4859,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3407815,964,2665263,14176,389379,7983,238616,8398,150763,6096,353173,12571,227209,10835,125964,6357,1831143,15744,1655194,17383,111450,6547,101023,6518,10427,1848,64499,4440,58158,4442,6341,1120,956806,15918,867532,14258,53808,4579,45213,4143,8595,2168,35466,3027,32322,2838,3144,886,132516,7132,30389,2983,93852,5795,47586,3624,46266,4185,8275,1869,5734,1173,2541,1197,487350,12307,112148,6184,130269,7996,44794,4091,85475,5629,244933,9618,130995,7711,113938,6037,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,879604,228,765550,5732,60904,3359,38343,3197,22561,2334,53150,4971,36789,4779,16361,2099,379723,9492,356304,8899,17731,2269,14911,2320,2820,888,5688,1762,4960,1744,728,375,404577,9142,385759,9285,12048,2324,11054,2261,994,435,6770,1374,5724,1467,1046,575,15494,2325,6380,1233,8431,2089,5844,1879,2587,819,683,366,465,317,218,262,79810,4888,17107,2585,22694,2633,6534,1399,16160,2102,40009,4328,25640,4186,14369,2047,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,616130,6,506220,5358,52917,3482,30938,3116,21979,3000,56993,4387,42514,4067,14479,2407,206070,5301,191169,4968,9224,1943,8134,1847,1090,632,5677,1412,4858,1336,819,475,307860,5925,284672,5947,10730,2024,9487,1773,1243,716,12458,1687,11882,1656,576,336,11702,1622,6190,1171,2699,947,1797,659,902,684,2813,911,2173,771,640,646,90498,5094,24189,3251,30264,2917,11520,1766,18744,2887,36045,3576,23601,3048,12444,2076,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18815725,3345,13494015,39206,3933920,25026,2232135,25197,1701785,24276,1387790,28752,891449,24061,496341,16009,6226147,43537,5230543,46013,805517,19869,715950,18557,89567,5943,190087,10361,173235,10267,16852,2386,7973718,39087,7317189,34772,498595,14421,443776,14049,54819,4852,157934,8654,141111,8218,16823,2653,663651,15457,189968,8112,441279,14411,268076,11200,173203,9205,32404,4164,27546,3726,4858,1410,3952209,35155,756315,19436,2188529,24086,804333,15580,1384196,23538,1007365,23811,549557,18179,457808,15633,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
