GEO_ID,B17001A_001E,B17001A_001M,B17001A_002E,B17001A_002M,B17001A_003E,B17001A_003M,B17001A_004E,B17001A_004M,B17001A_005E,B17001A_005M,B17001A_006E,B17001A_006M,B17001A_007E,B17001A_007M,B17001A_008E,B17001A_008M,B17001A_009E,B17001A_009M,B17001A_010E,B17001A_010M,B17001A_011E,B17001A_011M,B17001A_012E,B17001A_012M,B17001A_013E,B17001A_013M,B17001A_014E,B17001A_014M,B17001A_015E,B17001A_015M,B17001A_016E,B17001A_016M,B17001A_017E,B17001A_017M,B17001A_018E,B17001A_018M,B17001A_019E,B17001A_019M,B17001A_020E,B17001A_020M,B17001A_021E,B17001A_021M,B17001A_022E,B17001A_022M,B17001A_023E,B17001A_023M,B17001A_024E,B17001A_024M,B17001A_025E,B17001A_025M,B17001A_026E,B17001A_026M,B17001A_027E,B17001A_027M,B17001A_028E,B17001A_028M,B17001A_029E,B17001A_029M,B17001A_030E,B17001A_030M,B17001A_031E,B17001A_031M,B17001A_032E,B17001A_032M,B17001A_033E,B17001A_033M,B17001A_034E,B17001A_034M,B17001A_035E,B17001A_035M,B17001A_036E,B17001A_036M,B17001A_037E,B17001A_037M,B17001A_038E,B17001A_038M,B17001A_039E,B17001A_039M,B17001A_040E,B17001A_040M,B17001A_041E,B17001A_041M,B17001A_042E,B17001A_042M,B17001A_043E,B17001A_043M,B17001A_044E,B17001A_044M,B17001A_045E,B17001A_045M,B17001A_046E,B17001A_046M,B17001A_047E,B17001A_047M,B17001A_048E,B17001A_048M,B17001A_049E,B17001A_049M,B17001A_050E,B17001A_050M,B17001A_051E,B17001A_051M,B17001A_052E,B17001A_052M,B17001A_053E,B17001A_053M,B17001A_054E,B17001A_054M,B17001A_055E,B17001A_055M,B17001A_056E,B17001A_056M,B17001A_057E,B17001A_057M,B17001A_058E,B17001A_058M,B17001A_059E,B17001A_059M,NAME,B17001A_001MA,B17001A_001EA,B17001A_002MA,B17001A_002EA,B17001A_003MA,B17001A_003EA,B17001A_004EA,B17001A_004MA,B17001A_005EA,B17001A_005MA,B17001A_006EA,B17001A_006MA,B17001A_007MA,B17001A_007EA,B17001A_008EA,B17001A_008MA,B17001A_009MA,B17001A_009EA,B17001A_010EA,B17001A_010MA,B17001A_011EA,B17001A_011MA,B17001A_012MA,B17001A_012EA,B17001A_013MA,B17001A_013EA,B17001A_014MA,B17001A_014EA,B17001A_015EA,B17001A_015MA,B17001A_016EA,B17001A_016MA,B17001A_017EA,B17001A_017MA,B17001A_018MA,B17001A_018EA,B17001A_019EA,B17001A_019MA,B17001A_020MA,B17001A_020EA,B17001A_021EA,B17001A_021MA,B17001A_022MA,B17001A_022EA,B17001A_023EA,B17001A_023MA,B17001A_024MA,B17001A_024EA,B17001A_025MA,B17001A_025EA,B17001A_026MA,B17001A_026EA,B17001A_027MA,B17001A_027EA,B17001A_028MA,B17001A_028EA,B17001A_029MA,B17001A_029EA,B17001A_030EA,B17001A_030MA,B17001A_031MA,B17001A_031EA,B17001A_032EA,B17001A_032MA,B17001A_033MA,B17001A_033EA,B17001A_034MA,B17001A_034EA,B17001A_035MA,B17001A_035EA,B17001A_036MA,B17001A_036EA,B17001A_037MA,B17001A_037EA,B17001A_038MA,B17001A_038EA,B17001A_039MA,B17001A_039EA,B17001A_040MA,B17001A_040EA,B17001A_041EA,B17001A_041MA,B17001A_042MA,B17001A_042EA,B17001A_043EA,B17001A_043MA,B17001A_044MA,B17001A_044EA,B17001A_045MA,B17001A_045EA,B17001A_046MA,B17001A_046EA,B17001A_047MA,B17001A_047EA,B17001A_048MA,B17001A_048EA,B17001A_049MA,B17001A_049EA,B17001A_050EA,B17001A_050MA,B17001A_051MA,B17001A_051EA,B17001A_052EA,B17001A_052MA,B17001A_053MA,B17001A_053EA,B17001A_054EA,B17001A_054MA,B17001A_055EA,B17001A_055MA,B17001A_056MA,B17001A_056EA,B17001A_057MA,B17001A_057EA,B17001A_058MA,B17001A_058EA,B17001A_059EA,B17001A_059MA,state
0400000US01,3250747,7539,460999,16813,202347,9759,19898,2644,3369,850,21230,2359,9892,1888,3438,985,6684,1316,30382,3068,26577,2772,19623,2329,22472,2162,20777,2726,10670,1753,7335,1037,258652,9863,16985,2327,3951,1014,21820,2647,9765,1701,3184,949,5130,1127,38778,2752,39732,3409,28989,2402,28661,2575,27037,2528,18227,2042,16393,1727,2789748,19049,1391880,10645,70605,2724,15513,1831,93096,3962,53173,3283,15420,1418,35149,1920,113521,3467,170027,3813,181424,2934,204349,2499,199731,2833,149349,1869,90523,1222,1397868,10802,67554,2201,11658,1640,87722,3985,50353,3109,17425,1771,33596,2099,94011,3074,161598,3494,174849,2768,204882,2892,208446,2496,162459,2150,123315,2228,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,474292,2954,33294,4401,14898,2211,1147,474,166,105,1457,498,384,248,123,112,321,177,3173,1167,1720,610,1654,671,1911,542,1999,586,605,393,238,172,18396,2718,1139,495,214,164,1276,523,965,493,95,107,653,438,3113,823,3054,770,2596,804,2075,723,2256,698,584,331,376,186,440998,5316,235485,3201,13273,814,2815,749,15358,1259,8299,1215,3050,649,5206,751,22204,1392,39508,1210,30556,1055,34117,880,34685,798,19139,676,7275,461,205513,2960,12773,859,2244,797,14552,1120,7691,1092,2902,673,5030,729,16368,1017,31133,1130,27253,1096,29953,855,30839,694,15888,491,8887,385,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5162472,24237,823395,23236,380788,13459,37619,3123,9266,1681,47032,4250,20548,2443,6492,1054,13956,1800,55570,3827,47051,4096,36529,3135,35241,2929,40301,3244,18783,2063,12400,1524,442607,12574,37983,3011,8455,1500,42697,3742,18998,2482,6090,1196,11934,1635,63547,4438,61207,4034,52464,3103,45289,2935,44474,3463,27869,2481,21600,2279,4339077,29869,2161903,17427,113268,4079,25316,2482,152693,6113,78442,5094,27144,2130,52804,2471,177136,5328,275479,5890,272481,4461,292813,3921,280675,3519,244064,2512,169588,1834,2177174,15921,105781,3680,24404,2794,144420,4809,77235,3777,26602,2280,52820,2763,160161,4496,256027,5113,264944,4280,290921,4319,308382,3919,264291,2315,201186,2541,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2265216,6402,354747,14085,156102,7860,16661,1924,2782,944,17946,2034,9451,1803,2556,839,5433,1240,22625,2292,18982,2198,14685,2024,18249,2026,14955,1964,6959,1022,4818,896,198645,8058,14268,1951,3447,1002,17294,2112,8220,1531,2419,753,5375,1152,27380,2629,30408,2579,23666,2611,21647,1927,19773,1978,11788,1707,12960,1671,1910469,15417,959086,9057,52760,2406,10658,1565,68882,3458,35632,2606,12828,1505,23101,1801,75412,2713,124762,2440,125765,2770,131330,2576,129184,2074,103027,1294,65745,1268,951383,8443,50406,2177,9690,1822,63414,3537,35892,3065,9722,1373,23879,1542,67043,2640,112105,2935,119935,2514,130807,2307,136113,2170,111540,1758,80837,1937,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23407972,56052,3508588,48425,1623847,28592,154727,7463,32726,2666,200626,9369,88275,4962,29449,2812,58211,3735,232288,8584,214972,8124,179276,6438,169083,7378,149191,5991,65378,3998,49645,3964,1884741,26211,153307,6137,27751,2805,182743,8032,83199,4446,30256,2949,61790,4273,263971,8705,280233,9180,239002,7941,194784,6903,165426,6169,96986,4040,105293,4751,19899384,63011,10017906,35432,557603,9203,105776,4265,689488,11285,348150,9023,123166,4554,249963,5199,874040,12451,1480987,11928,1342667,10054,1456506,10499,1321417,8018,877244,5416,590899,4812,9881478,35628,532257,8284,106710,4968,655937,11117,341535,8985,111163,6011,233929,6123,777593,9988,1334831,10522,1244072,9511,1430150,9333,1368266,8498,960180,5481,784855,5829,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4427201,14671,479967,20482,222504,11200,21387,2868,3579,984,23868,2820,9161,1400,3058,942,5317,1040,44334,4051,31323,3230,22277,3076,20973,2356,21548,2504,9768,1515,5911,941,257463,12192,18628,2489,4364,1309,19518,2708,12120,1995,5176,1011,4629,936,50152,4024,39993,3910,28772,3605,25062,2411,24772,2426,12126,1614,12151,1714,3947234,21473,1988991,11422,114133,2631,26791,2521,145609,4558,77801,4037,24925,2220,48631,2852,154532,4946,300807,4666,283331,4031,279170,2949,269249,2776,169319,1716,94693,1368,1958243,13799,106140,2741,21434,2127,144338,3831,73422,3818,22230,2431,45368,2403,134608,4060,277328,4640,263802,4515,282443,2859,280077,2944,180867,1797,126186,2277,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2688645,11975,217102,12669,95900,6714,8861,1697,1747,865,10538,1933,4432,1013,1662,629,2410,680,14574,2381,11194,1808,7318,1384,12121,1941,10609,1633,5210,1097,5224,1069,121202,7551,6570,1643,1305,618,7322,1780,4096,1277,1415,526,2822,932,15156,1987,18567,2440,13889,1977,15159,1973,14653,1466,8690,1397,11558,1643,2471543,13702,1214497,7863,54130,1632,10613,1425,80946,3292,46121,3118,15897,1348,33158,1537,94664,3652,141158,2914,148110,2159,200446,2704,190570,1899,118763,1352,79921,1262,1257046,8512,54338,2020,10627,1517,79675,3059,46356,2397,15043,1675,30398,1809,85769,2630,134097,2794,146679,2315,210701,2596,197786,2036,130190,1578,115387,1788,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,633051,4066,62261,6555,26968,3291,2726,986,180,217,3414,1047,1294,701,27,44,812,383,4534,1084,2197,722,3067,1000,2551,842,3275,860,1526,519,1365,565,35293,4071,2013,874,480,353,3088,990,951,457,371,255,378,190,5334,1392,5033,1254,4791,1152,4202,1130,4150,905,1909,618,2593,843,570790,6997,281572,3837,14315,1154,3165,866,17552,1398,9304,1146,3839,864,5836,966,21745,1477,36474,1214,32626,1177,42392,1098,40894,1116,33061,650,20369,680,289218,4330,13440,937,3524,1034,16418,1636,8897,1314,3036,746,6437,865,18359,1435,36007,1372,32839,1244,41909,1257,45682,1006,36785,664,25885,989,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,249670,4582,19413,3058,9059,1819,0,198,180,205,533,569,309,340,0,198,60,91,3196,1171,2524,1034,812,465,276,235,713,428,419,242,37,62,10354,2087,469,478,0,198,94,164,0,198,0,198,307,315,3037,907,2675,888,1675,970,292,164,728,396,673,550,404,299,230257,4859,116380,2842,6694,586,710,315,4618,874,1276,530,442,231,861,208,5924,1177,36995,1404,22831,898,14331,474,10443,607,7042,419,4213,397,113877,3034,6612,674,481,323,4338,832,1369,627,132,121,986,314,7626,1057,40211,1091,17980,1209,11054,481,10092,529,7959,611,5037,370,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14840640,29140,2082194,46656,928328,25377,75680,6000,14665,2692,89788,6769,38680,3112,17870,2860,24139,2617,114457,6051,111302,6185,90830,5950,116578,6186,120503,6452,62109,3512,51727,3646,1153866,26746,72289,4457,14771,2007,87951,5562,40905,3985,14936,2369,27430,2993,134965,6205,149744,7831,139883,6347,138876,5972,135821,6247,92378,4732,103917,4667,12758446,51983,6321751,29442,279969,7188,60962,4822,366326,9193,198918,7565,68199,4123,135696,5530,473849,7119,781468,7360,785290,7168,924919,6686,865756,6668,780441,4479,599958,4325,6436695,29159,271521,5236,53947,5159,349785,8457,188384,7613,63147,3273,131553,4190,423263,8316,720493,8854,747550,7524,932573,6588,958079,7641,860229,5063,736171,4350,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
