GEO_ID,B14003_001E,B14003_001M,B14003_002E,B14003_002M,B14003_003E,B14003_003M,B14003_004E,B14003_004M,B14003_005E,B14003_005M,B14003_006E,B14003_006M,B14003_007E,B14003_007M,B14003_008E,B14003_008M,B14003_009E,B14003_009M,B14003_010E,B14003_010M,B14003_011E,B14003_011M,B14003_012E,B14003_012M,B14003_013E,B14003_013M,B14003_014E,B14003_014M,B14003_015E,B14003_015M,B14003_016E,B14003_016M,B14003_017E,B14003_017M,B14003_018E,B14003_018M,B14003_019E,B14003_019M,B14003_020E,B14003_020M,B14003_021E,B14003_021M,B14003_022E,B14003_022M,B14003_023E,B14003_023M,B14003_024E,B14003_024M,B14003_025E,B14003_025M,B14003_026E,B14003_026M,B14003_027E,B14003_027M,B14003_028E,B14003_028M,B14003_029E,B14003_029M,B14003_030E,B14003_030M,B14003_031E,B14003_031M,B14003_032E,B14003_032M,B14003_033E,B14003_033M,B14003_034E,B14003_034M,B14003_035E,B14003_035M,B14003_036E,B14003_036M,B14003_037E,B14003_037M,B14003_038E,B14003_038M,B14003_039E,B14003_039M,B14003_040E,B14003_040M,B14003_041E,B14003_041M,B14003_042E,B14003_042M,B14003_043E,B14003_043M,B14003_044E,B14003_044M,B14003_045E,B14003_045M,B14003_046E,B14003_046M,B14003_047E,B14003_047M,B14003_048E,B14003_048M,B14003_049E,B14003_049M,B14003_050E,B14003_050M,B14003_051E,B14003_051M,B14003_052E,B14003_052M,B14003_053E,B14003_053M,B14003_054E,B14003_054M,B14003_055E,B14003_055M,B14003_056E,B14003_056M,B14003_057E,B14003_057M,NAME,B14003_001EA,B14003_001MA,B14003_002MA,B14003_002EA,B14003_003MA,B14003_003EA,B14003_004MA,B14003_004EA,B14003_005EA,B14003_005MA,B14003_006EA,B14003_006MA,B14003_007EA,B14003_007MA,B14003_008MA,B14003_008EA,B14003_009MA,B14003_009EA,B14003_010MA,B14003_010EA,B14003_011EA,B14003_011MA,B14003_012EA,B14003_012MA,B14003_013MA,B14003_013EA,B14003_014MA,B14003_014EA,B14003_015MA,B14003_015EA,B14003_016EA,B14003_016MA,B14003_017EA,B14003_017MA,B14003_018EA,B14003_018MA,B14003_019MA,B14003_019EA,B14003_020MA,B14003_020EA,B14003_021MA,B14003_021EA,B14003_022EA,B14003_022MA,B14003_023EA,B14003_023MA,B14003_024MA,B14003_024EA,B14003_025MA,B14003_025EA,B14003_026MA,B14003_026EA,B14003_027EA,B14003_027MA,B14003_028EA,B14003_028MA,B14003_029EA,B14003_029MA,B14003_030MA,B14003_030EA,B14003_031MA,B14003_031EA,B14003_032MA,B14003_032EA,B14003_033EA,B14003_033MA,B14003_034EA,B14003_034MA,B14003_035MA,B14003_035EA,B14003_036MA,B14003_036EA,B14003_037MA,B14003_037EA,B14003_038EA,B14003_038MA,B14003_039EA,B14003_039MA,B14003_040EA,B14003_040MA,B14003_041MA,B14003_041EA,B14003_042MA,B14003_042EA,B14003_043MA,B14003_043EA,B14003_044EA,B14003_044MA,B14003_045EA,B14003_045MA,B14003_046MA,B14003_046EA,B14003_047MA,B14003_047EA,B14003_048MA,B14003_048EA,B14003_049EA,B14003_049MA,B14003_050EA,B14003_050MA,B14003_051EA,B14003_051MA,B14003_052MA,B14003_052EA,B14003_053MA,B14003_053EA,B14003_054MA,B14003_054EA,B14003_055MA,B14003_055EA,B14003_056EA,B14003_056MA,B14003_057MA,B14003_057EA,state
0400000US01,4678136,4604,2259298,6359,499626,7606,14834,2091,129251,4705,140449,6015,84090,3403,41395,3155,47919,4028,22042,2207,19646,2292,80580,4209,10052,1777,18370,2218,18265,2121,9429,1288,6399,1338,7268,1463,5520,1325,5277,1197,1679092,6771,36914,3579,9102,1553,3525,1323,3177,937,21687,2555,120402,4118,272023,4263,1212262,4026,2418838,5575,531380,8900,14191,2180,123461,5271,142622,4671,81164,2299,46551,3073,62593,4280,33195,3266,27603,2706,78994,4700,9205,1513,15978,2015,14612,2104,10194,1416,7224,1735,8458,1497,5244,1309,8079,1294,1808464,7510,34723,2944,8292,1532,2324,769,3135,1104,15180,2031,98935,3740,277924,4439,1367951,4766,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,704965,1871,370278,2188,87866,2958,2336,508,23145,1817,23583,1893,13223,994,5972,1005,9712,1702,5704,1291,4191,858,11827,2085,1458,460,2914,1016,1810,572,930,339,444,282,709,476,1931,1095,1631,774,270585,3647,7668,1198,1458,529,466,404,566,380,5424,1295,26233,2080,53739,1740,175031,1834,334687,2073,84946,2887,2881,803,21536,1463,22087,1341,13525,1335,5080,886,6824,1202,5211,1008,7802,1334,11191,1612,1447,640,2528,741,1983,515,1217,529,497,347,470,255,1103,366,1946,800,238550,3082,5851,1006,1417,539,619,305,354,184,3818,877,19631,1539,46086,1652,160774,2039,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6482310,5280,3215162,4686,788388,7764,23191,2614,202359,6173,211151,5726,127917,2387,61646,2671,81160,4495,48131,3726,32833,2726,90073,5464,10627,1498,19081,2355,15829,2414,8122,1094,4121,951,9236,1606,11175,1693,11882,1742,2336701,8251,59600,3601,13756,2018,4039,1200,4142,928,30131,2708,160100,4682,403052,4693,1661881,3749,3267148,4539,775193,8355,20578,2118,189359,4904,209411,5694,118129,2332,60757,3243,83523,4131,46802,3177,46634,3446,104010,6163,12246,1599,19004,2488,16438,2356,8311,1402,6723,1555,12059,2230,14143,2057,15086,1879,2387945,8244,57247,3580,12398,1739,4071,1186,5891,1633,21687,2343,142044,4277,372216,4356,1772391,4338,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2859437,3668,1403439,4555,328832,6783,14476,1943,89728,4330,89035,3942,55199,2674,26241,2123,30131,3094,14349,2050,9673,1711,36843,3270,5416,1322,6953,1228,7272,1553,4221,774,4761,1090,3942,887,1750,497,2528,815,1037764,5491,24786,2253,5688,1387,2372,943,2757,1230,12026,1684,72016,4173,173037,3604,745082,3793,1455998,4952,341819,7259,14027,2004,84522,4374,87402,4425,52071,2471,27733,2243,33832,2520,21576,2419,20656,2405,38760,3507,5558,1418,8010,1534,8048,1531,4088,780,2822,974,4374,1068,2629,762,3231,958,1075419,6088,19201,2359,4608,1099,859,447,2911,1165,9625,1600,64312,3144,164968,3392,808935,3481,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37329816,14378,18519498,11695,4546808,21774,146029,5604,1141965,14435,1166192,13857,716969,4715,363538,6275,548217,10186,286733,9165,177165,6795,698968,12573,112780,5125,130239,5868,96204,4522,58018,3494,44880,3098,91804,5254,95208,5585,69835,4056,13273722,21384,277305,8082,45061,3673,15896,1873,19350,1980,147146,5049,868537,11175,2554164,11929,9346263,7601,18810318,10046,4519792,24489,137534,6161,1079876,13257,1123745,12830,680218,5156,368070,5627,572342,10355,318577,9605,239430,8653,765753,13114,100457,4742,120271,5534,107669,4814,62897,4343,56203,3656,117692,5950,105647,5765,94917,4903,13524773,23909,264903,7669,42126,2944,15440,2266,17751,2420,100971,4478,717229,11076,2362595,11745,10003758,10034,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5156812,4098,2588482,4858,622845,9030,23822,2192,157666,4847,166011,5172,91468,2854,46364,2226,66691,4092,42029,3421,28794,2462,85597,4576,13467,1865,17277,1836,14696,1678,7706,1242,4256,1028,10443,1844,9034,1449,8718,1479,1880040,7638,31662,2814,7665,1435,2648,885,3465,972,22401,2049,124560,4574,361455,4331,1326184,3509,2568330,4238,602310,8608,20124,2515,149364,5545,158506,4999,88527,2126,45374,2428,63669,3982,43712,3658,33034,2929,93766,5423,13716,1835,16294,2092,14437,2084,6264,909,5632,1346,13283,2182,10948,1742,13192,1955,1872254,7659,30213,2441,6828,1268,3115,967,3150,942,15399,1930,106186,4419,331507,4516,1375856,4220,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3487342,4034,1699590,3337,365224,5359,14737,1830,92570,3930,105446,3846,65010,1702,30379,2319,33870,2561,11706,1549,11506,1890,89380,4520,11674,1446,10677,1556,11996,1640,8020,1131,11820,1632,19062,2294,8688,1928,7443,1247,1244986,5403,15057,1779,2698,828,1181,529,2103,871,10451,1783,74974,2936,200091,2882,938431,2637,1787752,3263,368773,6224,13034,1846,87006,3947,98822,3807,61634,1394,28902,2265,35996,2877,21324,2435,22055,2299,105149,4947,11912,1634,11990,1698,12651,1626,7775,1135,15345,2049,21590,2250,12593,1846,11293,1406,1313830,5434,13113,1693,2960,995,1922,789,1553,642,8887,1397,58707,3444,184019,3185,1042669,3073,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,903972,1888,436959,1747,94457,3580,3210,1148,23086,2029,25678,2021,14168,723,9588,1217,9373,1680,5110,1071,4244,951,20226,2406,1971,611,3748,800,4082,957,2607,632,1235,613,2229,681,2254,752,2100,730,322276,2959,7027,1450,1080,459,446,246,167,148,3328,952,21162,2006,52639,1431,236427,1379,467013,1440,96979,3286,3749,1141,22991,2083,22461,2045,13726,777,8969,1151,12309,1462,6325,1249,6449,1160,23988,2251,3421,880,3611,790,3541,765,2545,585,1821,687,3049,725,2521,741,3479,1003,346046,3479,4990,1022,2587,888,802,553,506,330,2583,853,15783,1707,53115,1454,265680,1473,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,633315,1782,299056,1280,47224,2716,6088,1189,12636,1171,10749,1041,5873,571,3097,864,3527,1105,3019,997,2235,816,29831,2520,1774,644,2124,632,2310,680,1544,574,5287,1094,8716,1320,6231,1380,1845,586,222001,2679,642,451,413,354,246,228,291,253,1622,719,15091,1533,60795,1610,142901,1014,334259,1452,48396,2614,5234,1064,13146,1656,9763,1481,5918,602,3207,881,3442,821,4457,1027,3229,969,39147,2401,1745,849,2015,684,2570,722,1441,450,6825,1328,14124,1896,6364,1098,4063,1050,246716,2757,1702,684,704,444,91,108,433,362,1805,921,13909,1472,69345,1566,158727,1573,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19260349,9382,9401857,8085,1940955,17583,62818,4484,482441,8414,511263,10702,314370,4910,158916,5970,213672,8441,118573,7287,78902,4316,373222,10904,53328,3788,75285,4476,64901,4830,34522,3157,26856,3141,40569,4155,39821,3911,37940,3235,7087680,16235,109690,6401,20078,2720,8520,2101,14092,2118,66895,4397,416772,8453,1109424,9122,5342209,8089,9858492,8760,1941277,16061,57842,4303,450008,12195,492101,10485,296561,3990,159240,4612,235223,7832,135746,6452,114556,5516,418801,11898,48396,4452,74583,4524,63783,4167,34585,3196,25983,2927,54370,3691,56904,4573,60197,4435,7498414,17548,112550,6327,18975,2551,8958,1822,11425,1797,52594,3838,346988,6904,1052161,7824,5894763,8688,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
