GEO_ID,B25093_001E,B25093_001M,B25093_002E,B25093_002M,B25093_003E,B25093_003M,B25093_004E,B25093_004M,B25093_005E,B25093_005M,B25093_006E,B25093_006M,B25093_007E,B25093_007M,B25093_008E,B25093_008M,B25093_009E,B25093_009M,B25093_010E,B25093_010M,B25093_011E,B25093_011M,B25093_012E,B25093_012M,B25093_013E,B25093_013M,B25093_014E,B25093_014M,B25093_015E,B25093_015M,B25093_016E,B25093_016M,B25093_017E,B25093_017M,B25093_018E,B25093_018M,B25093_019E,B25093_019M,B25093_020E,B25093_020M,B25093_021E,B25093_021M,B25093_022E,B25093_022M,B25093_023E,B25093_023M,B25093_024E,B25093_024M,B25093_025E,B25093_025M,B25093_026E,B25093_026M,B25093_027E,B25093_027M,B25093_028E,B25093_028M,B25093_029E,B25093_029M,NAME,B25093_001MA,B25093_001EA,B25093_002MA,B25093_002EA,B25093_003MA,B25093_003EA,B25093_004EA,B25093_004MA,B25093_005EA,B25093_005MA,B25093_006EA,B25093_006MA,B25093_007MA,B25093_007EA,B25093_008MA,B25093_008EA,B25093_009MA,B25093_009EA,B25093_010EA,B25093_010MA,B25093_011EA,B25093_011MA,B25093_012MA,B25093_012EA,B25093_013MA,B25093_013EA,B25093_014MA,B25093_014EA,B25093_015MA,B25093_015EA,B25093_016EA,B25093_016MA,B25093_017EA,B25093_017MA,B25093_018MA,B25093_018EA,B25093_019MA,B25093_019EA,B25093_020MA,B25093_020EA,B25093_021EA,B25093_021MA,B25093_022EA,B25093_022MA,B25093_023MA,B25093_023EA,B25093_024MA,B25093_024EA,B25093_025MA,B25093_025EA,B25093_026EA,B25093_026MA,B25093_027EA,B25093_027MA,B25093_028EA,B25093_028MA,B25093_029MA,B25093_029EA,state
0400000US01,1246080,12085,12754,1851,6233,1252,1598,745,1204,554,735,380,2884,827,100,106,110975,4848,60331,3465,17648,2379,9497,1631,5360,1134,16684,2367,1455,523,728646,9263,427509,8162,83198,4771,55843,3562,35726,3045,117523,5312,8847,1272,393705,4417,236502,4361,38418,2523,25916,2091,19219,1901,70056,3240,3594,887,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,156006,4250,1458,699,422,243,12,20,28,45,213,230,783,633,0,145,18018,1759,6870,1140,3369,887,2364,787,1442,614,3849,792,124,173,102705,3140,56840,2251,14568,1600,8921,1458,5780,1272,16354,1611,242,159,33825,1603,21816,1482,2916,768,2912,725,1492,459,4589,813,100,72,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1484857,11801,12031,1686,5932,1258,1025,417,976,448,636,374,3024,863,438,302,131338,5385,64470,3806,22005,2356,13813,2020,7825,1413,21477,2502,1748,684,818062,9450,452317,8750,107832,4372,65850,3706,45324,3029,135483,5413,11256,1520,523426,5760,304039,5500,50077,2787,37806,2542,25479,1950,100473,4296,5552,964,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,744318,10448,8566,1434,4066,804,926,367,1096,612,229,159,2126,906,123,145,73393,3812,44527,3236,8982,1711,6513,1218,3359,869,9707,1633,305,380,423406,6799,265388,6586,46691,3241,30074,2717,18548,1808,58695,3193,4010,1028,238953,4846,150463,4156,21690,1991,18135,1819,11032,1558,35938,2468,1695,585,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6855688,27608,33982,2528,7468,1137,4775,1241,4256,1015,1922,628,13882,1800,1679,512,512702,10434,179310,5962,85004,4309,68029,3650,46477,3435,130086,6626,3796,1018,4246294,23382,1740541,15114,594669,11081,459670,10423,338303,7661,1079187,15795,33924,3197,2062710,11805,1034777,12948,198002,6394,151744,5007,114205,4624,551664,8242,12318,1524,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1302533,10820,11018,1671,4065,1025,820,445,1749,727,1530,683,2714,799,140,126,135612,4705,63723,3652,24239,2166,16635,1939,10584,1407,19407,1923,1024,500,822174,8262,429912,8068,114838,5197,80783,4778,49827,3554,142060,5894,4754,1215,333729,4360,193007,4368,29421,2364,22305,1845,20134,1700,66989,2817,1873,697,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,900039,8072,2501,713,1070,522,128,121,211,244,132,143,960,474,0,197,59825,3515,22586,2234,12176,1638,7741,1458,5617,1131,11202,1997,503,367,579127,6354,266717,5813,86344,3990,63285,3566,38393,2645,121346,4750,3042,834,258586,4661,105387,3329,27570,1918,24343,1925,19161,1521,80190,3287,1935,550,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,245808,4425,2210,761,681,490,182,193,130,184,193,169,1024,477,0,185,20698,1797,9497,1433,2714,669,3126,850,1689,636,3629,1079,43,70,144501,3639,73664,3838,19959,1899,12142,1515,9435,1420,27268,2742,2033,794,78399,2121,44590,1852,8165,1194,5843,996,4562,1057,14854,1680,385,286,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112492,3641,476,289,188,142,0,198,0,198,0,198,224,209,64,106,13635,1427,6588,858,2241,641,1721,664,857,345,2105,725,123,198,65957,3105,34436,2329,9190,1291,6413,1113,4297,811,10913,1407,708,516,32424,1805,17976,1392,3101,584,2457,581,1442,421,7191,1013,257,176,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4693821,26616,26240,2293,9923,1379,3031,674,1898,814,1146,542,9406,1680,836,372,290504,8188,134735,5533,46206,3349,32013,3189,20977,2617,53008,3916,3565,1184,2552017,23818,1245753,18751,322442,10118,225059,7525,153569,6218,564799,12574,40395,4134,1825060,12485,976786,11052,178286,6293,131487,5191,99617,4520,415156,9388,23728,2653,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2232553,17839,16216,2517,7985,1774,1698,657,1243,542,1148,535,3802,1323,340,268,201103,7421,105214,5274,29831,2749,19099,2350,12882,2101,32976,3291,1101,508,1417657,13086,769150,11388,180855,5525,118750,5575,79438,4991,252004,8916,17460,2056,597577,7962,339669,5968,57262,3003,41418,2640,31731,2671,122579,4785,4918,925,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,255375,5028,1113,648,674,599,61,99,175,159,42,67,66,78,95,135,14864,1870,4043,936,2604,830,2738,1072,1139,367,4118,878,222,266,145745,4038,55816,3324,22721,1941,18007,2052,10948,1367,36361,2569,1892,674,93653,2988,53035,2782,9020,1254,6137,1052,4077,755,20624,1792,760,389,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,402394,6319,4183,1150,1807,691,777,488,380,262,157,154,1062,629,0,190,43108,2880,19870,2042,7270,1222,4733,1230,4006,1070,6979,1528,250,291,235306,4593,133622,4399,32622,2948,20073,2309,11509,1732,35369,3207,2111,1023,119797,3807,70058,3399,13379,1735,9134,1815,4868,1011,21377,1900,981,443,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3125655,15819,21034,2103,8975,1433,2832,601,2103,654,1227,468,5426,867,471,431,292605,6105,136318,5282,51993,3480,33335,2685,20802,1909,48152,3268,2005,799,1938190,13168,1001119,10565,262399,6799,173674,5045,120368,5921,365274,8621,15356,1699,873826,7104,455114,7373,92895,3971,65541,3317,51201,3330,202669,5053,6406,1053,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1716341,13216,20420,2190,9297,1519,2490,785,2343,774,1043,574,4942,1200,305,303,179730,6093,103468,4934,28921,2730,14989,2112,10819,1459,20355,1964,1178,565,1034987,9295,630683,8818,135090,5367,78913,4391,45214,3614,137671,5222,7416,1419,481204,6128,294106,5749,48078,2632,34736,2432,24956,2133,77032,3558,2296,712,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,879878,7925,11984,1713,5060,1035,2082,620,1514,673,735,380,2239,869,354,289,105694,3464,61291,2916,17777,1882,9275,1248,6399,1335,10457,1377,495,301,510822,5863,323238,6145,65140,3545,38072,2891,21740,1902,59548,3206,3084,780,251378,3436,155033,3392,27980,1837,17805,1559,11869,1044,37113,1881,1578,433,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,739168,7329,10426,1457,5500,1045,1649,580,496,320,664,346,1950,637,167,139,81898,3686,44329,2760,14684,1696,7743,1142,5230,1185,9522,1140,390,289,439107,5134,263435,4130,58049,3277,33907,2421,22589,2303,57431,3617,3696,755,207737,3211,126626,2902,21331,1561,14456,1321,10152,1099,33847,1967,1325,409,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
